 0 2 119   10
 0 2 243   11
 0 2 286   12
 0 2 144   23
 0 2 194   24
 0 2 213   25
 0 2  95   36
 0 2 219   37
 0 2 337   38
 0 2 143   49
 0 2 169   50
 0 2 287   51
 0 2  71   62
 0 2 217   63
 0 2 237   64
 0 2 189   75
 0 2 167   76
 0 2 339   77
 0 2  94   88
 0 2 241   89
 0 2 263   90
 0 2 141  101
 0 2 192  102
 0 2 313  103
 0 2 166  114
 0 2 242  115
 0 2 288  116
 0 2 118  127
 0 2 193  128
 0 2 312  129
 0 2 142  140
 0 2 218  141
 0 2 262  142
 0 2 117  153
 0 2 168  154
 0 2 338  155
 0 2 165  166
 0 2 216  167
 0 2 289  168
 0 2  70  179
 0 2 191  180
 0 2 314  181
 0 2 140  192
 0 2 215  193
 0 2 238  194
 0 2  93  205
 0 2 190  206
 0 2 340  207
 0 2 267  208
 0 2 319  209
 0 2 372  210
 0 2 447  211
 0 2 444  212
 0 2 413  213
 0 2 518  214
 0 2 523  215
 0 2 554  216
 0 2 530  217
 0 2 590  218
 0 2 318  221
 0 2 344  222
 0 2 425  223
 0 2 343  224
 0 2 417  225
 0 2 361  226
 0 2 465  227
 0 2 469  228
 0 2 473  229
 0 2 477  230
 0 2 480  231
 0 2 292  234
 0 2 321  235
 0 2 398  236
 0 2 421  237
 0 2 364  238
 0 2 440  239
 0 2 519  240
 0 2 551  241
 0 2 527  242
 0 2 558  243
 0 2 562  244
 0 2 317  247
 0 2 268  248
 0 2 455  249
 0 2 395  250
 0 2 365  251
 0 2 387  252
 0 2 492  253
 0 2 496  254
 0 2 499  255
 0 2 504  256
 0 2 535  257
 0 2 239  260
 0 2 293  261
 0 2 427  262
 0 2 396  263
 0 2 393  264
 0 2 362  265
 0 2 467  266
 0 2 471  267
 0 2 503  268
 0 2 534  269
 0 2 593  270
 0 2 316  273
 0 2 346  274
 0 2 373  275
 0 2 424  276
 0 2 419  277
 0 2 442  278
 0 2 549  279
 0 2 525  280
 0 2 556  281
 0 2 532  282
 0 2 536  283
 0 2 265  286
 0 2 295  287
 0 2 453  288
 0 2 370  289
 0 2 394  290
 0 2 389  291
 0 2 494  292
 0 2 475  294
 0 2 506  295
 0 2 592  296
 0 2 290  299
 0 2 244  300
 0 2 400  301
 0 2 423  302
 0 2 445  303
 0 2 415  304
 0 2 521  305
 0 2 552  306
 0 2 528  307
 0 2 559  308
 0 2 537  309
 0 2 342  312
 0 2 345  313
 0 2 452  314
 0 2 422  315
 0 2 366  316
 0 2 388  317
 0 2 493  318
 0 2 497  319
 0 2 501  320
 0 2 478  321
 0 2 591  322
 0 2 266  325
 0 2 269  326
 0 2 399  327
 0 2 448  328
 0 2 391  329
 0 2 414  330
 0 2 520  331
 0 2 524  332
 0 2 500  333
 0 2 586  334
 0 2 508  335
 0 2 291  338
 0 2 320  339
 0 2 426  340
 0 2 369  341
 0 2 392  342
 0 2 336  343
 0 2 466  344
 0 2 470  345
 0 2 474  346
 0 2 479  347
 0 2 563  348
 0 2 240  351
 0 2 294  352
 0 2 347  353
 0 2 449  354
 0 2 418  355
 0 2 441  356
 0 2 548  357
 0 2 555  359
 0 2 531  360
 0 2 481  361
 0 2 341  364
 0 2 270  365
 0 2 454  366
 0 2 397  367
 0 2 367  368
 0 2 363  369
 0 2 468  370
 0 2 498  371
 0 2 502  372
 0 2 505  373
 0 2 564  374
 0 2 214  377
 0 2 322  378
 0 2 374  379
 0 2 450  380
 0 2 446  381
 0 2 416  382
 0 2 522  383
 0 2 553  384
 0 2 529  385
 0 2 533  386
 0 2 482  387
 0 2 315  390
 0 2 296  391
 0 2 428  392
 0 2 371  393
 0 2 368  394
 0 2 390  395
 0 2 495  396
 0 2 472  397
 0 2 476  398
 0 2 507  399
 0 2 565  400
 0 2 264  403
 0 2 348  404
 0 2 401  405
 0 2 451  406
 0 2 420  407
 0 2 443  408
 0 2 550  409
 0 2 526  410
 0 2 557  411
 0 2 560  412
 0 2 509  413
 0 2 674  418
 0 2 670  419
 0 2 638  420
 0 2 634  421
 0 2 630  422
 0 2 653  423
 0 2 739  424
 0 2 741  425
 0 2 745  426
 0 2 749  427
 0 2 753  428
 0 2 619  431
 0 2 614  432
 0 2 610  433
 0 2 606  434
 0 2 546  435
 0 2 572  436
 0 2 709  437
 0 2 683  438
 0 2 688  439
 0 2 692  440
 0 2 696  441
 0 2 675  444
 0 2 642  445
 0 2 666  446
 0 2 662  447
 0 2 658  448
 0 2 626  449
 0 2 680  450
 0 2 742  451
 0 2 774  452
 0 2 778  453
 0 2 782  454
 0 2 618  457
 0 2 587  458
 0 2 583  459
 0 2 578  460
 0 2 575  461
 0 2 599  462
 0 2 766  463
 0 2 713  464
 0 2 687  465
 0 2 691  466
 0 2 695  467
 0 2 676  470
 0 2 561  471
 0 2 584  472
 0 2 580  473
 0 2 576  474
 0 2 573  475
 0 2 682  476
 0 2 685  477
 0 2 689  478
 0 2 693  479
 0 2 697  480
 0 2 620  483
 0 2 700  484
 0 2 640  485
 0 2 636  486
 0 2 632  487
 0 2 628  488
 0 2 740  489
 0 2 772  490
 0 2 776  491
 0 2 780  492
 0 2 784  493
 0 2 704  496
 0 2 616  497
 0 2 612  498
 0 2 608  499
 0 2 604  500
 0 2 601  501
 0 2 711  502
 0 2 686  503
 0 2 718  504
 0 2 722  505
 0 2 726  506
 0 2 648  509
 0 2 643  510
 0 2 668  511
 0 2 664  512
 0 2 660  513
 0 2 655  514
 0 2 768  515
 0 2 743  516
 0 2 747  517
 0 2 751  518
 0 2 755  519
 0 2 673  522
 0 2 588  523
 0 2 611  524
 0 2 607  525
 0 2 547  526
 0 2 600  527
 0 2 710  528
 0 2 684  529
 0 2 717  530
 0 2 721  531
 0 2 725  532
 0 2 647  535
 0 2 699  536
 0 2 667  537
 0 2 635  538
 0 2 631  539
 0 2 627  540
 0 2 738  541
 0 2 770  542
 0 2 746  543
 0 2 750  544
 0 2 754  545
 0 2 645  548
 0 2 615  549
 0 2 582  550
 0 2 579  551
 0 2 603  552
 0 2 545  553
 0 2 708  554
 0 2 714  555
 0 2 716  556
 0 2 720  557
 0 2 724  558
 0 2 646  561
 0 2 671  562
 0 2 639  563
 0 2 663  564
 0 2 659  565
 0 2 654  566
 0 2 737  567
 0 2 771  568
 0 2 775  569
 0 2 779  570
 0 2 783  571
 0 2 705  574
 0 2 589  575
 0 2 585  576
 0 2 581  577
 0 2 577  578
 0 2 574  579
 0 2 712  580
 0 2 715  581
 0 2 690  582
 0 2 694  583
 0 2 698  584
 0 2 621  587
 0 2 644  588
 0 2 669  589
 0 2 637  590
 0 2 633  591
 0 2 657  592
 0 2 769  593
 0 2 744  594
 0 2 748  595
 0 2 752  596
 0 2 756  597
 0 2 677  600
 0 2 617  601
 0 2 613  602
 0 2 609  603
 0 2 605  604
 0 2 602  605
 0 2 681  606
 0 2 656  607
 0 2 719  608
 0 2 723  609
 0 2 727  610
 0 2 649  613
 0 2 672  614
 0 2 641  615
 0 2 665  616
 0 2 661  617
 0 2 629  618
 0 2 767  619
 0 2 773  620
 0 2 777  621
 0 2 781  622
 0 2 785  623
 0 2 757  624
 0 2 790  625
 0 1  62  626
 0 1 162  627
 0 1 208  628
 0 1 323  629
 0 1 321  630
 0 1 317  631
 0 1 269  632
 0 1 405  633
 0 1 362  634
 0 2 728  637
 0 2 761  638
 0 1  81  639
 0 1 227  640
 0 1 166  641
 0 1 279  642
 0 1 231  643
 0 1 272  644
 0 1 314  645
 0 1 335  646
 0 1 385  647
 0 2 786  650
 0 2 733  651
 0 1  83  652
 0 1 184  653
 0 1 143  654
 0 1 301  655
 0 1 276  656
 0 1 250  657
 0 1 247  658
 0 1 382  659
 0 1 339  660
 0 2 729  663
 0 2 765  664
 0 1 124  665
 0 1 204  666
 0 1 230  667
 0 1 257  668
 0 1 254  669
 0 1 295  670
 0 1 291  671
 0 1 358  672
 0 1 409  673
 0 2 702  676
 0 2 763  677
