#Wheel	DTMaddr	DTMchan	Zlayer	PHIstrawRODhalf	BUFposition
0	1	5	7	0	0	650
0	1	2	7	1	0	290
0	1	14	7	2	0	1730
0	1	9	7	3	0	1130
0	0	5	7	4	0	648
0	0	2	7	5	0	288
0	0	14	7	6	0	1728
0	0	9	7	7	0	1128
0	5	5	7	8	0	658
0	5	2	7	9	0	298
0	5	14	7	10	0	1738
0	5	9	7	11	0	1138
0	4	5	7	12	0	656
0	4	2	7	13	0	296
0	4	14	7	14	0	1736
0	4	9	7	15	0	1136
0	9	5	7	16	0	666
0	9	2	7	17	0	306
0	9	14	7	18	0	1746
0	9	9	7	19	0	1146
0	8	5	7	20	0	664
0	8	2	7	21	0	304
0	8	14	7	22	0	1744
0	8	9	7	23	0	1144
0	1	4	6	0	0	530
0	1	3	6	1	0	410
0	1	15	6	2	0	1850
0	1	8	6	3	0	1010
0	0	4	6	4	0	528
0	0	3	6	5	0	408
0	0	15	6	6	0	1848
0	0	8	6	7	0	1008
0	5	4	6	8	0	538
0	5	3	6	9	0	418
0	5	15	6	10	0	1858
0	5	8	6	11	0	1018
0	4	4	6	12	0	536
0	4	3	6	13	0	416
0	4	15	6	14	0	1856
0	4	8	6	15	0	1016
0	9	4	6	16	0	546
0	9	3	6	17	0	426
0	9	15	6	18	0	1866
0	9	8	6	19	0	1026
0	8	4	6	20	0	544
0	8	3	6	21	0	424
0	8	15	6	22	0	1864
0	8	8	6	23	0	1024
0	1	7	5	0	0	890
0	1	0	5	1	0	50
0	1	12	5	2	0	1490
0	1	11	5	3	0	1370
0	0	7	5	4	0	888
0	0	0	5	5	0	48
0	0	12	5	6	0	1488
0	0	11	5	7	0	1368
0	5	7	5	8	0	898
0	5	0	5	9	0	58
0	5	12	5	10	0	1498
0	5	11	5	11	0	1378
0	4	7	5	12	0	896
0	4	0	5	13	0	56
0	4	12	5	14	0	1496
0	4	11	5	15	0	1376
0	9	7	5	16	0	906
0	9	0	5	17	0	66
0	9	12	5	18	0	1506
0	9	11	5	19	0	1386
0	8	7	5	20	0	904
0	8	0	5	21	0	64
0	8	12	5	22	0	1504
0	8	11	5	23	0	1384
0	1	6	4	0	0	770
0	1	1	4	1	0	170
0	1	13	4	2	0	1610
0	1	10	4	3	0	1250
0	0	6	4	4	0	768
0	0	1	4	5	0	168
0	0	13	4	6	0	1608
0	0	10	4	7	0	1248
0	5	6	4	8	0	778
0	5	1	4	9	0	178
0	5	13	4	10	0	1618
0	5	10	4	11	0	1258
0	4	6	4	12	0	776
0	4	1	4	13	0	176
0	4	13	4	14	0	1616
0	4	10	4	15	0	1256
0	9	6	4	16	0	786
0	9	1	4	17	0	186
0	9	13	4	18	0	1626
0	9	10	4	19	0	1266
0	8	6	4	20	0	784
0	8	1	4	21	0	184
