This is the correspondance between 3 ways to identify Pixel, IBL and DBM modules:

1) The Identifier column, an integer computed from the identifier between []
2) The Id between [ ]:
    3rd number: -4 for DBM C, + 4 for DBM A
                -2 for ECC, +2 for ECA
		 0 for Barrel
    4th digit: disks for DBM, ECC and ECA
               Layer for barrel : 0 for IBL, 1 for B-layer, 2 for Layer 1 and 3 for layer 2.
    5th digit: Phi module
    6th digit: Eta module
    
    In occupancy plots and several outputs, (eta,phi) are the digits 6 and 5.
    
3) The Module name: a "human" readable name, with geographic informations (disks, bistave, stave, eta and phi indices)     	        		 


PixMapOverlayWr...   INFO HashID   IDentifier                   Module name         	Status
PixMapOverlayWr...   INFO   208     33710080  [2.1.0.0.2.2.0.0]  LI_S03_A_M2_A3
PixMapOverlayWr...   INFO   209     33712128  [2.1.0.0.2.3.0.0]  LI_S03_A_M2_A4
PixMapOverlayWr...   INFO   210     33714176  [2.1.0.0.2.4.0.0]  LI_S03_A_M3_A5
PixMapOverlayWr...   INFO   211     33716224  [2.1.0.0.2.5.0.0]  LI_S03_A_M3_A6
PixMapOverlayWr...   INFO   212     33718272  [2.1.0.0.2.6.0.0]  LI_S03_A_M4_A7_1
PixMapOverlayWr...   INFO   213     33720320  [2.1.0.0.2.7.0.0]  LI_S03_A_M4_A7_2
PixMapOverlayWr...   INFO   214     33722368  [2.1.0.0.2.8.0.0]  LI_S03_A_M4_A8_1
PixMapOverlayWr...   INFO   215     33724416  [2.1.0.0.2.9.0.0]  LI_S03_A_M4_A8_2
PixMapOverlayWr...   INFO   216     33751040  [2.1.0.0.3.-10.0.0]LI_S04_C_M4_C8_2
PixMapOverlayWr...   INFO   217     33753088  [2.1.0.0.3.-9.0.0] LI_S04_C_M4_C8_1
PixMapOverlayWr...   INFO   218     33755136  [2.1.0.0.3.-8.0.0] LI_S04_C_M4_C7_2
PixMapOverlayWr...   INFO   219     33757184  [2.1.0.0.3.-7.0.0] LI_S04_C_M4_C7_1
PixMapOverlayWr...   INFO   220     33759232  [2.1.0.0.3.-6.0.0] LI_S04_C_M3_C6
PixMapOverlayWr...   INFO   221     33761280  [2.1.0.0.3.-5.0.0] LI_S04_C_M3_C5
PixMapOverlayWr...   INFO   222     33763328  [2.1.0.0.3.-4.0.0] LI_S04_C_M2_C4
PixMapOverlayWr...   INFO   223     33765376  [2.1.0.0.3.-3.0.0] LI_S04_C_M2_C3
PixMapOverlayWr...   INFO   224     33767424  [2.1.0.0.3.-2.0.0] LI_S04_C_M1_C2
PixMapOverlayWr...   INFO   225     33769472  [2.1.0.0.3.-1.0.0] LI_S04_C_M1_C1
PixMapOverlayWr...   INFO   226     33771520  [2.1.0.0.3.0.0.0]  LI_S04_A_M1_A1
PixMapOverlayWr...   INFO   227     33773568  [2.1.0.0.3.1.0.0]  LI_S04_A_M1_A2
PixMapOverlayWr...   INFO   228     33775616  [2.1.0.0.3.2.0.0]  LI_S04_A_M2_A3
PixMapOverlayWr...   INFO   229     33777664  [2.1.0.0.3.3.0.0]  LI_S04_A_M2_A4
PixMapOverlayWr...   INFO   230     33779712  [2.1.0.0.3.4.0.0]  LI_S04_A_M3_A5
