-100	-0.188324
-98	-0.155902
-96	-0.126124
-94	-0.104295
-92	0.0538
-90	0.095412
-88	0.192153
-86	0.238444
-84	0.132131
-82	0.0398245
-80	0.0027145
-78	-0.0957475
-76	-0.273628
-74	-0.452992
-72	-0.464035
-70	-0.363165
-68	-0.285475
-66	-0.07167
-64	0.26612
-62	0.603915
-60	0.855954
-58	0.462616
-56	1.6931
-54	1.54062
-52	1.46121
-50	2.0153
-48	2.7502
-46	2.3974
-44	3.2023
-42	3.16595
-40	3.0598
-38	2.8039
-36	2.8623
-34	2.51585
-32	1.4847
-30	0.9906
-28	0.277
-26	-0.65695
-24	-1.5382
-22	-2.4106
-20	-3.02615
-18	-3.71355
-16	-3.92865
-14	-4.4125
-12	-5.135
-10	-3.95556
-8	-4.30902
-6	-4.78847
-4	-3.9413
-2	-3.3748
0	-3.1036
2	-2.9609
4	-2.04045
6	-1.8316
8	-1.37805
10	-0.6583
12	-0.58885
14	-0.053
16	0.3584
18	0.7349
20	0.92945
22	1.169
24	1.4741
26	1.6301
28	1.83055
30	2.20005
32	1.90815
34	2.01585
36	2.18735
38	2.1077
40	1.89637
42	1.80884
44	1.35692
46	1.31404
48	1.03263
50	0.82259
52	0.56393
54	0.292205
56	-0.15706
58	0.015045
60	-0.38647
62	-0.3636
64	-0.529415
66	-0.540204
68	-0.405708
70	-0.737058
72	-0.309125
74	-0.39209
76	-0.266785
78	-0.38221
80	-0.43186
82	-0.17412
84	-0.11127
86	-0.089975
88	-0.271295
90	0.1485
92	-0.08118
94	0.032805
96	0.03703
98	0
