  -100       2.612036113       3.328667219       3.328667219       3.328667219       3.328667219       3.300098286      -3.252954451       -31.1567013       15.18285248
   -99       3.069298326       3.069298326       3.069298326       3.069298326       3.069298326       2.942535442      -4.029851878       -29.7166858        15.4575106
   -98       2.925995954       2.925995954       2.925995954       2.925995954       2.925995954       2.736456942        -4.7412691      -28.37520433       15.75003672
   -97       2.796638603       2.796638603       2.796638603       2.796638603       2.796638603       2.552158595      -5.492287909      -27.07430195       16.03123824
   -96       2.679655932       2.679655932       2.679655932       2.679655932       2.679655932       2.365827645      -6.249242982      -25.82645957       16.31159525
   -95       2.564888131       2.564888131       2.564888131       2.564888131       2.564888131       2.226866959      -7.024431057      -24.61226478       16.58538822
   -94       2.461439086       2.461439086       2.461439086       2.461439086       2.461439086       2.082769751      -7.822210691      -23.40809487       16.84034038
   -93       2.355765269       2.355765269       2.355765269       2.355765269       2.355765269       1.957975024       -8.60303548      -22.19849567       17.06472978
   -92       2.259877405       2.259877405       2.259877405       2.259877405       2.259877405       1.843088722       -9.41671984      -21.00882427       17.28306836
   -91       2.166299479       2.166299479       2.166299479       2.166299479       2.166299479       1.715198467      -10.20761598      -19.81060772       17.47152783
   -90       2.078998499       2.078998499       2.078998499       2.078998499       2.078998499       1.594311835      -11.02020346      -18.61232307       17.64322221
   -89       1.989830052       1.989830052       1.989830052       1.989830052       1.989830052       1.474257914      -11.80747878      -17.37358133       17.75765194
   -88       1.903526707       1.903526707       1.903526707       1.903526707       1.903526707       1.341665878      -12.57496429      -16.14940529       17.86507016
   -87       1.819197375       1.819197375       1.819197375       1.819197375       1.819197375       1.198615754      -13.32352948       -14.8918894       17.92081624
   -86       1.735451342       1.735451342       1.735451342       1.735451342       1.735451342       1.043156283      -14.04060047      -13.62943988       17.94962736
   -85       1.653873285       1.653873285       1.653873285       1.653873285       1.653873285      0.8767663211      -14.73981073      -12.35801211        17.9516901
   -84       1.573626148       1.573626148       1.573626148       1.573626148       1.573626148      0.6868108943      -15.39548898      -11.06639206       17.90693939
   -83         1.4952282         1.4952282         1.4952282         1.4952282         1.4952282      0.4729857313      -16.01337033      -9.772256722       17.83650032
   -82       1.418813852       1.418813852       1.418813852       1.418813852       1.418813852      0.2369194026      -16.59166225      -8.464632116       17.72530571
   -81        1.34326775        1.34326775        1.34326775        1.34326775        1.34326775    -0.02142804758      -17.11888902      -7.146768195       17.57074652
   -80       1.273603163       1.273603163       1.273603163       1.273603163       1.273603163     -0.3255256635      -17.60342378      -5.830249557       17.39118319
   -79        1.20650465        1.20650465        1.20650465        1.20650465        1.20650465      -0.663551914      -18.03119464      -4.513289142       17.17551244
   -78       1.141622854       1.141622854       1.141622854       1.141622854       1.141622854      -1.036797582      -18.40067102      -3.203672049       16.93302639
   -77       1.080324961       1.080324961       1.080324961       1.080324961       1.080324961      -1.441166605      -18.71093635      -1.889986691       16.64046484
   -76       1.027075364       1.027075364       1.027075364       1.027075364       1.027075364      -1.904186752      -18.96953184     -0.5858400733       16.32418185
   -75      0.9778054414      0.9778054414      0.9778054414      0.9778054414      0.9652912937      -2.409214336      -19.13644065      0.6935273252       15.97561461
   -74      0.9387463056      0.9387463056      0.9387463056      0.9387463056      0.8760219988      -2.948391161        -19.249464       1.954149326       15.61269861
   -73      0.9032321344      0.9032321344      0.9032321344      0.9032321344      0.8030565692      -3.533444431      -19.28753112       3.199533997       15.20545645
   -72      0.8741696638      0.8741696638      0.8741696638      0.8741696638      0.7366620322      -4.174140031      -19.23884845       4.413842896        14.7658049
   -71      0.8497218199      0.8497218199      0.8497218199      0.8497218199      0.6623014627      -4.850032992      -19.10855628        5.58962649       14.30777404
   -70      0.8240644795      0.8240644795      0.8240644795      0.8240644795      0.6117823036      -5.568164874      -18.89487624       6.724344665       13.83065623
   -69      0.8051547092      0.8051547092      0.8051547092      0.8051547092      0.5555165559      -6.329111091      -18.58811961       7.809367352       13.33172795
   -68      0.7859637824      0.7859637824      0.7859637824      0.7859637824      0.5117841185      -7.108248789      -18.19119596         8.8472473        12.7965582
   -67      0.7676373009      0.7676373009      0.7676373009      0.7676373009      0.4687743576      -7.926897033       -17.6985127       9.811495644       12.27459053
   -66      0.7517983394      0.7517983394      0.7517983394      0.7517983394      0.4160138079      -8.751238289      -17.12028378       10.71743486       11.73088004
   -65      0.7360106443      0.7360106443      0.7360106443      0.7360106443      0.3631258239       -9.60316315      -16.45198939       11.54629556       11.20168858
   -64      0.7216253198      0.7216253198      0.7216253198      0.7216253198      0.3125653087      -10.45365762      -15.68576071       12.30007909       10.64027265
   -63      0.7036716804      0.7036716804      0.7036716804      0.7036716804      0.2456357118       -11.2925593      -14.85397104       12.98143235       10.10477556
   -62      0.6847621002      0.6847621002      0.6847621002      0.6847621002      0.1665833202      -12.11722983      -13.92735582       13.56486157       9.574092355
   -61      0.6654468636      0.6654468636      0.6654468636      0.6654468636     0.07462871877      -12.92199291      -12.94469784       14.08373522       9.046539349
   -60      0.6422110146      0.6422110146      0.6422110146      0.6422110146     -0.0335446997      -13.70528853      -11.89920833       14.51873742       8.550460083
