-100    0
-98     -0.00849023
-96     -0.0191028
-94     -0.0229482
-92     -0.0243814
-90     -0.0235664
-88     -0.0282492
-86     -0.033148
-84     -0.0386869
-82     -0.0517972
-80     -0.0694307
-78     -0.095847
-76     -0.117715
-74     -0.143994
-72     -0.170708
-70     -0.196446
-68     -0.219561
-66     -0.228646
-64     -0.227864
-62     -0.216566
-60     -0.180882
-58     -0.116376
-56     -0.0290481
-54     0.0743035
-52     0.192569
-50     0.329455
-48     0.481947
-46     0.639145
-44     0.791158
-42     0.932041
-40     1.05509
-38     1.14888
-36     1.20672
-34     1.22675
-32     1.20945
-30     1.15701
-28     1.07465
-26     0.969747
-24     0.850038
-22     0.717408
-20     0.57258
-18     0.421184
-16     0.269853
-14     0.121393
-12     -0.0252383
-10     -0.169787
-8      -0.309509
-6      -0.442792
-4      -0.567219
-2      -0.67904
0       -0.776743
2       -0.862032
4       -0.932593
6       -0.98486
8       -1.01875
10      -1.03754
12      -1.04149
14      -1.03061
16      -1.00424
18      -0.962283
20      -0.907758
22      -0.843808
24      -0.771853
26      -0.692215
28      -0.607921
30      -0.521493
32      -0.435123
34      -0.351889
36      -0.274915
38      -0.205248
40      -0.145793
42      -0.0963788
44      -0.056306
46      -0.0264748
48      -0.00635158
50      0.00524323
52      0.00820421
54      0.00300748
56      -0.00985297
58      -0.0294138
60      -0.0547977
62      -0.0836748
64      -0.112941
66      -0.140529
68      -0.164786
70      -0.186127
72      -0.204654
74      -0.220948
76      -0.234807
78      -0.246042
80      -0.255609
82      -0.264261
84      -0.270052
86      -0.2722
88      -0.27074
90      -0.266582
92      -0.259853
94      -0.249533
96      -0.23541
98      -0.218335
