-100	-5.98963e-05
-98	3.24325e-05
-96	-2.87956e-05
-94	2.21118e-05
-92	-1.43496e-05
-90	6.05553e-06
-88	-2.97116e-05
-86	2.60879e-05
-84	-0.000180062
-82	0.000276396
-80	-9.38871e-05
-78	1.80318e-05
-76	-3.3787e-05
-74	0.000100129
-72	2.0377e-05
-70	2.276e-06
-68	-0.000103318
-66	-0.000158985
-64	0.00070523
-62	4.581e-05
-60	0.000313385
-58	6.1315e-05
-56	-0.00032976
-54	0.000393945
-52	0.00186071
-50	0.00245098
-48	0.00349365
-46	0.0051339
-44	0.00736425
-42	0.0090212
-40	0.0115104
-38	0.0134093
-36	0.016229
-34	0.017637
-32	0.0223315
-30	0.030733
-28	0.034209
-26	0.034864
-24	0.034243
-22	0.034181
-20	0.035518
-18	0.0345345
-16	0.0340585
-14	0.029617
-12	0.02628
-10	0.021261
-8	0.0172075
-6	0.012163
-4	0.0073795
-2	0.0022715
0	-0.002921
2	-0.007633
4	-0.0119375
6	-0.01623
8	-0.019516
10	-0.0237915
12	-0.025888
14	-0.02688
16	-0.027525
18	-0.028106
20	-0.028433
22	-0.0276025
24	-0.027539
26	-0.0264985
28	-0.024347
30	-0.0224535
32	-0.020154
34	-0.0195115
36	-0.01694
38	-0.0148615
40	-0.0124295
42	-0.0108925
44	-0.00920645
46	-0.0081696
48	-0.00683145
50	-0.00558445
52	-0.00401915
54	-0.00257355
56	-0.00136465
58	-0.00122055
60	-0.00197665
62	-0.00244405
64	-0.00214085
66	-0.00113
68	-0.0007369
70	-0.00126135
72	-0.0012518
74	-0.00140565
76	-0.00142935
78	-0.00142055
80	-0.00117804
82	-0.00109814
84	-0.00122524
86	-0.000897402
88	-0.00113768
90	-0.00101118
92	-0.000807785
94	-0.00061886
96	-0.000808965
98	0
