  -100     -0.1488742868     -0.1398723231     -0.1398723231     -0.1398723231     -0.1398723231     -0.1404045656     -0.1793490252     0.04378097729      0.9843361926
   -99     -0.1465639389     -0.1465639389     -0.1465639389     -0.1465639389     -0.1465639389      -0.148351825     -0.1790304544      0.1076682434      0.9525337305
   -98     -0.1517391864     -0.1517391864     -0.1517391864     -0.1517391864     -0.1517391864     -0.1542429206     -0.1756585883      0.1689177702      0.9196796705
   -97      -0.156526174      -0.156526174      -0.156526174      -0.156526174      -0.156526174     -0.1595195961      -0.170796045      0.2257333562      0.8872131549
   -96     -0.1609243148     -0.1609243148     -0.1609243148     -0.1609243148     -0.1609243148     -0.1643401877     -0.1643468526       0.277736065       0.855572549
   -95     -0.1650869898     -0.1650869898     -0.1650869898     -0.1650869898     -0.1650869898     -0.1685706537     -0.1562957076      0.3259910436       0.824310267
   -94     -0.1689911506     -0.1689911506     -0.1689911506     -0.1689911506     -0.1689911506     -0.1725379799     -0.1466798154      0.3707962513      0.7933772969
   -93     -0.1727179068     -0.1727179068     -0.1727179068     -0.1727179068     -0.1727179068     -0.1761728059     -0.1353713186      0.4123941512      0.7627395072
   -92      -0.176180506      -0.176180506      -0.176180506      -0.176180506      -0.176180506      -0.179516129      -0.122829091      0.4503477435      0.7329000064
   -91     -0.1795449597     -0.1795449597     -0.1795449597     -0.1795449597     -0.1795449597     -0.1827339377     -0.1084381457      0.4860354795      0.7028614023
   -90     -0.1826779669     -0.1826779669     -0.1826779669     -0.1826779669     -0.1826779669     -0.1856792494    -0.09297983131      0.5183037983      0.6737451168
   -89     -0.1856833842     -0.1856833842     -0.1856833842     -0.1856833842     -0.1856833842     -0.1884252005    -0.07608050895      0.5480672726      0.6448553579
   -88     -0.1885352007     -0.1885352007     -0.1885352007     -0.1885352007     -0.1885352007     -0.1909786087    -0.05796742902      0.5751349422      0.6164870989
   -87      -0.191281724      -0.191281724      -0.191281724      -0.191281724      -0.191281724     -0.1933433596    -0.03844105692      0.6000109145      0.5881821219
   -86     -0.1938711967     -0.1938711967     -0.1938711967     -0.1938711967     -0.1938711967     -0.1954541907     -0.0180089664      0.6222488684      0.5605702722
