   -73.40000    -0.80726
   -71.40000    -0.58888
   -69.40000    -0.41432
   -67.40000    -0.30353
   -65.40000    -0.21543
   -63.40000    -0.10977
   -61.40000     0.06171
   -59.40000     0.35966
   -57.40000     0.75866
   -55.40000     1.12001
   -53.40000     1.42228
   -51.40000     1.72263
   -49.40000     2.03755
   -47.40000     2.33598
   -45.40000     2.57827
   -43.40000     2.74941
   -41.40000     2.85742
   -39.40000     2.91542
   -37.40000     2.92535
   -35.40000     2.85945
   -33.40000     2.64371
   -31.40000     2.18760
   -29.40000     1.48367
   -27.40000     0.65942
   -25.40000    -0.12895
   -23.40000    -0.82548
   -21.40000    -1.48017
   -19.40000    -2.16878
   -17.40000    -2.89737
   -15.40000    -3.57186
   -13.40000    -4.08442
   -11.40000    -4.40333
    -9.40000    -4.55781
    -7.40000    -4.58074
    -5.40000    -4.48250
    -3.40000    -4.25327
    -1.40000    -3.88238
     0.60000    -3.40210
     2.60000    -2.93490
     4.60000    -2.62632
     6.60000    -2.41686
     8.60000    -2.00789
    10.60000    -1.28319
    12.60000    -0.57168
    14.60000    -0.20385
    16.60000    -0.06452
    18.60000     0.15365
    20.60000     0.53214
    22.60000     0.94886
    24.60000     1.29414
    26.60000     1.54005
    28.60000     1.70191
    30.60000     1.80255
    32.60000     1.85985
    34.60000     1.88542
    36.60000     1.88594
    38.60000     1.86455
    40.60000     1.82177
    42.60000     1.75600
    44.60000     1.66386
    46.60000     1.54093
    48.60000     1.38291
    50.60000     1.18773
    52.60000     0.95817
    54.60000     0.70381
    56.60000     0.44107
    58.60000     0.19027
    60.60000    -0.02936
    62.60000    -0.20465
    64.60000    -0.33099
    66.60000    -0.41163
    68.60000    -0.45454
    70.60000    -0.46900
    72.60000    -0.46316
    74.60000    -0.44308
    76.60000    -0.41293
    78.60000    -0.37570
    80.60000    -0.33375
    82.60000    -0.28911
    84.60000    -0.24344
    86.60000    -0.19784
    88.60000    -0.15286
    90.60000    -0.10864
    92.60000    -0.06520
    94.60000    -0.02277
    96.60000     0.01812
    98.60000     0.05667
   100.60000     0.09199
   102.60000     0.12342
   104.60000     0.15066
   106.60000     0.17377
   108.60000     0.19304
   110.60000     0.20898
   112.60000     0.22206
   114.60000     0.23279
   116.60000     0.24158
   118.60000     0.24881
   120.60000     0.25475
   122.60000     0.25966
   124.60000     0.00000
