   -76.00000     0.00012
   -74.00000    -0.00101
   -72.00000     0.00075
   -70.00000     0.00120
   -68.00000    -0.00036
   -66.00000    -0.00070
   -64.00000     0.00057
   -62.00000    -0.00008
   -60.00000    -0.00132
   -58.00000     0.00084
   -56.00000     0.00286
   -54.00000     0.00167
   -52.00000     0.00208
   -50.00000     0.00664
   -48.00000     0.01284
   -46.00000     0.01958
   -44.00000     0.02860
   -42.00000     0.04199
   -40.00000     0.06056
   -38.00000     0.08425
   -36.00000     0.11328
   -34.00000     0.14850
   -32.00000     0.19100
   -30.00000     0.24159
   -28.00000     0.30032
   -26.00000     0.36633
   -24.00000     0.43785
   -22.00000     0.51245
   -20.00000     0.58739
   -18.00000     0.66007
   -16.00000     0.72838
   -14.00000     0.79094
   -12.00000     0.84689
   -10.00000     0.89554
    -8.00000     0.93589
    -6.00000     0.96679
    -4.00000     0.98758
    -2.00000     0.99853
     0.00000     1.00000
     2.00000     0.99138
     4.00000     0.97194
     6.00000     0.94301
     8.00000     0.90732
    10.00000     0.86664
    12.00000     0.82136
    14.00000     0.77157
    16.00000     0.71787
    18.00000     0.66147
    20.00000     0.60391
    22.00000     0.54674
    24.00000     0.49121
    26.00000     0.43812
    28.00000     0.38782
    30.00000     0.34039
    32.00000     0.29597
    34.00000     0.25502
    36.00000     0.21827
    38.00000     0.18641
    40.00000     0.15957
    42.00000     0.13703
    44.00000     0.11755
    46.00000     0.10014
    48.00000     0.08464
    50.00000     0.07149
    52.00000     0.06084
    54.00000     0.05215
    56.00000     0.04478
    58.00000     0.03866
    60.00000     0.03383
    62.00000     0.02970
    64.00000     0.02549
    66.00000     0.02205
    68.00000     0.02209
    70.00000     0.02467
    72.00000     0.02193
    74.00000     0.01241
    76.00000     0.00602
    78.00000     0.00533
    80.00000     0.00451
    82.00000     0.00188
    84.00000    -0.00060
    86.00000    -0.00232
    88.00000    -0.00387
    90.00000    -0.00541
    92.00000    -0.00657
    94.00000    -0.00703
    96.00000    -0.00692
    98.00000    -0.00672
   100.00000    -0.00674
   102.00000    -0.00697
   104.00000    -0.00726
   106.00000    -0.00747
   108.00000    -0.00754
   110.00000    -0.00748
   112.00000    -0.00735
   114.00000    -0.00722
   116.00000    -0.00717
   118.00000    -0.00727
   120.00000    -0.00753
   122.00000    -0.00796
