EMBA 25 201 4 9 14R 11 
EMBA 25 201 4 9 14L 30 
EMBA 25 202 4 9 15R 11 
EMBA 25 202 4 9 15L 30 
EMBA 25 203 4 9 16R 11 
EMBA 25 203 4 9 16L 30 
EMBA 25 204 4 10 13R 12
EMBA 25 204 4 10 13L 31
EMBA 25 205 4 10 14R 12
EMBA 25 205 4 10 14L 31
EMBA 25 206 4 10 15R 12
EMBA 25 206 4 10 15L 31
EMBA 25 207 4 10 16R 12
EMBA 25 207 4 10 16L 31
EMBA 25 204 4 10 13R 12
EMBA 25 204 4 10 13L 31
EMBA 25 205 4 10 14R 12
EMBA 25 205 4 10 14L 31
EMBA 25 206 4 10 15R 12
EMBA 25 206 4 10 15L 31
EMBA 25 207 4 10 16R 12
EMBA 25 207 4 10 16L 31
EMBA 25 204 4 10 13R 12
EMBA 25 204 4 10 13L 31
EMBA 25 205 4 10 14R 12
EMBA 25 205 4 10 14L 31
EMBA 25 206 4 10 15R 12
EMBA 25 206 4 10 15L 31
EMBA 25 207 4 10 16R 12
EMBA 25 207 4 10 16L 31
EMBA 26 208 4 11 13R 13 
EMBA 26 208 4 11 13L 32 
EMBA 26 209 4 11 14R 13 
EMBA 26 209 4 11 14L 32 
EMBA 26 210 4 11 15R 13 
EMBA 26 210 4 11 15L 32 
EMBA 26 211 4 11 16R 13 
EMBA 26 211 4 11 16L 32 
EMBA 26 212 4 12 13R 14 
EMBA 26 212 4 12 13L 33 
EMBA 26 213 4 12 14R 14 
EMBA 26 213 4 12 14L 33 
EMBA 26 214 4 12 15R 14 
EMBA 26 214 4 12 15L 33 
EMBA 26 215 4 12 16R 14 
EMBA 26 215 4 12 16L 33 
EMBA 27 216 4 13 13R 15 
EMBA 27 216 4 13 13L 34 
EMBA 27 217 4 13 14R 15 
EMBA 27 217 4 13 14L 34 
EMBA 27 218 4 13 15R 15 
EMBA 27 218 4 13 15L 34 
EMBA 27 219 4 13 16R 15 
EMBA 27 219 4 13 16L 34 
EMBA 27 220 4 14 13R 16 
EMBA 27 220 4 14 13L 35 
EMBA 27 221 4 14 14R 16 
EMBA 27 221 4 14 14L 35 
EMBA 27 222 4 14 15R 16 
EMBA 27 222 4 14 15L 35 
EMBA 27 223 4 14 16R 16 
EMBA 27 223 4 14 16L 35 
EMBC 0 0 1 1 1R 1 
EMBC 0 0 1 1 1L 20 
EMBC 0 1 1 1 2R 1 
EMBC 0 1 1 1 2L 20 
EMBC 0 2 1 1 3R 1 
EMBC 0 2 1 1 3L 20 
EMBC 0 3 1 1 4R 1 
EMBC 0 3 1 1 4L 20 
EMBC 0 4 1 2 1R 2 
EMBC 0 4 1 2 1L 21 
EMBC 0 5 1 2 1R 3 
EMBC 0 5 1 2 1L 22 
EMBC 0 6 1 2 2R 2 
EMBC 0 6 1 2 2L 21 
EMBC 0 7 1 2 2R 3 
EMBC 0 7 1 2 2L 22 
EMBC 1 8 1 3 3R 2 
EMBC 1 8 1 3 3L 21 
EMBC 1 9 1 3 3R 3 
EMBC 1 9 1 3 3L 22 
EMBC 1 10 1 3 4R 2 
EMBC 1 10 1 3 4L 21 
EMBC 1 11 1 3 4R 3 
EMBC 1 11 1 3 4L 22 
EMBC 1 12 1 4 1R 4 
EMBC 1 12 1 4 1L 23 
EMBC 1 13 1 4 1R 5 
EMBC 1 13 1 4 1L 24 
EMBC 1 14 1 4 2R 4 
EMBC 1 14 1 4 2L 23 
EMBC 1 15 1 4 2R 5 
EMBC 1 15 1 4 2L 24 
EMBC 2 16 1 5 3R 4 
EMBC 2 16 1 5 3L 23 
EMBC 2 17 1 5 3R 5 
EMBC 2 17 1 5 3L 24 
EMBC 2 18 1 5 4R 4 
EMBC 2 18 1 5 4L 23 
EMBC 2 19 1 5 4R 5 
EMBC 2 19 1 5 4L 24 
EMBC 2 20 1 6 1R 6 
EMBC 2 20 1 6 1L 25 
EMBC 2 21 1 6 1R 7 
EMBC 2 21 1 6 1L 26 
EMBC 2 22 1 6 2R 6 
EMBC 2 22 1 6 2L 25 
EMBC 2 23 1 6 2R 7 
EMBC 2 23 1 6 2L 26 
EMBC 3 24 1 7 3R 6 
EMBC 3 24 1 7 3L 25 
EMBC 3 25 1 7 3R 7 
EMBC 3 25 1 7 3L 26 
EMBC 3 26 1 7 4R 6 
EMBC 3 26 1 7 4L 25 
EMBC 3 27 1 7 4R 7 
EMBC 3 27 1 7 4L 26 
EMBC 3 28 1 8 1R 8 
EMBC 3 28 1 8 1L 27 
EMBC 3 29 1 8 2R 8 
EMBC 3 29 1 8 2L 27 
EMBC 3 30 1 8 3R 8 
EMBC 3 30 1 8 3L 27 
EMBC 3 31 1 8 4R 8 
EMBC 3 31 1 8 4L 27 
EMBC 4 32 1 9 1R 11 
EMBC 4 32 1 9 1L 30 
EMBC 4 33 1 9 2R 11 
EMBC 4 33 1 9 2L 30 
EMBC 4 34 1 9 3R 11 
EMBC 4 34 1 9 3L 30 
EMBC 4 35 1 9 4R 11 
EMBC 4 35 1 9 4L 30 
EMBC 4 36 1 10 1R 12
EMBC 4 36 1 10 1L 31
EMBC 4 37 1 10 2R 12
EMBC 4 37 1 10 2L 31
EMBC 4 38 1 10 3R 12
EMBC 4 38 1 10 3L 31
EMBC 4 39 1 10 4R 12
EMBC 4 39 1 10 4L 31
EMBC 4 36 1 10 1R 12
EMBC 4 36 1 10 1L 31
EMBC 4 37 1 10 2R 12
EMBC 4 37 1 10 2L 31
EMBC 4 38 1 10 3R 12
EMBC 4 38 1 10 3L 31
EMBC 4 39 1 10 4R 12
EMBC 4 39 1 10 4L 31
EMBC 4 36 1 10 1R 12
EMBC 4 36 1 10 1L 31
EMBC 4 37 1 10 2R 12
EMBC 4 37 1 10 2L 31
EMBC 4 38 1 10 3R 12
EMBC 4 38 1 10 3L 31
EMBC 4 39 1 10 4R 12
EMBC 4 39 1 10 4L 31
EMBC 5 40 1 11 1R 13 
EMBC 5 40 1 11 1L 32 
EMBC 5 41 1 11 2R 13 
EMBC 5 41 1 11 2L 32 
EMBC 5 42 1 11 3R 13 
EMBC 5 42 1 11 3L 32 
EMBC 5 43 1 11 4R 13 
EMBC 5 43 1 11 4L 32 
EMBC 5 44 1 12 1R 14 
EMBC 5 44 1 12 1L 33 
EMBC 5 45 1 12 2R 14 
EMBC 5 45 1 12 2L 33 
EMBC 5 46 1 12 3R 14 
EMBC 5 46 1 12 3L 33 
EMBC 5 47 1 12 4R 14 
EMBC 5 47 1 12 4L 33 
EMBC 6 48 1 13 1R 15 
EMBC 6 48 1 13 1L 34 
EMBC 6 49 1 13 2R 15 
EMBC 6 49 1 13 2L 34 
EMBC 6 50 1 13 3R 15 
EMBC 6 50 1 13 3L 34 
EMBC 6 51 1 13 4R 15 
EMBC 6 51 1 13 4L 34 
EMBC 6 52 1 14 1R 16 
EMBC 6 52 1 14 1L 35 
EMBC 6 53 1 14 2R 16 
EMBC 6 53 1 14 2L 35 
EMBC 6 54 1 14 3R 16 
EMBC 6 54 1 14 3L 35 
EMBC 6 55 1 14 4R 16 
EMBC 6 55 1 14 4L 35 
EMBC 7 56 2 1 5R 1 
EMBC 7 56 2 1 5L 20 
EMBC 7 57 2 1 6R 1 
EMBC 7 57 2 1 6L 20 
EMBC 7 58 2 1 7R 1 
EMBC 7 58 2 1 7L 20 
EMBC 7 59 2 1 8R 1 
EMBC 7 59 2 1 8L 20 
EMBC 7 60 2 2 5R 2 
EMBC 7 60 2 2 5L 21 
EMBC 7 61 2 2 5R 3 
EMBC 7 61 2 2 5L 22 
