0.390625	0.0615367
1.17188	0.182727
1.95312	0.297239
2.73438	0.412757
3.51562	0.538228
4.29688	0.663099
5.07812	0.776969
5.85938	0.875428
6.64062	0.94405
7.42188	0.984161
8.20312	0.993044
8.98438	0.966288
9.76562	0.913313
10.5469	0.856057
11.3281	0.794949
12.1094	0.730736
12.8906	0.666524
13.6719	0.602311
14.4531	0.536858
15.2344	0.471147
16.0156	0.406935
16.7969	0.342722
17.5781	0.286429
18.3594	0.232919
19.1406	0.180758
19.9219	0.134739
20.7031	0.093536
21.4844	0.0548587
22.2656	0.0215861
23.0469	-0.00311429
23.8281	-0.0207727
24.6094	-0.0321704
25.3906	-0.0401969
26.1719	-0.0461473
26.9531	-0.0504281
27.7344	-0.0526969
28.5156	-0.054131
29.2969	-0.0546725
30.0781	-0.0542552
30.8594	-0.0529709
31.6406	-0.0518622
32.4219	-0.0509654
33.2031	-0.0501327
33.9844	-0.0490625
34.7656	-0.0479923
35.5469	-0.0469221
36.3281	-0.0458519
37.1094	-0.0447817
37.8906	-0.0437114
38.6719	-0.0423651
39.4531	-0.0408497
40.2344	-0.0390839
41.0156	-0.0369435
41.7969	-0.0348031
42.5781	-0.0328086
43.3594	-0.0308653
44.1406	-0.028922
44.9219	-0.0269787
45.7031	-0.0250354
46.4844	-0.0230922
47.2656	-0.021149
48.0469	-0.0192057
48.8281	-0.0172624
49.6094	-0.0157585
50.3906	-0.0145334
51.1719	-0.0133454
51.9531	-0.0117401
52.7344	-0.0106379
53.5156	-0.00956765
54.2969	-0.00849743
55.0781	-0.00742723
55.8594	-0.00635702
56.6406	-0.00528681
57.4219	-0.00421661
58.2031	-0.00314641
58.9844	-0.00207619
59.7656	-0.00100599
60.5469	0
61.3281	0
62.1094	0
62.8906	0
63.6719	0
64.4531	0
65.2344	0
66.0156	0
66.7969	0
67.5781	0
68.3594	0
69.1406	0
69.9219	0
70.7031	0
71.4844	0
72.2656	0
73.0469	0
73.8281	0
74.6094	0
 75.390625  0.0
 76.171875  0.0
 76.953125  0.0
 77.734375  0.0
 78.515625  0.0
 79.296875  0.0
 80.078125  0.0
 80.859375  0.0
 81.640625  0.0
 82.421875  0.0
 83.203125  0.0
 83.984375  0.0
 84.765625  0.0
 85.546875  0.0
 86.328125  0.0
 87.109375  0.0
 87.890625  0.0
 88.671875  0.0
 89.453125  0.0
 90.234375  0.0
 91.015625  0.0
 91.796875  0.0
 92.578125  0.0
 93.359375  0.0
 94.140625  0.0
 94.921875  0.0
 95.703125  0.0
 96.484375  0.0
 97.265625  0.0
 98.046875  0.0
 98.828125  0.0
 99.609375  0.0
 100.390625  0.0
 101.171875  0.0
 101.953125  0.0
 102.734375  0.0
 103.515625  0.0
 104.296875  0.0
 105.078125  0.0
 105.859375  0.0
 106.640625  0.0
 107.421875  0.0
 108.203125  0.0
 108.984375  0.0
 109.765625  0.0
 110.546875  0.0
 111.328125  0.0
 112.109375  0.0
 112.890625  0.0
 113.671875  0.0
 114.453125  0.0
 115.234375  0.0
 116.015625  0.0
 116.796875  0.0
 117.578125  0.0
 118.359375  0.0
 119.140625  0.0
 119.921875  0.0
 120.703125  0.0
 121.484375  0.0
 122.265625  0.0
 123.046875  0.0
 123.828125  0.0
 124.609375  0.0
