BIT_DEFINITION 1
A	01	3	E	S	6	1	18
A	01	3	E	S	6	1	28
A	01	3	E	S	6	1	16
A	01	3	E	S	6	1	22
A	01	3	E	S	6	1	24
A	01	3	E	S	6	1	30
A	03	0	E	S	6	0	8
A	03	0	E	S	6	0	10
A	03	0	E	S	6	0	12
A	03	0	E	S	6	0	14
A	03	0	E	S	6	0	0
A	03	0	E	S	6	0	2
A	03	0	E	S	6	0	4
A	03	0	E	S	6	0	6
A	03	0	E	S	6	1	0
A	03	0	E	S	6	1	2
A	03	0	E	S	6	1	4
A	03	0	E	S	6	1	6
A	03	0	E	S	6	1	8
A	03	0	E	S	6	1	10
A	03	0	E	S	6	1	12
A	03	0	E	S	6	1	14
A	03	0	E	S	6	1	16
A	03	0	E	S	6	1	18
A	03	0	E	S	6	1	20
A	03	0	E	S	6	1	22
A	03	0	E	S	6	1	24
A	03	0	E	S	6	1	26
A	03	0	E	S	6	1	28
A	03	0	E	S	6	1	30
A	06	1	E	S	6	1	16
A	06	1	E	S	6	1	18
A	06	1	E	S	6	1	20
A	06	1	E	S	6	1	22
A	06	1	E	S	6	1	24
A	06	1	E	S	6	1	26
A	06	1	E	S	6	1	28
A	06	1	E	S	6	1	30
A	07	1	E	S	6	1	16
A	07	1	E	S	6	1	18
A	07	1	E	S	6	1	20
A	07	1	E	S	6	1	22
A	07	1	E	S	6	1	24
A	07	1	E	S	6	1	26
A	07	1	E	S	6	1	28
A	07	1	E	S	6	1	30
A	08	2	E	S	6	1	16
A	08	2	E	S	6	1	18
A	08	2	E	S	6	1	20
A	08	2	E	S	6	1	22
A	08	2	E	S	6	1	24
A	08	2	E	S	6	1	26
A	08	2	E	S	6	1	28
A	08	2	E	S	6	1	30
C	03	2	F	W	1	0	2
C	03	2	F	W	1	0	4
C	03	2	F	W	1	0	6
C	03	2	F	W	1	0	8
C	03	2	F	W	1	0	10
C	03	2	F	W	1	0	12
C	03	2	F	W	1	0	14
C	08	3	E	S	6	1	16
C	08	3	E	S	6	1	18
C	08	3	E	S	6	1	20
C	08	3	E	S	6	1	22
C	08	3	E	S	6	1	24
C	08	3	E	S	6	1	26
C	08	3	E	S	6	1	28
C	08	3	E	S	6	1	30
C	11	2	F	W	4	0	64
C	11	2	F	W	4	0	68
