BIT_DEFINITION 1
A	03	0	E	S	6	1	0
A	03	0	E	S	6	1	2
A	03	0	E	S	6	1	4
A	03	0	E	S	6	1	6
A	03	0	E	S	6	1	8
A	03	0	E	S	6	1	10
A	03	0	E	S	6	1	12
A	03	0	E	S	6	1	14
A	08	2	E	S	4	0	0
A	08	2	E	S	4	0	2
A	08	2	E	S	4	0	4
A	08	2	E	S	4	0	6
A	08	2	E	S	4	0	10
A	08	2	E	S	4	0	12
A	08	2	E	S	4	0	14
A	08	2	E	S	4	1	0
A	08	2	E	S	4	1	2
A	08	2	E	S	4	1	4
A	08	2	E	S	4	1	6
A	08	2	E	S	4	1	10
A	08	2	E	S	4	1	12
A	08	2	E	S	4	1	14
A	08	2	E	S	6	1	16
A	08	2	E	S	6	1	18
A	08	2	E	S	6	1	20
A	08	2	E	S	6	1	22
A	08	2	E	S	6	1	24
A	08	2	E	S	6	1	26
A	08	2	E	S	6	1	28
A	08	2	E	S	6	1	30
C	01	0	F	W	4	0	64
C	01	0	F	W	4	0	68
C	01	0	F	W	4	0	72
C	01	0	F	W	4	0	76
C	08	3	E	S	6	1	16
C	08	3	E	S	6	1	18
C	08	3	E	S	6	1	20
C	08	3	E	S	6	1	22
C	08	3	E	S	6	1	24
C	08	3	E	S	6	1	26
C	08	3	E	S	6	1	28
C	08	3	E	S	6	1	30
C	11	2	F	W	4	0	64
C	11	2	F	W	4	0	68
C	11	2	F	W	4	0	72
C	11	2	F	W	4	0	76
C	11	2	F	W	4	0	80
C	11	2	F	W	4	0	84
C	11	2	F	W	4	0	88
C	11	2	F	W	4	0	92
BIT_DEFINITION 0
A	03	0	E	S	6	1	1
A	03	0	E	S	6	1	3
A	03	0	E	S	6	1	5
A	03	0	E	S	6	1	7
A	03	0	E	S	6	1	9
A	03	0	E	S	6	1	11
A	03	0	E	S	6	1	13
A	03	0	E	S	6	1	15
A	03	0	E	S	7	1	0
A	03	0	E	S	7	1	1
A	03	0	E	S	7	1	2
A	03	0	E	S	7	1	3
A	03	0	E	S	7	1	4
A	03	0	E	S	7	1	5
A	03	0	E	S	7	1	6
A	03	0	E	S	7	1	7
A	03	0	E	S	7	1	8
A	03	0	E	S	7	1	9
A	03	0	E	S	7	1	10
A	03	0	E	S	7	1	11
A	03	0	E	S	7	1	12
A	03	0	E	S	7	1	13
A	03	0	E	S	7	1	14
A	03	0	E	S	7	1	15
A	08	2	E	S	4	0	1
A	08	2	E	S	4	0	3
A	08	2	E	S	4	0	5
A	08	2	E	S	4	0	7
A	08	2	E	S	4	0	9
A	08	2	E	S	4	0	11
A	08	2	E	S	4	0	13
A	08	2	E	S	4	0	15
A	08	2	E	S	4	1	1
A	08	2	E	S	4	1	3
A	08	2	E	S	4	1	5
A	08	2	E	S	4	1	7
A	08	2	E	S	4	1	9
A	08	2	E	S	4	1	11
A	08	2	E	S	4	1	13
A	08	2	E	S	4	1	15
A	08	2	E	S	5	0	0
A	08	2	E	S	5	0	1
A	08	2	E	S	5	0	2
A	08	2	E	S	5	0	3
A	08	2	E	S	5	0	4
A	08	2	E	S	5	0	5
A	08	2	E	S	5	0	6
A	08	2	E	S	5	0	7
A	08	2	E	S	5	0	8
A	08	2	E	S	5	0	9
A	08	2	E	S	5	0	10
A	08	2	E	S	5	0	11
A	08	2	E	S	5	0	12
A	08	2	E	S	5	0	13
A	08	2	E	S	5	0	14
A	08	2	E	S	5	0	15
A	08	2	E	S	5	1	0
A	08	2	E	S	5	1	1
A	08	2	E	S	5	1	2
A	08	2	E	S	5	1	3
A	08	2	E	S	5	1	4
A	08	2	E	S	5	1	5
A	08	2	E	S	5	1	6
A	08	2	E	S	5	1	7
A	08	2	E	S	5	1	8
A	08	2	E	S	5	1	9
A	08	2	E	S	5	1	10
A	08	2	E	S	5	1	11
A	08	2	E	S	5	1	12
A	08	2	E	S	5	1	13
A	08	2	E	S	5	1	14
A	08	2	E	S	5	1	15
A	08	2	E	S	6	1	17
A	08	2	E	S	6	1	19
A	08	2	E	S	6	1	21
A	08	2	E	S	6	1	23
A	08	2	E	S	6	1	25
A	08	2	E	S	6	1	27
A	08	2	E	S	6	1	29
A	08	2	E	S	6	1	31
A	08	2	E	S	7	1	16
A	08	2	E	S	7	1	17
A	08	2	E	S	7	1	18
A	08	2	E	S	7	1	19
A	08	2	E	S	7	1	20
A	08	2	E	S	7	1	21
A	08	2	E	S	7	1	22
A	08	2	E	S	7	1	23
A	08	2	E	S	7	1	24
A	08	2	E	S	7	1	25
A	08	2	E	S	7	1	26
A	08	2	E	S	7	1	27
A	08	2	E	S	7	1	28
A	08	2	E	S	7	1	29
A	08	2	E	S	7	1	30
A	08	2	E	S	7	1	31
C	01	0	F	W	4	0	61
C	01	0	F	W	4	0	62
C	01	0	F	W	4	0	63
C	01	0	F	W	4	0	65
C	01	0	F	W	4	0	66
C	01	0	F	W	4	0	67
C	01	0	F	W	4	0	69
C	01	0	F	W	4	0	70
C	01	0	F	W	4	0	71
C	01	0	F	W	4	0	73
C	01	0	F	W	4	0	74
C	01	0	F	W	4	0	75
C	01	0	F	W	5	0	61
C	01	0	F	W	5	0	62
C	01	0	F	W	5	0	63
C	01	0	F	W	5	0	64
C	01	0	F	W	5	0	65
C	01	0	F	W	5	0	66
C	01	0	F	W	5	0	67
C	01	0	F	W	5	0	68
C	01	0	F	W	5	0	69
C	01	0	F	W	5	0	70
C	01	0	F	W	5	0	71
C	01	0	F	W	5	0	72
C	01	0	F	W	5	0	73
C	01	0	F	W	5	0	74
C	01	0	F	W	5	0	75
C	01	0	F	W	5	0	76
C	08	3	E	S	6	1	17
C	08	3	E	S	6	1	19
C	08	3	E	S	6	1	21
C	08	3	E	S	6	1	23
C	08	3	E	S	6	1	25
C	08	3	E	S	6	1	27
C	08	3	E	S	6	1	29
C	08	3	E	S	6	1	31
C	08	3	E	S	7	1	16
C	08	3	E	S	7	1	17
C	08	3	E	S	7	1	18
C	08	3	E	S	7	1	19
C	08	3	E	S	7	1	20
C	08	3	E	S	7	1	21
C	08	3	E	S	7	1	22
C	08	3	E	S	7	1	23
C	08	3	E	S	7	1	24
C	08	3	E	S	7	1	25
C	08	3	E	S	7	1	26
C	08	3	E	S	7	1	27
C	08	3	E	S	7	1	28
C	08	3	E	S	7	1	29
C	08	3	E	S	7	1	30
C	08	3	E	S	7	1	31
C	11	2	F	W	4	0	61
C	11	2	F	W	4	0	62
C	11	2	F	W	4	0	63
C	11	2	F	W	4	0	65
C	11	2	F	W	4	0	66
C	11	2	F	W	4	0	67
C	11	2	F	W	4	0	69
C	11	2	F	W	4	0	70
C	11	2	F	W	4	0	71
C	11	2	F	W	4	0	73
C	11	2	F	W	4	0	74
C	11	2	F	W	4	0	75
C	11	2	F	W	4	0	77
C	11	2	F	W	4	0	78
C	11	2	F	W	4	0	79
C	11	2	F	W	4	0	81
C	11	2	F	W	4	0	82
C	11	2	F	W	4	0	83
C	11	2	F	W	4	0	85
C	11	2	F	W	4	0	86
C	11	2	F	W	4	0	87
C	11	2	F	W	4	0	89
C	11	2	F	W	4	0	90
C	11	2	F	W	4	0	91
C	11	2	F	W	5	0	61
C	11	2	F	W	5	0	62
C	11	2	F	W	5	0	63
C	11	2	F	W	5	0	64
C	11	2	F	W	5	0	65
C	11	2	F	W	5	0	66
C	11	2	F	W	5	0	67
C	11	2	F	W	5	0	68
C	11	2	F	W	5	0	69
C	11	2	F	W	5	0	70
C	11	2	F	W	5	0	71
C	11	2	F	W	5	0	72
C	11	2	F	W	5	0	73
C	11	2	F	W	5	0	74
C	11	2	F	W	5	0	75
C	11	2	F	W	5	0	76
C	11	2	F	W	5	0	77
C	11	2	F	W	5	0	78
C	11	2	F	W	5	0	79
C	11	2	F	W	5	0	80
C	11	2	F	W	5	0	81
C	11	2	F	W	5	0	82
C	11	2	F	W	5	0	83
C	11	2	F	W	5	0	84
C	11	2	F	W	5	0	85
C	11	2	F	W	5	0	86
C	11	2	F	W	5	0	87
C	11	2	F	W	5	0	88
C	11	2	F	W	5	0	89
C	11	2	F	W	5	0	90
C	11	2	F	W	5	0	91
C	11	2	F	W	5	0	92
