p1_ID  p2_ID      p2_ID_TAN2  p1_MS    p2_MS     E_p1_ID  E_p2_ID      E_p2_ID_TAN2  E_p1_MS   E_p2_MS   S_p1_ID  S_p2_ID  S_p2_ID_TAN2  S_p1_MS  S_p2_MS 
0      0          0.000019    0.02473  0.000107  0        0            0.000005      0.00181   0.000026  0        0        0             0        0      
0      0.000426   0           0.02971  0.000183  0        0.000032     0             0.00254   0.000064  0        0        0             0        0      
0      0.000080   0           0.05195  0.000335  0        0.000013     0             0.00356   0.000095  0        0        0             0        0      
0      0.000220   0           0.01834  0.000150  0        0.000018     0             0.00213   0.000073  0        0        0             0        0      
0      0.000352   0           0.04858  0.000341  0        0.000042     0             0.00236   0.000072  0        0        0             0        0      
0      0.000500   0           0.02902  0.000203  0        0.000025     0             0.00349   0.000069  0        0        0             0        0      
0      0          0.000028    0.01871  0.000156  0        0            0.000003      0.00512   0.000076  0        0        0             0        0      
