p1_ID_MC    p2_ID_MC    p2_ID_TAN2_MC    p0_MS_MC    p1_MS_MC    p2_MS_MC         
0.0488      0 	        0.0000523	 0	     0.0309      0.000208
0.0330      0.000447	0		 0	     0.0344      0.000208
0.0250      0.000322	0		 0	     0.0477      0.000287
0.0158      0.000299	0             	 0 	     0.0325      0.000188
0.0259	    0.000316	0		 0	     0.0525      0.000323
0.0328      0.000450	0		 0	     0.0360      0.000185
0.0485      0		0.0000516	 0.08	     0.0302      0.000219
