p1_ID  p2_ID      p2_ID_TAN2  p1_MS    p2_MS   E_p1_ID  E_p2_ID      E_p2_ID_TAN2  E_p1_MS   E_p2_MS  S_p1_ID  S_p2_ID  S_p2_ID_TAN2  S_p1_MS  S_p2_MS 
0      0          0.000033    0.01766  0          0     0            0.000004      0.00317   0        0        0        0             0        0      
0      0.000057   0           0.02374  0          0     0.000005     0             0.00229   0        0        0        0             0        0      
0      0.000090   0           0.03196  0          0     0.000008     0             0.00159   0        0        0        0             0        0      
0      0.000231   0           0.00777  0          0     0.000017     0             0.00095   0        0        0        0             0        0      
0      0.000354   0           0.02337  0          0     0.000032     0             0.00160   0        0        0        0             0        0      
0      0.000504   0           0.02514  0          0     0.000048     0             0.00239   0        0        0        0             0        0      
0      0          0.000029    0.01248  0          0     0            0.000003      0.00235   0        0        0        0             0        0      

