p1_ID_MC    p2_ID_MC    p2_ID_TAN2_MC    p0_MS_MC    p1_MS_MC    p2_MS_MC         
0.04577     0 	        0.0000516	 0.15	     0.02627     0.000067
0.03323     0.000482	0		 0	     0.03130     0.000082
0.02614     0.000321	0		 0	     0.04532     0.000179
0.01619     0.000301	0             	 0.24 	     0.02676     0.000103
0.02567	    0.000321	0		 0	     0.04527     0.000178
0.03391     0.000440	0		 0	     0.03133     0.000081
0.04774     0		0.0000501	 0.15	     0.02640     0.000069
