Scale_ID    Scale_ID_err    Scale_MS    Scale_MS_err    Scale_CB    Scale_CB_err
1.00002     0.00148688      0.999489    0.000471675        -1            -1
0.999691    0.000817915     1.00017     0.000929002        -1            -1
0.999569    0.000277275     0.99878     0.000561056        -1            -1
0.999673    7.76429e-05     1.00004     0.000105767        -1            -1
0.99936     0.000270924     0.998651    0.000793742        -1            -1
0.999316    0.000720782     0.99968     0.000891025        -1            -1
0.997752    0.00179599      0.99969     0.000456357        -1            -1
