Scale_ID     s0_MS        Scale_MS     Scale_ID_SUp s0_MS_SUp    Scale_MS_SUp Scale_ID_SDw s0_MS_SDw    Scale_MS_SDw Scale_CB     Scale_CB_err 
-0.00071739  -0.01717402  -0.00175037  0.00207903   0.02216173   0.00149688   0.00242540   0.03446578   0.00044553   -1           -1           
-0.00071739  -0.09217378  0.00213231   0.00207903   0.06600980   0.00034692   0.00242540   0.01169169   0.00242108   -1           -1           
0.00027751   -0.04923011  0.00099811   0.00021847   0.01134516   0.00009616   0.00119080   0.00443721   0.00115043   -1           -1           
0.00027751   -0.07610234  0.00166194   0.00021847   0.01372971   0.00055175   0.00119080   0.02630349   0.00101219   -1           -1           
-0.00076863  -0.03003993  0.00039987   0.00030405   0.00448344   0.00137846   0.00028555   0.02752278   0.00017898   -1           -1           
-0.00076863  -0.04187831  0.00151427   0.00030405   0.00899535   0.00029815   0.00028555   0.00486218   0.00039943   -1           -1           
-0.00066552  -0.04335457  -0.00145559  0.00023266   0.01922818   0.00020174   0.00037108   0.00436681   0.00050668   -1           -1           
-0.00066552  -0.04093321  -0.00253357  0.00023266   0.01235269   0.00036999   0.00037108   0.02393977   0.00079951   -1           -1           
-0.00075668  -0.06347295  -0.00255129  0.00024581   0.02505161   0.00067245   0.00033603   0.01138898   0.00097823   -1           -1           
-0.00075668  -0.02800573  -0.00388813  0.00024581   0.00411766   0.00114416   0.00033603   0.03072945   0.00013124   -1           -1           
-0.00077016  -0.06373402  0.00194246   0.00023899   0.03328540   0.00019682   0.00021297   0.00585484   0.00141374   -1           -1           
-0.00077016  -0.04700102  -0.00062682  0.00023899   0.01406083   0.00048546   0.00021297   0.01763722   0.00093104   -1           -1           
-0.00139619  -0.03205931  0.00346595   0.00021477   0.00964790   0.00012747   0.00021589   0.00220436   0.00060139   -1           -1           
-0.00139619  -0.02538499  -0.00034716  0.00021477   0.02702802   0.00033866   0.00021589   0.00527916   0.00098609   -1           -1           
-0.00139619  -0.03205931  0.00346595   0.00021477   0.00964790   0.00012747   0.00021589   0.00220436   0.00060139   -1           -1           
-0.00139619  -0.02538499  -0.00034716  0.00021477   0.02702802   0.00033866   0.00021589   0.00527916   0.00098609   -1           -1           
-0.00076160  -0.01413888  0.00413378   0.00024805   0.02215341   0.00027409   0.00020484   0.00353149   0.00076567   -1           -1           
-0.00076160  -0.03024860  0.00009656   0.00024805   0.00470037   0.00032062   0.00020484   0.01135674   0.00014377   -1           -1           
-0.00076160  -0.01413888  0.00413378   0.00024805   0.02215341   0.00027409   0.00020484   0.00353149   0.00076567   -1           -1           
-0.00076160  -0.03024860  0.00009656   0.00024805   0.00470037   0.00032062   0.00020484   0.01135674   0.00014377   -1           -1           
-0.00070473  -0.06593950  0.00479905   0.00023376   0.01754532   0.00043137   0.00020898   0.01619529   0.00066361   -1           -1           
-0.00070473  -0.04111447  0.00000655   0.00023376   0.00286634   0.00111415   0.00020898   0.02954427   0.00019858   -1           -1           
-0.00070473  -0.06593950  0.00479905   0.00023376   0.01754532   0.00043137   0.00020898   0.01619529   0.00066361   -1           -1           
-0.00070473  -0.04111447  0.00000655   0.00023376   0.00286634   0.00111415   0.00020898   0.02954427   0.00019858   -1           -1           
-0.00080021  -0.06754105  0.00414605   0.00024995   0.02545030   0.00013707   0.00020367   0.00504765   0.00090984   -1           -1           
-0.00080021  -0.04205020  -0.00019133  0.00024995   0.00180995   0.00093816   0.00020367   0.02678598   0.00010618   -1           -1           
-0.00080021  -0.06754105  0.00414605   0.00024995   0.02545030   0.00013707   0.00020367   0.00504765   0.00090984   -1           -1           
-0.00080021  -0.04205020  -0.00019133  0.00024995   0.00180995   0.00093816   0.00020367   0.02678598   0.00010618   -1           -1           
-0.00078780  -0.02456576  0.00351015   0.00038470   0.01103859   0.00024517   0.00022692   0.00716896   0.00036238   -1           -1           
-0.00078780  -0.02727080  0.00035040   0.00038470   0.00600141   0.00039068   0.00022692   0.00494070   0.00017799   -1           -1           
-0.00078780  -0.02456576  0.00351015   0.00038470   0.01103859   0.00024517   0.00022692   0.00716896   0.00036238   -1           -1           
-0.00078780  -0.02727080  0.00035040   0.00038470   0.00600141   0.00039068   0.00022692   0.00494070   0.00017799   -1           -1           
-0.00144646  -0.03567721  0.00104716   0.00021552   0.00528917   0.00048028   0.00027770   0.01505254   0.00029022   -1           -1           
-0.00144646  -0.01913749  0.00003597   0.00021552   0.01328826   0.00031614   0.00027770   0.01483577   0.00063503   -1           -1           
-0.00144646  -0.03567721  0.00104716   0.00021552   0.00528917   0.00048028   0.00027770   0.01505254   0.00029022   -1           -1           
-0.00144646  -0.01913749  0.00003597   0.00021552   0.01328826   0.00031614   0.00027770   0.01483577   0.00063503   -1           -1           
-0.00054838  -0.05189696  -0.00294699  0.00034722   0.02220524   0.00111555   0.00094424   0.01582128   0.00100832   -1           -1           
-0.00054838  -0.05645153  -0.00036073  0.00034722   0.03014189   0.00041085   0.00094424   0.00906410   0.00160295   -1           -1           
-0.00086072  -0.00156996  -0.00545095  0.00041008   0.00726111   0.00190096   0.00025421   0.05556278   0.00030970   -1           -1           
-0.00086072  -0.02881114  -0.00377362  0.00041008   0.01055957   0.00035909   0.00025421   0.00802900   0.00031994   -1           -1           
-0.00142775  -0.01732716  -0.00096163  0.00038102   0.00297329   0.00153577   0.00035096   0.04496900   0.00021856   -1           -1           
-0.00142775  -0.03184980  -0.00248608  0.00038102   0.01470051   0.00151039   0.00035096   0.02306174   0.00048450   -1           -1           
-0.00105471  -0.03574967  0.00122785   0.00029355   0.00726751   0.00046578   0.00020721   0.00612201   0.00049922   -1           -1           
-0.00105471  -0.03484166  0.00154118   0.00029355   0.00561968   0.00068817   0.00020721   0.02034663   0.00041030   -1           -1           
-0.00030528  -0.05399351  0.00159348   0.00027560   0.00291626   0.00215272   0.00047533   0.03720087   0.00013691   -1           -1           
-0.00030528  -0.06678464  0.00121361   0.00027560   0.01040354   0.00027579   0.00047533   0.00974323   0.00078969   -1           -1           
-0.00119997  -0.03000339  -0.00147616  0.00210682   0.01178104   0.00231139   0.00242618   0.03989089   0.00071925   -1           -1           
-0.00119997  -0.05750944  0.00041140   0.00210682   0.00298819   0.00077862   0.00242618   0.02581148   0.00102333   -1           -1           
