1749										
0	0	0	0	31	0	0	0	0	0.2	0.2
1	-1.104	-0.346	177	208	0	0	0	0	0.2	0.2
2	0.296	0.217	11076	11154	0	0	0	0	0.3	0.3
3	0	0	11219	11294	0	0	0	0	0.3	0.3
4	-2.4164	-46.587	27645	27676	0	0	0	0	0.2	0.2
5	-2.8234	-47.251	27745	27776	0	0	0	0	0.2	0.2
1794										
0	0	0	0	31	0	0	0	0	0.2	0.2
1	-1.104	-0.346	177	208	0	0	0	0	0.2	0.2
2	0.296	0.217	11076	11154	0	0	0	0	0.3	0.3
3	0	0	11219	11294	0	0	0	0	0.3	0.3
4	-2.3586	40.5194	27645	27676	0	0	0	0	0.2	0.2
5	-2.776	39.9059	27745	27776	0	0	0	0	0.2	0.2
1852										
0	0	0	0	31	0	0	0	0	0.2	0.2
1	-1.104	-0.346	177	208	0	0	0	0	0.2	0.2
2	0.296	0.217	11076	11154	0	0	0	0	0.3	0.3
3	0	0	11219	11294	0	0	0	0	0.3	0.3
4	-2.4921	3.30461	27645	27676	0	0	0	0	0.2	0.2
5	-2.9466	2.78791	27745	27776	0	0	0	0	0.2	0.2
1880										
0	0	0	0	31	0	0	0	0	0.2	0.2
1	-1.104	-0.346	177	208	0	0	0	0	0.2	0.2
2	0.296	0.217	11076	11154	0	0	0	0	0.3	0.3
3	0	0	11219	11294	0	0	0	0	0.3	0.3
4	-2.5405	3.20283	27645	27676	0	0	0	0	0.2	0.2
5	-2.975	2.71479	27745	27776	0	0	0	0	0.2	0.2
1939										
0	0	0	0	31	0	0	0	0	0.2	0.2
1	-1.104	-0.346	177	208	0	0	0	0	0.2	0.2
2	0.296	0.217	11076	11154	0	0	0	0	0.3	0.3
3	0	0	11219	11294	0	0	0	0	0.3	0.3
4	-2.4769	3.17834	27645	27676	0	0	0	0	0.2	0.2
5	-2.9737	2.60575	27745	27776	0	0	0	0	0.2	0.2
1985										
0	0	0	0	31	0	0	0	0	0.2	0.2
1	-1.104	-0.346	177	208	0	0	0	0	0.2	0.2
2	0.296	0.217	11076	11154	0	0	0	0	0.3	0.3
3	0	0	11219	11294	0	0	0	0	0.3	0.3
4	-2.4855	3.2788	27645	27676	0	0	0	0	0.2	0.2
5	-2.902	2.69093	27745	27776	0	0	0	0	0.2	0.2
2007										
0	0	0	0	31	0	0	0	0	0.2	0.2
1	-1.104	-0.346	177	208	0	0	0	0	0.2	0.2
2	0.296	0.217	11076	11154	0	0	0	0	0.3	0.3
3	0	0	11219	11294	0	0	0	0	0.3	0.3
4	-2.5371	3.74405	27645	27676	0	0	0	0	0.2	0.2
5	-2.9752	2.97589	27745	27776	0	0	0	0	0.2	0.2
2022										
0	0	0	0	31	0	0	0	0	0.2	0.2
1	-1.104	-0.346	177	208	0	0	0	0	0.2	0.2
2	0.296	0.217	11076	11154	0	0	0	0	0.3	0.3
3	0	0	11219	11294	0	0	0	0	0.3	0.3
4	-2.3855	40.4131	27645	27676	0	0	0	0	0.2	0.2
5	-2.8576	39.7714	27745	27776	0	0	0	0	0.2	0.2
2284										
0	0	0	0	31	0	0	0	0	0.2	0.2
1	-1.104	-0.346	177	208	0	0	0	0	0.2	0.2
2	0.296	0.217	11076	11154	0	0	0	0	0.3	0.3
3	0	0	11219	11294	0	0	0	0	0.3	0.3
4	-2.503	-47.112	27645	27676	0	0	0	0	0.2	0.2
5	-2.9383	-47.749	27745	27776	0	0	0	0	0.2	0.2
2402										
0	0	0	0	31	0	0	0	0	0.2	0.2
1	-1.104	-0.346	177	208	0	0	0	0	0.2	0.2
2	0.296	0.217	11076	11154	0	0	0	0	0.3	0.3
3	0	0	11219	11294	0	0	0	0	0.3	0.3
4	-2.4199	2.97337	27645	27676	0	0	0	0	0.2	0.2
5	-2.8776	2.34086	27745	27776	0	0	0	0	0.2	0.2
2419										
0	0	0	0	31	0	0	0	0	0.2	0.2
1	-1.104	-0.346	177	208	0	0	0	0	0.2	0.2
2	0.296	0.217	11076	11154	0	0	0	0	0.3	0.3
3	0	0	11219	11294	0	0	0	0	0.3	0.3
4	-2.503	2.89078	27645	27676	0	0	0	0	0.2	0.2
5	-2.8367	2.19891	27745	27776	0	0	0	0	0.2	0.2
2436										
0	0	0	0	31	0	0	0	0	0.2	0.2
1	-1.104	-0.346	177	208	0	0	0	0	0.2	0.2
2	0.296	0.217	11076	11154	0	0	0	0	0.3	0.3
3	0	0	11219	11294	0	0	0	0	0.3	0.3
4	-2.4693	2.79791	27645	27676	0	0	0	0	0.2	0.2
5	-2.7772	2.18964	27745	27776	0	0	0	0	0.2	0.2
2442										
0	0	0	0	31	0	0	0	0	0.2	0.2
1	-1.104	-0.346	177	208	0	0	0	0	0.2	0.2
2	0.296	0.217	11076	11154	0	0	0	0	0.3	0.3
3	0	0	11219	11294	0	0	0	0	0.3	0.3
4	-2.3837	39.0374	27645	27676	0	0	0	0	0.2	0.2
5	-2.7843	38.4705	27745	27776	0	0	0	0	0.2	0.2
2505										
0	0	0	0	31	0	0	0	0	0.2	0.2
1	-1.104	-0.346	177	208	0	0	0	0	0.2	0.2
2	0.296	0.217	11076	11154	0	0	0	0	0.3	0.3
3	0	0	11219	11294	0	0	0	0	0.3	0.3
4	-2.4135	-48.369	27645	27676	0	0	0	0	0.2	0.2
5	-2.7963	-48.992	27745	27776	0	0	0	0	0.2	0.2
2649										
0	0	0	0	31	0	0	0	0	0.2	0.2
1	-1.104	-0.346	177	208	0	0	0	0	0.2	0.2
2	0.296	0.217	11076	11154	0	0	0	0	0.3	0.3
3	0	0	11219	11294	0	0	0	0	0.3	0.3
4	-2.3385	39.2122	27645	27676	0	0	0	0	0.2	0.2
5	-2.7822	38.5642	27745	27776	0	0	0	0	0.2	0.2
2856										
0	0	0	0	31	0	0	0	0	0.2	0.2
1	-1.104	-0.346	177	208	0	0	0	0	0.2	0.2
2	0.296	0.217	11076	11154	0	0	0	0	0.3	0.3
3	0	0	11219	11294	0	0	0	0	0.3	0.3
4	-2.2159	-48.455	27645	27676	0	0	0	0	0.2	0.2
5	-2.6605	-49.018	27745	27776	0	0	0	0	0.2	0.2
2948										
0	0	0	0	31	0	0	0	0	0.2	0.2
1	-1.104	-0.346	177	208	0	0	0	0	0.2	0.2
2	0.296	0.217	11076	11154	0	0	0	0	0.3	0.3
3	0	0	11219	11294	0	0	0	0	0.3	0.3
4	-2.4464	2.56176	27645	27676	0	0	0	0	0.2	0.2
5	-2.8473	1.80089	27745	27776	0	0	0	0	0.2	0.2
2967										
0	0	0	0	31	0	0	0	0	0.2	0.2
1	-1.104	-0.346	177	208	0	0	0	0	0.2	0.2
2	0.296	0.217	11076	11154	0	0	0	0	0.3	0.3
3	0	0	11219	11294	0	0	0	0	0.3	0.3
4	-2.3854	39.1088	27645	27676	0	0	0	0	0.2	0.2
5	-2.8276	38.4966	27745	27776	0	0	0	0	0.2	0.2
3094										
0	0	0	0	31	0	0	0	0	0.2	0.2
1	-1.104	-0.346	177	208	0	0	0	0	0.2	0.2
2	0.296	0.217	11076	11154	0	0	0	0	0.3	0.3
3	0	0	11219	11294	0	0	0	0	0.3	0.3
4	-2.3671	-48.356	27645	27676	0	0	0	0	0.2	0.2
5	-2.771	-48.895	27745	27776	0	0	0	0	0.2	0.2
3139										
0	0	0	0	31	0	0	0	0	0.2	0.2
1	-1.104	-0.346	177	208	0	0	0	0	0.2	0.2
2	0.296	0.217	11076	11154	0	0	0	0	0.3	0.3
