#Barrel_EC	Layer_Disk	Phi_module	Eta_module	ROBID	RODID	40FMT	40Link	80FMT	80Link	DCS Geographical ID
0	3	30	-5	112410	112410	0	2	1	0	L2_B16_S2_C6_M5C
0	3	30	-4	112410	112410	0	3	1	2	L2_B16_S2_C6_M4C
0	3	30	-3	112410	112410	1	0	2	0	L2_B16_S2_C6_M3C
0	3	30	-2	112410	112410	1	1	2	2	L2_B16_S2_C6_M2C
0	3	30	-1	112410	112410	1	2	3	0	L2_B16_S2_C6_M1C
0	3	29	0	112410	112410	2	1	F	F	L2_B16_S1_C7_M0
0	3	29	-1	112410	112410	2	2	F	F	L2_B16_S1_C7_M1C
0	3	29	-2	112410	112410	2	3	F	F	L2_B16_S1_C7_M2C
0	3	29	-3	112410	112410	3	0	F	F	L2_B16_S1_C7_M3C
0	3	29	-4	112410	112410	3	1	F	F	L2_B16_S1_C7_M4C
0	3	29	-5	112410	112410	3	2	F	F	L2_B16_S1_C7_M5C
0	3	29	-6	112410	112410	3	3	F	F	L2_B16_S1_C7_M6C
0	3	28	-6	112410	112410	4	1	F	F	L2_B15_S2_C6_M6C
0	3	28	-5	112410	112410	4	2	F	F	L2_B15_S2_C6_M5C
0	3	28	-4	112410	112410	4	3	F	F	L2_B15_S2_C6_M4C
0	3	28	-3	112410	112410	5	0	F	F	L2_B15_S2_C6_M3C
0	3	28	-2	112410	112410	5	1	F	F	L2_B15_S2_C6_M2C
0	3	28	-1	112410	112410	5	2	F	F	L2_B15_S2_C6_M1C
0	3	27	0	112410	112410	6	1	4	2	L2_B15_S1_C7_M0
0	3	27	-1	112410	112410	6	2	5	0	L2_B15_S1_C7_M1C
0	3	27	-2	112410	112410	6	3	5	2	L2_B15_S1_C7_M2C
0	3	27	-3	112410	112410	7	0	6	0	L2_B15_S1_C7_M3C
0	3	27	-4	112410	112410	7	1	6	2	L2_B15_S1_C7_M4C
0	3	27	-5	112410	112410	7	2	7	0	L2_B15_S1_C7_M5C
0	3	27	-6	112410	112410	7	3	7	2	L2_B15_S1_C7_M6C
0	3	34	0	112411	112411	0	1	0	2	L2_B18_S2_A7_M0
0	3	34	1	112411	112411	0	2	1	0	L2_B18_S2_A7_M1A
0	3	34	2	112411	112411	0	3	1	2	L2_B18_S2_A7_M2A
0	3	34	3	112411	112411	1	0	2	0	L2_B18_S2_A7_M3A
0	3	34	4	112411	112411	1	1	2	2	L2_B18_S2_A7_M4A
0	3	34	5	112411	112411	1	2	3	0	L2_B18_S2_A7_M5A
0	3	34	6	112411	112411	1	3	3	2	L2_B18_S2_A7_M6A
0	3	33	6	112411	112411	2	1	F	F	L2_B18_S1_A6_M6A
0	3	33	5	112411	112411	2	2	F	F	L2_B18_S1_A6_M5A
0	3	33	4	112411	112411	2	3	F	F	L2_B18_S1_A6_M4A
0	3	33	3	112411	112411	3	0	F	F	L2_B18_S1_A6_M3A
0	3	33	2	112411	112411	3	1	F	F	L2_B18_S1_A6_M2A
0	3	33	1	112411	112411	3	2	F	F	L2_B18_S1_A6_M1A
0	3	32	0	112411	112411	4	1	F	F	L2_B17_S2_A7_M0
0	3	32	1	112411	112411	4	2	F	F	L2_B17_S2_A7_M1A
0	3	32	2	112411	112411	4	3	F	F	L2_B17_S2_A7_M2A
0	3	32	3	112411	112411	5	0	F	F	L2_B17_S2_A7_M3A
0	3	32	4	112411	112411	5	1	F	F	L2_B17_S2_A7_M4A
0	3	32	5	112411	112411	5	2	F	F	L2_B17_S2_A7_M5A
0	3	32	6	112411	112411	5	3	F	F	L2_B17_S2_A7_M6A
0	3	31	6	112411	112411	6	1	4	2	L2_B17_S1_A6_M6A
0	3	31	5	112411	112411	6	2	5	0	L2_B17_S1_A6_M5A
0	3	31	4	112411	112411	6	3	5	2	L2_B17_S1_A6_M4A
0	3	31	3	112411	112411	7	0	6	0	L2_B17_S1_A6_M3A
0	3	31	2	112411	112411	7	1	6	2	L2_B17_S1_A6_M2A
0	3	31	1	112411	112411	7	2	7	0	L2_B17_S1_A6_M1A
0	3	34	-6	112412	112412	0	1	0	2	L2_B18_S2_C6_M6C
0	3	34	-5	112412	112412	0	2	1	0	L2_B18_S2_C6_M5C
0	3	34	-4	112412	112412	0	3	1	2	L2_B18_S2_C6_M4C
0	3	34	-3	112412	112412	1	0	2	0	L2_B18_S2_C6_M3C
0	3	34	-2	112412	112412	1	1	2	2	L2_B18_S2_C6_M2C
0	3	34	-1	112412	112412	1	2	3	0	L2_B18_S2_C6_M1C
0	3	33	0	112412	112412	2	1	F	F	L2_B18_S1_C7_M0
0	3	33	-1	112412	112412	2	2	F	F	L2_B18_S1_C7_M1C
0	3	33	-2	112412	112412	2	3	F	F	L2_B18_S1_C7_M2C
0	3	33	-3	112412	112412	3	0	F	F	L2_B18_S1_C7_M3C
0	3	33	-4	112412	112412	3	1	F	F	L2_B18_S1_C7_M4C
0	3	33	-5	112412	112412	3	2	F	F	L2_B18_S1_C7_M5C
0	3	33	-6	112412	112412	3	3	F	F	L2_B18_S1_C7_M6C
0	3	32	-6	112412	112412	4	1	F	F	L2_B17_S2_C6_M6C
0	3	32	-5	112412	112412	4	2	F	F	L2_B17_S2_C6_M5C
0	3	32	-4	112412	112412	4	3	F	F	L2_B17_S2_C6_M4C
0	3	32	-3	112412	112412	5	0	F	F	L2_B17_S2_C6_M3C
0	3	32	-2	112412	112412	5	1	F	F	L2_B17_S2_C6_M2C
0	3	32	-1	112412	112412	5	2	F	F	L2_B17_S2_C6_M1C
0	3	31	0	112412	112412	6	1	4	2	L2_B17_S1_C7_M0
0	3	31	-1	112412	112412	6	2	5	0	L2_B17_S1_C7_M1C
0	3	31	-2	112412	112412	6	3	5	2	L2_B17_S1_C7_M2C
0	3	31	-3	112412	112412	7	0	6	0	L2_B17_S1_C7_M3C
0	3	31	-4	112412	112412	7	1	6	2	L2_B17_S1_C7_M4C
0	3	31	-5	112412	112412	7	2	7	0	L2_B17_S1_C7_M5C
0	3	31	-6	112412	112412	7	3	7	2	L2_B17_S1_C7_M6C
0	3	38	0	112414	112414	0	1	0	2	L2_B20_S2_A7_M0
0	3	38	1	112414	112414	0	2	1	0	L2_B20_S2_A7_M1A
0	3	38	2	112414	112414	0	3	1	2	L2_B20_S2_A7_M2A
0	3	38	3	112414	112414	1	0	2	0	L2_B20_S2_A7_M3A
0	3	38	4	112414	112414	1	1	2	2	L2_B20_S2_A7_M4A
0	3	38	5	112414	112414	1	2	3	0	L2_B20_S2_A7_M5A
0	3	38	6	112414	112414	1	3	3	2	L2_B20_S2_A7_M6A
0	3	37	6	112414	112414	2	1	F	F	L2_B20_S1_A6_M6A
0	3	37	5	112414	112414	2	2	F	F	L2_B20_S1_A6_M5A
0	3	37	4	112414	112414	2	3	F	F	L2_B20_S1_A6_M4A
0	3	37	3	112414	112414	3	0	F	F	L2_B20_S1_A6_M3A
0	3	37	2	112414	112414	3	1	F	F	L2_B20_S1_A6_M2A
0	3	37	1	112414	112414	3	2	F	F	L2_B20_S1_A6_M1A
0	3	36	0	112414	112414	4	1	F	F	L2_B19_S2_A7_M0
0	3	36	1	112414	112414	4	2	F	F	L2_B19_S2_A7_M1A
0	3	36	2	112414	112414	4	3	F	F	L2_B19_S2_A7_M2A
0	3	36	3	112414	112414	5	0	F	F	L2_B19_S2_A7_M3A
0	3	36	4	112414	112414	5	1	F	F	L2_B19_S2_A7_M4A
0	3	36	5	112414	112414	5	2	F	F	L2_B19_S2_A7_M5A
0	3	36	6	112414	112414	5	3	F	F	L2_B19_S2_A7_M6A
0	3	35	6	112414	112414	6	1	4	2	L2_B19_S1_A6_M6A
0	3	35	5	112414	112414	6	2	5	0	L2_B19_S1_A6_M5A
0	3	35	4	112414	112414	6	3	5	2	L2_B19_S1_A6_M4A
0	3	35	3	112414	112414	7	0	6	0	L2_B19_S1_A6_M3A
0	3	35	2	112414	112414	7	1	6	2	L2_B19_S1_A6_M2A
0	3	35	1	112414	112414	7	2	7	0	L2_B19_S1_A6_M1A
0	3	38	-6	112415	112415	0	1	0	2	L2_B20_S2_C6_M6C
0	3	38	-5	112415	112415	0	2	1	0	L2_B20_S2_C6_M5C
0	3	38	-4	112415	112415	0	3	1	2	L2_B20_S2_C6_M4C
0	3	38	-3	112415	112415	1	0	2	0	L2_B20_S2_C6_M3C
0	3	38	-2	112415	112415	1	1	2	2	L2_B20_S2_C6_M2C
0	3	38	-1	112415	112415	1	2	3	0	L2_B20_S2_C6_M1C
0	3	37	0	112415	112415	2	1	F	F	L2_B20_S1_C7_M0
0	3	37	-1	112415	112415	2	2	F	F	L2_B20_S1_C7_M1C
0	3	37	-2	112415	112415	2	3	F	F	L2_B20_S1_C7_M2C
0	3	37	-3	112415	112415	3	0	F	F	L2_B20_S1_C7_M3C
0	3	37	-4	112415	112415	3	1	F	F	L2_B20_S1_C7_M4C
0	3	37	-5	112415	112415	3	2	F	F	L2_B20_S1_C7_M5C
0	3	37	-6	112415	112415	3	3	F	F	L2_B20_S1_C7_M6C
0	3	36	-6	112415	112415	4	1	F	F	L2_B19_S2_C6_M6C
0	3	36	-5	112415	112415	4	2	F	F	L2_B19_S2_C6_M5C
0	3	36	-4	112415	112415	4	3	F	F	L2_B19_S2_C6_M4C
0	3	36	-3	112415	112415	5	0	F	F	L2_B19_S2_C6_M3C
0	3	36	-2	112415	112415	5	1	F	F	L2_B19_S2_C6_M2C
0	3	36	-1	112415	112415	5	2	F	F	L2_B19_S2_C6_M1C
0	3	35	0	112415	112415	6	1	4	2	L2_B19_S1_C7_M0
0	3	35	-1	112415	112415	6	2	5	0	L2_B19_S1_C7_M1C
0	3	35	-2	112415	112415	6	3	5	2	L2_B19_S1_C7_M2C
0	3	35	-3	112415	112415	7	0	6	0	L2_B19_S1_C7_M3C
0	3	35	-4	112415	112415	7	1	6	2	L2_B19_S1_C7_M4C
0	3	35	-5	112415	112415	7	2	7	0	L2_B19_S1_C7_M5C
0	3	35	-6	112415	112415	7	3	7	2	L2_B19_S1_C7_M6C
0	3	42	0	112416	112416	0	1	0	2	L2_B22_S2_A7_M0
0	3	42	1	112416	112416	0	2	1	0	L2_B22_S2_A7_M1A
0	3	42	2	112416	112416	0	3	1	2	L2_B22_S2_A7_M2A
0	3	42	3	112416	112416	1	0	2	0	L2_B22_S2_A7_M3A
0	3	42	4	112416	112416	1	1	2	2	L2_B22_S2_A7_M4A
0	3	42	5	112416	112416	1	2	3	0	L2_B22_S2_A7_M5A
0	3	42	6	112416	112416	1	3	3	2	L2_B22_S2_A7_M6A
0	3	41	6	112416	112416	2	1	F	F	L2_B22_S1_A6_M6A
0	3	41	5	112416	112416	2	2	F	F	L2_B22_S1_A6_M5A
0	3	41	4	112416	112416	2	3	F	F	L2_B22_S1_A6_M4A
0	3	41	3	112416	112416	3	0	F	F	L2_B22_S1_A6_M3A
0	3	41	2	112416	112416	3	1	F	F	L2_B22_S1_A6_M2A
0	3	41	1	112416	112416	3	2	F	F	L2_B22_S1_A6_M1A
0	3	40	0	112416	112416	4	1	F	F	L2_B21_S2_A7_M0
0	3	40	1	112416	112416	4	2	F	F	L2_B21_S2_A7_M1A
0	3	40	2	112416	112416	4	3	F	F	L2_B21_S2_A7_M2A
0	3	40	3	112416	112416	5	0	F	F	L2_B21_S2_A7_M3A
0	3	40	4	112416	112416	5	1	F	F	L2_B21_S2_A7_M4A
0	3	40	5	112416	112416	5	2	F	F	L2_B21_S2_A7_M5A
0	3	40	6	112416	112416	5	3	F	F	L2_B21_S2_A7_M6A
0	3	39	6	112416	112416	6	1	4	2	L2_B21_S1_A6_M6A
0	3	39	5	112416	112416	6	2	5	0	L2_B21_S1_A6_M5A
0	3	39	4	112416	112416	6	3	5	2	L2_B21_S1_A6_M4A
0	3	39	3	112416	112416	7	0	6	0	L2_B21_S1_A6_M3A
0	3	39	2	112416	112416	7	1	6	2	L2_B21_S1_A6_M2A
0	3	39	1	112416	112416	7	2	7	0	L2_B21_S1_A6_M1A
0	3	42	-6	112417	112417	0	1	0	2	L2_B22_S2_C6_M6C
0	3	42	-5	112417	112417	0	2	1	0	L2_B22_S2_C6_M5C
0	3	42	-4	112417	112417	0	3	1	2	L2_B22_S2_C6_M4C
0	3	42	-3	112417	112417	1	0	2	0	L2_B22_S2_C6_M3C
0	3	42	-2	112417	112417	1	1	2	2	L2_B22_S2_C6_M2C
0	3	42	-1	112417	112417	1	2	3	0	L2_B22_S2_C6_M1C
0	3	41	0	112417	112417	2	1	F	F	L2_B22_S1_C7_M0
0	3	41	-1	112417	112417	2	2	F	F	L2_B22_S1_C7_M1C
0	3	41	-2	112417	112417	2	3	F	F	L2_B22_S1_C7_M2C
0	3	41	-3	112417	112417	3	0	F	F	L2_B22_S1_C7_M3C
0	3	41	-4	112417	112417	3	1	F	F	L2_B22_S1_C7_M4C
0	3	41	-5	112417	112417	3	2	F	F	L2_B22_S1_C7_M5C
0	3	41	-6	112417	112417	3	3	F	F	L2_B22_S1_C7_M6C
0	3	40	-6	112417	112417	4	1	F	F	L2_B21_S2_C6_M6C
0	3	40	-5	112417	112417	4	2	F	F	L2_B21_S2_C6_M5C
0	3	40	-4	112417	112417	4	3	F	F	L2_B21_S2_C6_M4C
0	3	40	-3	112417	112417	5	0	F	F	L2_B21_S2_C6_M3C
0	3	40	-2	112417	112417	5	1	F	F	L2_B21_S2_C6_M2C
0	3	40	-1	112417	112417	5	2	F	F	L2_B21_S2_C6_M1C
0	3	39	0	112417	112417	6	1	4	2	L2_B21_S1_C7_M0
0	3	39	-1	112417	112417	6	2	5	0	L2_B21_S1_C7_M1C
0	3	39	-2	112417	112417	6	3	5	2	L2_B21_S1_C7_M2C
0	3	39	-3	112417	112417	7	0	6	0	L2_B21_S1_C7_M3C
0	3	39	-4	112417	112417	7	1	6	2	L2_B21_S1_C7_M4C
0	3	39	-5	112417	112417	7	2	7	0	L2_B21_S1_C7_M5C
0	3	39	-6	112417	112417	7	3	7	2	L2_B21_S1_C7_M6C
0	3	46	0	112418	112418	0	1	0	2	L2_B24_S2_A7_M0
0	3	46	1	112418	112418	0	2	1	0	L2_B24_S2_A7_M1A
0	3	46	2	112418	112418	0	3	1	2	L2_B24_S2_A7_M2A
0	3	46	3	112418	112418	1	0	2	0	L2_B24_S2_A7_M3A
0	3	46	4	112418	112418	1	1	2	2	L2_B24_S2_A7_M4A
0	3	46	5	112418	112418	1	2	3	0	L2_B24_S2_A7_M5A
0	3	46	6	112418	112418	1	3	3	2	L2_B24_S2_A7_M6A
0	3	45	6	112418	112418	2	1	F	F	L2_B24_S1_A6_M6A
0	3	45	5	112418	112418	2	2	F	F	L2_B24_S1_A6_M5A
0	3	45	4	112418	112418	2	3	F	F	L2_B24_S1_A6_M4A
0	3	45	3	112418	112418	3	0	F	F	L2_B24_S1_A6_M3A
0	3	45	2	112418	112418	3	1	F	F	L2_B24_S1_A6_M2A
0	3	45	1	112418	112418	3	2	F	F	L2_B24_S1_A6_M1A
0	3	44	0	112418	112418	4	1	F	F	L2_B23_S2_A7_M0
0	3	44	1	112418	112418	4	2	F	F	L2_B23_S2_A7_M1A
0	3	44	2	112418	112418	4	3	F	F	L2_B23_S2_A7_M2A
0	3	44	3	112418	112418	5	0	F	F	L2_B23_S2_A7_M3A
0	3	44	4	112418	112418	5	1	F	F	L2_B23_S2_A7_M4A
0	3	44	5	112418	112418	5	2	F	F	L2_B23_S2_A7_M5A
0	3	44	6	112418	112418	5	3	F	F	L2_B23_S2_A7_M6A
0	3	43	6	112418	112418	6	1	4	2	L2_B23_S1_A6_M6A
0	3	43	5	112418	112418	6	2	5	0	L2_B23_S1_A6_M5A
0	3	43	4	112418	112418	6	3	5	2	L2_B23_S1_A6_M4A
0	3	43	3	112418	112418	7	0	6	0	L2_B23_S1_A6_M3A
0	3	43	2	112418	112418	7	1	6	2	L2_B23_S1_A6_M2A
0	3	43	1	112418	112418	7	2	7	0	L2_B23_S1_A6_M1A
0	3	46	-6	112419	112419	0	1	0	2	L2_B24_S2_C6_M6C
0	3	46	-5	112419	112419	0	2	1	0	L2_B24_S2_C6_M5C
0	3	46	-4	112419	112419	0	3	1	2	L2_B24_S2_C6_M4C
0	3	46	-3	112419	112419	1	0	2	0	L2_B24_S2_C6_M3C
0	3	46	-2	112419	112419	1	1	2	2	L2_B24_S2_C6_M2C
0	3	46	-1	112419	112419	1	2	3	0	L2_B24_S2_C6_M1C
0	3	45	0	112419	112419	2	1	F	F	L2_B24_S1_C7_M0
0	3	45	-1	112419	112419	2	2	F	F	L2_B24_S1_C7_M1C
0	3	45	-2	112419	112419	2	3	F	F	L2_B24_S1_C7_M2C
0	3	45	-3	112419	112419	3	0	F	F	L2_B24_S1_C7_M3C
0	3	45	-4	112419	112419	3	1	F	F	L2_B24_S1_C7_M4C
0	3	45	-5	112419	112419	3	2	F	F	L2_B24_S1_C7_M5C
0	3	45	-6	112419	112419	3	3	F	F	L2_B24_S1_C7_M6C
0	3	44	-6	112419	112419	4	1	F	F	L2_B23_S2_C6_M6C
0	3	44	-5	112419	112419	4	2	F	F	L2_B23_S2_C6_M5C
0	3	44	-4	112419	112419	4	3	F	F	L2_B23_S2_C6_M4C
0	3	44	-3	112419	112419	5	0	F	F	L2_B23_S2_C6_M3C
0	3	44	-2	112419	112419	5	1	F	F	L2_B23_S2_C6_M2C
0	3	44	-1	112419	112419	5	2	F	F	L2_B23_S2_C6_M1C
0	3	43	0	112419	112419	6	1	4	2	L2_B23_S1_C7_M0
0	3	43	-1	112419	112419	6	2	5	0	L2_B23_S1_C7_M1C
0	3	43	-2	112419	112419	6	3	5	2	L2_B23_S1_C7_M2C
0	3	43	-3	112419	112419	7	0	6	0	L2_B23_S1_C7_M3C
0	3	43	-4	112419	112419	7	1	6	2	L2_B23_S1_C7_M4C
0	3	43	-5	112419	112419	7	2	7	0	L2_B23_S1_C7_M5C
0	3	43	-6	112419	112419	7	3	7	2	L2_B23_S1_C7_M6C
0	3	48	0	112420	112420	0	1	0	2	L2_B25_S2_A7_M0
0	3	48	1	112420	112420	0	2	1	0	L2_B25_S2_A7_M1A
0	3	48	2	112420	112420	0	3	1	2	L2_B25_S2_A7_M2A
0	3	48	3	112420	112420	1	0	2	0	L2_B25_S2_A7_M3A
0	3	48	4	112420	112420	1	1	2	2	L2_B25_S2_A7_M4A
0	3	48	5	112420	112420	1	2	3	0	L2_B25_S2_A7_M5A
0	3	48	6	112420	112420	1	3	3	2	L2_B25_S2_A7_M6A
0	3	47	6	112420	112420	2	1	F	F	L2_B25_S1_A6_M6A
0	3	47	5	112420	112420	2	2	F	F	L2_B25_S1_A6_M5A
0	3	47	4	112420	112420	2	3	F	F	L2_B25_S1_A6_M4A
0	3	47	3	112420	112420	3	0	F	F	L2_B25_S1_A6_M3A
0	3	47	2	112420	112420	3	1	F	F	L2_B25_S1_A6_M2A
0	3	47	1	112420	112420	3	2	F	F	L2_B25_S1_A6_M1A
0	3	50	0	112420	112420	4	1	F	F	L2_B26_S2_A7_M0
0	3	50	1	112420	112420	4	2	F	F	L2_B26_S2_A7_M1A
0	3	50	2	112420	112420	4	3	F	F	L2_B26_S2_A7_M2A
0	3	50	3	112420	112420	5	0	F	F	L2_B26_S2_A7_M3A
0	3	50	4	112420	112420	5	1	F	F	L2_B26_S2_A7_M4A
0	3	50	5	112420	112420	5	2	F	F	L2_B26_S2_A7_M5A
0	3	50	6	112420	112420	5	3	F	F	L2_B26_S2_A7_M6A
0	3	49	6	112420	112420	6	1	4	2	L2_B26_S1_A6_M6A
0	3	49	5	112420	112420	6	2	5	0	L2_B26_S1_A6_M5A
0	3	49	4	112420	112420	6	3	5	2	L2_B26_S1_A6_M4A
0	3	49	3	112420	112420	7	0	6	0	L2_B26_S1_A6_M3A
0	3	49	2	112420	112420	7	1	6	2	L2_B26_S1_A6_M2A
0	3	49	1	112420	112420	7	2	7	0	L2_B26_S1_A6_M1A
0	3	48	-6	112421	112421	0	1	0	2	L2_B25_S2_C6_M6C
0	3	48	-5	112421	112421	0	2	1	0	L2_B25_S2_C6_M5C
0	3	48	-4	112421	112421	0	3	1	2	L2_B25_S2_C6_M4C
0	3	48	-3	112421	112421	1	0	2	0	L2_B25_S2_C6_M3C
0	3	48	-2	112421	112421	1	1	2	2	L2_B25_S2_C6_M2C
0	3	48	-1	112421	112421	1	2	3	0	L2_B25_S2_C6_M1C
0	3	49	0	112421	112421	2	1	F	F	L2_B26_S1_C7_M0
0	3	49	-1	112421	112421	2	2	F	F	L2_B26_S1_C7_M1C
0	3	49	-2	112421	112421	2	3	F	F	L2_B26_S1_C7_M2C
0	3	49	-3	112421	112421	3	0	F	F	L2_B26_S1_C7_M3C
0	3	49	-4	112421	112421	3	1	F	F	L2_B26_S1_C7_M4C
0	3	49	-5	112421	112421	3	2	F	F	L2_B26_S1_C7_M5C
0	3	49	-6	112421	112421	3	3	F	F	L2_B26_S1_C7_M6C
0	3	50	-6	112421	112421	4	1	F	F	L2_B26_S2_C6_M6C
0	3	50	-5	112421	112421	4	2	F	F	L2_B26_S2_C6_M5C
0	3	50	-4	112421	112421	4	3	F	F	L2_B26_S2_C6_M4C
0	3	50	-3	112421	112421	5	0	F	F	L2_B26_S2_C6_M3C
0	3	50	-2	112421	112421	5	1	F	F	L2_B26_S2_C6_M2C
0	3	50	-1	112421	112421	5	2	F	F	L2_B26_S2_C6_M1C
0	3	47	0	112421	112421	6	1	4	2	L2_B25_S1_C7_M0
0	3	47	-1	112421	112421	6	2	5	0	L2_B25_S1_C7_M1C
0	3	47	-2	112421	112421	6	3	5	2	L2_B25_S1_C7_M2C
0	3	47	-3	112421	112421	7	0	6	0	L2_B25_S1_C7_M3C
0	3	47	-4	112421	112421	7	1	6	2	L2_B25_S1_C7_M4C
0	3	47	-5	112421	112421	7	2	7	0	L2_B25_S1_C7_M5C
0	3	47	-6	112421	112421	7	3	7	2	L2_B25_S1_C7_M6C
0	2	21	-1	112505	112505	0	2	1	0	L1_B11_S2_C6_M1C
0	2	21	-2	112505	112505	0	3	1	2	L1_B11_S2_C6_M2C
0	2	21	-3	112505	112505	1	0	2	0	L1_B11_S2_C6_M3C
0	2	21	-4	112505	112505	1	1	2	2	L1_B11_S2_C6_M4C
0	2	21	-5	112505	112505	1	2	3	0	L1_B11_S2_C6_M5C
0	2	21	-6	112505	112505	1	3	3	2	L1_B11_S2_C6_M6C
0	2	20	0	112505	112505	6	1	4	2	L1_B11_S1_C7_M0
0	2	20	-1	112505	112505	6	2	5	0	L1_B11_S1_C7_M1C
0	2	20	-2	112505	112505	6	3	5	2	L1_B11_S1_C7_M2C
0	2	20	-3	112505	112505	7	0	6	0	L1_B11_S1_C7_M3C
0	2	20	-4	112505	112505	7	1	6	2	L1_B11_S1_C7_M4C
0	2	20	-5	112505	112505	7	2	7	0	L1_B11_S1_C7_M5C
0	2	20	-6	112505	112505	7	3	7	2	L1_B11_S1_C7_M6C
0	2	21	0	112506	112506	0	1	0	2	L1_B11_S2_A7_M0
0	2	21	1	112506	112506	0	2	1	0	L1_B11_S2_A7_M1A
0	2	21	2	112506	112506	0	3	1	2	L1_B11_S2_A7_M2A
0	2	21	3	112506	112506	1	0	2	0	L1_B11_S2_A7_M3A
0	2	21	4	112506	112506	1	1	2	2	L1_B11_S2_A7_M4A
0	2	21	5	112506	112506	1	2	3	0	L1_B11_S2_A7_M5A
0	2	21	6	112506	112506	1	3	3	2	L1_B11_S2_A7_M6A
0	2	20	1	112506	112506	6	2	5	0	L1_B11_S1_A6_M1A
0	2	20	2	112506	112506	6	3	5	2	L1_B11_S1_A6_M2A
0	2	20	3	112506	112506	7	0	6	0	L1_B11_S1_A6_M3A
0	2	20	4	112506	112506	7	1	6	2	L1_B11_S1_A6_M4A
0	2	20	5	112506	112506	7	2	7	0	L1_B11_S1_A6_M5A
0	2	20	6	112506	112506	7	3	7	2	L1_B11_S1_A6_M6A
0	2	27	-1	112507	112507	0	2	1	0	L1_B14_S2_C6_M1C
0	2	27	-2	112507	112507	0	3	1	2	L1_B14_S2_C6_M2C
0	2	27	-3	112507	112507	1	0	2	0	L1_B14_S2_C6_M3C
0	2	27	-4	112507	112507	1	1	2	2	L1_B14_S2_C6_M4C
0	2	27	-5	112507	112507	1	2	3	0	L1_B14_S2_C6_M5C
0	2	27	-6	112507	112507	1	3	3	2	L1_B14_S2_C6_M6C
0	2	26	0	112507	112507	6	1	4	2	L1_B14_S1_C7_M0
0	2	26	-1	112507	112507	6	2	5	0	L1_B14_S1_C7_M1C
0	2	26	-2	112507	112507	6	3	5	2	L1_B14_S1_C7_M2C
0	2	26	-3	112507	112507	7	0	6	0	L1_B14_S1_C7_M3C
0	2	26	-4	112507	112507	7	1	6	2	L1_B14_S1_C7_M4C
0	2	26	-5	112507	112507	7	2	7	0	L1_B14_S1_C7_M5C
0	2	26	-6	112507	112507	7	3	7	2	L1_B14_S1_C7_M6C
0	2	27	0	112508	112508	0	1	0	2	L1_B14_S2_A7_M0
0	2	27	1	112508	112508	0	2	1	0	L1_B14_S2_A7_M1A
0	2	27	2	112508	112508	0	3	1	2	L1_B14_S2_A7_M2A
0	2	27	3	112508	112508	1	0	2	0	L1_B14_S2_A7_M3A
0	2	27	4	112508	112508	1	1	2	2	L1_B14_S2_A7_M4A
0	2	27	5	112508	112508	1	2	3	0	L1_B14_S2_A7_M5A
0	2	27	6	112508	112508	1	3	3	2	L1_B14_S2_A7_M6A
0	2	26	1	112508	112508	6	2	5	0	L1_B14_S1_A6_M1A
0	2	26	2	112508	112508	6	3	5	2	L1_B14_S1_A6_M2A
0	2	26	3	112508	112508	7	0	6	0	L1_B14_S1_A6_M3A
0	2	26	4	112508	112508	7	1	6	2	L1_B14_S1_A6_M4A
0	2	26	5	112508	112508	7	2	7	0	L1_B14_S1_A6_M5A
0	2	26	6	112508	112508	7	3	7	2	L1_B14_S1_A6_M6A
0	2	19	-1	112509	112509	0	2	1	0	L1_B10_S2_C6_M1C
0	2	19	-2	112509	112509	0	3	1	2	L1_B10_S2_C6_M2C
0	2	19	-3	112509	112509	1	0	2	0	L1_B10_S2_C6_M3C
0	2	19	-4	112509	112509	1	1	2	2	L1_B10_S2_C6_M4C
0	2	19	-5	112509	112509	1	2	3	0	L1_B10_S2_C6_M5C
0	2	19	-6	112509	112509	1	3	3	2	L1_B10_S2_C6_M6C
0	2	28	0	112509	112509	6	1	4	2	L1_B15_S1_C7_M0
0	2	28	-1	112509	112509	6	2	5	0	L1_B15_S1_C7_M1C
0	2	28	-2	112509	112509	6	3	5	2	L1_B15_S1_C7_M2C
0	2	28	-3	112509	112509	7	0	6	0	L1_B15_S1_C7_M3C
0	2	28	-4	112509	112509	7	1	6	2	L1_B15_S1_C7_M4C
0	2	28	-5	112509	112509	7	2	7	0	L1_B15_S1_C7_M5C
0	2	28	-6	112509	112509	7	3	7	2	L1_B15_S1_C7_M6C
0	2	19	0	112510	112510	0	1	0	2	L1_B10_S2_A7_M0
0	2	19	1	112510	112510	0	2	1	0	L1_B10_S2_A7_M1A
0	2	19	2	112510	112510	0	3	1	2	L1_B10_S2_A7_M2A
0	2	19	3	112510	112510	1	0	2	0	L1_B10_S2_A7_M3A
0	2	19	4	112510	112510	1	1	2	2	L1_B10_S2_A7_M4A
0	2	19	5	112510	112510	1	2	3	0	L1_B10_S2_A7_M5A
0	2	19	6	112510	112510	1	3	3	2	L1_B10_S2_A7_M6A
0	2	28	1	112510	112510	6	2	5	0	L1_B15_S1_A6_M1A
0	2	28	2	112510	112510	6	3	5	2	L1_B15_S1_A6_M2A
0	2	28	3	112510	112510	7	0	6	0	L1_B15_S1_A6_M3A
0	2	28	4	112510	112510	7	1	6	2	L1_B15_S1_A6_M4A
0	2	28	5	112510	112510	7	2	7	0	L1_B15_S1_A6_M5A
