"Bin"	"Time"	"Fcal 1"	"Fcal2"	"Fcal3"			
	"Med"	"High"	"Med"	"High"	"Med"	"High"	
1922	553.392	.00103	.00000	.00000	.00000	.00000	.00000
1923	553.680	.00075	.00000	.00000	.00000	.00000	.00000
1924	553.968	.00054	.00000	.00000	.00000	.00000	.00000
1925	554.256	.00138	.00000	.00000	.00000	.00000	.00000
1926	554.544	.00200	.00000	.00000	.00000	.00000	.00000
1927	554.832	.00200	.00000	.00000	.00000	.00000	.00000
1928	555.120	.00190	.00000	.00000	.00000	.00000	.00000
1929	555.408	.00170	.00000	.00000	.00000	.00000	.00000
1930	555.696	.00140	.00000	.00000	.00000	.00000	.00000
1931	555.984	.00158	.00000	.00000	.00000	.00000	.00000
1932	556.272	.00165	.00000	.00000	.00000	.00000	.00000
1933	556.560	.00164	.00000	.00000	.00000	.00000	.00000
1934	556.848	.00160	.00000	.00000	.00000	.00000	.00000
1935	557.136	.00221	.00000	.00000	.00000	.00000	.00000
1936	557.424	.00211	.00000	.00000	.00000	.00000	.00000
1937	557.712	.00206	.00000	.00000	.00000	.00000	.00000
1938	558.000	.00193	.00000	.00000	.00000	.00000	.00000
1939	558.288	.00197	.00000	.00000	.00000	.00000	.00000
1940	558.576	.00168	.00000	.00000	.00000	.00000	.00000
1941	558.864	.00169	.00000	.00000	.00000	.00000	.00000
1942	559.152	.00111	.00000	.00000	.00000	.00000	.00000
1943	559.440	.00080	.00000	.00000	.00000	.00000	.00000
1944	559.728	.00089	.00000	.00000	.00000	.00000	.00000
1945	560.016	.00101	.00000	.00000	.00000	.00000	.00000
1946	560.304	.00137	.00000	.00000	.00000	.00000	.00000
1947	560.592	.00144	.00000	.00000	.00000	.00000	.00000
1948	560.880	.00123	.00000	.00000	.00000	.00000	.00000
1949	561.168	.00144	.00000	.00000	.00000	.00000	.00000
1950	561.456	.00141	.00000	.00000	.00000	.00000	.00000
1951	561.744	.00151	.00000	.00000	.00000	.00000	.00000
1952	562.032	.00145	.00000	.00000	.00000	.00000	.00000
1953	562.320	.00175	.00000	.00000	.00000	.00000	.00000
1954	562.608	.00178	.00000	.00000	.00000	.00000	.00000
1955	562.896	.00156	.00000	.00000	.00000	.00000	.00000
1956	563.184	.00155	.00000	.00000	.00000	.00000	.00000
1957	563.472	.00127	.00000	.00000	.00000	.00000	.00000
1958	563.760	.00144	.00000	.00000	.00000	.00000	.00000
1959	564.048	.00108	.00000	.00000	.00000	.00000	.00000
1960	564.336	.00126	.00000	.00000	.00000	.00000	.00000
1961	564.624	.00124	.00000	.00000	.00000	.00000	.00000
1962	564.912	.00140	.00000	.00000	.00000	.00000	.00000
1963	565.200	.00172	.00000	.00000	.00000	.00000	.00000
1964	565.488	.00170	.00000	.00000	.00000	.00000	.00000
1965	565.776	.00204	.00000	.00000	.00000	.00000	.00000
1966	566.064	.00163	.00000	.00000	.00000	.00000	.00000
1967	566.352	.00138	.00000	.00000	.00000	.00000	.00000
1968	566.640	.00152	.00000	.00000	.00000	.00000	.00000
1969	566.928	.00139	.00000	.00000	.00000	.00000	.00000
1970	567.216	.00135	.00000	.00000	.00000	.00000	.00000
1971	567.504	.00111	.00000	.00000	.00000	.00000	.00000
1972	567.792	.00109	.00000	.00000	.00000	.00000	.00000
1973	568.080	.00131	.00000	.00000	.00000	.00000	.00000
1974	568.368	.00172	.00000	.00000	.00000	.00000	.00000
1975	568.656	.00180	.00000	.00000	.00000	.00000	.00000
1976	568.944	.00163	.00000	.00000	.00000	.00000	.00000
1977	569.232	.00149	.00000	.00000	.00000	.00000	.00000
1978	569.520	.00143	.00000	.00000	.00000	.00000	.00000
1979	569.808	.00135	.00000	.00000	.00000	.00000	.00000
1980	570.096	.00126	.00000	.00000	.00000	.00000	.00000
1981	570.384	.00151	.00000	.00000	.00000	.00000	.00000
1982	570.672	.00133	.00000	.00000	.00000	.00000	.00000
1983	570.960	.00124	.00000	.00000	.00000	.00000	.00000
1984	571.248	.00124	.00000	.00000	.00000	.00000	.00000
1985	571.536	.00129	.00000	.00000	.00000	.00000	.00000
1986	571.824	.00140	.00000	.00000	.00000	.00000	.00000
1987	572.112	.00155	.00000	.00000	.00000	.00000	.00000
1988	572.400	.00173	.00000	.00000	.00000	.00000	.00000
1989	572.688	.00191	.00000	.00000	.00000	.00000	.00000
1990	572.976	.00210	.00000	.00000	.00000	.00000	.00000
1991	573.264	.00228	.00000	.00000	.00000	.00000	.00000
1992	573.552	.00243	.00000	.00000	.00000	.00000	.00000
1993	573.840	.00254	.00000	.00000	.00000	.00000	.00000
1994	574.128	.00260	.00000	.00000	.00000	.00000	.00000
1995	574.416	.00259	.00000	.00000	.00000	.00000	.00000
1996	574.704	.00250	.00000	.00000	.00000	.00000	.00000
1997	574.992	.00232	.00000	.00000	.00000	.00000	.00000
1998	575.280	.00204	.00000	.00000	.00000	.00000	.00000
1999	575.568	.00164	.00000	.00000	.00000	.00000	.00000
2000	575.856	.00111	.00000	.00000	.00000	.00000	.00000
