"Bin"	"Time"	"Fcal 1"	"Fcal2"	"Fcal3"			
	"Med"	"High"	"Med"	"High"	"Med"	"High"	
1476	424.944	-.00314	.00000	.00000	.00000	.00000	.00000
1477	425.232	-.00335	.00000	.00000	.00000	.00000	.00000
1478	425.520	-.00364	.00000	.00000	.00000	.00000	.00000
1479	425.808	-.00384	.00000	.00000	.00000	.00000	.00000
1480	426.096	-.00438	.00000	.00000	.00000	.00000	.00000
1481	426.384	-.00477	.00000	.00000	.00000	.00000	.00000
1482	426.672	-.00508	.00000	.00000	.00000	.00000	.00000
1483	426.960	-.00526	.00000	.00000	.00000	.00000	.00000
1484	427.248	-.00518	.00000	.00000	.00000	.00000	.00000
1485	427.536	-.00485	.00000	.00000	.00000	.00000	.00000
1486	427.824	-.00443	.00000	.00000	.00000	.00000	.00000
1487	428.112	-.00432	.00000	.00000	.00000	.00000	.00000
1488	428.400	-.00357	.00000	.00000	.00000	.00000	.00000
1489	428.688	-.00352	.00000	.00000	.00000	.00000	.00000
1490	428.976	-.00369	.00000	.00000	.00000	.00000	.00000
1491	429.264	-.00329	.00000	.00000	.00000	.00000	.00000
1492	429.552	-.00297	.00000	.00000	.00000	.00000	.00000
1493	429.840	-.00329	.00000	.00000	.00000	.00000	.00000
1494	430.128	-.00331	.00000	.00000	.00000	.00000	.00000
1495	430.416	-.00349	.00000	.00000	.00000	.00000	.00000
1496	430.704	-.00378	.00000	.00000	.00000	.00000	.00000
1497	430.992	-.00367	.00000	.00000	.00000	.00000	.00000
1498	431.280	-.00395	.00000	.00000	.00000	.00000	.00000
1499	431.568	-.00395	.00000	.00000	.00000	.00000	.00000
1500	431.856	-.00404	.00000	.00000	.00000	.00000	.00000
1501	432.144	-.00352	.00000	.00000	.00000	.00000	.00000
1502	432.432	-.00319	.00000	.00000	.00000	.00000	.00000
1503	432.720	-.00332	.00000	.00000	.00000	.00000	.00000
1504	433.008	-.00354	.00000	.00000	.00000	.00000	.00000
1505	433.296	-.00311	.00000	.00000	.00000	.00000	.00000
1506	433.584	-.00272	.00000	.00000	.00000	.00000	.00000
1507	433.872	-.00238	.00000	.00000	.00000	.00000	.00000
1508	434.160	-.00256	.00000	.00000	.00000	.00000	.00000
1509	434.448	-.00240	.00000	.00000	.00000	.00000	.00000
1510	434.736	-.00210	.00000	.00000	.00000	.00000	.00000
1511	435.024	-.00205	.00000	.00000	.00000	.00000	.00000
1512	435.312	-.00229	.00000	.00000	.00000	.00000	.00000
1513	435.600	-.00237	.00000	.00000	.00000	.00000	.00000
1514	435.888	-.00255	.00000	.00000	.00000	.00000	.00000
1515	436.176	-.00272	.00000	.00000	.00000	.00000	.00000
1516	436.464	-.00273	.00000	.00000	.00000	.00000	.00000
1517	436.752	-.00259	.00000	.00000	.00000	.00000	.00000
1518	437.040	-.00265	.00000	.00000	.00000	.00000	.00000
1519	437.328	-.00294	.00000	.00000	.00000	.00000	.00000
1520	437.616	-.00287	.00000	.00000	.00000	.00000	.00000
1521	437.904	-.00249	.00000	.00000	.00000	.00000	.00000
1522	438.192	-.00181	.00000	.00000	.00000	.00000	.00000
1523	438.480	-.00174	.00000	.00000	.00000	.00000	.00000
1524	438.768	-.00201	.00000	.00000	.00000	.00000	.00000
1525	439.056	-.00201	.00000	.00000	.00000	.00000	.00000
1526	439.344	-.00138	.00000	.00000	.00000	.00000	.00000
1527	439.632	-.00159	.00000	.00000	.00000	.00000	.00000
1528	439.920	-.00134	.00000	.00000	.00000	.00000	.00000
1529	440.208	-.00111	.00000	.00000	.00000	.00000	.00000
1530	440.496	-.00070	.00000	.00000	.00000	.00000	.00000
1531	440.784	-.00035	.00000	.00000	.00000	.00000	.00000
1532	441.072	-.00042	.00000	.00000	.00000	.00000	.00000
1533	441.360	.00002	.00000	.00000	.00000	.00000	.00000
1534	441.648	-.00003	.00000	.00000	.00000	.00000	.00000
1535	441.936	-.00035	.00000	.00000	.00000	.00000	.00000
1536	442.224	-.00018	.00000	.00000	.00000	.00000	.00000
1537	442.512	-.00058	.00000	.00000	.00000	.00000	.00000
1538	442.800	-.00111	.00000	.00000	.00000	.00000	.00000
1539	443.088	-.00113	.00000	.00000	.00000	.00000	.00000
1540	443.376	-.00108	.00000	.00000	.00000	.00000	.00000
1541	443.664	-.00092	.00000	.00000	.00000	.00000	.00000
1542	443.952	-.00108	.00000	.00000	.00000	.00000	.00000
1543	444.240	-.00144	.00000	.00000	.00000	.00000	.00000
1544	444.528	-.00134	.00000	.00000	.00000	.00000	.00000
1545	444.816	-.00094	.00000	.00000	.00000	.00000	.00000
1546	445.104	-.00080	.00000	.00000	.00000	.00000	.00000
1547	445.392	-.00069	.00000	.00000	.00000	.00000	.00000
1548	445.680	-.00077	.00000	.00000	.00000	.00000	.00000
1549	445.968	-.00082	.00000	.00000	.00000	.00000	.00000
1550	446.256	-.00088	.00000	.00000	.00000	.00000	.00000
1551	446.544	-.00078	.00000	.00000	.00000	.00000	.00000
1552	446.832	-.00049	.00000	.00000	.00000	.00000	.00000
1553	447.120	-.00031	.00000	.00000	.00000	.00000	.00000
1554	447.408	-.00037	.00000	.00000	.00000	.00000	.00000
1555	447.696	-.00001	.00000	.00000	.00000	.00000	.00000
1556	447.984	-.00027	.00000	.00000	.00000	.00000	.00000
1557	448.272	-.00067	.00000	.00000	.00000	.00000	.00000
1558	448.560	-.00071	.00000	.00000	.00000	.00000	.00000
1559	448.848	-.00046	.00000	.00000	.00000	.00000	.00000
1560	449.136	-.00049	.00000	.00000	.00000	.00000	.00000
1561	449.424	-.00058	.00000	.00000	.00000	.00000	.00000
1562	449.712	-.00039	.00000	.00000	.00000	.00000	.00000
1563	450.000	-.00004	.00000	.00000	.00000	.00000	.00000
1564	450.288	.00027	.00000	.00000	.00000	.00000	.00000
1565	450.576	.00053	.00000	.00000	.00000	.00000	.00000
1566	450.864	.00082	.00000	.00000	.00000	.00000	.00000
1567	451.152	.00090	.00000	.00000	.00000	.00000	.00000
1568	451.440	.00083	.00000	.00000	.00000	.00000	.00000
1569	451.728	.00074	.00000	.00000	.00000	.00000	.00000
1570	452.016	.00087	.00000	.00000	.00000	.00000	.00000
1571	452.304	.00083	.00000	.00000	.00000	.00000	.00000
1572	452.592	.00099	.00000	.00000	.00000	.00000	.00000
1573	452.880	.00066	.00000	.00000	.00000	.00000	.00000
1574	453.168	.00039	.00000	.00000	.00000	.00000	.00000
1575	453.456	.00074	.00000	.00000	.00000	.00000	.00000
1576	453.744	.00075	.00000	.00000	.00000	.00000	.00000
1577	454.032	.00075	.00000	.00000	.00000	.00000	.00000
1578	454.320	.00106	.00000	.00000	.00000	.00000	.00000
1579	454.608	.00087	.00000	.00000	.00000	.00000	.00000
1580	454.896	.00155	.00000	.00000	.00000	.00000	.00000
1581	455.184	.00194	.00000	.00000	.00000	.00000	.00000
1582	455.472	.00188	.00000	.00000	.00000	.00000	.00000
1583	455.760	.00192	.00000	.00000	.00000	.00000	.00000
1584	456.048	.00151	.00000	.00000	.00000	.00000	.00000
1585	456.336	.00095	.00000	.00000	.00000	.00000	.00000
1586	456.624	.00105	.00000	.00000	.00000	.00000	.00000
1587	456.912	.00128	.00000	.00000	.00000	.00000	.00000
1588	457.200	.00125	.00000	.00000	.00000	.00000	.00000
1589	457.488	.00122	.00000	.00000	.00000	.00000	.00000
1590	457.776	.00104	.00000	.00000	.00000	.00000	.00000
1591	458.064	.00162	.00000	.00000	.00000	.00000	.00000
1592	458.352	.00166	.00000	.00000	.00000	.00000	.00000
1593	458.640	.00153	.00000	.00000	.00000	.00000	.00000
1594	458.928	.00177	.00000	.00000	.00000	.00000	.00000
1595	459.216	.00181	.00000	.00000	.00000	.00000	.00000
1596	459.504	.00177	.00000	.00000	.00000	.00000	.00000
1597	459.792	.00147	.00000	.00000	.00000	.00000	.00000
1598	460.080	.00149	.00000	.00000	.00000	.00000	.00000
1599	460.368	.00150	.00000	.00000	.00000	.00000	.00000
1600	460.656	.00169	.00000	.00000	.00000	.00000	.00000
1601	460.944	.00172	.00000	.00000	.00000	.00000	.00000
1602	461.232	.00205	.00000	.00000	.00000	.00000	.00000
1603	461.520	.00180	.00000	.00000	.00000	.00000	.00000
1604	461.808	.00139	.00000	.00000	.00000	.00000	.00000
1605	462.096	.00134	.00000	.00000	.00000	.00000	.00000
1606	462.384	.00095	.00000	.00000	.00000	.00000	.00000
1607	462.672	.00120	.00000	.00000	.00000	.00000	.00000
1608	462.960	.00142	.00000	.00000	.00000	.00000	.00000
1609	463.248	.00184	.00000	.00000	.00000	.00000	.00000
1610	463.536	.00152	.00000	.00000	.00000	.00000	.00000
1611	463.824	.00203	.00000	.00000	.00000	.00000	.00000
1612	464.112	.00234	.00000	.00000	.00000	.00000	.00000
1613	464.400	.00247	.00000	.00000	.00000	.00000	.00000
1614	464.688	.00233	.00000	.00000	.00000	.00000	.00000
1615	464.976	.00256	.00000	.00000	.00000	.00000	.00000
1616	465.264	.00239	.00000	.00000	.00000	.00000	.00000
1617	465.552	.00204	.00000	.00000	.00000	.00000	.00000
1618	465.840	.00193	.00000	.00000	.00000	.00000	.00000
1619	466.128	.00201	.00000	.00000	.00000	.00000	.00000
1620	466.416	.00211	.00000	.00000	.00000	.00000	.00000
1621	466.704	.00256	.00000	.00000	.00000	.00000	.00000
1622	466.992	.00268	.00000	.00000	.00000	.00000	.00000
1623	467.280	.00279	.00000	.00000	.00000	.00000	.00000
1624	467.568	.00288	.00000	.00000	.00000	.00000	.00000
1625	467.856	.00284	.00000	.00000	.00000	.00000	.00000
1626	468.144	.00305	.00000	.00000	.00000	.00000	.00000
1627	468.432	.00273	.00000	.00000	.00000	.00000	.00000
1628	468.720	.00282	.00000	.00000	.00000	.00000	.00000
1629	469.008	.00296	.00000	.00000	.00000	.00000	.00000
1630	469.296	.00282	.00000	.00000	.00000	.00000	.00000
1631	469.584	.00278	.00000	.00000	.00000	.00000	.00000
1632	469.872	.00265	.00000	.00000	.00000	.00000	.00000
1633	470.160	.00320	.00000	.00000	.00000	.00000	.00000
1634	470.448	.00331	.00000	.00000	.00000	.00000	.00000
1635	470.736	.00349	.00000	.00000	.00000	.00000	.00000
1636	471.024	.00326	.00000	.00000	.00000	.00000	.00000
1637	471.312	.00355	.00000	.00000	.00000	.00000	.00000
1638	471.600	.00365	.00000	.00000	.00000	.00000	.00000
1639	471.888	.00383	.00000	.00000	.00000	.00000	.00000
1640	472.176	.00350	.00000	.00000	.00000	.00000	.00000
1641	472.464	.00332	.00000	.00000	.00000	.00000	.00000
1642	472.752	.00344	.00000	.00000	.00000	.00000	.00000
1643	473.040	.00356	.00000	.00000	.00000	.00000	.00000
1644	473.328	.00333	.00000	.00000	.00000	.00000	.00000
1645	473.616	.00326	.00000	.00000	.00000	.00000	.00000
1646	473.904	.00297	.00000	.00000	.00000	.00000	.00000
1647	474.192	.00367	.00000	.00000	.00000	.00000	.00000
1648	474.480	.00372	.00000	.00000	.00000	.00000	.00000
1649	474.768	.00352	.00000	.00000	.00000	.00000	.00000
1650	475.056	.00382	.00000	.00000	.00000	.00000	.00000
1651	475.344	.00385	.00000	.00000	.00000	.00000	.00000
1652	475.632	.00385	.00000	.00000	.00000	.00000	.00000
1653	475.920	.00415	.00000	.00000	.00000	.00000	.00000
1654	476.208	.00444	.00000	.00000	.00000	.00000	.00000
1655	476.496	.00411	.00000	.00000	.00000	.00000	.00000
1656	476.784	.00457	.00000	.00000	.00000	.00000	.00000
1657	477.072	.00438	.00000	.00000	.00000	.00000	.00000
1658	477.360	.00378	.00000	.00000	.00000	.00000	.00000
1659	477.648	.00335	.00000	.00000	.00000	.00000	.00000
1660	477.936	.00341	.00000	.00000	.00000	.00000	.00000
1661	478.224	.00367	.00000	.00000	.00000	.00000	.00000
1662	478.512	.00351	.00000	.00000	.00000	.00000	.00000
1663	478.800	.00395	.00000	.00000	.00000	.00000	.00000
1664	479.088	.00467	.00000	.00000	.00000	.00000	.00000
1665	479.376	.00502	.00000	.00000	.00000	.00000	.00000
1666	479.664	.00508	.00000	.00000	.00000	.00000	.00000
1667	479.952	.00473	.00000	.00000	.00000	.00000	.00000
1668	480.240	.00454	.00000	.00000	.00000	.00000	.00000
1669	480.528	.00468	.00000	.00000	.00000	.00000	.00000
1670	480.816	.00416	.00000	.00000	.00000	.00000	.00000
1671	481.104	.00453	.00000	.00000	.00000	.00000	.00000
1672	481.392	.00404	.00000	.00000	.00000	.00000	.00000
1673	481.680	.00371	.00000	.00000	.00000	.00000	.00000
1674	481.968	.00393	.00000	.00000	.00000	.00000	.00000
1675	482.256	.00352	.00000	.00000	.00000	.00000	.00000
1676	482.544	.00372	.00000	.00000	.00000	.00000	.00000
1677	482.832	.00424	.00000	.00000	.00000	.00000	.00000
1678	483.120	.00484	.00000	.00000	.00000	.00000	.00000
1679	483.408	.00470	.00000	.00000	.00000	.00000	.00000
1680	483.696	.00462	.00000	.00000	.00000	.00000	.00000
1681	483.984	.00505	.00000	.00000	.00000	.00000	.00000
1682	484.272	.00481	.00000	.00000	.00000	.00000	.00000
1683	484.560	.00478	.00000	.00000	.00000	.00000	.00000
1684	484.848	.00448	.00000	.00000	.00000	.00000	.00000
1685	485.136	.00425	.00000	.00000	.00000	.00000	.00000
1686	485.424	.00449	.00000	.00000	.00000	.00000	.00000
1687	485.712	.00477	.00000	.00000	.00000	.00000	.00000
1688	486.000	.00468	.00000	.00000	.00000	.00000	.00000
1689	486.288	.00427	.00000	.00000	.00000	.00000	.00000
1690	486.576	.00482	.00000	.00000	.00000	.00000	.00000
1691	486.864	.00458	.00000	.00000	.00000	.00000	.00000
1692	487.152	.00523	.00000	.00000	.00000	.00000	.00000
1693	487.440	.00551	.00000	.00000	.00000	.00000	.00000
1694	487.728	.00545	.00000	.00000	.00000	.00000	.00000
1695	488.016	.00577	.00000	.00000	.00000	.00000	.00000
1696	488.304	.00508	.00000	.00000	.00000	.00000	.00000
1697	488.592	.00487	.00000	.00000	.00000	.00000	.00000
1698	488.880	.00466	.00000	.00000	.00000	.00000	.00000
1699	489.168	.00417	.00000	.00000	.00000	.00000	.00000
1700	489.456	.00392	.00000	.00000	.00000	.00000	.00000
1701	489.744	.00349	.00000	.00000	.00000	.00000	.00000
1702	490.032	.00368	.00000	.00000	.00000	.00000	.00000
1703	490.320	.00409	.00000	.00000	.00000	.00000	.00000
1704	490.608	.00433	.00000	.00000	.00000	.00000	.00000
1705	490.896	.00464	.00000	.00000	.00000	.00000	.00000
1706	491.184	.00431	.00000	.00000	.00000	.00000	.00000
1707	491.472	.00448	.00000	.00000	.00000	.00000	.00000
1708	491.760	.00506	.00000	.00000	.00000	.00000	.00000
1709	492.048	.00545	.00000	.00000	.00000	.00000	.00000
1710	492.336	.00505	.00000	.00000	.00000	.00000	.00000
1711	492.624	.00494	.00000	.00000	.00000	.00000	.00000
1712	492.912	.00496	.00000	.00000	.00000	.00000	.00000
1713	493.200	.00505	.00000	.00000	.00000	.00000	.00000
1714	493.488	.00576	.00000	.00000	.00000	.00000	.00000
1715	493.776	.00565	.00000	.00000	.00000	.00000	.00000
1716	494.064	.00583	.00000	.00000	.00000	.00000	.00000
1717	494.352	.00557	.00000	.00000	.00000	.00000	.00000
1718	494.640	.00552	.00000	.00000	.00000	.00000	.00000
1719	494.928	.00526	.00000	.00000	.00000	.00000	.00000
1720	495.216	.00529	.00000	.00000	.00000	.00000	.00000
1721	495.504	.00544	.00000	.00000	.00000	.00000	.00000
1722	495.792	.00499	.00000	.00000	.00000	.00000	.00000
1723	496.080	.00462	.00000	.00000	.00000	.00000	.00000
1724	496.368	.00441	.00000	.00000	.00000	.00000	.00000
1725	496.656	.00438	.00000	.00000	.00000	.00000	.00000
1726	496.944	.00421	.00000	.00000	.00000	.00000	.00000
1727	497.232	.00413	.00000	.00000	.00000	.00000	.00000
1728	497.520	.00429	.00000	.00000	.00000	.00000	.00000
1729	497.808	.00384	.00000	.00000	.00000	.00000	.00000
1730	498.096	.00462	.00000	.00000	.00000	.00000	.00000
1731	498.384	.00426	.00000	.00000	.00000	.00000	.00000
1732	498.672	.00482	.00000	.00000	.00000	.00000	.00000
1733	498.960	.00471	.00000	.00000	.00000	.00000	.00000
1734	499.248	.00471	.00000	.00000	.00000	.00000	.00000
1735	499.536	.00461	.00000	.00000	.00000	.00000	.00000
1736	499.824	.00461	.00000	.00000	.00000	.00000	.00000
1737	500.112	.00454	.00000	.00000	.00000	.00000	.00000
1738	500.400	.00427	.00000	.00000	.00000	.00000	.00000
1739	500.688	.00510	.00000	.00000	.00000	.00000	.00000
1740	500.976	.00504	.00000	.00000	.00000	.00000	.00000
1741	501.264	.00513	.00000	.00000	.00000	.00000	.00000
1742	501.552	.00493	.00000	.00000	.00000	.00000	.00000
1743	501.840	.00536	.00000	.00000	.00000	.00000	.00000
1744	502.128	.00537	.00000	.00000	.00000	.00000	.00000
1745	502.416	.00535	.00000	.00000	.00000	.00000	.00000
1746	502.704	.00542	.00000	.00000	.00000	.00000	.00000
1747	502.992	.00552	.00000	.00000	.00000	.00000	.00000
1748	503.280	.00592	.00000	.00000	.00000	.00000	.00000
1749	503.568	.00594	.00000	.00000	.00000	.00000	.00000
1750	503.856	.00558	.00000	.00000	.00000	.00000	.00000
1751	504.144	.00539	.00000	.00000	.00000	.00000	.00000
1752	504.432	.00487	.00000	.00000	.00000	.00000	.00000
1753	504.720	.00461	.00000	.00000	.00000	.00000	.00000
1754	505.008	.00426	.00000	.00000	.00000	.00000	.00000
1755	505.296	.00428	.00000	.00000	.00000	.00000	.00000
1756	505.584	.00420	.00000	.00000	.00000	.00000	.00000
1757	505.872	.00408	.00000	.00000	.00000	.00000	.00000
1758	506.160	.00501	.00000	.00000	.00000	.00000	.00000
1759	506.448	.00460	.00000	.00000	.00000	.00000	.00000
1760	506.736	.00459	.00000	.00000	.00000	.00000	.00000
1761	507.024	.00456	.00000	.00000	.00000	.00000	.00000
1762	507.312	.00440	.00000	.00000	.00000	.00000	.00000
1763	507.600	.00447	.00000	.00000	.00000	.00000	.00000
1764	507.888	.00414	.00000	.00000	.00000	.00000	.00000
1765	508.176	.00391	.00000	.00000	.00000	.00000	.00000
1766	508.464	.00404	.00000	.00000	.00000	.00000	.00000
1767	508.752	.00398	.00000	.00000	.00000	.00000	.00000
1768	509.040	.00377	.00000	.00000	.00000	.00000	.00000
1769	509.328	.00406	.00000	.00000	.00000	.00000	.00000
1770	509.616	.00436	.00000	.00000	.00000	.00000	.00000
1771	509.904	.00424	.00000	.00000	.00000	.00000	.00000
1772	510.192	.00416	.00000	.00000	.00000	.00000	.00000
1773	510.480	.00392	.00000	.00000	.00000	.00000	.00000
1774	510.768	.00410	.00000	.00000	.00000	.00000	.00000
1775	511.056	.00397	.00000	.00000	.00000	.00000	.00000
1776	511.344	.00366	.00000	.00000	.00000	.00000	.00000
1777	511.632	.00371	.00000	.00000	.00000	.00000	.00000
1778	511.920	.00387	.00000	.00000	.00000	.00000	.00000
1779	512.208	.00381	.00000	.00000	.00000	.00000	.00000
1780	512.496	.00375	.00000	.00000	.00000	.00000	.00000
1781	512.784	.00351	.00000	.00000	.00000	.00000	.00000
1782	513.072	.00377	.00000	.00000	.00000	.00000	.00000
1783	513.360	.00388	.00000	.00000	.00000	.00000	.00000
1784	513.648	.00410	.00000	.00000	.00000	.00000	.00000
1785	513.936	.00398	.00000	.00000	.00000	.00000	.00000
1786	514.224	.00370	.00000	.00000	.00000	.00000	.00000
1787	514.512	.00351	.00000	.00000	.00000	.00000	.00000
1788	514.800	.00386	.00000	.00000	.00000	.00000	.00000
1789	515.088	.00409	.00000	.00000	.00000	.00000	.00000
1790	515.376	.00387	.00000	.00000	.00000	.00000	.00000
1791	515.664	.00371	.00000	.00000	.00000	.00000	.00000
1792	515.952	.00428	.00000	.00000	.00000	.00000	.00000
1793	516.240	.00430	.00000	.00000	.00000	.00000	.00000
1794	516.528	.00432	.00000	.00000	.00000	.00000	.00000
1795	516.816	.00384	.00000	.00000	.00000	.00000	.00000
1796	517.104	.00330	.00000	.00000	.00000	.00000	.00000
1797	517.392	.00368	.00000	.00000	.00000	.00000	.00000
1798	517.680	.00376	.00000	.00000	.00000	.00000	.00000
1799	517.968	.00386	.00000	.00000	.00000	.00000	.00000
1800	518.256	.00404	.00000	.00000	.00000	.00000	.00000
1801	518.544	.00404	.00000	.00000	.00000	.00000	.00000
1802	518.832	.00346	.00000	.00000	.00000	.00000	.00000
1803	519.120	.00354	.00000	.00000	.00000	.00000	.00000
1804	519.408	.00346	.00000	.00000	.00000	.00000	.00000
1805	519.696	.00349	.00000	.00000	.00000	.00000	.00000
1806	519.984	.00349	.00000	.00000	.00000	.00000	.00000
1807	520.272	.00325	.00000	.00000	.00000	.00000	.00000
1808	520.560	.00275	.00000	.00000	.00000	.00000	.00000
1809	520.848	.00233	.00000	.00000	.00000	.00000	.00000
1810	521.136	.00213	.00000	.00000	.00000	.00000	.00000
1811	521.424	.00244	.00000	.00000	.00000	.00000	.00000
1812	521.712	.00272	.00000	.00000	.00000	.00000	.00000
1813	522.000	.00327	.00000	.00000	.00000	.00000	.00000
1814	522.288	.00352	.00000	.00000	.00000	.00000	.00000
1815	522.576	.00311	.00000	.00000	.00000	.00000	.00000
1816	522.864	.00318	.00000	.00000	.00000	.00000	.00000
1817	523.152	.00304	.00000	.00000	.00000	.00000	.00000
1818	523.440	.00357	.00000	.00000	.00000	.00000	.00000
1819	523.728	.00379	.00000	.00000	.00000	.00000	.00000
1820	524.016	.00364	.00000	.00000	.00000	.00000	.00000
1821	524.304	.00356	.00000	.00000	.00000	.00000	.00000
1822	524.592	.00293	.00000	.00000	.00000	.00000	.00000
1823	524.880	.00312	.00000	.00000	.00000	.00000	.00000
1824	525.168	.00300	.00000	.00000	.00000	.00000	.00000
1825	525.456	.00299	.00000	.00000	.00000	.00000	.00000
1826	525.744	.00286	.00000	.00000	.00000	.00000	.00000
1827	526.032	.00284	.00000	.00000	.00000	.00000	.00000
1828	526.320	.00277	.00000	.00000	.00000	.00000	.00000
1829	526.608	.00266	.00000	.00000	.00000	.00000	.00000
1830	526.896	.00247	.00000	.00000	.00000	.00000	.00000
1831	527.184	.00258	.00000	.00000	.00000	.00000	.00000
1832	527.472	.00269	.00000	.00000	.00000	.00000	.00000
1833	527.760	.00282	.00000	.00000	.00000	.00000	.00000
1834	528.048	.00286	.00000	.00000	.00000	.00000	.00000
1835	528.336	.00293	.00000	.00000	.00000	.00000	.00000
1836	528.624	.00229	.00000	.00000	.00000	.00000	.00000
1837	528.912	.00241	.00000	.00000	.00000	.00000	.00000
1838	529.200	.00196	.00000	.00000	.00000	.00000	.00000
1839	529.488	.00215	.00000	.00000	.00000	.00000	.00000
1840	529.776	.00255	.00000	.00000	.00000	.00000	.00000
1841	530.064	.00281	.00000	.00000	.00000	.00000	.00000
1842	530.352	.00248	.00000	.00000	.00000	.00000	.00000
1843	530.640	.00291	.00000	.00000	.00000	.00000	.00000
1844	530.928	.00298	.00000	.00000	.00000	.00000	.00000
1845	531.216	.00280	.00000	.00000	.00000	.00000	.00000
1846	531.504	.00254	.00000	.00000	.00000	.00000	.00000
1847	531.792	.00251	.00000	.00000	.00000	.00000	.00000
1848	532.080	.00246	.00000	.00000	.00000	.00000	.00000
1849	532.368	.00238	.00000	.00000	.00000	.00000	.00000
1850	532.656	.00234	.00000	.00000	.00000	.00000	.00000
1851	532.944	.00221	.00000	.00000	.00000	.00000	.00000
1852	533.232	.00205	.00000	.00000	.00000	.00000	.00000
1853	533.520	.00218	.00000	.00000	.00000	.00000	.00000
1854	533.808	.00282	.00000	.00000	.00000	.00000	.00000
1855	534.096	.00267	.00000	.00000	.00000	.00000	.00000
1856	534.384	.00246	.00000	.00000	.00000	.00000	.00000
1857	534.672	.00256	.00000	.00000	.00000	.00000	.00000
1858	534.960	.00277	.00000	.00000	.00000	.00000	.00000
1859	535.248	.00308	.00000	.00000	.00000	.00000	.00000
1860	535.536	.00339	.00000	.00000	.00000	.00000	.00000
1861	535.824	.00294	.00000	.00000	.00000	.00000	.00000
1862	536.112	.00295	.00000	.00000	.00000	.00000	.00000
1863	536.400	.00283	.00000	.00000	.00000	.00000	.00000
1864	536.688	.00282	.00000	.00000	.00000	.00000	.00000
1865	536.976	.00308	.00000	.00000	.00000	.00000	.00000
1866	537.264	.00303	.00000	.00000	.00000	.00000	.00000
1867	537.552	.00273	.00000	.00000	.00000	.00000	.00000
1868	537.840	.00298	.00000	.00000	.00000	.00000	.00000
1869	538.128	.00275	.00000	.00000	.00000	.00000	.00000
1870	538.416	.00235	.00000	.00000	.00000	.00000	.00000
1871	538.704	.00206	.00000	.00000	.00000	.00000	.00000
1872	538.992	.00196	.00000	.00000	.00000	.00000	.00000
1873	539.280	.00203	.00000	.00000	.00000	.00000	.00000
1874	539.568	.00175	.00000	.00000	.00000	.00000	.00000
1875	539.856	.00141	.00000	.00000	.00000	.00000	.00000
1876	540.144	.00109	.00000	.00000	.00000	.00000	.00000
1877	540.432	.00106	.00000	.00000	.00000	.00000	.00000
1878	540.720	.00144	.00000	.00000	.00000	.00000	.00000
1879	541.008	.00137	.00000	.00000	.00000	.00000	.00000
1880	541.296	.00131	.00000	.00000	.00000	.00000	.00000
1881	541.584	.00149	.00000	.00000	.00000	.00000	.00000
1882	541.872	.00152	.00000	.00000	.00000	.00000	.00000
1883	542.160	.00093	.00000	.00000	.00000	.00000	.00000
1884	542.448	.00103	.00000	.00000	.00000	.00000	.00000
1885	542.736	.00109	.00000	.00000	.00000	.00000	.00000
1886	543.024	.00163	.00000	.00000	.00000	.00000	.00000
1887	543.312	.00151	.00000	.00000	.00000	.00000	.00000
1888	543.600	.00151	.00000	.00000	.00000	.00000	.00000
1889	543.888	.00225	.00000	.00000	.00000	.00000	.00000
1890	544.176	.00251	.00000	.00000	.00000	.00000	.00000
1891	544.464	.00309	.00000	.00000	.00000	.00000	.00000
1892	544.752	.00331	.00000	.00000	.00000	.00000	.00000
1893	545.040	.00329	.00000	.00000	.00000	.00000	.00000
1894	545.328	.00276	.00000	.00000	.00000	.00000	.00000
1895	545.616	.00286	.00000	.00000	.00000	.00000	.00000
1896	545.904	.00256	.00000	.00000	.00000	.00000	.00000
1897	546.192	.00230	.00000	.00000	.00000	.00000	.00000
1898	546.480	.00248	.00000	.00000	.00000	.00000	.00000
1899	546.768	.00248	.00000	.00000	.00000	.00000	.00000
1900	547.056	.00256	.00000	.00000	.00000	.00000	.00000
1901	547.344	.00245	.00000	.00000	.00000	.00000	.00000
1902	547.632	.00239	.00000	.00000	.00000	.00000	.00000
1903	547.920	.00222	.00000	.00000	.00000	.00000	.00000
1904	548.208	.00236	.00000	.00000	.00000	.00000	.00000
1905	548.496	.00225	.00000	.00000	.00000	.00000	.00000
1906	548.784	.00203	.00000	.00000	.00000	.00000	.00000
1907	549.072	.00261	.00000	.00000	.00000	.00000	.00000
1908	549.360	.00273	.00000	.00000	.00000	.00000	.00000
1909	549.648	.00249	.00000	.00000	.00000	.00000	.00000
1910	549.936	.00224	.00000	.00000	.00000	.00000	.00000
1911	550.224	.00186	.00000	.00000	.00000	.00000	.00000
1912	550.512	.00158	.00000	.00000	.00000	.00000	.00000
1913	550.800	.00167	.00000	.00000	.00000	.00000	.00000
1914	551.088	.00132	.00000	.00000	.00000	.00000	.00000
1915	551.376	.00187	.00000	.00000	.00000	.00000	.00000
1916	551.664	.00169	.00000	.00000	.00000	.00000	.00000
1917	551.952	.00134	.00000	.00000	.00000	.00000	.00000
1918	552.240	.00142	.00000	.00000	.00000	.00000	.00000
1919	552.528	.00120	.00000	.00000	.00000	.00000	.00000
1920	552.816	.00097	.00000	.00000	.00000	.00000	.00000
1921	553.104	.00083	.00000	.00000	.00000	.00000	.00000
