0	0	0	0.531190
0	0	1	0.441452
0	0	2	0.446093
0	1	0	0.531355
0	1	1	0.329438
0	1	2	0.291458
0	2	0	0.489420
0	2	1	0.341257
0	2	2	0.272296
0	3	0	0.498344
0	3	1	0.233659
0	3	2	0.132517
0	4	0	0.459258
0	4	1	0.191379
0	4	2	0.124662
0	5	0	0.498593
0	5	1	0.324932
0	5	2	0.213740
1	0	0	0.531978
1	0	1	0.420713
1	0	2	0.325441
1	1	0	0.526090
1	1	1	0.200582
1	1	2	0.166548
1	2	0	0.443416
1	2	1	0.277650
1	2	2	0.204244
1	3	0	0.414880
1	3	1	0.183099
1	3	2	0.073575
1	4	0	0.375799
1	4	1	0.120272
1	4	2	0.085925
1	5	0	0.429915
1	5	1	0.375835
1	5	2	0.272776
2	0	0	0.539684
2	0	1	0.418852
2	0	2	0.462808
2	1	0	0.529547
2	1	1	0.398171
2	1	2	0.251903
2	2	0	0.463251
2	2	1	0.315400
2	2	2	0.275848
2	3	0	0.455996
2	3	1	0.238794
2	3	2	0.132208
2	4	0	0.512291
2	4	1	0.173101
2	4	2	0.097906
2	5	0	0.472269
2	5	1	0.238592
2	5	2	0.244977
3	0	0	0.540910
3	0	1	0.428374
3	0	2	0.463919
3	1	0	0.507029
3	1	1	0.218454
3	1	2	0.225435
3	2	0	0.470935
3	2	1	0.249996
3	2	2	0.262352
3	3	0	0.393367
3	3	1	0.198930
3	3	2	0.118778
3	4	0	0.446972
3	4	1	0.110421
3	4	2	0.070022
3	5	0	0.372766
3	5	1	0.192147
3	5	2	0.199609
5	0	0	0.518048
5	0	1	0.396110
5	0	2	0.452322
5	1	0	0.488124
5	1	1	0.302936
5	1	2	0.293616
5	2	0	0.457973
5	2	1	0.357022
5	2	2	0.339509
5	3	0	0.470650
5	3	1	0.242472
5	3	2	0.211957
5	4	0	0.413002
5	4	1	0.148266
5	4	2	0.135739
5	5	0	0.359877
5	5	1	0.284055
5	5	2	0.315908
6	0	0	0.511218
6	0	1	0.379937
6	0	2	0.483892
6	1	0	0.546643
6	1	1	0.129265
6	1	2	0.190783
6	2	0	0.513482
6	2	1	0.233148
6	2	2	0.266342
6	3	0	0.663125
6	3	1	0.256723
6	3	2	0.167430
6	4	0	0.536135
6	4	1	0.170576
6	4	2	0.129533
6	5	0	0.494686
6	5	1	0.420266
6	5	2	0.304351
7	0	0	0.440211
7	0	1	0.401099
7	0	2	0.396816
7	1	0	0.427045
7	1	1	0.165190
7	1	2	0.245255
7	2	0	0.396368
7	2	1	0.264628
7	2	2	0.240852
7	3	0	0.376892
7	3	1	0.250158
7	3	2	0.176131
7	4	0	0.383504
7	4	1	0.158529
7	4	2	0.133614
7	5	0	0.385685
7	5	1	0.436861
7	5	2	0.273980
