0		0	0	0.48522
0		1	0	0.48426
0		2	0	0.38892
0		3	0	0.39903
0		4	0	0.2859
0		5	0	0.25978
1		0	0	0.50266
1		1	0	0.4729
1		2	0	0.42643
1		3	0	0.32443
1		4	0	0.23483
1		5	0	0.1797
2		0	0	0.50193
2		1	0	0.46791
2		2	0	0.4223
2		3	0	0.3799
2		4	0	0.38292
2		5	0	0.26267
3		0	0	0.50934
3		1	0	0.49259
3		2	0	0.39209
3		3	0	0.31061
3		4	0	0.28805
3		5	0	0.15739
4		0	0	999
4		1	0	999
4		2	0	999
4		3	0	999
4		4	0	999
4		5	0	999
5		0	0	0.46709
5		1	0	0.45378
5		2	0	0.38685
5		3	0	0.39113
5		4	0	0.31425
5		5	0	0.20584
6		0	0	0.50106
6		1	0	0.46681
6		2	0	0.41421
6		3	0	0.53182
6		4	0	0.35515
6		5	0	0.2537
7		0	0	0.3687
7		1	0	0.35895
7		2	0	0.29991
7		3	0	0.24273
7		4	0	0.2101
7		5	0	0.1597
0		0	1	0.42967
0		1	1	0.33295
0		2	1	0.32154
0		3	1	0.1791
0		4	1	0.14318
0		5	1	0.15498
1		0	1	0.48423
1		1	1	0.24202
1		2	1	0.33806
1		3	1	0.26119
1		4	1	0.15326
1		5	1	0.23175
2		0	1	0.53083
2		1	1	0.33936
2		2	1	0.345
2		3	1	0.29096
2		4	1	0.18183
2		5	1	0.19274
3		0	1	0.34199
3		1	1	0.20005
3		2	1	0.19281
3		3	1	0.13107
3		4	1	0.076459
3		5	1	0.13252
4		0	1	999
4		1	1	999
4		2	1	999
4		3	1	999
4		4	1	999
4		5	1	999
5		0	1	0.42844
5		1	1	0.2482
5		2	1	0.35777
5		3	1	0.22354
5		4	1	0.1877
5		5	1	0.29357
6		0	1	0.63181
6		1	1	0.14255
6		2	1	0.22441
6		3	1	0.26743
6		4	1	0.1711
6		5	1	0.34319
7		0	1	0.36725
7		1	1	0.16974
7		2	1	0.23804
7		3	1	0.18758
7		4	1	0.16758
7		5	1	0.29839
0		0	2	0.47563
0		1	2	0.29903
0		2	2	0.31518
0		3	2	0.14771
0		4	2	0.1068
0		5	2	0.10392
1		0	2	0.33538
1		1	2	0.12975
1		2	2	0.19767
1		3	2	0.10315
1		4	2	0.098024
1		5	2	0.22956
2		0	2	0.42123
2		1	2	0.11295
2		2	2	0.2023
2		3	2	0.096681
2		4	2	0.059054
2		5	2	0.17419
3		0	2	0.35371
3		1	2	0.22245
3		2	2	0.19119
3		3	2	-0.001105
3		4	2	0.023699
3		5	2	0.077615
4		0	2	999
4		1	2	999
4		2	2	999
4		3	2	999
4		4	2	999
4		5	2	999
5		0	2	0.45799
5		1	2	0.25698
5		2	2	0.27812
5		3	2	0.14946
5		4	2	0.04991
5		5	2	0.17926
6		0	2	0.6119
6		1	2	0.22729
6		2	2	0.27272
6		3	2	0.13474
6		4	2	0.088205
6		5	2	0.19676
7		0	2	0.38841
7		1	2	0.22798
7		2	2	0.19838
7		3	2	0.11441
7		4	2	0.033993
7		5	2	0.063195
