# Roi/ROB map file for the RPC system

maxSubsystem:   2
maxLogicSector: 32
maxRoI:         28

#----------+--------+-----+--------+----------
#Subsystem | Sector | RoI | ROBnum | ROBids
#----------+--------+-----+--------+----------
      0    |   26   |  12 |    1   |  78
      0    |   26   |  13 |    2   |  78  94
      0    |   26   |  14 |    2   |  78  94
      0    |   26   |  15 |    1   |  94
      0    |   26   |  16 |    1   |  94

#----------+--------+-----+--------+----------
#Subsystem | Sector | RoI | ROBnum | ROBids
#----------+--------+-----+--------+----------
      0    |   27   |   1 |    1   |  55
      0    |   27   |   2 |    1   |  55
      0    |   27   |   3 |    1   |  55
      0    |   27   |   4 |    1   |  55
      0    |   27   |   5 |    1   |  55
      0    |   27   |   6 |    1   |  55
      0    |   27   |   7 |    2   |  55  71
      0    |   27   |   8 |    2   |  55  71
      0    |   27   |   9 |    2   |  55  71
      0    |   27   |  10 |    2   |  55  71
      0    |   27   |  11 |    1   |  71
      0    |   27   |  12 |    1   |  71
      0    |   27   |  13 |    2   |  71  87
      0    |   27   |  14 |    2   |  71  87
      0    |   27   |  15 |    2   |  71  87
      0    |   27   |  16 |    2   |  71  87
      0    |   27   |  17 |    2   |  71  87
      0    |   27   |  18 |    2   |  71  87
      0    |   27   |  19 |    2   |  71  87
      0    |   27   |  20 |    2   |  71  87
      0    |   27   |  21 |    1   |  87
      0    |   27   |  22 |    1   |  87
      0    |   27   |  23 |    2   |  87 151
      0    |   27   |  24 |    2   |  87 151
      0    |   27   |  25 |    2   |  87 151
      0    |   27   |  26 |    2   |  87 151

#----------+--------+-----+--------+----------
#Subsystem | Sector | RoI | ROBnum | ROBids
#----------+--------+-----+--------+----------
      0    |   28   |   1 |    1   |  55
      0    |   28   |   2 |    1   |  55
      0    |   28   |   3 |    1   |  55
      0    |   28   |   4 |    1   |  55
      0    |   28   |   5 |    1   |  55
      0    |   28   |   6 |    1   |  55
      0    |   28   |   7 |    2   |  55  71
      0    |   28   |   8 |    2   |  55  71
      0    |   28   |   9 |    2   |  55  71
      0    |   28   |  10 |    2   |  55  71
      0    |   28   |  11 |    1   |  71
      0    |   28   |  12 |    1   |  71
      0    |   28   |  13 |    2   |  71  87
      0    |   28   |  14 |    2   |  71  87
      0    |   28   |  15 |    2   |  71  87
      0    |   28   |  16 |    2   |  71  87
      0    |   28   |  17 |    2   |  71  87
      0    |   28   |  18 |    2   |  71  87
      0    |   28   |  19 |    2   |  71  87
      0    |   28   |  20 |    2   |  71  87
      0    |   28   |  21 |    1   |  87
      0    |   28   |  22 |    1   |  87
      0    |   28   |  23 |    2   |  87 151
      0    |   28   |  24 |    2   |  87 151
      0    |   28   |  25 |    2   |  87 151
      0    |   28   |  26 |    2   |  87 151

#----------+--------+-----+--------+----------
#Subsystem | Sector | RoI | ROBnum | ROBids
#----------+--------+-----+--------+----------
      0    |   29   |   1 |    1   |  63
      0    |   29   |   2 |    1   |  63
      0    |   29   |   3 |    1   |  63
      0    |   29   |   4 |    1   |  63
      0    |   29   |   5 |    1   |  63
      0    |   29   |   6 |    1   |  63
      0    |   29   |   7 |    2   |  63  79
      0    |   29   |   8 |    2   |  63  79
      0    |   29   |   9 |    2   |  63  79
      0    |   29   |  10 |    2   |  63  79
      0    |   29   |  11 |    1   |  79
      0    |   29   |  12 |    1   |  79
      0    |   29   |  13 |    1   |  79
      0    |   29   |  14 |    1   |  79
      0    |   29   |  15 |    2   |  79  95
      0    |   29   |  16 |    2   |  79  95
      0    |   29   |  17 |    2   |  79  95
      0    |   29   |  18 |    2   |  79  95
      0    |   29   |  21 |    2   |  79  95
      0    |   29   |  22 |    2   |  79  95
      0    |   29   |  23 |    1   |  95
      0    |   29   |  24 |    1   |  95

#----------+--------+-----+--------+----------
#Subsystem | Sector | RoI | ROBnum | ROBids
#----------+--------+-----+--------+----------
      0    |   30   |   1 |    1   |  63
      0    |   30   |   2 |    1   |  63
      0    |   30   |   3 |    1   |  63
      0    |   30   |   4 |    1   |  63
      0    |   30   |   5 |    1   |  63
      0    |   30   |   6 |    1   |  63
      0    |   30   |   7 |    2   |  63  79
      0    |   30   |   8 |    2   |  63  79
      0    |   30   |   9 |    2   |  63  79
      0    |   30   |  10 |    2   |  63  79
      0    |   30   |  11 |    1   |  79
      0    |   30   |  12 |    1   |  79
      0    |   30   |  13 |    1   |  79
      0    |   30   |  14 |    1   |  79
      0    |   30   |  15 |    2   |  79  95
      0    |   30   |  16 |    2   |  79  95
      0    |   30   |  17 |    2   |  79  95
      0    |   30   |  18 |    2   |  79  95
      0    |   30   |  21 |    2   |  79  95
      0    |   30   |  22 |    2   |  79  95
      0    |   30   |  23 |    1   |  95
      0    |   30   |  24 |    1   |  95

#----------+--------+-----+--------+----------
#Subsystem | Sector | RoI | ROBnum | ROBids
#----------+--------+-----+--------+----------
      0    |   31   |   1 |    1   |  48
      0    |   31   |   2 |    1   |  48
      0    |   31   |   5 |    1   |  48
      0    |   31   |   6 |    1   |  48
      0    |   31   |   7 |    2   |  48  64
      0    |   31   |   8 |    2   |  48  64
      0    |   31   |   9 |    2   |  48  64
      0    |   31   |  10 |    2   |  48  64
      0    |   31   |  11 |    1   |  64
      0    |   31   |  12 |    1   |  64
      0    |   31   |  13 |    1   |  64
      0    |   31   |  14 |    1   |  64
      0    |   31   |  15 |    2   |  64  80
      0    |   31   |  16 |    2   |  64  80
      0    |   31   |  17 |    2   |  64  80
      0    |   31   |  18 |    2   |  64  80
      0    |   31   |  19 |    2   |  64  80
      0    |   31   |  20 |    2   |  64  80
      0    |   31   |  21 |    1   |  80
      0    |   31   |  22 |    1   |  80
      0    |   31   |  23 |    2   |  80 144
      0    |   31   |  24 |    2   |  80 144
      0    |   31   |  25 |    2   |  80 144
      0    |   31   |  26 |    2   |  80 144

#----------+--------+-----+--------+----------
#Subsystem | Sector | RoI | ROBnum | ROBids
#----------+--------+-----+--------+----------
      1    |    0   |   1 |    1   |   0
      1    |    0   |   2 |    1   |   0
      1    |    0   |   3 |    1   |   0
      1    |    0   |   4 |    1   |   0
      1    |    0   |   5 |    1   |   0
      1    |    0   |   6 |    1   |   0
      1    |    0   |   7 |    2   |   0  16
      1    |    0   |   8 |    2   |   0  16
      1    |    0   |   9 |    2   |   0  16
      1    |    0   |  10 |    2   |   0  16
      1    |    0   |  11 |    1   |  16
      1    |    0   |  12 |    1   |  16
      1    |    0   |  13 |    1   |  16
      1    |    0   |  14 |    1   |  16
      1    |    0   |  15 |    2   |  16  32
      1    |    0   |  16 |    2   |  16  32
      1    |    0   |  17 |    2   |  16  32
      1    |    0   |  18 |    2   |  16  32
      1    |    0   |  19 |    2   |  16  32
      1    |    0   |  20 |    2   |  16  32
      1    |    0   |  21 |    1   |  32
      1    |    0   |  22 |    1   |  32
      1    |    0   |  23 |    2   |  32  96
      1    |    0   |  24 |    2   |  32  96
      1    |    0   |  25 |    2   |  32  96
      1    |    0   |  26 |    2   |  32  96

#----------+--------+-----+--------+----------
#Subsystem | Sector | RoI | ROBnum | ROBids
#----------+--------+-----+--------+----------
      1    |    1   |   1 |    1   |   8
      1    |    1   |   2 |    1   |   8
      1    |    1   |   3 |    1   |   8
      1    |    1   |   4 |    1   |   8
      1    |    1   |   5 |    1   |   8
      1    |    1   |   6 |    1   |   8
      1    |    1   |   7 |    2   |   8  24
      1    |    1   |   8 |    2   |   8  24
      1    |    1   |   9 |    2   |   8  24
      1    |    1   |  10 |    2   |   8  24
      1    |    1   |  11 |    1   |  24
      1    |    1   |  12 |    1   |  24
      1    |    1   |  13 |    1   |  24
      1    |    1   |  14 |    1   |  24
      1    |    1   |  15 |    2   |  24  40
      1    |    1   |  16 |    2   |  24  40
      1    |    1   |  17 |    2   |  24  40
      1    |    1   |  18 |    2   |  24  40
      1    |    1   |  21 |    1   |  40
      1    |    1   |  22 |    1   |  40
      1    |    1   |  23 |    1   |  40
      1    |    1   |  24 |    1   |  40

#----------+--------+-----+--------+----------
#Subsystem | Sector | RoI | ROBnum | ROBids
#----------+--------+-----+--------+----------
      1    |    2   |   1 |    1   |   8
      1    |    2   |   2 |    1   |   8
      1    |    2   |   3 |    1   |   8
      1    |    2   |   4 |    1   |   8
      1    |    2   |   5 |    1   |   8
      1    |    2   |   6 |    1   |   8
      1    |    2   |   7 |    2   |   8  24
      1    |    2   |   8 |    2   |   8  24
      1    |    2   |   9 |    2   |   8  24
      1    |    2   |  10 |    2   |   8  24
      1    |    2   |  11 |    1   |  24
      1    |    2   |  12 |    1   |  24
      1    |    2   |  13 |    1   |  24
      1    |    2   |  14 |    1   |  24
      1    |    2   |  15 |    2   |  24  40
      1    |    2   |  16 |    2   |  24  40
      1    |    2   |  17 |    2   |  24  40
      1    |    2   |  18 |    2   |  24  40
      1    |    2   |  21 |    1   |  40
      1    |    2   |  22 |    1   |  40
      1    |    2   |  23 |    1   |  40
      1    |    2   |  24 |    1   |  40

#----------+--------+-----+--------+----------
#Subsystem | Sector | RoI | ROBnum | ROBids
#----------+--------+-----+--------+----------
      1    |    3   |   1 |    1   |   1
      1    |    3   |   2 |    1   |   1
      1    |    3   |   3 |    1   |   1
      1    |    3   |   4 |    1   |   1
      1    |    3   |   5 |    1   |   1
      1    |    3   |   6 |    1   |   1
      1    |    3   |   7 |    2   |   1  17
      1    |    3   |   8 |    2   |   1  17
      1    |    3   |   9 |    2   |   1  17
      1    |    3   |  10 |    2   |   1  17
      1    |    3   |  11 |    1   |  17
      1    |    3   |  12 |    1   |  17
      1    |    3   |  13 |    1   |  17
      1    |    3   |  14 |    1   |  17
      1    |    3   |  15 |    2   |  17  33
      1    |    3   |  16 |    2   |  17  33
      1    |    3   |  17 |    2   |  17  33
      1    |    3   |  18 |    2   |  17  33
      1    |    3   |  19 |    2   |  17  33
      1    |    3   |  20 |    2   |  17  33
      1    |    3   |  21 |    1   |  33
      1    |    3   |  22 |    1   |  33
      1    |    3   |  23 |    2   |  33  97
      1    |    3   |  24 |    2   |  33  97
      1    |    3   |  25 |    2   |  33  97
      1    |    3   |  26 |    2   |  33  97

#----------+--------+-----+--------+----------
#Subsystem | Sector | RoI | ROBnum | ROBids
#----------+--------+-----+--------+----------
      1    |    4   |   1 |    1   |   1
      1    |    4   |   2 |    1   |   1
      1    |    4   |   3 |    1   |   1
      1    |    4   |   4 |    1   |   1
      1    |    4   |   5 |    1   |   1
      1    |    4   |   6 |    1   |   1
      1    |    4   |   7 |    2   |   1  17
      1    |    4   |   8 |    2   |   1  17
      1    |    4   |   9 |    2   |   1  17
      1    |    4   |  10 |    2   |   1  17
      1    |    4   |  11 |    1   |  17
      1    |    4   |  12 |    1   |  17
      1    |    4   |  13 |    1   |  17
      1    |    4   |  14 |    1   |  17
      1    |    4   |  15 |    2   |  17  33
      1    |    4   |  16 |    2   |  17  33
      1    |    4   |  17 |    2   |  17  33
      1    |    4   |  18 |    2   |  17  33
      1    |    4   |  19 |    2   |  17  33
      1    |    4   |  20 |    2   |  17  33
      1    |    4   |  21 |    1   |  33
      1    |    4   |  22 |    1   |  33
      1    |    4   |  23 |    2   |  33  97
      1    |    4   |  24 |    2   |  33  97
      1    |    4   |  25 |    2   |  33  97
      1    |    4   |  26 |    2   |  33  97

#----------+--------+-----+--------+----------
#Subsystem | Sector | RoI | ROBnum | ROBids
#----------+--------+-----+--------+----------
      1    |    5   |   1 |    1   |   9
      1    |    5   |   2 |    1   |   9
      1    |    5   |   3 |    1   |   9
      1    |    5   |   4 |    1   |   9
      1    |    5   |   5 |    1   |   9
      1    |    5   |   6 |    1   |   9
      1    |    5   |   7 |    2   |   9  25
      1    |    5   |   8 |    2   |   9  25
      1    |    5   |   9 |    2   |   9  25
      1    |    5   |  10 |    2   |   9  25
      1    |    5   |  11 |    1   |  25
      1    |    5   |  12 |    1   |  25
      1    |    5   |  13 |    1   |  25
      1    |    5   |  14 |    1   |  25
      1    |    5   |  15 |    2   |  25  41
      1    |    5   |  16 |    2   |  25  41
      1    |    5   |  17 |    2   |  25  41
      1    |    5   |  18 |    2   |  25  41
      1    |    5   |  21 |    1   |  41
      1    |    5   |  22 |    1   |  41
      1    |    5   |  23 |    1   |  41
      1    |    5   |  24 |    1   |  41

#----------+--------+-----+--------+----------
#Subsystem | Sector | RoI | ROBnum | ROBids
#----------+--------+-----+--------+----------
      1    |    6   |   1 |    1   |   9
      1    |    6   |   2 |    1   |   9
      1    |    6   |   3 |    1   |   9
      1    |    6   |   4 |    1   |   9
      1    |    6   |   5 |    1   |   9
      1    |    6   |   6 |    1   |   9
      1    |    6   |   7 |    2   |   9  25
      1    |    6   |   8 |    2   |   9  25
      1    |    6   |   9 |    2   |   9  25
      1    |    6   |  10 |    2   |   9  25
      1    |    6   |  11 |    1   |  25
      1    |    6   |  12 |    1   |  25
      1    |    6   |  13 |    1   |  25
      1    |    6   |  14 |    1   |  25
      1    |    6   |  15 |    2   |  25  41
      1    |    6   |  16 |    2   |  25  41
      1    |    6   |  17 |    2   |  25  41
      1    |    6   |  18 |    2   |  25  41
      1    |    6   |  21 |    1   |  41
      1    |    6   |  22 |    1   |  41
      1    |    6   |  23 |    1   |  41
      1    |    6   |  24 |    1   |  41

#----------+--------+-----+--------+----------
#Subsystem | Sector | RoI | ROBnum | ROBids
#----------+--------+-----+--------+----------
      1    |    7   |   1 |    1   |   2
      1    |    7   |   2 |    1   |   2
      1    |    7   |   3 |    1   |   2
      1    |    7   |   4 |    1   |   2
      1    |    7   |   5 |    1   |   2
      1    |    7   |   6 |    1   |   2
      1    |    7   |   7 |    2   |   2  18
      1    |    7   |   8 |    2   |   2  18
      1    |    7   |   9 |    2   |   2  18
      1    |    7   |  10 |    2   |   2  18
      1    |    7   |  11 |    1   |  18
      1    |    7   |  12 |    1   |  18
      1    |    7   |  13 |    1   |  18
      1    |    7   |  14 |    1   |  18
      1    |    7   |  15 |    2   |  18  34
      1    |    7   |  16 |    2   |  18  34
      1    |    7   |  17 |    2   |  18  34
      1    |    7   |  18 |    2   |  18  34
      1    |    7   |  19 |    2   |  18  34
      1    |    7   |  20 |    2   |  18  34
      1    |    7   |  21 |    1   |  34
      1    |    7   |  22 |    1   |  34
      1    |    7   |  23 |    2   |  34  98
      1    |    7   |  24 |    2   |  34  98
      1    |    7   |  25 |    2   |  34  98
      1    |    7   |  26 |    2   |  34  98

#----------+--------+-----+--------+----------
#Subsystem | Sector | RoI | ROBnum | ROBids
#----------+--------+-----+--------+----------
      1    |    8   |   1 |    1   |   2
      1    |    8   |   2 |    1   |   2
      1    |    8   |   3 |    1   |   2
      1    |    8   |   4 |    1   |   2
      1    |    8   |   5 |    1   |   2
      1    |    8   |   6 |    1   |   2
      1    |    8   |   7 |    2   |   2  18
      1    |    8   |   8 |    2   |   2  18
      1    |    8   |   9 |    2   |   2  18
      1    |    8   |  10 |    2   |   2  18
      1    |    8   |  11 |    1   |  18
      1    |    8   |  12 |    1   |  18
      1    |    8   |  13 |    1   |  18
      1    |    8   |  14 |    1   |  18
      1    |    8   |  15 |    2   |  18  34
      1    |    8   |  16 |    2   |  18  34
      1    |    8   |  17 |    2   |  18  34
      1    |    8   |  18 |    2   |  18  34
      1    |    8   |  19 |    2   |  18  34
      1    |    8   |  20 |    2   |  18  34
      1    |    8   |  21 |    1   |  34
      1    |    8   |  22 |    1   |  34
      1    |    8   |  23 |    2   |  34  98
      1    |    8   |  24 |    2   |  34  98
      1    |    8   |  25 |    2   |  34  98
      1    |    8   |  26 |    2   |  34  98

#----------+--------+-----+--------+----------
#Subsystem | Sector | RoI | ROBnum | ROBids
#----------+--------+-----+--------+----------
      1    |    9   |   1 |    1   |  10
      1    |    9   |   2 |    1   |  10
      1    |    9   |   3 |    1   |  10
      1    |    9   |   4 |    1   |  10
      1    |    9   |   5 |    1   |  10
      1    |    9   |   6 |    1   |  10
      1    |    9   |   7 |    2   |  10  26
      1    |    9   |   8 |    2   |  10  26
      1    |    9   |   9 |    2   |  10  26
      1    |    9   |  10 |    2   |  10  26
      1    |    9   |  11 |    1   |  26
      1    |    9   |  12 |    1   |  26
      1    |    9   |  13 |    1   |  26
      1    |    9   |  14 |    1   |  26
      1    |    9   |  15 |    2   |  26  42
      1    |    9   |  16 |    2   |  26  42
      1    |    9   |  17 |    2   |  26  42
      1    |    9   |  18 |    2   |  26  42
      1    |    9   |  21 |    1   |  42
      1    |    9   |  22 |    1   |  42
      1    |    9   |  23 |    1   |  42
      1    |    9   |  24 |    1   |  42

#----------+--------+-----+--------+----------
#Subsystem | Sector | RoI | ROBnum | ROBids
#----------+--------+-----+--------+----------
      1    |   10   |   1 |    1   |  10
      1    |   10   |   2 |    1   |  10
      1    |   10   |   3 |    1   |  10
      1    |   10   |   4 |    1   |  10
      1    |   10   |   5 |    1   |  10
      1    |   10   |   6 |    1   |  10
      1    |   10   |   7 |    2   |  10  26
      1    |   10   |   8 |    2   |  10  26
      1    |   10   |   9 |    2   |  10  26
      1    |   10   |  10 |    2   |  10  26
      1    |   10   |  11 |    1   |  26
      1    |   10   |  12 |    1   |  26
      1    |   10   |  13 |    1   |  26
      1    |   10   |  14 |    1   |  26
      1    |   10   |  15 |    2   |  26  42
      1    |   10   |  16 |    2   |  26  42
      1    |   10   |  17 |    2   |  26  42
      1    |   10   |  18 |    2   |  26  42
      1    |   10   |  21 |    1   |  42
      1    |   10   |  22 |    1   |  42
      1    |   10   |  23 |    1   |  42
      1    |   10   |  24 |    1   |  42

#----------+--------+-----+--------+----------
#Subsystem | Sector | RoI | ROBnum | ROBids
#----------+--------+-----+--------+----------
      1    |   11   |   1 |    1   |   3
      1    |   11   |   2 |    1   |   3
      1    |   11   |   5 |    1   |   3
      1    |   11   |   6 |    1   |   3
      1    |   11   |   7 |    2   |   3  19
      1    |   11   |   8 |    2   |   3  19
      1    |   11   |   9 |    2   |   3  19
      1    |   11   |  10 |    2   |   3  19
      1    |   11   |  11 |    1   |  19
      1    |   11   |  12 |    1   |  19
      1    |   11   |  13 |    1   |  19
      1    |   11   |  14 |    1   |  19
      1    |   11   |  15 |    2   |  19  35
      1    |   11   |  16 |    2   |  19  35
      1    |   11   |  17 |    2   |  19  35
      1    |   11   |  18 |    2   |  19  35
      1    |   11   |  19 |    2   |  19  35
      1    |   11   |  20 |    2   |  19  35
      1    |   11   |  21 |    1   |  35
      1    |   11   |  22 |    1   |  35
      1    |   11   |  23 |    2   |  35  99
      1    |   11   |  24 |    2   |  35  99
      1    |   11   |  25 |    2   |  35  99
      1    |   11   |  26 |    2   |  35  99

#----------+--------+-----+--------+----------
#Subsystem | Sector | RoI | ROBnum | ROBids
#----------+--------+-----+--------+----------
      1    |   12   |   1 |    1   |   3
      1    |   12   |   2 |    1   |   3
      1    |   12   |   5 |    1   |   3
      1    |   12   |   6 |    1   |   3
      1    |   12   |   7 |    2   |   3  19
      1    |   12   |   8 |    2   |   3  19
      1    |   12   |   9 |    2   |   3  19
      1    |   12   |  10 |    2   |   3  19
      1    |   12   |  11 |    1   |  19
      1    |   12   |  12 |    1   |  19
      1    |   12   |  13 |    1   |  19
      1    |   12   |  14 |    1   |  19
      1    |   12   |  15 |    2   |  19  35
      1    |   12   |  16 |    2   |  19  35
      1    |   12   |  17 |    2   |  19  35
      1    |   12   |  18 |    2   |  19  35
      1    |   12   |  19 |    2   |  19  35
      1    |   12   |  20 |    2   |  19  35
      1    |   12   |  21 |    1   |  35
      1    |   12   |  22 |    1   |  35
      1    |   12   |  23 |    2   |  35  99
      1    |   12   |  24 |    2   |  35  99
      1    |   12   |  25 |    2   |  35  99
      1    |   12   |  26 |    2   |  35  99

#----------+--------+-----+--------+----------
#Subsystem | Sector | RoI | ROBnum | ROBids
#----------+--------+-----+--------+----------
      1    |   13   |   1 |    1   |  11
      1    |   13   |   2 |    1   |  11
      1    |   13   |   3 |    1   |  11
      1    |   13   |   4 |    1   |  11
      1    |   13   |   5 |    1   |  11
      1    |   13   |   6 |    1   |  11
      1    |   13   |   7 |    2   |  11  27
      1    |   13   |   8 |    2   |  11  27
      1    |   13   |   9 |    2   |  11  27
      1    |   13   |  10 |    2   |  11  27
      1    |   13   |  11 |    1   |  27
      1    |   13   |  12 |    1   |  27
      1    |   13   |  13 |    1   |  27
      1    |   13   |  14 |    1   |  27
      1    |   13   |  15 |    2   |  27  43
      1    |   13   |  16 |    2   |  27  43
      1    |   13   |  17 |    2   |  27  43
      1    |   13   |  18 |    2   |  27  43
      1    |   13   |  21 |    1   |  43
      1    |   13   |  22 |    1   |  43
      1    |   13   |  23 |    1   |  43
      1    |   13   |  24 |    1   |  43

#----------+--------+-----+--------+----------
#Subsystem | Sector | RoI | ROBnum | ROBids
#----------+--------+-----+--------+----------
      1    |   14   |   1 |    1   |  11
      1    |   14   |   2 |    1   |  11
      1    |   14   |   3 |    1   |  11
      1    |   14   |   4 |    1   |  11
      1    |   14   |   5 |    1   |  11
      1    |   14   |   6 |    1   |  11
      1    |   14   |   7 |    2   |  11  27
      1    |   14   |   8 |    2   |  11  27
      1    |   14   |   9 |    2   |  11  27
      1    |   14   |  10 |    2   |  11  27
      1    |   14   |  11 |    1   |  27
      1    |   14   |  12 |    1   |  27
      1    |   14   |  13 |    1   |  27
      1    |   14   |  14 |    1   |  27
      1    |   14   |  15 |    2   |  27  43
      1    |   14   |  16 |    2   |  27  43
      1    |   14   |  17 |    2   |  27  43
      1    |   14   |  18 |    2   |  27  43
      1    |   14   |  21 |    1   |  43
      1    |   14   |  22 |    1   |  43
      1    |   14   |  23 |    1   |  43
      1    |   14   |  24 |    1   |  43

#----------+--------+-----+--------+----------
#Subsystem | Sector | RoI | ROBnum | ROBids
#----------+--------+-----+--------+----------
      1    |   15   |   1 |    1   |   4
      1    |   15   |   2 |    1   |   4
      1    |   15   |   5 |    1   |   4
      1    |   15   |   6 |    1   |   4
      1    |   15   |   7 |    2   |   4  20
      1    |   15   |   8 |    2   |   4  20
      1    |   15   |   9 |    2   |   4  20
      1    |   15   |  10 |    2   |   4  20
      1    |   15   |  11 |    1   |  20
      1    |   15   |  12 |    1   |  20
      1    |   15   |  13 |    1   |  20
      1    |   15   |  14 |    1   |  20
      1    |   15   |  15 |    2   |  20  36
      1    |   15   |  16 |    2   |  20  36
      1    |   15   |  17 |    2   |  20  36
      1    |   15   |  18 |    2   |  20  36
      1    |   15   |  19 |    2   |  20  36
      1    |   15   |  20 |    2   |  20  36
      1    |   15   |  21 |    1   |  36
      1    |   15   |  22 |    1   |  36
      1    |   15   |  23 |    2   |  36 100
      1    |   15   |  24 |    2   |  36 100
      1    |   15   |  25 |    2   |  36 100
      1    |   15   |  26 |    2   |  36 100

#----------+--------+-----+--------+----------
#Subsystem | Sector | RoI | ROBnum | ROBids
#----------+--------+-----+--------+----------
      1    |   16   |   1 |    1   |   4
      1    |   16   |   2 |    1   |   4
      1    |   16   |   5 |    1   |   4
      1    |   16   |   6 |    1   |   4
      1    |   16   |   7 |    2   |   4  20
      1    |   16   |   8 |    2   |   4  20
      1    |   16   |   9 |    2   |   4  20
      1    |   16   |  10 |    2   |   4  20
      1    |   16   |  11 |    1   |  20
      1    |   16   |  12 |    1   |  20
      1    |   16   |  13 |    1   |  20
      1    |   16   |  14 |    1   |  20
      1    |   16   |  15 |    2   |  20  36
      1    |   16   |  16 |    2   |  20  36
      1    |   16   |  17 |    2   |  20  36
      1    |   16   |  18 |    2   |  20  36
      1    |   16   |  19 |    2   |  20  36
      1    |   16   |  20 |    2   |  20  36
      1    |   16   |  21 |    1   |  36
      1    |   16   |  22 |    1   |  36
      1    |   16   |  23 |    2   |  36 100
      1    |   16   |  24 |    2   |  36 100
      1    |   16   |  25 |    2   |  36 100
      1    |   16   |  26 |    2   |  36 100

#----------+--------+-----+--------+----------
#Subsystem | Sector | RoI | ROBnum | ROBids
#----------+--------+-----+--------+----------
      1    |   17   |   1 |    1   |  12
      1    |   17   |   2 |    1   |  12
      1    |   17   |   3 |    1   |  12
      1    |   17   |   4 |    1   |  12
      1    |   17   |   5 |    1   |  12
      1    |   17   |   6 |    1   |  12
      1    |   17   |   7 |    2   |  12  28
      1    |   17   |   8 |    2   |  12  28
      1    |   17   |   9 |    2   |  12  28
      1    |   17   |  10 |    2   |  12  28
      1    |   17   |  11 |    1   |  28
      1    |   17   |  12 |    1   |  28
      1    |   17   |  13 |    1   |  28
      1    |   17   |  14 |    1   |  28
      1    |   17   |  15 |    2   |  28  44
      1    |   17   |  16 |    2   |  28  44
      1    |   17   |  17 |    2   |  28  44
      1    |   17   |  18 |    2   |  28  44
      1    |   17   |  21 |    2   |  28  44
      1    |   17   |  22 |    2   |  28  44
      1    |   17   |  23 |    1   |  44
      1    |   17   |  24 |    1   |  44

#----------+--------+-----+--------+----------
#Subsystem | Sector | RoI | ROBnum | ROBids
#----------+--------+-----+--------+----------
      1    |   18   |   1 |    1   |  12
      1    |   18   |   2 |    1   |  12
      1    |   18   |   3 |    1   |  12
      1    |   18   |   4 |    1   |  12
      1    |   18   |   5 |    1   |  12
      1    |   18   |   6 |    1   |  12
      1    |   18   |   7 |    2   |  12  28
      1    |   18   |   8 |    2   |  12  28
      1    |   18   |   9 |    2   |  12  28
      1    |   18   |  10 |    2   |  12  28
      1    |   18   |  11 |    1   |  28
      1    |   18   |  12 |    1   |  28
      1    |   18   |  13 |    1   |  28
      1    |   18   |  14 |    1   |  28
      1    |   18   |  15 |    2   |  28  44
      1    |   18   |  16 |    2   |  28  44
      1    |   18   |  17 |    2   |  28  44
      1    |   18   |  18 |    2   |  28  44
      1    |   18   |  21 |    2   |  28  44
      1    |   18   |  22 |    2   |  28  44
      1    |   18   |  23 |    1   |  44
      1    |   18   |  24 |    1   |  44

#----------+--------+-----+--------+----------
#Subsystem | Sector | RoI | ROBnum | ROBids
#----------+--------+-----+--------+----------
      1    |   19   |   1 |    1   |   5
      1    |   19   |   2 |    1   |   5
      1    |   19   |   3 |    1   |   5
      1    |   19   |   4 |    1   |   5
      1    |   19   |   5 |    1   |   5
      1    |   19   |   6 |    1   |   5
      1    |   19   |   7 |    2   |   5  21
      1    |   19   |   8 |    2   |   5  21
      1    |   19   |   9 |    2   |   5  21
      1    |   19   |  10 |    2   |   5  21
      1    |   19   |  11 |    1   |  21
      1    |   19   |  12 |    1   |  21
      1    |   19   |  13 |    2   |  21  37
      1    |   19   |  14 |    2   |  21  37
      1    |   19   |  15 |    2   |  21  37
      1    |   19   |  16 |    2   |  21  37
      1    |   19   |  17 |    2   |  21  37
      1    |   19   |  18 |    2   |  21  37
      1    |   19   |  19 |    2   |  21  37
      1    |   19   |  20 |    2   |  21  37
      1    |   19   |  21 |    1   |  37
      1    |   19   |  22 |    1   |  37
      1    |   19   |  23 |    2   |  37 101
      1    |   19   |  24 |    2   |  37 101
      1    |   19   |  25 |    2   |  37 101
      1    |   19   |  26 |    2   |  37 101

#----------+--------+-----+--------+----------
#Subsystem | Sector | RoI | ROBnum | ROBids
#----------+--------+-----+--------+----------
      1    |   20   |   1 |    1   |   5
      1    |   20   |   2 |    1   |   5
      1    |   20   |   3 |    1   |   5
      1    |   20   |   4 |    1   |   5
      1    |   20   |   5 |    1   |   5
      1    |   20   |   6 |    1   |   5
      1    |   20   |   7 |    2   |   5  21
      1    |   20   |   8 |    2   |   5  21
      1    |   20   |   9 |    2   |   5  21
      1    |   20   |  10 |    2   |   5  21
      1    |   20   |  11 |    1   |  21
      1    |   20   |  12 |    1   |  21
      1    |   20   |  13 |    2   |  21  37
      1    |   20   |  14 |    2   |  21  37
      1    |   20   |  15 |    2   |  21  37
      1    |   20   |  16 |    2   |  21  37
      1    |   20   |  17 |    2   |  21  37
      1    |   20   |  18 |    2   |  21  37
      1    |   20   |  19 |    2   |  21  37
      1    |   20   |  20 |    2   |  21  37
      1    |   20   |  21 |    1   |  37
