# Roi/ROB map file for the RPC system

type: ATLAS
maxSubsystem:   2
maxLogicSector: 32
maxRoI:         28

#----------+--------+-----+--------+----------
#Subsystem | Sector | RoI | ROBnum | ROBids
#----------+--------+-----+--------+----------
      0    |   22   |   0 |    2   | 61000d 62000d
      0    |   22   |   1 |    2   | 61000d 62000d
      0    |   22   |   2 |    2   | 61000d 62000d
      0    |   22   |   3 |    2   | 61000d 62000d
      0    |   22   |   4 |    1   | 62000d
      0    |   22   |   5 |    1   | 62000d
      0    |   22   |   6 |    2   | 62000d 62001d
      0    |   22   |   7 |    2   | 62000d 62001d
      0    |   22   |   8 |    2   | 62000d 62001d
      0    |   22   |   9 |    2   | 62000d 62001d
      0    |   22   |  10 |    1   | 62001d
      0    |   22   |  11 |    1   | 62001d
      0    |   22   |  12 |    2   | 62001d 62002d
      0    |   22   |  13 |    2   | 62001d 62002d
      0    |   22   |  14 |    2   | 62001d 62002d
      0    |   22   |  15 |    2   | 62001d 62002d
      0    |   22   |  16 |    2   | 62002d 64000d
      0    |   22   |  17 |    2   | 62002d 64000d

#----------+--------+-----+--------+----------
#Subsystem | Sector | RoI | ROBnum | ROBids
#----------+--------+-----+--------+----------
      0    |   23   |   0 |    1   | 620006
      0    |   23   |   1 |    1   | 620006
      0    |   23   |   2 |    1   | 620006
      0    |   23   |   3 |    1   | 620006
      0    |   23   |   4 |    1   | 620006
      0    |   23   |   5 |    1   | 620006
      0    |   23   |   6 |    2   | 620006 620016
      0    |   23   |   7 |    2   | 620006 620016
      0    |   23   |   8 |    2   | 620006 620016
      0    |   23   |   9 |    2   | 620006 620016
      0    |   23   |  10 |    1   | 620016
      0    |   23   |  11 |    1   | 620016
      0    |   23   |  12 |    2   | 620016 620026
      0    |   23   |  13 |    2   | 620016 620026
      0    |   23   |  14 |    1   | 620026
      0    |   23   |  15 |    1   | 620026
      0    |   23   |  16 |    1   | 620026
      0    |   23   |  17 |    1   | 620026
      0    |   23   |  18 |    2   | 620026 640006
      0    |   23   |  19 |    2   | 620026 640006
      0    |   23   |  20 |    2   | 620026 640006
      0    |   23   |  21 |    2   | 620026 640006

#----------+--------+-----+--------+----------
#Subsystem | Sector | RoI | ROBnum | ROBids
#----------+--------+-----+--------+----------
      0    |   24   |   0 |    1   | 620006
      0    |   24   |   1 |    1   | 620006
      0    |   24   |   2 |    1   | 620006
      0    |   24   |   3 |    1   | 620006
      0    |   24   |   4 |    1   | 620006
      0    |   24   |   5 |    1   | 620006
      0    |   24   |   6 |    2   | 620006 620016
      0    |   24   |   7 |    2   | 620006 620016
      0    |   24   |   8 |    2   | 620006 620016
      0    |   24   |   9 |    2   | 620006 620016
      0    |   24   |  10 |    1   | 620016
      0    |   24   |  11 |    1   | 620016
      0    |   24   |  12 |    2   | 620016 620026
      0    |   24   |  13 |    2   | 620016 620026
      0    |   24   |  14 |    2   | 620016 620026
      0    |   24   |  15 |    2   | 620016 620026
      0    |   24   |  16 |    1   | 620026
      0    |   24   |  17 |    1   | 620026
      0    |   24   |  18 |    2   | 620026 640006
      0    |   24   |  19 |    2   | 620026 640006
      0    |   24   |  20 |    2   | 620026 640006
      0    |   24   |  21 |    2   | 620026 640006

#----------+--------+-----+--------+----------
#Subsystem | Sector | RoI | ROBnum | ROBids
#----------+--------+-----+--------+----------
      0    |   25   |   0 |    2   | 61000e 62000e
      0    |   25   |   1 |    2   | 61000e 62000e
      0    |   25   |   2 |    1   | 62000e
      0    |   25   |   3 |    1   | 62000e
      0    |   25   |   4 |    1   | 62000e
      0    |   25   |   5 |    1   | 62000e
      0    |   25   |   6 |    2   | 62000e 62001e
      0    |   25   |   7 |    2   | 62000e 62001e
      0    |   25   |   8 |    2   | 62000e 62001e
      0    |   25   |   9 |    2   | 62000e 62001e
      0    |   25   |  10 |    1   | 62001e
      0    |   25   |  11 |    1   | 62001e
      0    |   25   |  12 |    2   | 62001e 62002e
      0    |   25   |  13 |    2   | 62001e 62002e
      0    |   25   |  14 |    2   | 62001e 62002e
      0    |   25   |  15 |    2   | 62001e 62002e
      0    |   25   |  16 |    2   | 62002e 64000e
      0    |   25   |  17 |    2   | 62002e 64000e

#----------+--------+-----+--------+----------
#Subsystem | Sector | RoI | ROBnum | ROBids
#----------+--------+-----+--------+----------
      0    |   26   |   0 |    2   | 61000e 62000e
      0    |   26   |   1 |    2   | 61000e 62000e
      0    |   26   |   2 |    2   | 61000e 62000e
      0    |   26   |   3 |    2   | 61000e 62000e
      0    |   26   |   4 |    1   | 62000e
      0    |   26   |   5 |    1   | 62000e
      0    |   26   |   6 |    2   | 62000e 62001e
      0    |   26   |   7 |    2   | 62000e 62001e
      0    |   26   |   8 |    2   | 62000e 62001e
      0    |   26   |   9 |    2   | 62000e 62001e
      0    |   26   |  10 |    1   | 62001e
      0    |   26   |  11 |    1   | 62001e
      0    |   26   |  12 |    2   | 62001e 62002e
      0    |   26   |  13 |    2   | 62001e 62002e
      0    |   26   |  14 |    2   | 62001e 62002e
      0    |   26   |  15 |    2   | 62001e 62002e
      0    |   26   |  16 |    2   | 62002e 64000e
      0    |   26   |  17 |    2   | 62002e 64000e

#----------+--------+-----+--------+----------
#Subsystem | Sector | RoI | ROBnum | ROBids
#----------+--------+-----+--------+----------
      0    |   27   |   0 |    2   | 620007 620031
      0    |   27   |   1 |    2   | 620007 620031
      0    |   27   |   2 |    2   | 620007 620031
      0    |   27   |   3 |    2   | 620007 620031
      0    |   27   |   4 |    2   | 620007 620031
      0    |   27   |   5 |    2   | 620007 620031
      0    |   27   |   6 |    3   | 620007 620017 620031
      0    |   27   |   7 |    3   | 620007 620017 620031
      0    |   27   |   8 |    3   | 620007 620017 620031
      0    |   27   |   9 |    3   | 620007 620017 620031
      0    |   27   |  10 |    2   | 620017 620031
      0    |   27   |  11 |    2   | 620017 620031
      0    |   27   |  12 |    2   | 620017 620031
      0    |   27   |  13 |    2   | 620017 620031
      0    |   27   |  14 |    3   | 620017 620027 620031
      0    |   27   |  15 |    3   | 620017 620027 620031
      0    |   27   |  16 |    3   | 620017 620027 620031
      0    |   27   |  17 |    3   | 620017 620027 620031
      0    |   27   |  18 |    3   | 620017 620027 620031
      0    |   27   |  19 |    3   | 620017 620027 620031
      0    |   27   |  20 |    2   | 620027 620031
      0    |   27   |  21 |    2   | 620027 620031
      0    |   27   |  22 |    3   | 620027 620031 640007
      0    |   27   |  23 |    3   | 620027 620031 640007
      0    |   27   |  24 |    3   | 620027 620031 640007
      0    |   27   |  25 |    3   | 620027 620031 640007

#----------+--------+-----+--------+----------
#Subsystem | Sector | RoI | ROBnum | ROBids
#----------+--------+-----+--------+----------
      0    |   28   |   0 |    1   | 620007
      0    |   28   |   1 |    1   | 620007
      0    |   28   |   2 |    2   | 620007 620031
      0    |   28   |   3 |    2   | 620007 620031
      0    |   28   |   4 |    2   | 620007 620031
      0    |   28   |   5 |    2   | 620007 620031
      0    |   28   |   6 |    3   | 620007 620017 620031
      0    |   28   |   7 |    3   | 620007 620017 620031
      0    |   28   |   8 |    3   | 620007 620017 620031
      0    |   28   |   9 |    3   | 620007 620017 620031
      0    |   28   |  10 |    2   | 620017 620031
      0    |   28   |  11 |    2   | 620017 620031
      0    |   28   |  12 |    2   | 620017 620031
      0    |   28   |  13 |    2   | 620017 620031
      0    |   28   |  14 |    3   | 620017 620027 620031
      0    |   28   |  15 |    3   | 620017 620027 620031
      0    |   28   |  16 |    3   | 620017 620027 620031
      0    |   28   |  17 |    3   | 620017 620027 620031
      0    |   28   |  18 |    3   | 620017 620027 620031
      0    |   28   |  19 |    3   | 620017 620027 620031
      0    |   28   |  20 |    2   | 620027 620031
      0    |   28   |  21 |    2   | 620027 620031
      0    |   28   |  22 |    3   | 620027 620031 640007
      0    |   28   |  23 |    3   | 620027 620031 640007
      0    |   28   |  24 |    3   | 620027 620031 640007
      0    |   28   |  25 |    3   | 620027 620031 640007

#----------+--------+-----+--------+----------
#Subsystem | Sector | RoI | ROBnum | ROBids
#----------+--------+-----+--------+----------
      0    |   29   |   0 |    1   | 62000f
      0    |   29   |   1 |    1   | 62000f
      0    |   29   |   2 |    1   | 62000f
      0    |   29   |   3 |    1   | 62000f
      0    |   29   |   4 |    1   | 62000f
      0    |   29   |   5 |    1   | 62000f
      0    |   29   |   6 |    2   | 62000f 62001f
      0    |   29   |   7 |    2   | 62000f 62001f
      0    |   29   |   8 |    2   | 62000f 62001f
      0    |   29   |   9 |    2   | 62000f 62001f
      0    |   29   |  10 |    1   | 62001f
      0    |   29   |  11 |    1   | 62001f
      0    |   29   |  12 |    1   | 62001f
      0    |   29   |  13 |    1   | 62001f
      0    |   29   |  14 |    2   | 62001f 62002f
      0    |   29   |  15 |    2   | 62001f 62002f
      0    |   29   |  16 |    2   | 62001f 62002f
      0    |   29   |  17 |    2   | 62001f 62002f
      0    |   29   |  18 |    2   | 62002f 64000f
      0    |   29   |  19 |    2   | 62002f 64000f
      0    |   29   |  20 |    2   | 62001f 62002f
      0    |   29   |  21 |    2   | 62001f 62002f
      0    |   29   |  22 |    2   | 62002f 64000f
      0    |   29   |  23 |    2   | 62002f 64000f

#----------+--------+-----+--------+----------
#Subsystem | Sector | RoI | ROBnum | ROBids
#----------+--------+-----+--------+----------
      0    |   30   |   0 |    1   | 62000f
      0    |   30   |   1 |    1   | 62000f
      0    |   30   |   2 |    1   | 62000f
      0    |   30   |   3 |    1   | 62000f
      0    |   30   |   4 |    1   | 62000f
      0    |   30   |   5 |    1   | 62000f
      0    |   30   |   6 |    2   | 62000f 62001f
      0    |   30   |   7 |    2   | 62000f 62001f
      0    |   30   |   8 |    2   | 62000f 62001f
      0    |   30   |   9 |    2   | 62000f 62001f
      0    |   30   |  10 |    1   | 62001f
      0    |   30   |  11 |    1   | 62001f
      0    |   30   |  12 |    1   | 62001f
      0    |   30   |  13 |    1   | 62001f
      0    |   30   |  14 |    2   | 62001f 62002f
      0    |   30   |  15 |    2   | 62001f 62002f
      0    |   30   |  16 |    2   | 62001f 62002f
      0    |   30   |  17 |    2   | 62001f 62002f
      0    |   30   |  18 |    2   | 62002f 64000f
      0    |   30   |  19 |    2   | 62002f 64000f
      0    |   30   |  20 |    2   | 62001f 62002f
      0    |   30   |  21 |    2   | 62001f 62002f
      0    |   30   |  22 |    1   | 62002f
      0    |   30   |  23 |    1   | 62002f

#----------+--------+-----+--------+----------
#Subsystem | Sector | RoI | ROBnum | ROBids
#----------+--------+-----+--------+----------
      0    |   31   |   0 |    1   | 620000
      0    |   31   |   1 |    1   | 620000
      0    |   31   |   4 |    1   | 620000
      0    |   31   |   5 |    1   | 620000
      0    |   31   |   6 |    2   | 620000 620010
      0    |   31   |   7 |    2   | 620000 620010
      0    |   31   |   8 |    2   | 620000 620010
      0    |   31   |   9 |    2   | 620000 620010
      0    |   31   |  10 |    1   | 620010
      0    |   31   |  11 |    1   | 620010
      0    |   31   |  12 |    1   | 620010
      0    |   31   |  13 |    1   | 620010
      0    |   31   |  14 |    2   | 620010 620020
      0    |   31   |  15 |    2   | 620010 620020
      0    |   31   |  16 |    2   | 620010 620020
      0    |   31   |  17 |    2   | 620010 620020
      0    |   31   |  18 |    2   | 620010 620020
      0    |   31   |  19 |    2   | 620010 620020
      0    |   31   |  20 |    1   | 620020
      0    |   31   |  21 |    1   | 620020
      0    |   31   |  22 |    2   | 620020 640000
      0    |   31   |  23 |    2   | 620020 640000
      0    |   31   |  24 |    2   | 620020 640000
      0    |   31   |  25 |    2   | 620020 640000

#----------+--------+-----+--------+----------
#Subsystem | Sector | RoI | ROBnum | ROBids
#----------+--------+-----+--------+----------
      1    |    0   |   0 |    1   | 610000
      1    |    0   |   1 |    1   | 610000
      1    |    0   |   2 |    1   | 610000
      1    |    0   |   3 |    1   | 610000
      1    |    0   |   4 |    1   | 610000
      1    |    0   |   5 |    1   | 610000
      1    |    0   |   6 |    2   | 610000 610010
      1    |    0   |   7 |    2   | 610000 610010
      1    |    0   |   8 |    2   | 610000 610010
      1    |    0   |   9 |    2   | 610000 610010
      1    |    0   |  10 |    1   | 610010
      1    |    0   |  11 |    1   | 610010
      1    |    0   |  12 |    1   | 610010
      1    |    0   |  13 |    1   | 610010
      1    |    0   |  14 |    2   | 610010 610020
      1    |    0   |  15 |    2   | 610010 610020
      1    |    0   |  16 |    2   | 610010 610020
      1    |    0   |  17 |    2   | 610010 610020
      1    |    0   |  18 |    2   | 610010 610020
      1    |    0   |  19 |    2   | 610010 610020
      1    |    0   |  20 |    1   | 610020
      1    |    0   |  21 |    1   | 610020
      1    |    0   |  22 |    2   | 610020 630000
      1    |    0   |  23 |    2   | 610020 630000
      1    |    0   |  24 |    2   | 610020 630000
      1    |    0   |  25 |    2   | 610020 630000

#----------+--------+-----+--------+----------
#Subsystem | Sector | RoI | ROBnum | ROBids
#----------+--------+-----+--------+----------
      1    |    1   |   0 |    1   | 610008
      1    |    1   |   1 |    1   | 610008
      1    |    1   |   2 |    1   | 610008
      1    |    1   |   3 |    1   | 610008
      1    |    1   |   4 |    1   | 610008
      1    |    1   |   5 |    1   | 610008
      1    |    1   |   6 |    2   | 610008 610018
      1    |    1   |   7 |    2   | 610008 610018
      1    |    1   |   8 |    2   | 610008 610018
      1    |    1   |   9 |    2   | 610008 610018
      1    |    1   |  10 |    1   | 610018
      1    |    1   |  11 |    1   | 610018
      1    |    1   |  12 |    1   | 610018
      1    |    1   |  13 |    1   | 610018
      1    |    1   |  14 |    2   | 610018 610028
      1    |    1   |  15 |    2   | 610018 610028
      1    |    1   |  16 |    2   | 610018 610028
      1    |    1   |  17 |    2   | 610018 610028
      1    |    1   |  18 |    2   | 610028 630008
      1    |    1   |  19 |    2   | 610028 630008
      1    |    1   |  20 |    1   | 610028
      1    |    1   |  21 |    1   | 610028
      1    |    1   |  22 |    1   | 610028
      1    |    1   |  23 |    1   | 610028

#----------+--------+-----+--------+----------
#Subsystem | Sector | RoI | ROBnum | ROBids
#----------+--------+-----+--------+----------
      1    |    2   |   0 |    1   | 610008
      1    |    2   |   1 |    1   | 610008
      1    |    2   |   2 |    1   | 610008
      1    |    2   |   3 |    1   | 610008
      1    |    2   |   4 |    1   | 610008
      1    |    2   |   5 |    1   | 610008
      1    |    2   |   6 |    2   | 610008 610018
      1    |    2   |   7 |    2   | 610008 610018
      1    |    2   |   8 |    2   | 610008 610018
      1    |    2   |   9 |    2   | 610008 610018
      1    |    2   |  10 |    1   | 610018
      1    |    2   |  11 |    1   | 610018
      1    |    2   |  12 |    1   | 610018
      1    |    2   |  13 |    1   | 610018
      1    |    2   |  14 |    2   | 610018 610028
      1    |    2   |  15 |    2   | 610018 610028
      1    |    2   |  16 |    2   | 610018 610028
      1    |    2   |  17 |    2   | 610018 610028
      1    |    2   |  18 |    2   | 610028 630008
      1    |    2   |  19 |    2   | 610028 630008
      1    |    2   |  20 |    1   | 610028
      1    |    2   |  21 |    1   | 610028
      1    |    2   |  22 |    2   | 610028 630008
      1    |    2   |  23 |    2   | 610028 630008

#----------+--------+-----+--------+----------
#Subsystem | Sector | RoI | ROBnum | ROBids
#----------+--------+-----+--------+----------
      1    |    3   |   0 |    1   | 610001
      1    |    3   |   1 |    1   | 610001
      1    |    3   |   2 |    1   | 610001
      1    |    3   |   3 |    1   | 610001
      1    |    3   |   4 |    1   | 610001
      1    |    3   |   5 |    1   | 610001
      1    |    3   |   6 |    2   | 610001 610011
      1    |    3   |   7 |    2   | 610001 610011
      1    |    3   |   8 |    2   | 610001 610011
      1    |    3   |   9 |    2   | 610001 610011
      1    |    3   |  10 |    1   | 610011
      1    |    3   |  11 |    1   | 610011
      1    |    3   |  12 |    1   | 610011
      1    |    3   |  13 |    1   | 610011
      1    |    3   |  14 |    2   | 610011 610021
      1    |    3   |  15 |    2   | 610011 610021
      1    |    3   |  16 |    2   | 610011 610021
      1    |    3   |  17 |    2   | 610011 610021
      1    |    3   |  18 |    2   | 610011 610021
      1    |    3   |  19 |    2   | 610011 610021
      1    |    3   |  20 |    1   | 610021
      1    |    3   |  21 |    1   | 610021
      1    |    3   |  22 |    2   | 610021 630001
      1    |    3   |  23 |    2   | 610021 630001
      1    |    3   |  24 |    2   | 610021 630001
      1    |    3   |  25 |    2   | 610021 630001

#----------+--------+-----+--------+----------
#Subsystem | Sector | RoI | ROBnum | ROBids
#----------+--------+-----+--------+----------
      1    |    4   |   0 |    1   | 610001
      1    |    4   |   1 |    1   | 610001
      1    |    4   |   2 |    1   | 610001
      1    |    4   |   3 |    1   | 610001
      1    |    4   |   4 |    1   | 610001
      1    |    4   |   5 |    1   | 610001
      1    |    4   |   6 |    2   | 610001 610011
      1    |    4   |   7 |    2   | 610001 610011
      1    |    4   |   8 |    2   | 610001 610011
      1    |    4   |   9 |    2   | 610001 610011
      1    |    4   |  10 |    1   | 610011
      1    |    4   |  11 |    1   | 610011
      1    |    4   |  12 |    1   | 610011
      1    |    4   |  13 |    1   | 610011
      1    |    4   |  14 |    2   | 610011 610021
      1    |    4   |  15 |    2   | 610011 610021
      1    |    4   |  16 |    2   | 610011 610021
      1    |    4   |  17 |    2   | 610011 610021
      1    |    4   |  18 |    2   | 610011 610021
      1    |    4   |  19 |    2   | 610011 610021
      1    |    4   |  20 |    1   | 610021
      1    |    4   |  21 |    1   | 610021
      1    |    4   |  22 |    2   | 610021 630001
      1    |    4   |  23 |    2   | 610021 630001
      1    |    4   |  24 |    2   | 610021 630001
      1    |    4   |  25 |    2   | 610021 630001

#----------+--------+-----+--------+----------
#Subsystem | Sector | RoI | ROBnum | ROBids
#----------+--------+-----+--------+----------
      1    |    5   |   0 |    1   | 610009
      1    |    5   |   1 |    1   | 610009
      1    |    5   |   2 |    1   | 610009
      1    |    5   |   3 |    1   | 610009
      1    |    5   |   4 |    1   | 610009
      1    |    5   |   5 |    1   | 610009
      1    |    5   |   6 |    2   | 610009 610019
      1    |    5   |   7 |    2   | 610009 610019
      1    |    5   |   8 |    2   | 610009 610019
      1    |    5   |   9 |    2   | 610009 610019
      1    |    5   |  10 |    1   | 610019
      1    |    5   |  11 |    1   | 610019
      1    |    5   |  12 |    1   | 610019
      1    |    5   |  13 |    1   | 610019
      1    |    5   |  14 |    2   | 610019 610029
      1    |    5   |  15 |    2   | 610019 610029
      1    |    5   |  16 |    2   | 610019 610029
      1    |    5   |  17 |    2   | 610019 610029
      1    |    5   |  18 |    2   | 610029 630009
      1    |    5   |  19 |    2   | 610029 630009
      1    |    5   |  20 |    1   | 610029
      1    |    5   |  21 |    1   | 610029
      1    |    5   |  22 |    1   | 610029
      1    |    5   |  23 |    1   | 610029

#----------+--------+-----+--------+----------
#Subsystem | Sector | RoI | ROBnum | ROBids
#----------+--------+-----+--------+----------
      1    |    6   |   0 |    1   | 610009
      1    |    6   |   1 |    1   | 610009
      1    |    6   |   2 |    1   | 610009
      1    |    6   |   3 |    1   | 610009
      1    |    6   |   4 |    1   | 610009
      1    |    6   |   5 |    1   | 610009
      1    |    6   |   6 |    2   | 610009 610019
      1    |    6   |   7 |    2   | 610009 610019
      1    |    6   |   8 |    2   | 610009 610019
      1    |    6   |   9 |    2   | 610009 610019
      1    |    6   |  10 |    1   | 610019
      1    |    6   |  11 |    1   | 610019
      1    |    6   |  12 |    1   | 610019
      1    |    6   |  13 |    1   | 610019
      1    |    6   |  14 |    2   | 610019 610029
      1    |    6   |  15 |    2   | 610019 610029
      1    |    6   |  16 |    2   | 610019 610029
      1    |    6   |  17 |    2   | 610019 610029
      1    |    6   |  18 |    2   | 610029 630009
      1    |    6   |  19 |    2   | 610029 630009
      1    |    6   |  20 |    1   | 610029
      1    |    6   |  21 |    1   | 610029
      1    |    6   |  22 |    2   | 610029 630009
      1    |    6   |  23 |    2   | 610029 630009

#----------+--------+-----+--------+----------
#Subsystem | Sector | RoI | ROBnum | ROBids
#----------+--------+-----+--------+----------
      1    |    7   |   0 |    1   | 610002
      1    |    7   |   1 |    1   | 610002
      1    |    7   |   2 |    1   | 610002
      1    |    7   |   3 |    1   | 610002
      1    |    7   |   4 |    1   | 610002
      1    |    7   |   5 |    1   | 610002
      1    |    7   |   6 |    2   | 610002 610012
      1    |    7   |   7 |    2   | 610002 610012
      1    |    7   |   8 |    2   | 610002 610012
      1    |    7   |   9 |    2   | 610002 610012
      1    |    7   |  10 |    1   | 610012
      1    |    7   |  11 |    1   | 610012
      1    |    7   |  12 |    1   | 610012
      1    |    7   |  13 |    1   | 610012
      1    |    7   |  14 |    2   | 610012 610022
      1    |    7   |  15 |    2   | 610012 610022
      1    |    7   |  16 |    2   | 610012 610022
      1    |    7   |  17 |    2   | 610012 610022
      1    |    7   |  18 |    2   | 610012 610022
      1    |    7   |  19 |    2   | 610012 610022
      1    |    7   |  20 |    1   | 610022
      1    |    7   |  21 |    1   | 610022
      1    |    7   |  22 |    2   | 610022 630002
      1    |    7   |  23 |    2   | 610022 630002
      1    |    7   |  24 |    2   | 610022 630002
      1    |    7   |  25 |    2   | 610022 630002

#----------+--------+-----+--------+----------
#Subsystem | Sector | RoI | ROBnum | ROBids
#----------+--------+-----+--------+----------
      1    |    8   |   0 |    1   | 610002
      1    |    8   |   1 |    1   | 610002
      1    |    8   |   2 |    1   | 610002
      1    |    8   |   3 |    1   | 610002
      1    |    8   |   4 |    1   | 610002
      1    |    8   |   5 |    1   | 610002
      1    |    8   |   6 |    2   | 610002 610012
      1    |    8   |   7 |    2   | 610002 610012
      1    |    8   |   8 |    2   | 610002 610012
      1    |    8   |   9 |    2   | 610002 610012
      1    |    8   |  10 |    1   | 610012
      1    |    8   |  11 |    1   | 610012
      1    |    8   |  12 |    1   | 610012
      1    |    8   |  13 |    1   | 610012
      1    |    8   |  14 |    2   | 610012 610022
      1    |    8   |  15 |    2   | 610012 610022
      1    |    8   |  16 |    2   | 610012 610022
      1    |    8   |  17 |    2   | 610012 610022
      1    |    8   |  18 |    2   | 610012 610022
      1    |    8   |  19 |    2   | 610012 610022
      1    |    8   |  20 |    1   | 610022
      1    |    8   |  21 |    1   | 610022
      1    |    8   |  22 |    2   | 610022 630002
      1    |    8   |  23 |    2   | 610022 630002
      1    |    8   |  24 |    2   | 610022 630002
      1    |    8   |  25 |    2   | 610022 630002

#----------+--------+-----+--------+----------
#Subsystem | Sector | RoI | ROBnum | ROBids
#----------+--------+-----+--------+----------
      1    |    9   |   0 |    1   | 61000a
      1    |    9   |   1 |    1   | 61000a
      1    |    9   |   2 |    1   | 61000a
      1    |    9   |   3 |    1   | 61000a
      1    |    9   |   4 |    1   | 61000a
      1    |    9   |   5 |    1   | 61000a
      1    |    9   |   6 |    2   | 61000a 61001a
      1    |    9   |   7 |    2   | 61000a 61001a
      1    |    9   |   8 |    2   | 61000a 61001a
      1    |    9   |   9 |    2   | 61000a 61001a
      1    |    9   |  10 |    1   | 61001a
      1    |    9   |  11 |    1   | 61001a
      1    |    9   |  12 |    1   | 61001a
      1    |    9   |  13 |    1   | 61001a
      1    |    9   |  14 |    2   | 61001a 61002a
      1    |    9   |  15 |    2   | 61001a 61002a
      1    |    9   |  16 |    2   | 61001a 61002a
      1    |    9   |  17 |    2   | 61001a 61002a
      1    |    9   |  18 |    2   | 61002a 63000a
      1    |    9   |  19 |    2   | 61002a 63000a
      1    |    9   |  20 |    1   | 61002a
      1    |    9   |  21 |    1   | 61002a
      1    |    9   |  22 |    1   | 61002a
      1    |    9   |  23 |    1   | 61002a

#----------+--------+-----+--------+----------
#Subsystem | Sector | RoI | ROBnum | ROBids
#----------+--------+-----+--------+----------
      1    |   10   |   0 |    1   | 61000a
      1    |   10   |   1 |    1   | 61000a
      1    |   10   |   2 |    1   | 61000a
      1    |   10   |   3 |    1   | 61000a
      1    |   10   |   4 |    1   | 61000a
      1    |   10   |   5 |    1   | 61000a
      1    |   10   |   6 |    2   | 61000a 61001a
      1    |   10   |   7 |    2   | 61000a 61001a
      1    |   10   |   8 |    2   | 61000a 61001a
      1    |   10   |   9 |    2   | 61000a 61001a
      1    |   10   |  10 |    1   | 61001a
      1    |   10   |  11 |    1   | 61001a
      1    |   10   |  12 |    1   | 61001a
      1    |   10   |  13 |    1   | 61001a
      1    |   10   |  14 |    2   | 61001a 61002a
      1    |   10   |  15 |    2   | 61001a 61002a
      1    |   10   |  16 |    2   | 61001a 61002a
      1    |   10   |  17 |    2   | 61001a 61002a
      1    |   10   |  18 |    2   | 61002a 63000a
      1    |   10   |  19 |    2   | 61002a 63000a
      1    |   10   |  20 |    1   | 61002a
      1    |   10   |  21 |    1   | 61002a
      1    |   10   |  22 |    2   | 61002a 63000a
      1    |   10   |  23 |    2   | 61002a 63000a

#----------+--------+-----+--------+----------
#Subsystem | Sector | RoI | ROBnum | ROBids
#----------+--------+-----+--------+----------
      1    |   11   |   0 |    1   | 610003
      1    |   11   |   1 |    1   | 610003
      1    |   11   |   4 |    1   | 610003
      1    |   11   |   5 |    1   | 610003
      1    |   11   |   6 |    2   | 610003 610013
      1    |   11   |   7 |    2   | 610003 610013
      1    |   11   |   8 |    2   | 610003 610013
      1    |   11   |   9 |    2   | 610003 610013
      1    |   11   |  10 |    1   | 610013
      1    |   11   |  11 |    1   | 610013
      1    |   11   |  12 |    1   | 610013
      1    |   11   |  13 |    1   | 610013
      1    |   11   |  14 |    2   | 610013 610023
      1    |   11   |  15 |    2   | 610013 610023
      1    |   11   |  16 |    2   | 610013 610023
      1    |   11   |  17 |    2   | 610013 610023
      1    |   11   |  18 |    2   | 610013 610023
      1    |   11   |  19 |    2   | 610013 610023
      1    |   11   |  20 |    1   | 610023
      1    |   11   |  21 |    1   | 610023
      1    |   11   |  22 |    2   | 610023 630003
      1    |   11   |  23 |    2   | 610023 630003
      1    |   11   |  24 |    2   | 610023 630003
      1    |   11   |  25 |    2   | 610023 630003

#----------+--------+-----+--------+----------
#Subsystem | Sector | RoI | ROBnum | ROBids
#----------+--------+-----+--------+----------
      1    |   12   |   0 |    1   | 610003
      1    |   12   |   1 |    1   | 610003
      1    |   12   |   4 |    1   | 610003
      1    |   12   |   5 |    1   | 610003
      1    |   12   |   6 |    2   | 610003 610013
      1    |   12   |   7 |    2   | 610003 610013
      1    |   12   |   8 |    2   | 610003 610013
      1    |   12   |   9 |    2   | 610003 610013
      1    |   12   |  10 |    1   | 610013
      1    |   12   |  11 |    1   | 610013
      1    |   12   |  12 |    1   | 610013
      1    |   12   |  13 |    1   | 610013
      1    |   12   |  14 |    2   | 610013 610023
      1    |   12   |  15 |    2   | 610013 610023
      1    |   12   |  16 |    2   | 610013 610023
      1    |   12   |  17 |    2   | 610013 610023
      1    |   12   |  18 |    2   | 610013 610023
      1    |   12   |  19 |    2   | 610013 610023
      1    |   12   |  20 |    1   | 610023
      1    |   12   |  21 |    1   | 610023
      1    |   12   |  22 |    2   | 610023 630003
      1    |   12   |  23 |    2   | 610023 630003
      1    |   12   |  24 |    2   | 610023 630003
      1    |   12   |  25 |    2   | 610023 630003

#----------+--------+-----+--------+----------
#Subsystem | Sector | RoI | ROBnum | ROBids
#----------+--------+-----+--------+----------
      1    |   13   |   0 |    1   | 61000b
      1    |   13   |   1 |    1   | 61000b
      1    |   13   |   2 |    1   | 61000b
      1    |   13   |   3 |    1   | 61000b
      1    |   13   |   4 |    1   | 61000b
      1    |   13   |   5 |    1   | 61000b
      1    |   13   |   6 |    2   | 61000b 61001b
      1    |   13   |   7 |    2   | 61000b 61001b
      1    |   13   |   8 |    2   | 61000b 61001b
      1    |   13   |   9 |    2   | 61000b 61001b
      1    |   13   |  10 |    1   | 61001b
      1    |   13   |  11 |    1   | 61001b
      1    |   13   |  12 |    1   | 61001b
      1    |   13   |  13 |    1   | 61001b
      1    |   13   |  14 |    2   | 61001b 61002b
      1    |   13   |  15 |    2   | 61001b 61002b
