# Roi/ROB map file for the RPC system

type: ATLAS
maxSubsystem:   2
maxLogicSector: 32
maxRoI:         28

#----------+--------+-----+--------+----------
#Subsystem | Sector | RoI | ROBnum | ROBids
#----------+--------+-----+--------+----------
      1    |   13   |  16 |    2   | 61001b 61002b
      1    |   13   |  17 |    2   | 61001b 61002b
      1    |   13   |  18 |    2   | 61002b 63000b
      1    |   13   |  19 |    2   | 61002b 63000b
      1    |   13   |  20 |    2   | 61001b 61002b
      1    |   13   |  21 |    2   | 61001b 61002b
      1    |   13   |  22 |    1   | 61002b
      1    |   13   |  23 |    1   | 61002b

#----------+--------+-----+--------+----------
#Subsystem | Sector | RoI | ROBnum | ROBids
#----------+--------+-----+--------+----------
      1    |   14   |   0 |    1   | 61000b
      1    |   14   |   1 |    1   | 61000b
      1    |   14   |   2 |    1   | 61000b
      1    |   14   |   3 |    1   | 61000b
      1    |   14   |   4 |    1   | 61000b
      1    |   14   |   5 |    1   | 61000b
      1    |   14   |   6 |    2   | 61000b 61001b
      1    |   14   |   7 |    2   | 61000b 61001b
      1    |   14   |   8 |    2   | 61000b 61001b
      1    |   14   |   9 |    2   | 61000b 61001b
      1    |   14   |  10 |    1   | 61001b
      1    |   14   |  11 |    1   | 61001b
      1    |   14   |  12 |    1   | 61001b
      1    |   14   |  13 |    1   | 61001b
      1    |   14   |  14 |    2   | 61001b 61002b
      1    |   14   |  15 |    2   | 61001b 61002b
      1    |   14   |  16 |    2   | 61001b 61002b
      1    |   14   |  17 |    2   | 61001b 61002b
      1    |   14   |  18 |    2   | 61002b 63000b
      1    |   14   |  19 |    2   | 61002b 63000b
      1    |   14   |  20 |    2   | 61001b 61002b
      1    |   14   |  21 |    2   | 61001b 61002b
      1    |   14   |  22 |    2   | 61002b 63000b
      1    |   14   |  23 |    2   | 61002b 63000b

#----------+--------+-----+--------+----------
#Subsystem | Sector | RoI | ROBnum | ROBids
#----------+--------+-----+--------+----------
      1    |   15   |   0 |    1   | 610004
      1    |   15   |   1 |    1   | 610004
      1    |   15   |   4 |    1   | 610004
      1    |   15   |   5 |    1   | 610004
      1    |   15   |   6 |    2   | 610004 610014
      1    |   15   |   7 |    2   | 610004 610014
      1    |   15   |   8 |    2   | 610004 610014
      1    |   15   |   9 |    2   | 610004 610014
      1    |   15   |  10 |    1   | 610014
      1    |   15   |  11 |    1   | 610014
      1    |   15   |  12 |    1   | 610014
      1    |   15   |  13 |    1   | 610014
      1    |   15   |  14 |    2   | 610014 610024
      1    |   15   |  15 |    2   | 610014 610024
      1    |   15   |  16 |    2   | 610014 610024
      1    |   15   |  17 |    2   | 610014 610024
      1    |   15   |  18 |    2   | 610014 610024
      1    |   15   |  19 |    2   | 610014 610024
      1    |   15   |  20 |    1   | 610024
      1    |   15   |  21 |    1   | 610024
      1    |   15   |  22 |    2   | 610024 630004
      1    |   15   |  23 |    2   | 610024 630004
      1    |   15   |  24 |    2   | 610024 630004
      1    |   15   |  25 |    2   | 610024 630004

#----------+--------+-----+--------+----------
#Subsystem | Sector | RoI | ROBnum | ROBids
#----------+--------+-----+--------+----------
      1    |   16   |   0 |    1   | 610004
      1    |   16   |   1 |    1   | 610004
      1    |   16   |   4 |    1   | 610004
      1    |   16   |   5 |    1   | 610004
      1    |   16   |   6 |    2   | 610004 610014
      1    |   16   |   7 |    2   | 610004 610014
      1    |   16   |   8 |    2   | 610004 610014
      1    |   16   |   9 |    2   | 610004 610014
      1    |   16   |  10 |    1   | 610014
      1    |   16   |  11 |    1   | 610014
      1    |   16   |  12 |    1   | 610014
      1    |   16   |  13 |    1   | 610014
      1    |   16   |  14 |    2   | 610014 610024
      1    |   16   |  15 |    2   | 610014 610024
      1    |   16   |  16 |    2   | 610014 610024
      1    |   16   |  17 |    2   | 610014 610024
      1    |   16   |  18 |    2   | 610014 610024
      1    |   16   |  19 |    2   | 610014 610024
      1    |   16   |  20 |    1   | 610024
      1    |   16   |  21 |    1   | 610024
      1    |   16   |  22 |    2   | 610024 630004
      1    |   16   |  23 |    2   | 610024 630004
      1    |   16   |  24 |    2   | 610024 630004
      1    |   16   |  25 |    2   | 610024 630004

#----------+--------+-----+--------+----------
#Subsystem | Sector | RoI | ROBnum | ROBids
#----------+--------+-----+--------+----------
      1    |   17   |   0 |    1   | 61000c
      1    |   17   |   1 |    1   | 61000c
      1    |   17   |   2 |    1   | 61000c
      1    |   17   |   3 |    1   | 61000c
      1    |   17   |   4 |    1   | 61000c
      1    |   17   |   5 |    1   | 61000c
      1    |   17   |   6 |    2   | 61000c 61001c
      1    |   17   |   7 |    2   | 61000c 61001c
      1    |   17   |   8 |    2   | 61000c 61001c
      1    |   17   |   9 |    2   | 61000c 61001c
      1    |   17   |  10 |    1   | 61001c
      1    |   17   |  11 |    1   | 61001c
      1    |   17   |  12 |    1   | 61001c
      1    |   17   |  13 |    1   | 61001c
      1    |   17   |  14 |    2   | 61001c 61002c
      1    |   17   |  15 |    2   | 61001c 61002c
      1    |   17   |  16 |    2   | 61001c 61002c
      1    |   17   |  17 |    2   | 61001c 61002c
      1    |   17   |  18 |    2   | 61002c 63000c
      1    |   17   |  19 |    2   | 61002c 63000c
      1    |   17   |  20 |    2   | 61001c 61002c
      1    |   17   |  21 |    2   | 61001c 61002c
      1    |   17   |  22 |    1   | 61002c
      1    |   17   |  23 |    1   | 61002c

#----------+--------+-----+--------+----------
#Subsystem | Sector | RoI | ROBnum | ROBids
#----------+--------+-----+--------+----------
      1    |   18   |   0 |    1   | 61000c
      1    |   18   |   1 |    1   | 61000c
      1    |   18   |   2 |    1   | 61000c
      1    |   18   |   3 |    1   | 61000c
      1    |   18   |   4 |    1   | 61000c
      1    |   18   |   5 |    1   | 61000c
      1    |   18   |   6 |    2   | 61000c 61001c
      1    |   18   |   7 |    2   | 61000c 61001c
      1    |   18   |   8 |    2   | 61000c 61001c
      1    |   18   |   9 |    2   | 61000c 61001c
      1    |   18   |  10 |    1   | 61001c
      1    |   18   |  11 |    1   | 61001c
      1    |   18   |  12 |    1   | 61001c
      1    |   18   |  13 |    1   | 61001c
      1    |   18   |  14 |    2   | 61001c 61002c
      1    |   18   |  15 |    2   | 61001c 61002c
      1    |   18   |  16 |    2   | 61001c 61002c
      1    |   18   |  17 |    2   | 61001c 61002c
      1    |   18   |  18 |    2   | 61002c 63000c
      1    |   18   |  19 |    2   | 61002c 63000c
      1    |   18   |  20 |    2   | 61001c 61002c
      1    |   18   |  21 |    2   | 61001c 61002c
      1    |   18   |  22 |    2   | 61002c 63000c
      1    |   18   |  23 |    2   | 61002c 63000c

#----------+--------+-----+--------+----------
#Subsystem | Sector | RoI | ROBnum | ROBids
#----------+--------+-----+--------+----------
      1    |   19   |   0 |    1   | 610005
      1    |   19   |   1 |    1   | 610005
      1    |   19   |   2 |    2   | 610005 610030
      1    |   19   |   3 |    2   | 610005 610030
      1    |   19   |   4 |    2   | 610005 610030
      1    |   19   |   5 |    2   | 610005 610030
      1    |   19   |   6 |    3   | 610005 610015 610030
      1    |   19   |   7 |    3   | 610005 610015 610030
      1    |   19   |   8 |    3   | 610005 610015 610030
      1    |   19   |   9 |    3   | 610005 610015 610030
      1    |   19   |  10 |    2   | 610015 610030
      1    |   19   |  11 |    2   | 610015 610030
      1    |   19   |  12 |    2   | 610015 610030
      1    |   19   |  13 |    2   | 610015 610030
      1    |   19   |  14 |    3   | 610015 610025 610030
      1    |   19   |  15 |    3   | 610015 610025 610030
      1    |   19   |  16 |    3   | 610015 610025 610030
      1    |   19   |  17 |    3   | 610015 610025 610030
      1    |   19   |  18 |    3   | 610015 610025 610030
      1    |   19   |  19 |    3   | 610015 610025 610030
      1    |   19   |  20 |    2   | 610025 610030
      1    |   19   |  21 |    2   | 610025 610030
      1    |   19   |  22 |    3   | 610025 610030 630005
      1    |   19   |  23 |    3   | 610025 610030 630005
      1    |   19   |  24 |    3   | 610025 610030 630005
      1    |   19   |  25 |    3   | 610025 610030 630005

#----------+--------+-----+--------+----------
#Subsystem | Sector | RoI | ROBnum | ROBids
#----------+--------+-----+--------+----------
      1    |   20   |   0 |    2   | 610005 610030
      1    |   20   |   1 |    2   | 610005 610030
      1    |   20   |   2 |    2   | 610005 610030
      1    |   20   |   3 |    2   | 610005 610030
      1    |   20   |   4 |    2   | 610005 610030
      1    |   20   |   5 |    2   | 610005 610030
      1    |   20   |   6 |    3   | 610005 610015 610030
      1    |   20   |   7 |    3   | 610005 610015 610030
      1    |   20   |   8 |    3   | 610005 610015 610030
      1    |   20   |   9 |    3   | 610005 610015 610030
      1    |   20   |  10 |    2   | 610015 610030
      1    |   20   |  11 |    2   | 610015 610030
      1    |   20   |  12 |    2   | 610015 610030
      1    |   20   |  13 |    2   | 610015 610030
      1    |   20   |  14 |    3   | 610015 610025 610030
      1    |   20   |  15 |    3   | 610015 610025 610030
      1    |   20   |  16 |    3   | 610015 610025 610030
      1    |   20   |  17 |    3   | 610015 610025 610030
      1    |   20   |  18 |    3   | 610015 610025 610030
      1    |   20   |  19 |    3   | 610015 610025 610030
      1    |   20   |  20 |    2   | 610025 610030
      1    |   20   |  21 |    2   | 610025 610030
      1    |   20   |  22 |    3   | 610025 610030 630005
      1    |   20   |  23 |    3   | 610025 610030 630005
      1    |   20   |  24 |    3   | 610025 610030 630005
      1    |   20   |  25 |    3   | 610025 610030 630005

#----------+--------+-----+--------+----------
#Subsystem | Sector | RoI | ROBnum | ROBids
#----------+--------+-----+--------+----------
      1    |   21   |   0 |    1   | 61000d
      1    |   21   |   1 |    1   | 61000d
      1    |   21   |   2 |    1   | 61000d
      1    |   21   |   3 |    1   | 61000d
      1    |   21   |   4 |    1   | 61000d
      1    |   21   |   5 |    1   | 61000d
      1    |   21   |   6 |    2   | 61000d 61001d
      1    |   21   |   7 |    2   | 61000d 61001d
      1    |   21   |   8 |    2   | 61000d 61001d
      1    |   21   |   9 |    2   | 61000d 61001d
      1    |   21   |  10 |    1   | 61001d
      1    |   21   |  11 |    1   | 61001d
      1    |   21   |  12 |    2   | 61001d 61002d
      1    |   21   |  13 |    2   | 61001d 61002d
      1    |   21   |  14 |    2   | 61001d 61002d
      1    |   21   |  15 |    2   | 61001d 61002d
      1    |   21   |  16 |    2   | 61002d 63000d
      1    |   21   |  17 |    2   | 61002d 63000d

#----------+--------+-----+--------+----------
#Subsystem | Sector | RoI | ROBnum | ROBids
#----------+--------+-----+--------+----------
      1    |   22   |   0 |    1   | 61000d
      1    |   22   |   1 |    1   | 61000d
      1    |   22   |   2 |    1   | 61000d
      1    |   22   |   3 |    1   | 61000d
      1    |   22   |   4 |    1   | 61000d
      1    |   22   |   5 |    1   | 61000d
      1    |   22   |   6 |    2   | 61000d 61001d
      1    |   22   |   7 |    2   | 61000d 61001d
      1    |   22   |   8 |    2   | 61000d 61001d
      1    |   22   |   9 |    2   | 61000d 61001d
      1    |   22   |  10 |    1   | 61001d
      1    |   22   |  11 |    1   | 61001d
      1    |   22   |  12 |    2   | 61001d 61002d
      1    |   22   |  13 |    2   | 61001d 61002d
      1    |   22   |  14 |    2   | 61001d 61002d
      1    |   22   |  15 |    2   | 61001d 61002d
      1    |   22   |  16 |    2   | 61002d 63000d
      1    |   22   |  17 |    2   | 61002d 63000d

#----------+--------+-----+--------+----------
#Subsystem | Sector | RoI | ROBnum | ROBids
#----------+--------+-----+--------+----------
      1    |   23   |   0 |    1   | 610006
      1    |   23   |   1 |    1   | 610006
      1    |   23   |   2 |    1   | 610006
      1    |   23   |   3 |    1   | 610006
      1    |   23   |   4 |    2   | 610006 610016
      1    |   23   |   5 |    2   | 610006 610016
      1    |   23   |   6 |    2   | 610006 610016
      1    |   23   |   7 |    2   | 610006 610016
      1    |   23   |   8 |    2   | 610006 610016
      1    |   23   |   9 |    2   | 610006 610016
      1    |   23   |  10 |    1   | 610016
      1    |   23   |  11 |    1   | 610016
      1    |   23   |  12 |    2   | 610016 610026
      1    |   23   |  13 |    2   | 610016 610026
      1    |   23   |  14 |    2   | 610016 610026
      1    |   23   |  15 |    2   | 610016 610026
      1    |   23   |  16 |    1   | 610026
      1    |   23   |  17 |    1   | 610026
      1    |   23   |  18 |    2   | 610026 630006
      1    |   23   |  19 |    2   | 610026 630006
      1    |   23   |  20 |    2   | 610026 630006
      1    |   23   |  21 |    2   | 610026 630006

#----------+--------+-----+--------+----------
#Subsystem | Sector | RoI | ROBnum | ROBids
#----------+--------+-----+--------+----------
      1    |   24   |   0 |    1   | 610006
      1    |   24   |   1 |    1   | 610006
      1    |   24   |   2 |    1   | 610006
      1    |   24   |   3 |    1   | 610006
      1    |   24   |   4 |    2   | 610006 610016
      1    |   24   |   5 |    2   | 610006 610016
      1    |   24   |   6 |    2   | 610006 610016
      1    |   24   |   7 |    2   | 610006 610016
      1    |   24   |   8 |    2   | 610006 610016
      1    |   24   |   9 |    2   | 610006 610016
      1    |   24   |  10 |    1   | 610016
      1    |   24   |  11 |    1   | 610016
      1    |   24   |  12 |    2   | 610016 610026
      1    |   24   |  13 |    2   | 610016 610026
      1    |   24   |  14 |    1   | 610026
      1    |   24   |  15 |    1   | 610026
      1    |   24   |  16 |    1   | 610026
      1    |   24   |  17 |    1   | 610026
      1    |   24   |  18 |    2   | 610026 630006
      1    |   24   |  19 |    2   | 610026 630006
      1    |   24   |  20 |    2   | 610026 630006
      1    |   24   |  21 |    2   | 610026 630006

#----------+--------+-----+--------+----------
#Subsystem | Sector | RoI | ROBnum | ROBids
#----------+--------+-----+--------+----------
      1    |   25   |   0 |    1   | 61000e
      1    |   25   |   1 |    1   | 61000e
      1    |   25   |   2 |    1   | 61000e
      1    |   25   |   3 |    1   | 61000e
      1    |   25   |   4 |    1   | 61000e
      1    |   25   |   5 |    1   | 61000e
      1    |   25   |   6 |    2   | 61000e 61001e
      1    |   25   |   7 |    2   | 61000e 61001e
      1    |   25   |   8 |    2   | 61000e 61001e
      1    |   25   |   9 |    2   | 61000e 61001e
      1    |   25   |  10 |    1   | 61001e
      1    |   25   |  11 |    1   | 61001e
      1    |   25   |  12 |    2   | 61001e 61002e
      1    |   25   |  13 |    2   | 61001e 61002e
      1    |   25   |  14 |    2   | 61001e 61002e
      1    |   25   |  15 |    2   | 61001e 61002e
      1    |   25   |  16 |    2   | 61002e 63000e
      1    |   25   |  17 |    2   | 61002e 63000e

#----------+--------+-----+--------+----------
#Subsystem | Sector | RoI | ROBnum | ROBids
#----------+--------+-----+--------+----------
      1    |   26   |   0 |    1   | 61000e
      1    |   26   |   1 |    1   | 61000e
      1    |   26   |   2 |    1   | 61000e
      1    |   26   |   3 |    1   | 61000e
      1    |   26   |   4 |    1   | 61000e
      1    |   26   |   5 |    1   | 61000e
      1    |   26   |   6 |    2   | 61000e 61001e
      1    |   26   |   7 |    2   | 61000e 61001e
      1    |   26   |   8 |    2   | 61000e 61001e
      1    |   26   |   9 |    2   | 61000e 61001e
      1    |   26   |  10 |    1   | 61001e
      1    |   26   |  11 |    1   | 61001e
      1    |   26   |  12 |    2   | 61001e 61002e
      1    |   26   |  13 |    2   | 61001e 61002e
      1    |   26   |  14 |    2   | 61001e 61002e
      1    |   26   |  15 |    2   | 61001e 61002e
      1    |   26   |  16 |    2   | 61002e 63000e
      1    |   26   |  17 |    2   | 61002e 63000e

#----------+--------+-----+--------+----------
#Subsystem | Sector | RoI | ROBnum | ROBids
#----------+--------+-----+--------+----------
      1    |   27   |   0 |    1   | 610007
      1    |   27   |   1 |    1   | 610007
      1    |   27   |   2 |    2   | 610007 610031
      1    |   27   |   3 |    2   | 610007 610031
      1    |   27   |   4 |    2   | 610007 610031
      1    |   27   |   5 |    2   | 610007 610031
      1    |   27   |   6 |    3   | 610007 610017 610031
      1    |   27   |   7 |    3   | 610007 610017 610031
      1    |   27   |   8 |    3   | 610007 610017 610031
      1    |   27   |   9 |    3   | 610007 610017 610031
      1    |   27   |  10 |    2   | 610017 610031
      1    |   27   |  11 |    2   | 610017 610031
      1    |   27   |  12 |    2   | 610017 610031
      1    |   27   |  13 |    2   | 610017 610031
      1    |   27   |  14 |    3   | 610017 610027 610031
      1    |   27   |  15 |    3   | 610017 610027 610031
      1    |   27   |  16 |    3   | 610017 610027 610031
      1    |   27   |  17 |    3   | 610017 610027 610031
      1    |   27   |  18 |    3   | 610017 610027 610031
      1    |   27   |  19 |    3   | 610017 610027 610031
      1    |   27   |  20 |    2   | 610027 610031
      1    |   27   |  21 |    2   | 610027 610031
      1    |   27   |  22 |    3   | 610027 610031 630007
      1    |   27   |  23 |    3   | 610027 610031 630007
      1    |   27   |  24 |    3   | 610027 610031 630007
      1    |   27   |  25 |    3   | 610027 610031 630007

#----------+--------+-----+--------+----------
#Subsystem | Sector | RoI | ROBnum | ROBids
#----------+--------+-----+--------+----------
      1    |   28   |   0 |    2   | 610007 610031
      1    |   28   |   1 |    2   | 610007 610031
      1    |   28   |   2 |    2   | 610007 610031
      1    |   28   |   3 |    2   | 610007 610031
      1    |   28   |   4 |    2   | 610007 610031
      1    |   28   |   5 |    2   | 610007 610031
      1    |   28   |   6 |    3   | 610007 610017 610031
      1    |   28   |   7 |    3   | 610007 610017 610031
      1    |   28   |   8 |    3   | 610007 610017 610031
      1    |   28   |   9 |    3   | 610007 610017 610031
      1    |   28   |  10 |    2   | 610017 610031
      1    |   28   |  11 |    2   | 610017 610031
      1    |   28   |  12 |    2   | 610017 610031
      1    |   28   |  13 |    2   | 610017 610031
      1    |   28   |  14 |    3   | 610017 610027 610031
      1    |   28   |  15 |    3   | 610017 610027 610031
      1    |   28   |  16 |    3   | 610017 610027 610031
      1    |   28   |  17 |    3   | 610017 610027 610031
      1    |   28   |  18 |    3   | 610017 610027 610031
      1    |   28   |  19 |    3   | 610017 610027 610031
      1    |   28   |  20 |    2   | 610027 610031
      1    |   28   |  21 |    2   | 610027 610031
      1    |   28   |  22 |    3   | 610027 610031 630007
      1    |   28   |  23 |    3   | 610027 610031 630007
      1    |   28   |  24 |    3   | 610027 610031 630007
      1    |   28   |  25 |    3   | 610027 610031 630007

#----------+--------+-----+--------+----------
#Subsystem | Sector | RoI | ROBnum | ROBids
#----------+--------+-----+--------+----------
      1    |   29   |   0 |    1   | 61000f
      1    |   29   |   1 |    1   | 61000f
      1    |   29   |   2 |    1   | 61000f
      1    |   29   |   3 |    1   | 61000f
      1    |   29   |   4 |    1   | 61000f
      1    |   29   |   5 |    1   | 61000f
      1    |   29   |   6 |    2   | 61000f 61001f
      1    |   29   |   7 |    2   | 61000f 61001f
      1    |   29   |   8 |    2   | 61000f 61001f
      1    |   29   |   9 |    2   | 61000f 61001f
      1    |   29   |  10 |    1   | 61001f
      1    |   29   |  11 |    1   | 61001f
      1    |   29   |  12 |    1   | 61001f
      1    |   29   |  13 |    1   | 61001f
      1    |   29   |  14 |    2   | 61001f 61002f
      1    |   29   |  15 |    2   | 61001f 61002f
      1    |   29   |  16 |    2   | 61001f 61002f
      1    |   29   |  17 |    2   | 61001f 61002f
      1    |   29   |  18 |    2   | 61002f 63000f
      1    |   29   |  19 |    2   | 61002f 63000f
      1    |   29   |  20 |    2   | 61001f 61002f
      1    |   29   |  21 |    2   | 61001f 61002f
      1    |   29   |  22 |    1   | 61002f
      1    |   29   |  23 |    1   | 61002f

#----------+--------+-----+--------+----------
#Subsystem | Sector | RoI | ROBnum | ROBids
#----------+--------+-----+--------+----------
      1    |   30   |   0 |    1   | 61000f
      1    |   30   |   1 |    1   | 61000f
      1    |   30   |   2 |    1   | 61000f
      1    |   30   |   3 |    1   | 61000f
      1    |   30   |   4 |    1   | 61000f
      1    |   30   |   5 |    1   | 61000f
      1    |   30   |   6 |    2   | 61000f 61001f
      1    |   30   |   7 |    2   | 61000f 61001f
      1    |   30   |   8 |    2   | 61000f 61001f
      1    |   30   |   9 |    2   | 61000f 61001f
      1    |   30   |  10 |    1   | 61001f
      1    |   30   |  11 |    1   | 61001f
      1    |   30   |  12 |    1   | 61001f
      1    |   30   |  13 |    1   | 61001f
      1    |   30   |  14 |    2   | 61001f 61002f
      1    |   30   |  15 |    2   | 61001f 61002f
      1    |   30   |  16 |    2   | 61001f 61002f
      1    |   30   |  17 |    2   | 61001f 61002f
      1    |   30   |  18 |    2   | 61002f 63000f
      1    |   30   |  19 |    2   | 61002f 63000f
      1    |   30   |  20 |    2   | 61001f 61002f
      1    |   30   |  21 |    2   | 61001f 61002f
      1    |   30   |  22 |    2   | 61002f 63000f
      1    |   30   |  23 |    2   | 61002f 63000f

#----------+--------+-----+--------+----------
#Subsystem | Sector | RoI | ROBnum | ROBids
#----------+--------+-----+--------+----------
      1    |   31   |   0 |    1   | 610000
      1    |   31   |   1 |    1   | 610000
      1    |   31   |   2 |    1   | 610000
      1    |   31   |   3 |    1   | 610000
      1    |   31   |   4 |    1   | 610000
      1    |   31   |   5 |    1   | 610000
      1    |   31   |   6 |    2   | 610000 610010
      1    |   31   |   7 |    2   | 610000 610010
      1    |   31   |   8 |    2   | 610000 610010
      1    |   31   |   9 |    2   | 610000 610010
      1    |   31   |  10 |    1   | 610010
      1    |   31   |  11 |    1   | 610010
      1    |   31   |  12 |    1   | 610010
      1    |   31   |  13 |    1   | 610010
      1    |   31   |  14 |    2   | 610010 610020
      1    |   31   |  15 |    2   | 610010 610020
      1    |   31   |  16 |    2   | 610010 610020
      1    |   31   |  17 |    2   | 610010 610020
      1    |   31   |  18 |    2   | 610010 610020
      1    |   31   |  19 |    2   | 610010 610020
      1    |   31   |  20 |    1   | 610020
      1    |   31   |  21 |    1   | 610020
      1    |   31   |  22 |    2   | 610020 630000
      1    |   31   |  23 |    2   | 610020 630000
      1    |   31   |  24 |    2   | 610020 630000
      1    |   31   |  25 |    2   | 610020 630000
