   0   0
-1.0700 1.0700 -.2270  .2270  30  30
  95.5389  -1.1343  92.8804  -1.2025  87.3521  -1.3621  85.3773  -1.3438  82.8965  -1.4696  82.2864  -1.3594  79.6930  -1.3911  81.8034  -1.2165  78.7071  -1.3611  76.6764  -1.4300  75.5991  -1.4884  76.0370  -1.3510  73.7358  -1.4689  73.7734  -1.4818  73.4744  -1.4552  79.3333  -1.0840  75.6534  -1.3169  76.5776  -1.3018  73.4484  -1.5111  76.4878  -1.4076  77.0707  -1.3663  77.6714  -1.4126  78.6093  -1.4168  77.5410  -1.5147  80.6797  -1.2469  86.3267  -1.2116  86.5287  -1.2968  87.3735  -1.3643  91.1460  -1.2723  94.2639  -1.2119
  93.2513   -.8763  91.4783   -.8709  89.0423   -.9035  87.0366   -.8921  83.7822  -1.0350  82.3612   -.9627  80.5636  -1.0299  80.2604  -1.0089  77.6478  -1.1074  77.2028  -1.0427  75.5093  -1.1480  75.7416  -1.0593  72.7290  -1.2378  74.2781  -1.1235  72.7101  -1.1826  73.6510  -1.1026  73.1615  -1.1645  73.7542  -1.1237  75.1073  -1.1004  76.0175  -1.0923  77.2239  -1.0458  77.0217  -1.1294  79.6600   -.9625  79.9628  -1.0074  81.1617   -.8569  85.0404   -.9349  88.2913   -.7716  87.2625   -.9707  91.4547   -.8172  94.7111   -.7539
  85.5810   -.8452  83.8507   -.9222  79.9988   -.9814  79.8325   -.8862  77.1606   -.9997  75.8100   -.9065  74.1920   -.9699  73.2970  -1.0062  71.1145  -1.0871  70.8334  -1.0392  69.7102  -1.0905  69.8296   -.9925  68.7697  -1.0226  69.0448  -1.0405  68.3146  -1.0453  68.5858  -1.0098  69.2011   -.9998  68.6976  -1.0021  69.4075  -1.0221  70.1096  -1.0531  70.5970  -1.0295  71.3103  -1.0175  72.8900   -.9552  74.1090   -.9646  74.9019   -.7574  77.3447   -.9603  79.3530   -.8489  80.4065   -.9207  82.0515   -.9533  85.8920   -.8614
  77.4471  -1.2511  75.4125  -1.2823  71.6165  -1.3590  72.1308  -1.2665  69.9222  -1.3502  67.0696  -1.3728  67.9208  -1.2275  65.5961  -1.3825  64.2199  -1.4510  64.5416  -1.3472  62.9124  -1.4105  61.3649  -1.4851  62.0778  -1.4244  61.9914  -1.4160  61.0534  -1.4603  61.1398  -1.4199  62.0598  -1.3979  62.0626  -1.3117  62.9866  -1.3117  62.4988  -1.4883  64.1029  -1.2833  64.8550  -1.2981  66.0325  -1.2835  66.3829  -1.3106  66.8256  -1.1811  70.9532  -1.2364  72.8177  -1.1602  74.2629  -1.1740  74.9969  -1.2247  78.3679  -1.1299
  69.7997  -1.5066  69.2318  -1.3384  66.3787  -1.2665  67.2887  -1.1683  65.4923  -1.2208  63.6185  -1.2597  63.7587  -1.1959  61.0710  -1.3394  59.6300  -1.3350  59.6377  -1.2883  58.9311  -1.3916  58.9753  -1.3639  57.2799  -1.4746  58.1443  -1.4049  57.4193  -1.3362  57.3238  -1.3375  57.6337  -1.3308  57.6025  -1.3585  58.7489  -1.2686  59.8943  -1.1943  60.0632  -1.1518  60.7384  -1.1898  62.1194  -1.2526  62.4794  -1.2665  63.4090  -1.0785  65.7594  -1.1801  66.3422  -1.2143  66.9502  -1.2530  68.8213  -1.3817  71.9730  -1.2940
  64.7929  -2.0124  63.7025  -1.8203  60.8977  -1.8328  60.7142  -1.7876  60.4545  -1.8381  58.6938  -1.9322  57.7874  -1.9394  55.7938  -1.8788  54.3675  -1.7849  54.9158  -1.7175  54.2597  -1.8807  53.6451  -1.9670  54.2713  -1.8728  53.1384  -1.7962  52.9794  -1.6372  52.4618  -1.7731  51.3445  -1.9929  53.6686  -1.9466  54.0749  -1.8509  55.4020  -1.6332  52.9999  -1.8107  54.4279  -1.8139  56.2076  -1.8994  57.8912  -1.9026  57.2897  -1.7595  60.2325  -1.7372  62.5394  -1.5776  61.8941  -1.7815  63.4502  -1.8980  67.0956  -1.8324
  63.1147  -1.8234  59.9908  -1.9555  57.9244  -1.9891  56.3756  -2.0708  55.8126  -2.0017  53.0235  -2.0700  52.5588  -2.0783  53.5426  -1.9152  51.5575  -2.0043  52.6229  -1.8512  50.4535  -2.0056  49.1422  -2.0483  50.6678  -1.9460  50.4949  -1.9784  49.2187  -2.0021  49.0880  -2.0559  49.6177  -2.0134  49.9412  -1.9356  49.5483  -2.0598  51.6001  -1.9603  51.0168  -1.9942  50.5049  -2.0714  52.6385  -1.9576  52.8651  -2.0088  53.0567  -1.9029  56.1884  -1.9547  58.5560  -1.8107  58.8496  -1.9355  60.4470  -1.9244  63.4833  -1.7697
  56.3157  -2.0966  54.2187  -2.1616  53.7212  -2.0613  53.1421  -2.0690  53.7888  -1.9060  49.7092  -2.0885  48.3290  -2.1738  48.0617  -2.1627  47.6497  -2.1380  47.2955  -2.1424  45.6707  -2.2000  45.0712  -2.1797  45.8470  -2.1581  45.4731  -2.1997  45.7760  -2.0466  46.9167  -2.0133  46.0954  -2.0439  44.8598  -2.1673  45.4310  -2.1966  47.4402  -2.0350  46.1518  -2.1148  48.1270  -2.1021  47.2369  -2.1796  49.4813  -2.0312  49.9801  -1.9622  50.9737  -2.1537  52.7285  -2.0617  54.4938  -2.0001  56.0306  -1.9977  56.5308  -2.0716
  56.5861  -1.9824  53.1846  -2.1206  50.9630  -2.1022  50.5110  -2.0535  48.4641  -2.1410  48.5080  -2.0699  46.5831  -2.2194  46.0412  -2.1780  45.9648  -2.0797  44.7115  -2.1493  43.7364  -2.2317  42.6263  -2.2164  44.6992  -2.0195  42.8182  -2.2590  42.8743  -2.1696  41.8950  -2.3101  43.7970  -2.0694  43.9321  -2.1151  43.5156  -2.2047  43.8879  -2.2389  45.5341  -2.0600  44.8451  -2.0844  47.1172  -2.0418  47.0245  -2.0342  47.6892  -1.9260  46.3647  -2.3373  51.1047  -1.9635  51.8960  -2.0224  51.6554  -2.1483  54.2279  -2.0252
  49.7189  -2.4085  47.0596  -2.4262  46.4611  -2.3693  45.9607  -2.3480  45.0237  -2.3160  43.7366  -2.3901  43.9879  -2.2956  42.2063  -2.3393  40.3869  -2.4384  40.5820  -2.3875  40.5029  -2.3589  39.6125  -2.3674  40.3771  -2.3432  39.5343  -2.3680  39.8333  -2.3126  37.8992  -2.5235  40.4129  -2.2972  39.5141  -2.4369  38.9804  -2.4864  40.3673  -2.4672  40.6666  -2.3747  41.6672  -2.3221  42.4523  -2.3510  42.8822  -2.3097  42.2736  -2.3180  44.7801  -2.3551  46.1631  -2.3189  46.7152  -2.3423  48.0215  -2.3210  49.7892  -2.2689
