   icalo   isamp   ireg     ieta      ua/DAC   MeV/uA    Atten    uA/DAC     MeV/uA (last two with attenuation corrections)
       1       1       0      56    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0      57    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0      58    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0      59    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0      60    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0      61    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0      62    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0      63    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0      64    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0      65    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0      66    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0      67    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0      68    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0      69    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0      70    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0      71    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0      72    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0      73    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0      74    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0      75    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0      76    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0      77    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0      78    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0      79    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0      80    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0      81    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0      82    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0      83    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0      84    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0      85    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0      86    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0      87    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0      88    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0      89    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0      90    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0      91    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0      92    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0      93    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0      94    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0      95    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0      96    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0      97    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0      98    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0      99    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     100    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     101    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     102    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     103    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     104    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     105    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     106    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     107    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     108    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     109    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     110    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     111    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     112    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     113    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     114    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     115    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     116    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     117    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     118    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     119    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     120    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     121    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     122    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     123    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     124    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     125    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     126    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     127    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     128    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     129    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     130    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     131    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     132    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     133    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     134    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     135    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     136    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     137    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     138    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     139    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     140    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     141    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     142    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     143    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     144    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     145    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     146    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     147    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     148    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     149    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     150    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     151    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     152    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     153    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     154    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     155    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     156    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     157    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     158    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     159    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     160    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     161    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     162    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     163    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     164    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     165    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     166    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     167    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     168    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     169    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     170    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     171    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     172    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     173    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     174    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     175    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     176    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     177    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     178    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     179    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     180    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     181    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     182    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     183    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     184    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     185    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     186    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     187    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     188    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     189    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     190    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     191    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     192    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     193    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     194    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     195    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     196    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     197    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     198    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     199    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     200    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     201    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     202    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     203    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     204    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     205    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     206    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     207    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     208    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     209    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     210    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     211    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     212    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     213    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     214    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     215    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     216    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     217    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     218    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     219    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     220    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     221    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     222    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     223    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     224    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     225    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     226    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     227    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     228    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     229    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     230    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     231    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     232    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     233    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     234    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     235    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     236    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     237    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     238    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     239    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     240    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     241    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     242    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     243    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     244    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     245    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     246    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     247    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     248    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     249    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     250    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     251    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     252    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     253    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     254    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     255    0.025506   357.70    0.9781  0.024947    363.89
       1       1       0     256    0.025506   308.30    0.9781  0.024947    313.63
       1       1       0     257    0.025506   308.30    0.9781  0.024947    313.63
       1       1       0     258    0.025506   308.30    0.9781  0.024947    313.63
       1       1       0     259    0.025506   308.30    0.9781  0.024947    313.63
       1       1       0     260    0.025506   308.30    0.9781  0.024947    313.63
       1       1       0     261    0.025506   308.30    0.9781  0.024947    313.63
       1       1       0     262    0.025506   308.30    0.9781  0.024947    313.63
       1       1       0     263    0.025506   308.30    0.9781  0.024947    313.63
       1       1       0     264    0.025506   308.30    0.9781  0.024947    313.63
       1       1       0     265    0.025506   308.30    0.9781  0.024947    313.63
       1       1       0     266    0.025506   308.30    0.9781  0.024947    313.63
       1       1       0     267    0.025506   308.30    0.9781  0.024947    313.63
       1       1       0     268    0.025506   308.30    0.9781  0.024947    313.63
       1       1       0     269    0.025506   308.30    0.9781  0.024947    313.63
       1       1       0     270    0.025506   308.30    0.9781  0.024947    313.63
       1       1       0     271    0.025506   308.30    0.9781  0.024947    313.63
       1       1       0     272    0.025506   308.30    0.9781  0.024947    313.63
       1       1       0     273    0.025506   308.30    0.9781  0.024947    313.63
       1       1       0     274    0.025506   308.30    0.9781  0.024947    313.63
       1       1       0     275    0.025506   308.30    0.9781  0.024947    313.63
       1       1       0     276    0.025506   308.30    0.9781  0.024947    313.63
       1       1       0     277    0.025506   308.30    0.9781  0.024947    313.63
       1       1       0     278    0.025506   308.30    0.9781  0.024947    313.63
       1       1       0     279    0.025506   308.30    0.9781  0.024947    313.63
       1       1       0     280    0.025506   308.30    0.9781  0.024947    313.63
       1       1       0     281    0.025506   308.30    0.9781  0.024947    313.63
       1       1       0     282    0.025506   308.30    0.9781  0.024947    313.63
       1       1       0     283    0.025506   308.30    0.9781  0.024947    313.63
       1       1       0     284    0.025506   308.30    0.9781  0.024947    313.63
       1       1       0     285    0.025506   308.30    0.9781  0.024947    313.63
       1       1       0     286    0.025506   308.30    0.9781  0.024947    313.63
       1       1       0     287    0.025506   308.30    0.9781  0.024947    313.63
       1       1       0     288    0.025506   308.30    0.9768  0.024915    313.63
       1       1       0     289    0.025506   308.30    0.9768  0.024915    313.63
       1       1       0     290    0.025506   308.30    0.9768  0.024915    313.63
       1       1       0     291    0.025506   308.30    0.9768  0.024915    313.63
       1       1       0     292    0.025506   308.30    0.9768  0.024915    313.63
       1       1       0     293    0.025506   308.30    0.9768  0.024915    313.63
       1       1       0     294    0.025506   308.30    0.9768  0.024915    313.63
       1       1       0     295    0.025506   308.30    0.9768  0.024915    313.63
       1       1       0     296    0.025506   308.30    0.9768  0.024915    313.63
       1       1       0     297    0.025506   308.30    0.9768  0.024915    313.63
       1       1       0     298    0.025506   308.30    0.9768  0.024915    313.63
       1       1       0     299    0.025506   308.30    0.9768  0.024915    313.63
       1       1       0     300    0.025506   308.30    0.9768  0.024915    313.63
       1       1       0     301    0.025506   308.30    0.9768  0.024915    313.63
       1       1       0     302    0.025506   308.30    0.9768  0.024915    313.63
       1       1       0     303    0.025506   308.30    0.9768  0.024915    313.63
       1       1       0     304    0.025506   308.30    0.9768  0.024915    313.63
       1       1       0     305    0.025506   308.30    0.9768  0.024915    313.63
       1       1       0     306    0.025506   308.30    0.9768  0.024915    313.63
       1       1       0     307    0.025506   308.30    0.9768  0.024915    313.63
       1       1       0     308    0.025506   308.30    0.9768  0.024915    313.63
       1       1       0     309    0.025506   308.30    0.9768  0.024915    313.63
       1       1       0     310    0.025506   308.30    0.9768  0.024915    313.63
       1       1       0     311    0.025506   308.30    0.9768  0.024915    313.63
       1       1       0     312    0.025506   308.30    0.9768  0.024915    313.63
       1       1       0     313    0.025506   308.30    0.9768  0.024915    313.63
       1       1       0     314    0.025506   308.30    0.9768  0.024915    313.63
       1       1       0     315    0.025506   308.30    0.9768  0.024915    313.63
       1       1       0     316    0.025506   308.30    0.9768  0.024915    313.63
       1       1       0     317    0.025506   308.30    0.9768  0.024915    313.63
       1       1       0     318    0.025506   308.30    0.9768  0.024915    313.63
       1       1       0     319    0.025506   308.30    0.9768  0.024915    313.63
       1       1       0     320    0.025506   308.30    0.9768  0.024915    313.63
       1       1       0     321    0.025506   308.30    0.9768  0.024915    313.63
       1       1       0     322    0.025506   308.30    0.9768  0.024915    313.63
       1       1       0     323    0.025506   308.30    0.9768  0.024915    313.63
       1       1       0     324    0.025506   308.30    0.9768  0.024915    313.63
       1       1       0     325    0.025506   308.30    0.9768  0.024915    313.63
       1       1       0     326    0.025506   308.30    0.9768  0.024915    313.63
       1       1       0     327    0.025506   308.30    0.9768  0.024915    313.63
       1       1       0     328    0.025506   308.30    0.9768  0.024915    313.63
       1       1       0     329    0.025506   308.30    0.9768  0.024915    313.63
       1       1       0     330    0.025506   308.30    0.9768  0.024915    313.63
       1       1       0     331    0.025506   308.30    0.9768  0.024915    313.63
       1       1       0     332    0.025506   308.30    0.9768  0.024915    313.63
       1       1       0     333    0.025506   308.30    0.9768  0.024915    313.63
       1       1       0     334    0.025506   308.30    0.9768  0.024915    313.63
       1       1       0     335    0.025506   308.30    0.9768  0.024915    313.63
       1       1       0     336    0.025506   308.30    0.9768  0.024915    313.63
       1       1       0     337    0.025506   308.30    0.9768  0.024915    313.63
       1       1       0     338    0.025506   308.30    0.9768  0.024915    313.63
       1       1       0     339    0.025506   308.30    0.9768  0.024915    313.63
       1       1       0     340    0.025506   308.30    0.9768  0.024915    313.63
       1       1       0     341    0.025506   308.30    0.9768  0.024915    313.63
       1       1       0     342    0.025506   308.30    0.9768  0.024915    313.63
       1       1       0     343    0.025506   308.30    0.9768  0.024915    313.63
       1       1       0     344    0.025506   308.30    0.9768  0.024915    313.63
       1       1       0     345    0.025506   308.30    0.9768  0.024915    313.63
       1       1       0     346    0.025506   308.30    0.9768  0.024915    313.63
       1       1       0     347    0.025506   308.30    0.9768  0.024915    313.63
       1       1       0     348    0.025506   308.30    0.9768  0.024915    313.63
       1       1       0     349    0.025506   308.30    0.9768  0.024915    313.63
       1       1       0     350    0.025506   308.30    0.9768  0.024915    313.63
       1       1       0     351    0.025506   308.30    0.9768  0.024915    313.63
       1       1       0     352    0.025506   308.30    0.9758  0.024890    313.63
       1       1       0     353    0.025506   308.30    0.9758  0.024890    313.63
       1       1       0     354    0.025506   308.30    0.9758  0.024890    313.63
       1       1       0     355    0.025506   308.30    0.9758  0.024890    313.63
       1       1       0     356    0.025506   308.30    0.9758  0.024890    313.63
       1       1       0     357    0.025506   308.30    0.9758  0.024890    313.63
       1       1       0     358    0.025506   308.30    0.9758  0.024890    313.63
       1       1       0     359    0.025506   308.30    0.9758  0.024890    313.63
       1       1       0     360    0.025506   308.30    0.9758  0.024890    313.63
       1       1       0     361    0.025506   308.30    0.9758  0.024890    313.63
       1       1       0     362    0.025506   308.30    0.9758  0.024890    313.63
       1       1       0     363    0.025506   308.30    0.9758  0.024890    313.63
       1       1       0     364    0.025506   308.30    0.9758  0.024890    313.63
       1       1       0     365    0.025506   308.30    0.9758  0.024890    313.63
       1       1       0     366    0.025506   308.30    0.9758  0.024890    313.63
       1       1       0     367    0.025506   308.30    0.9758  0.024890    313.63
       1       1       0     368    0.025506   308.30    0.9758  0.024890    313.63
       1       1       0     369    0.025506   308.30    0.9758  0.024890    313.63
       1       1       0     370    0.025506   308.30    0.9758  0.024890    313.63
       1       1       0     371    0.025506   308.30    0.9758  0.024890    313.63
       1       1       0     372    0.025506   308.30    0.9758  0.024890    313.63
       1       1       0     373    0.025506   308.30    0.9758  0.024890    313.63
       1       1       0     374    0.025506   308.30    0.9758  0.024890    313.63
       1       1       0     375    0.025506   308.30    0.9758  0.024890    313.63
       1       1       0     376    0.025506   308.30    0.9758  0.024890    313.63
       1       1       0     377    0.025506   308.30    0.9758  0.024890    313.63
       1       1       0     378    0.025506   308.30    0.9758  0.024890    313.63
       1       1       0     379    0.025506   308.30    0.9758  0.024890    313.63
       1       1       0     380    0.025506   308.30    0.9758  0.024890    313.63
       1       1       0     381    0.025506   308.30    0.9758  0.024890    313.63
       1       1       0     382    0.025506   308.30    0.9758  0.024890    313.63
       1       1       0     383    0.025506   308.30    0.9758  0.024890    313.63
       1       1       0     384    0.025506   308.30    0.9758  0.024890    313.63
       1       1       0     385    0.025506   308.30    0.9758  0.024890    313.63
       1       1       0     386    0.025506   308.30    0.9758  0.024890    313.63
       1       1       0     387    0.025506   308.30    0.9758  0.024890    313.63
       1       1       0     388    0.025506   308.30    0.9758  0.024890    313.63
       1       1       0     389    0.025506   308.30    0.9758  0.024890    313.63
       1       1       0     390    0.025506   308.30    0.9758  0.024890    313.63
       1       1       0     391    0.025506   308.30    0.9758  0.024890    313.63
       1       1       0     392    0.025506   308.30    0.9758  0.024890    313.63
       1       1       0     393    0.025506   308.30    0.9758  0.024890    313.63
       1       1       0     394    0.025506   308.30    0.9758  0.024890    313.63
       1       1       0     395    0.025506   308.30    0.9758  0.024890    313.63
       1       1       0     396    0.025506   308.30    0.9758  0.024890    313.63
       1       1       0     397    0.025506   308.30    0.9758  0.024890    313.63
       1       1       0     398    0.025506   308.30    0.9758  0.024890    313.63
       1       1       0     399    0.025506   308.30    0.9758  0.024890    313.63
       1       1       0     400    0.025506   308.30    0.9758  0.024890    313.63
       1       1       0     401    0.025506   308.30    0.9758  0.024890    313.63
       1       1       0     402    0.025506   308.30    0.9758  0.024890    313.63
       1       1       0     403    0.025506   308.30    0.9758  0.024890    313.63
       1       1       0     404    0.025506   308.30    0.9758  0.024890    313.63
       1       1       0     405    0.025506   308.30    0.9758  0.024890    313.63
       1       1       0     406    0.025506   308.30    0.9758  0.024890    313.63
       1       1       0     407    0.025506   308.30    0.9758  0.024890    313.63
       1       1       0     408    0.025506   308.30    0.9758  0.024890    313.63
       1       1       0     409    0.025506   308.30    0.9758  0.024890    313.63
       1       1       0     410    0.025506   308.30    0.9758  0.024890    313.63
       1       1       0     411    0.025506   308.30    0.9758  0.024890    313.63
       1       1       0     412    0.025506   308.30    0.9758  0.024890    313.63
       1       1       0     413    0.025506   308.30    0.9758  0.024890    313.63
       1       1       0     414    0.025506   308.30    0.9758  0.024890    313.63
       1       1       0     415    0.025506   308.30    0.9758  0.024890    313.63
       1       1       0     416    0.025506   308.30    0.9743  0.024851    313.63
       1       1       0     417    0.025506   308.30    0.9743  0.024851    313.63
       1       1       0     418    0.025506   308.30    0.9743  0.024851    313.63
       1       1       0     419    0.025506   308.30    0.9743  0.024851    313.63
       1       1       0     420    0.025506   308.30    0.9743  0.024851    313.63
       1       1       0     421    0.025506   308.30    0.9743  0.024851    313.63
       1       1       0     422    0.025506   308.30    0.9743  0.024851    313.63
       1       1       0     423    0.025506   308.30    0.9743  0.024851    313.63
       1       1       0     424    0.025506   308.30    0.9743  0.024851    313.63
       1       1       0     425    0.025506   308.30    0.9743  0.024851    313.63
       1       1       0     426    0.025506   308.30    0.9743  0.024851    313.63
       1       1       0     427    0.025506   308.30    0.9743  0.024851    313.63
       1       1       0     428    0.025506   308.30    0.9743  0.024851    313.63
       1       1       0     429    0.025506   308.30    0.9743  0.024851    313.63
       1       1       0     430    0.025506   308.30    0.9743  0.024851    313.63
       1       1       0     431    0.025506   308.30    0.9743  0.024851    313.63
       1       1       0     432    0.025506   308.30    0.9743  0.024851    313.63
       1       1       0     433    0.025506   308.30    0.9743  0.024851    313.63
       1       1       0     434    0.025506   308.30    0.9743  0.024851    313.63
       1       1       0     435    0.025506   308.30    0.9743  0.024851    313.63
       1       1       0     436    0.025506   308.30    0.9743  0.024851    313.63
       1       1       0     437    0.025506   308.30    0.9743  0.024851    313.63
       1       1       0     438    0.025506   308.30    0.9743  0.024851    313.63
       1       1       0     439    0.025506   308.30    0.9743  0.024851    313.63
       1       1       0     440    0.025506   308.30    0.9743  0.024851    313.63
       1       1       0     441    0.025506   308.30    0.9743  0.024851    313.63
       1       1       0     442    0.025506   308.30    0.9743  0.024851    313.63
       1       1       0     443    0.025506   308.30    0.9743  0.024851    313.63
       1       1       0     444    0.025506   308.30    0.9743  0.024851    313.63
       1       1       0     445    0.025506   308.30    0.9743  0.024851    313.63
       1       1       0     446    0.025506   308.30    0.9743  0.024851    313.63
       1       1       0     447    0.025506   308.30    0.9743  0.024851    313.63
       1       1       1       0    0.025499   308.30    0.9743  0.024845    313.63
       1       1       1       1    0.025499   308.30    0.9743  0.024845    313.63
       1       1       1       2    0.025499   308.30    0.9743  0.024845    313.63
       1       2       0       0    0.076602   357.70    0.9743  0.074637    363.89
       1       2       0       1    0.076602   357.70    0.9743  0.074637    363.89
       1       2       0       2    0.076602   357.70    0.9743  0.074637    363.89
       1       2       0       3    0.076602   357.70    0.9743  0.074637    363.89
       1       2       0       4    0.076602   357.70    0.9848  0.075441    363.89
       1       2       0       5    0.076602   357.70    0.9848  0.075441    363.89
       1       2       0       6    0.076602   357.70    0.9848  0.075441    363.89
       1       2       0       7    0.076602   357.70    0.9848  0.075441    363.89
       1       2       0       8    0.076602   357.70    0.9848  0.075441    363.89
       1       2       0       9    0.076602   357.70    0.9848  0.075441    363.89
       1       2       0      10    0.076602   357.70    0.9848  0.075441    363.89
       1       2       0      11    0.076602   357.70    0.9848  0.075441    363.89
       1       2       0      12    0.076602   357.70    0.9848  0.075441    363.89
       1       2       0      13    0.076602   357.70    0.9848  0.075441    363.89
       1       2       0      14    0.076602   357.70    0.9848  0.075441    363.89
       1       2       0      15    0.076602   357.70    0.9848  0.075441    363.89
       1       2       0      16    0.076602   357.70    0.9848  0.075441    363.89
       1       2       0      17    0.076602   357.70    0.9848  0.075441    363.89
       1       2       0      18    0.076602   357.70    0.9848  0.075441    363.89
       1       2       0      19    0.076602   357.70    0.9848  0.075441    363.89
       1       2       0      20    0.076602   357.70    0.9848  0.075441    363.89
       1       2       0      21    0.076602   357.70    0.9848  0.075441    363.89
       1       2       0      22    0.076602   357.70    0.9848  0.075441    363.89
       1       2       0      23    0.076602   357.70    0.9848  0.075441    363.89
       1       2       0      24    0.076602   357.70    0.9848  0.075441    363.89
       1       2       0      25    0.076602   357.70    0.9848  0.075441    363.89
       1       2       0      26    0.076602   357.70    0.9848  0.075441    363.89
       1       2       0      27    0.076602   357.70    0.9848  0.075441    363.89
       1       2       0      28    0.076602   357.70    0.9848  0.075441    363.89
       1       2       0      29    0.076602   357.70    0.9848  0.075441    363.89
       1       2       0      30    0.076602   357.70    0.9848  0.075441    363.89
       1       2       0      31    0.076602   357.70    0.9848  0.075441    363.89
       1       2       0      32    0.153357   308.30    0.9848  0.151034    313.63
       1       2       0      33    0.153357   308.30    0.9848  0.151034    313.63
       1       2       0      34    0.153357   308.30    0.9848  0.151034    313.63
       1       2       0      35    0.153357   308.30    0.9848  0.151034    313.63
       1       2       0      36    0.153357   308.30    0.9836  0.150842    313.63
       1       2       0      37    0.153357   308.30    0.9836  0.150842    313.63
       1       2       0      38    0.153357   308.30    0.9836  0.150842    313.63
       1       2       0      39    0.153357   308.30    0.9836  0.150842    313.63
