0	0	0	0.672500
1	0	0	0.587500
2	0	0	0.510500
3	0	0	0.474500
5	0	0	0.437500
6	0	0	0.557500
7	0	0	0.632500
0	1	0	0.573500
1	1	0	0.501500
2	1	0	0.458500
3	1	0	0.390500
5	1	0	0.372500
6	1	0	0.546500
7	1	0	0.512500
0	2	0	0.448500
1	2	0	0.376500
2	2	0	0.358500
3	2	0	0.312500
5	2	0	0.308500
6	2	0	0.421500
7	2	0	0.367500
0	3	0	0.418500
1	3	0	0.335500
2	3	0	0.350500
3	3	0	0.229500
5	3	0	0.264500
6	3	0	0.407500
7	3	0	0.315500
0	4	0	0.393500
1	4	0	0.312500
2	4	0	0.294500
3	4	0	0.239500
5	4	0	0.250500
6	4	0	0.419500
7	4	0	0.335500
0	5	0	0.353500
1	5	0	0.293500
2	5	0	0.259500
3	5	0	0.173500
5	5	0	0.287500
6	5	0	0.401500
7	5	0	0.316500
0	0	1	0.446500
1	0	1	0.359500
2	0	1	0.317500
3	0	1	0.286500
5	0	1	0.253500
6	0	1	0.322500
7	0	1	0.363500
0	1	1	0.373500
1	1	1	0.241500
2	1	1	0.233500
3	1	1	0.195500
5	1	1	0.254500
6	1	1	0.316500
7	1	1	0.305500
0	2	1	0.247500
1	2	1	0.174500
2	2	1	0.144500
3	2	1	0.154500
5	2	1	0.209500
6	2	1	0.256500
7	2	1	0.234500
0	3	1	0.236500
1	3	1	0.141500
2	3	1	0.094500
3	3	1	0.127500
5	3	1	0.172500
6	3	1	0.249500
7	3	1	0.186500
0	4	1	0.241500
1	4	1	0.137500
2	4	1	0.133500
3	4	1	0.132500
5	4	1	0.191500
6	4	1	0.295500
7	4	1	0.223500
0	5	1	0.205500
1	5	1	0.106500
2	5	1	0.094500
3	5	1	0.083500
5	5	1	0.206500
6	5	1	0.291500
7	5	1	0.193500
0	0	2	0.420500
1	0	2	0.369500
2	0	2	0.331500
3	0	2	0.348500
5	0	2	0.338500
6	0	2	0.467500
7	0	2	0.402500
0	1	2	0.385500
1	1	2	0.304500
2	1	2	0.312500
3	1	2	0.320500
5	1	2	0.315500
6	1	2	0.454500
7	1	2	0.310500
0	2	2	0.316500
1	2	2	0.206500
2	2	2	0.224500
3	2	2	0.248500
5	2	2	0.272500
6	2	2	0.383500
7	2	2	0.230500
0	3	2	0.267500
1	3	2	0.166500
2	3	2	0.184500
3	3	2	0.193500
5	3	2	0.263500
6	3	2	0.374500
7	3	2	0.191500
0	4	2	0.259500
1	4	2	0.207500
2	4	2	0.212500
3	4	2	0.184500
5	4	2	0.264500
6	4	2	0.429500
7	4	2	0.201500
0	5	2	0.233500
1	5	2	0.129500
2	5	2	0.157500
3	5	2	0.152500
5	5	2	0.245500
6	5	2	0.383500
7	5	2	0.187500
