2700 16  1  1   1   0.004643   -143.468 241562.150
2701 16  1  1   2   0.004272   -142.970 241562.150
2702 16  1  1   3   0.004050   -142.467 241562.150
2703 16  1  1   4   0.003346   -141.969 241562.150
2704 16  1  1   5   0.003471   -141.451 241562.150
2705 16  1  1   6   0.003839   -140.941 241562.150
2706 16  1  1   7   0.003301   -140.451 241562.150
2707 16  1  1   8   0.002699   -139.958 241562.150
2708 16  1  1   9   0.003332   -139.451 241562.150
2709 16  1  1  10   0.003435   -138.963 241562.150
2710 16  1  1  11   0.002322   -138.504 241562.150
2711 16  1  1  12   0.003178   -137.994 241562.150
2712 16  1  1  13   0.003147   -137.493 241562.150
2713 16  1  1  14   0.001592   -137.030 241562.150
2714 16  1  1  15   0.000947   -136.555 241562.150
2715 16  1  1  16  -0.000761   -136.070 241560.850
2716 16  1  1  17  -0.000869   -135.582 241560.850
2717 16  1  1  18  -0.000504   -135.070 241560.850
2718 16  1  1  19  -0.000099   -134.560 241560.850
2719 16  1  1  20  -0.000064   -134.058 241560.850
2720 16  1  1  21  -0.000483   -133.575 241560.850
2721 16  1  1  22  -0.000162   -133.070 241560.850
2722 16  1  1  23   0.000541   -132.555 241560.850
2723 16  1  1  24   0.002049   -132.028 241560.850
2724 16  1  1  25   0.003514   -131.495 241560.850
2725 16  1  1  26   0.003539   -130.998 241560.850
2726 16  1  1  27   0.003883   -130.500 241560.850
2727 16  1  1  28   0.003957   -130.004 241560.850
2728 16  1  1  29   0.002486   -129.538 241560.850
2729 16  1  1  30   0.001033   -129.076 241560.850
2730 16  2  1   1  -0.007014   -143.980 241564.150
2731 16  2  1   2  -0.006634   -143.466 241564.150
2732 16  2  1   3  -0.005426   -142.931 241564.150
2733 16  2  1   4  -0.004920   -142.406 241564.150
2734 16  2  1   5  -0.004451   -141.884 241564.150
2735 16  2  1   6  -0.004582   -141.387 241564.150
2736 16  2  1   7  -0.004577   -140.883 241564.150
2737 16  2  1   8  -0.004201   -140.374 241564.150
2738 16  2  1   9  -0.004215   -139.882 241564.150
2739 16  2  1  10  -0.003979   -139.380 241564.150
2740 16  2  1  11  -0.003882   -138.873 241564.150
2741 16  2  1  12  -0.004132   -138.363 241564.150
2742 16  2  1  13  -0.003505   -137.834 241564.150
2743 16  2  1  14  -0.003594   -137.329 241564.150
2744 16  2  1  15  -0.003479   -136.820 241564.150
2745 16  2  1  16  -0.000122   -136.230 241562.850
2746 16  2  1  17  -0.000348   -135.728 241562.850
2747 16  2  1  18   0.001006   -135.189 241562.850
2748 16  2  1  19   0.000793   -134.686 241562.850
2749 16  2  1  20   0.000733   -134.179 241562.850
2750 16  2  1  21   0.002251   -133.637 241562.850
2751 16  2  1  22   0.002122   -133.143 241562.850
2752 16  2  1  23   0.001485   -132.658 241562.850
2753 16  2  1  24   0.001694   -132.147 241562.850
2754 16  2  1  25   0.001988   -131.646 241562.850
2755 16  2  1  26   0.002227   -131.138 241562.850
2756 16  2  1  27   0.002784   -130.611 241562.850
2757 16  2  1  28   0.003744   -130.080 241562.850
2758 16  2  1  29   0.004214   -129.557 241562.850
2759 16  2  1  30   0.003385   -129.060 241562.850
2760 16  3  1   1   0.000396   -143.648 241564.150
2761 16  3  1   2   0.000078   -143.171 241564.150
2762 16  3  1   3   0.001140   -142.655 241564.150
2763 16  3  1   4   0.001834   -142.142 241564.150
2764 16  3  1   5   0.001669   -141.652 241564.150
2765 16  3  1   6   0.000939   -141.179 241564.150
2766 16  3  1   7   0.000863   -140.693 241564.150
2767 16  3  1   8   0.000740   -140.195 241564.150
2768 16  3  1   9   0.001404   -139.679 241564.150
2769 16  3  1  10   0.000808   -139.191 241564.150
2770 16  3  1  11  -0.000101   -138.715 241564.150
2771 16  3  1  12   0.000928   -138.195 241564.150
2772 16  3  1  13  -0.001396   -137.738 241564.150
2773 16  3  1  14  -0.001676   -137.245 241564.150
2774 16  3  1  15   0.000489   -136.704 241564.150
2775 16  3  1  16   0.001204   -136.213 241562.850
2776 16  3  1  17  -0.001669   -135.787 241562.850
2777 16  3  1  18  -0.000717   -135.267 241562.850
2778 16  3  1  19  -0.001756   -134.792 241562.850
2779 16  3  1  20  -0.002159   -134.305 241562.850
2780 16  3  1  21  -0.001355   -133.782 241562.850
2781 16  3  1  22  -0.002338   -133.294 241562.850
2782 16  3  1  23  -0.001716   -132.770 241562.850
2783 16  3  1  24  -0.000574   -132.238 241562.850
2784 16  3  1  25  -0.001021   -131.736 241562.850
2785 16  3  1  26  -0.000933   -131.221 241562.850
2786 16  3  1  27  -0.000813   -130.708 241562.850
2787 16  3  1  28  -0.000834   -130.191 241562.850
2788 16  3  1  29   0.002335   -129.594 241562.850
2789 16  3  1  30   0.004145   -129.045 241562.850
2790 16  1  2   1  -0.003968   -143.480 241562.150
2791 16  1  2   2  -0.004179   -142.967 241562.150
2792 16  1  2   3  -0.004417   -142.453 241562.150
2793 16  1  2   4  -0.004235   -141.947 241562.150
2794 16  1  2   5  -0.004149   -141.436 241562.150
2795 16  1  2   6  -0.004572   -140.929 241562.150
2796 16  1  2   7  -0.004911   -140.431 241562.150
2797 16  1  2   8  -0.004790   -139.939 241562.150
2798 16  1  2   9  -0.004312   -139.462 241562.150
2799 16  1  2  10  -0.004143   -138.966 241562.150
2800 16  1  2  11  -0.004234   -138.453 241562.150
2801 16  1  2  12  -0.004288   -137.950 241562.150
2802 16  1  2  13  -0.004666   -137.452 241562.150
2803 16  1  2  14  -0.004235   -136.974 241562.150
2804 16  1  2  15  -0.001863   -136.535 241562.150
2805 16  1  2  16   0.000360   -136.061 241560.850
2806 16  1  2  17  -0.000402   -135.553 241560.850
2807 16  1  2  18   0.000357   -135.072 241560.850
2808 16  1  2  19   0.000169   -134.571 241560.850
2809 16  1  2  20  -0.000179   -134.068 241560.850
2810 16  1  2  21   0.000509   -133.597 241560.850
2811 16  1  2  22   0.000704   -133.099 241560.850
2812 16  1  2  23   0.000221   -132.586 241560.850
2813 16  1  2  24  -0.000568   -132.080 241560.850
2814 16  1  2  25  -0.001732   -131.552 241560.850
2815 16  1  2  26  -0.001423   -131.057 241560.850
2816 16  1  2  27  -0.000641   -130.577 241560.850
2817 16  1  2  28  -0.000874   -130.079 241560.850
2818 16  1  2  29  -0.000973   -129.580 241560.850
2819 16  1  2  30  -0.001179   -129.093 241560.850
2820 16  2  2   1  -0.007262   -143.655 241564.150
2821 16  2  2   2  -0.007434   -143.144 241564.150
2822 16  2  2   3  -0.006726   -142.655 241564.150
2823 16  2  2   4  -0.006411   -142.154 241564.150
2824 16  2  2   5  -0.007067   -141.629 241564.150
2825 16  2  2   6  -0.006649   -141.140 241564.150
2826 16  2  2   7  -0.006618   -140.643 241564.150
2827 16  2  2   8  -0.006661   -140.139 241564.150
2828 16  2  2   9  -0.006113   -139.656 241564.150
2829 16  2  2  10  -0.006069   -139.159 241564.150
2830 16  2  2  11  -0.006060   -138.654 241564.150
2831 16  2  2  12  -0.005395   -138.165 241564.150
2832 16  2  2  13  -0.005969   -137.644 241564.150
2833 16  2  2  14  -0.006170   -137.126 241564.150
2834 16  2  2  15  -0.003907   -136.670 241564.150
2835 16  2  2  16   0.002709   -136.275 241562.850
2836 16  2  2  17   0.002468   -135.769 241562.850
2837 16  2  2  18   0.002522   -135.266 241562.850
2838 16  2  2  19   0.002064   -134.744 241562.850
2839 16  2  2  20   0.002099   -134.233 241562.850
2840 16  2  2  21   0.003990   -133.773 241562.850
2841 16  2  2  22   0.004029   -133.279 241562.850
2842 16  2  2  23   0.003719   -132.774 241562.850
2843 16  2  2  24   0.003927   -132.273 241562.850
2844 16  2  2  25   0.003279   -131.760 241562.850
2845 16  2  2  26   0.002659   -131.236 241562.850
2846 16  2  2  27   0.002147   -130.707 241562.850
2847 16  2  2  28   0.001987   -130.194 241562.850
2848 16  2  2  29   0.001859   -129.682 241562.850
2849 16  2  2  30   0.004105   -129.212 241562.850
2850 16  3  2   1  -0.002388   -143.613 241564.150
2851 16  3  2   2  -0.002015   -143.124 241564.150
2852 16  3  2   3  -0.002188   -142.629 241564.150
2853 16  3  2   4  -0.002633   -142.117 241564.150
2854 16  3  2   5  -0.002624   -141.615 241564.150
2855 16  3  2   6  -0.001606   -141.145 241564.150
2856 16  3  2   7  -0.001414   -140.649 241564.150
2857 16  3  2   8  -0.001919   -140.133 241564.150
2858 16  3  2   9  -0.001931   -139.634 241564.150
2859 16  3  2  10  -0.001982   -139.131 241564.150
2860 16  3  2  11  -0.001895   -138.631 241564.150
2861 16  3  2  12  -0.002043   -138.136 241564.150
2862 16  3  2  13  -0.002146   -137.636 241564.150
2863 16  3  2  14  -0.001567   -137.153 241564.150
2864 16  3  2  15  -0.000787   -136.695 241564.150
2865 16  3  2  16   0.004822   -136.328 241562.850
2866 16  3  2  17   0.006066   -135.857 241562.850
2867 16  3  2  18   0.005294   -135.333 241562.850
2868 16  3  2  19   0.006559   -134.863 241562.850
2869 16  3  2  20   0.006589   -134.372 241562.850
2870 16  3  2  21   0.005865   -133.850 241562.850
2871 16  3  2  22   0.005532   -133.336 241562.850
2872 16  3  2  23   0.005399   -132.824 241562.850
2873 16  3  2  24   0.005791   -132.320 241562.850
2874 16  3  2  25   0.005625   -131.810 241562.850
2875 16  3  2  26   0.005637   -131.301 241562.850
2876 16  3  2  27   0.006176   -130.799 241562.850
2877 16  3  2  28   0.007006   -130.305 241562.850
2878 16  3  2  29   0.007952   -129.813 241562.850
2879 16  3  2  30   0.009694   -129.344 241562.850
