0	0	56	63
0	1	32	57
0	2	40	59
0	3	41	51
0	4	24	62
0	5	33	49
0	6	16	60
0	7	25	54
0	8	48	61
0	9	17	52
0	10	57	55
0	11	18	44
0	12	26	46
0	13	43	35
0	14	59	39
0	15	51	37
0	16	35	33
0	17	49	53
0	18	60	31
0	19	58	47
0	20	52	29
0	21	61	23
0	22	44	27
0	23	54	13
0	24	62	15
0	25	63	7
0	26	50	45
0	27	53	21
0	28	34	41
0	29	45	19
0	30	36	25
0	31	42	43
0	32	46	11
0	33	55	5
0	34	27	38
0	35	37	17
0	36	31	6
0	37	47	3
0	38	28	30
0	39	38	9
0	40	39	1
0	41	30	14
0	42	23	4
0	43	10	42
0	44	29	22
0	45	15	2
0	46	22	12
0	47	14	10
0	48	20	28
0	49	9	50
0	50	7	0
0	51	21	20
0	52	19	36
0	53	4	24
0	54	12	26
0	55	6	8
0	56	13	18
0	57	5	16
0	58	11	34
0	59	3	32
0	60	2	40
0	61	1	48
0	62	8	58
0	63	0	56
1	0	56	63
1	1	32	57
1	2	40	59
1	3	41	51
1	4	24	62
1	5	33	49
1	6	16	60
1	7	25	54
1	8	48	61
1	9	17	52
1	10	57	55
1	11	18	44
1	12	26	46
1	13	43	35
1	14	59	39
1	15	51	37
1	16	35	33
1	17	49	53
1	18	60	31
1	19	58	47
1	20	52	29
1	21	61	23
1	22	44	27
1	23	54	13
1	24	62	15
1	25	63	7
1	26	50	45
1	27	53	21
1	28	34	41
1	29	45	19
1	30	36	25
1	31	42	43
1	32	46	11
1	33	55	5
1	34	27	38
1	35	37	17
1	36	31	6
1	37	47	3
1	38	28	30
1	39	38	9
1	40	39	1
1	41	30	14
1	42	23	4
1	43	10	42
1	44	29	22
1	45	15	2
1	46	22	12
1	47	14	10
1	48	20	28
1	49	9	50
1	50	7	0
1	51	21	20
1	52	19	36
1	53	4	24
1	54	12	26
1	55	6	8
1	56	13	18
1	57	5	16
1	58	11	34
1	59	3	32
1	60	2	40
1	61	1	48
1	62	8	58
1	63	0	56
2	0	56	63
2	1	32	57
2	2	40	59
2	3	41	51
2	4	24	62
2	5	33	49
2	6	16	60
2	7	25	54
2	8	48	61
2	9	17	52
2	10	57	55
2	11	18	44
2	12	26	46
2	13	43	35
2	14	59	39
2	15	51	37
2	16	35	33
2	17	49	53
2	18	60	31
2	19	58	47
2	20	52	29
2	21	61	23
2	22	44	27
2	23	54	13
2	24	62	15
2	25	63	7
2	26	50	45
2	27	53	21
2	28	34	41
2	29	45	19
2	30	36	25
2	31	42	43
2	32	46	11
2	33	55	5
2	34	27	38
2	35	37	17
2	36	31	6
2	37	47	3
2	38	28	30
2	39	38	9
2	40	39	0
2	41	30	14
2	42	23	4
2	43	10	42
2	44	29	22
2	45	15	2
2	46	22	12
2	47	14	10
2	48	20	28
2	49	9	50
2	50	7	1
2	51	21	20
2	52	19	36
2	53	4	24
2	54	12	26
2	55	6	8
2	56	13	18
2	57	5	16
2	58	11	34
2	59	3	32
2	60	2	40
2	61	1	48
2	62	8	58
2	63	0	56
3	0	56	63
3	1	32	57
3	2	40	59
3	3	41	51
3	4	24	62
3	5	33	49
3	6	16	60
3	7	25	54
3	8	48	61
3	9	17	52
3	10	57	55
