2160 13  1  1   1   0.009212   -143.451 241562.150
2161 13  1  1   2   0.005767   -143.021 241562.150
2162 13  1  1   3   0.003684   -142.558 241562.150
2163 13  1  1   4   0.004388   -142.045 241562.150
2164 13  1  1   5   0.004596   -141.538 241562.150
2165 13  1  1   6   0.004062   -141.051 241562.150
2166 13  1  1   7   0.004196   -140.556 241562.150
2167 13  1  1   8   0.004537   -140.046 241562.150
2168 13  1  1   9   0.004050   -139.544 241562.150
2169 13  1  1  10   0.004095   -139.041 241562.150
2170 13  1  1  11   0.003869   -138.542 241562.150
2171 13  1  1  12   0.000853   -138.100 241562.150
2172 13  1  1  13   0.001482   -137.576 241562.150
2173 13  1  1  14   0.004595   -136.996 241562.150
2174 13  1  1  15   0.003749   -136.507 241562.150
2175 13  1  1  16  -0.020849   -136.487 241560.850
2176 13  1  1  17  -0.009494   -135.743 241560.850
2177 13  1  1  18  -0.008924   -135.227 241560.850
2178 13  1  1  19  -0.008842   -134.712 241560.850
2179 13  1  1  20  -0.009343   -134.209 241560.850
2180 13  1  1  21  -0.010175   -133.726 241560.850
2181 13  1  1  22  -0.009862   -133.225 241560.850
2182 13  1  1  23  -0.009656   -132.726 241560.850
2183 13  1  1  24  -0.009957   -132.236 241560.850
2184 13  1  1  25  -0.009464   -131.726 241560.850
2185 13  1  1  26  -0.009039   -131.215 241560.850
2186 13  1  1  27  -0.009667   -130.729 241560.850
2187 13  1  1  28  -0.009305   -130.226 241560.850
2188 13  1  1  29  -0.008108   -129.703 241560.850
2189 13  1  1  30  -0.009375   -129.228 241560.850
2190 13  2  1   1   0.002298   -143.706 241564.150
2191 13  2  1   2   0.002461   -143.206 241564.150
2192 13  2  1   3   0.001953   -142.713 241564.150
2193 13  2  1   4   0.002135   -142.214 241564.150
2194 13  2  1   5   0.001966   -141.726 241564.150
2195 13  2  1   6   0.001664   -141.225 241564.150
2196 13  2  1   7   0.001935   -140.705 241564.150
2197 13  2  1   8   0.001877   -140.197 241564.150
2198 13  2  1   9   0.001060   -139.704 241564.150
2199 13  2  1  10   0.001146   -139.190 241564.150
2200 13  2  1  11   0.001501   -138.682 241564.150
2201 13  2  1  12  -0.000414   -138.236 241564.150
2202 13  2  1  13   0.000511   -137.719 241564.150
2203 13  2  1  14   0.001915   -137.193 241564.150
2204 13  2  1  15  -0.000076   -136.749 241564.150
2205 13  2  1  16   0.000418   -136.205 241562.850
2206 13  2  1  17   0.000604   -135.704 241562.850
2207 13  2  1  18   0.000087   -135.220 241562.850
2208 13  2  1  19  -0.000189   -134.724 241562.850
2209 13  2  1  20   0.000588   -134.206 241562.850
2210 13  2  1  21   0.000723   -133.705 241562.850
2211 13  2  1  22   0.000884   -133.200 241562.850
2212 13  2  1  23   0.000830   -132.703 241562.850
2213 13  2  1  24  -0.000440   -132.231 241562.850
2214 13  2  1  25  -0.000740   -131.740 241562.850
2215 13  2  1  26   0.000342   -131.224 241562.850
2216 13  2  1  27   0.001404   -130.703 241562.850
2217 13  2  1  28   0.000670   -130.225 241562.850
2218 13  2  1  29   0.000063   -129.740 241562.850
2219 13  2  1  30   0.001556   -129.196 241562.850
2220 13  3  1   1   0.001807   -143.849 241566.150
2221 13  3  1   2   0.001531   -143.366 241566.150
2222 13  3  1   3   0.001111   -142.865 241566.150
2223 13  3  1   4   0.001891   -142.341 241566.150
2224 13  3  1   5   0.002181   -141.835 241566.150
2225 13  3  1   6   0.001504   -141.351 241566.150
2226 13  3  1   7   0.001618   -140.856 241566.150
2227 13  3  1   8   0.001773   -140.358 241566.150
2228 13  3  1   9   0.001549   -139.867 241566.150
2229 13  3  1  10   0.001649   -139.373 241566.150
2230 13  3  1  11   0.001696   -138.877 241566.150
2231 13  3  1  12   0.001230   -138.381 241566.150
2232 13  3  1  13   0.001539   -137.873 241566.150
2233 13  3  1  14   0.002073   -137.371 241566.150
2234 13  3  1  15   0.000709   -136.919 241566.150
2235 13  3  1  16   0.002409   -136.339 241564.850
2236 13  3  1  17   0.003236   -135.824 241564.850
2237 13  3  1  18   0.002602   -135.339 241564.850
2238 13  3  1  19   0.003571   -134.814 241564.850
2239 13  3  1  20   0.004790   -134.277 241564.850
2240 13  3  1  21   0.005111   -133.764 241564.850
2241 13  3  1  22   0.004874   -133.267 241564.850
2242 13  3  1  23   0.004993   -132.766 241564.850
2243 13  3  1  24   0.005361   -132.261 241564.850
2244 13  3  1  25   0.005042   -131.770 241564.850
2245 13  3  1  26   0.005189   -131.266 241564.850
2246 13  3  1  27   0.005610   -130.753 241564.850
2247 13  3  1  28   0.005125   -130.252 241564.850
2248 13  3  1  29   0.005104   -129.734 241564.850
2249 13  3  1  30   0.004444   -129.237 241564.850
2250 13  1  2   1  -0.017353   -143.166 241562.150
2251 13  1  2   2  -0.016449   -142.700 241562.150
2252 13  1  2   3  -0.015335   -142.226 241562.150
