2880 17  1  1   1  -0.005252   -143.728 241562.150
2881 17  1  1   2  -0.004825   -143.231 241562.150
2882 17  1  1   3  -0.003364   -142.700 241562.150
2883 17  1  1   4  -0.003231   -142.197 241562.150
2884 17  1  1   5  -0.003061   -141.693 241562.150
2885 17  1  1   6  -0.001891   -141.161 241562.150
2886 17  1  1   7  -0.001871   -140.651 241562.150
2887 17  1  1   8  -0.002393   -140.155 241562.150
2888 17  1  1   9  -0.001655   -139.631 241562.150
2889 17  1  1  10  -0.000863   -139.101 241562.150
2890 17  1  1  11  -0.000952   -138.593 241562.150
2891 17  1  1  12   0.000697   -138.057 241562.150
2892 17  1  1  13   0.000658   -137.563 241562.150
2893 17  1  1  14  -0.000545   -137.086 241562.150
2894 17  1  1  15   0.000038   -136.567 241562.150
2895 17  1  1  16   0.000796   -136.054 241560.850
2896 17  1  1  17   0.001194   -135.555 241560.850
2897 17  1  1  18   0.000778   -135.068 241560.850
2898 17  1  1  19   0.000565   -134.574 241560.850
2899 17  1  1  20   0.000952   -134.062 241560.850
2900 17  1  1  21   0.001167   -133.555 241560.850
2901 17  1  1  22   0.001001   -133.058 241560.850
2902 17  1  1  23   0.001254   -132.549 241560.850
2903 17  1  1  24   0.001261   -132.050 241560.850
2904 17  1  1  25   0.001151   -131.552 241560.850
2905 17  1  1  26   0.000982   -131.054 241560.850
2906 17  1  1  27   0.000784   -130.561 241560.850
2907 17  1  1  28   0.001004   -130.055 241560.850
2908 17  1  1  29   0.001206   -129.550 241560.850
2909 17  1  1  30   0.000682   -129.068 241560.850
2910 17  2  1   1  -0.004680   -144.026 241566.150
2911 17  2  1   2  -0.004808   -143.541 241566.150
2912 17  2  1   3  -0.003353   -143.011 241566.150
2913 17  2  1   4  -0.003714   -142.526 241566.150
2914 17  2  1   5  -0.004045   -142.037 241566.150
2915 17  2  1   6  -0.002543   -141.502 241566.150
2916 17  2  1   7  -0.002984   -141.016 241566.150
2917 17  2  1   8  -0.003246   -140.527 241566.150
2918 17  2  1   9  -0.001486   -139.992 241566.150
2919 17  2  1  10  -0.001139   -139.488 241566.150
2920 17  2  1  11  -0.001672   -138.999 241566.150
2921 17  2  1  12   0.000256   -138.454 241566.150
2922 17  2  1  13   0.000535   -137.941 241566.150
2923 17  2  1  14  -0.001062   -137.467 241566.150
2924 17  2  1  15  -0.000465   -136.950 241566.150
2925 17  2  1  16   0.002621   -136.335 241564.850
2926 17  2  1  17   0.002736   -135.819 241564.850
2927 17  2  1  18   0.000335   -135.367 241564.850
2928 17  2  1  19   0.000762   -134.847 241564.850
2929 17  2  1  20   0.000864   -134.334 241564.850
2930 17  2  1  21   0.000665   -133.830 241564.850
2931 17  2  1  22   0.001335   -133.325 241564.850
2932 17  2  1  23   0.001490   -132.829 241564.850
2933 17  2  1  24   0.000670   -132.345 241564.850
2934 17  2  1  25   0.001091   -131.836 241564.850
2935 17  2  1  26   0.001798   -131.319 241564.850
2936 17  2  1  27   0.000587   -130.836 241564.850
2937 17  2  1  28   0.001205   -130.310 241564.850
2938 17  2  1  29   0.001835   -129.782 241564.850
2939 17  2  1  30   0.000597   -129.305 241564.850
2940 17  3  1   1   0.001669   -143.882 241566.150
2941 17  3  1   2   0.002585   -143.370 241566.150
2942 17  3  1   3   0.002454   -142.874 241566.150
2943 17  3  1   4   0.002788   -142.374 241566.150
2944 17  3  1   5   0.003110   -141.865 241566.150
2945 17  3  1   6   0.002600   -141.371 241566.150
2946 17  3  1   7   0.002874   -140.866 241566.150
2947 17  3  1   8   0.003189   -140.357 241566.150
2948 17  3  1   9   0.002817   -139.866 241566.150
2949 17  3  1  10   0.004029   -139.344 241566.150
2950 17  3  1  11   0.004500   -138.834 241566.150
2951 17  3  1  12   0.002967   -138.360 241566.150
2952 17  3  1  13   0.003583   -137.845 241566.150
2953 17  3  1  14   0.003916   -137.344 241566.150
2954 17  3  1  15   0.001244   -136.910 241566.150
2955 17  3  1  16  -0.000527   -136.435 241564.850
2956 17  3  1  17  -0.000729   -135.954 241564.850
2957 17  3  1  18  -0.000425   -135.454 241564.850
2958 17  3  1  19  -0.000756   -134.963 241564.850
2959 17  3  1  20  -0.001324   -134.478 241564.850
2960 17  3  1  21  -0.001606   -133.986 241564.850
2961 17  3  1  22  -0.001086   -133.474 241564.850
2962 17  3  1  23  -0.000840   -132.971 241564.850
2963 17  3  1  24  -0.001313   -132.484 241564.850
2964 17  3  1  25  -0.001912   -132.001 241564.850
2965 17  3  1  26  -0.001627   -131.498 241564.850
2966 17  3  1  27  -0.002236   -131.011 241564.850
2967 17  3  1  28  -0.001689   -130.494 241564.850
2968 17  3  1  29   0.000301   -129.949 241564.850
2969 17  3  1  30  -0.001307   -129.488 241564.850
2970 17  1  2   1   0.000953   -143.633 241562.150
2971 17  1  2   2  -0.003747   -143.040 241562.150
2972 17  1  2   3  -0.005185   -142.513 241562.150
2973 17  1  2   4  -0.005185   -142.014 241562.150
2974 17  1  2   5  -0.004992   -141.519 241562.150
2975 17  1  2   6  -0.005278   -141.009 241562.150
2976 17  1  2   7  -0.005516   -140.493 241562.150
2977 17  1  2   8  -0.005329   -139.989 241562.150
2978 17  1  2   9  -0.006256   -139.464 241562.150
2979 17  1  2  10  -0.005009   -138.978 241562.150
2980 17  1  2  11  -0.003163   -138.504 241562.150
2981 17  1  2  12  -0.004024   -137.984 241562.150
2982 17  1  2  13  -0.003594   -137.487 241562.150
2983 17  1  2  14  -0.003051   -136.998 241562.150
2984 17  1  2  15  -0.004846   -136.470 241562.150
2985 17  1  2  16  -0.000476   -136.052 241560.850
2986 17  1  2  17  -0.001195   -135.537 241560.850
2987 17  1  2  18  -0.001573   -135.028 241560.850
2988 17  1  2  19  -0.001738   -134.526 241560.850
2989 17  1  2  20  -0.002170   -134.017 241560.850
2990 17  1  2  21  -0.002103   -133.514 241560.850
2991 17  1  2  22  -0.002361   -133.006 241560.850
2992 17  1  2  23  -0.002746   -132.494 241560.850
2993 17  1  2  24  -0.002534   -131.993 241560.850
2994 17  1  2  25  -0.002512   -131.491 241560.850
2995 17  1  2  26  -0.002522   -130.989 241560.850
2996 17  1  2  27  -0.002208   -130.494 241560.850
2997 17  1  2  28  -0.001998   -129.998 241560.850
2998 17  1  2  29  -0.001780   -129.496 241560.850
2999 17  1  2  30  -0.001076   -129.001 241560.850
3000 17  2  2   1  -0.001145   -143.876 241566.150
3001 17  2  2   2  -0.001126   -143.390 241566.150
3002 17  2  2   3  -0.002223   -142.869 241566.150
3003 17  2  2   4  -0.001717   -142.392 241566.150
3004 17  2  2   5  -0.001232   -141.916 241566.150
3005 17  2  2   6  -0.002365   -141.393 241566.150
3006 17  2  2   7  -0.002561   -140.895 241566.150
3007 17  2  2   8  -0.002098   -140.409 241566.150
3008 17  2  2   9  -0.001607   -139.920 241566.150
3009 17  2  2  10  -0.001842   -139.419 241566.150
3010 17  2  2  11  -0.002122   -138.912 241566.150
3011 17  2  2  12  -0.001689   -138.408 241566.150
3012 17  2  2  13  -0.002508   -137.878 241566.150
3013 17  2  2  14  -0.003180   -137.358 241566.150
3014 17  2  2  15   0.000398   -136.941 241566.150
3015 17  2  2  16  -0.000902   -136.338 241564.850
3016 17  2  2  17  -0.000488   -135.833 241564.850
3017 17  2  2  18   0.000012   -135.341 241564.850
3018 17  2  2  19  -0.000431   -134.819 241564.850
3019 17  2  2  20  -0.001123   -134.293 241564.850
3020 17  2  2  21  -0.001160   -133.792 241564.850
