3240 19  1  1   1   0.004030   -143.480 241562.150
3241 19  1  1   2   0.003668   -142.993 241562.150
3242 19  1  1   3   0.004293   -142.476 241562.150
3243 19  1  1   4   0.003864   -141.983 241562.150
3244 19  1  1   5   0.003520   -141.488 241562.150
3245 19  1  1   6   0.004040   -140.979 241562.150
3246 19  1  1   7   0.004007   -140.485 241562.150
3247 19  1  1   8   0.004335   -139.978 241562.150
3248 19  1  1   9   0.004370   -139.478 241562.150
3249 19  1  1  10   0.004727   -138.971 241562.150
3250 19  1  1  11   0.005096   -138.473 241562.150
3251 19  1  1  12   0.003916   -138.011 241562.150
3252 19  1  1  13   0.003855   -137.519 241562.150
3253 19  1  1  14   0.005024   -136.988 241562.150
3254 19  1  1  15   0.003682   -136.518 241562.150
3255 19  1  1  16  -0.000820   -136.089 241560.850
3256 19  1  1  17   0.000798   -135.550 241560.850
3257 19  1  1  18   0.000200   -135.059 241560.850
3258 19  1  1  19   0.000883   -134.543 241560.850
3259 19  1  1  20   0.000695   -134.046 241560.850
3260 19  1  1  21   0.000292   -133.549 241560.850
3261 19  1  1  22   0.001682   -133.008 241560.850
3262 19  1  1  23   0.001297   -132.498 241560.850
3263 19  1  1  24  -0.000376   -132.024 241560.850
3264 19  1  1  25   0.000233   -131.509 241560.850
3265 19  1  1  26   0.001059   -130.989 241560.850
3266 19  1  1  27  -0.000411   -130.525 241560.850
3267 19  1  1  28   0.000566   -130.004 241560.850
3268 19  1  1  29   0.001415   -129.485 241560.850
3269 19  1  1  30  -0.000721   -129.039 241560.850
3270 19  2  1   1   0.000043   -143.773 241564.150
3271 19  2  1   2   0.001102   -143.259 241564.150
3272 19  2  1   3  -0.000592   -142.794 241564.150
3273 19  2  1   4  -0.000978   -142.300 241564.150
3274 19  2  1   5  -0.000222   -141.789 241564.150
3275 19  2  1   6  -0.000481   -141.297 241564.150
3276 19  2  1   7   0.000739   -140.774 241564.150
3277 19  2  1   8   0.001781   -140.249 241564.150
3278 19  2  1   9   0.000871   -139.771 241564.150
3279 19  2  1  10   0.000523   -139.276 241564.150
3280 19  2  1  11   0.000775   -138.770 241564.150
3281 19  2  1  12  -0.000418   -138.296 241564.150
3282 19  2  1  13  -0.000126   -137.791 241564.150
3283 19  2  1  14   0.000881   -137.270 241564.150
3284 19  2  1  15  -0.000260   -136.791 241564.150
3285 19  2  1  16  -0.002585   -136.295 241562.850
3286 19  2  1  17  -0.006298   -135.874 241562.850
3287 19  2  1  18  -0.005861   -135.366 241562.850
3288 19  2  1  19  -0.005932   -134.861 241562.850
3289 19  2  1  20  -0.006404   -134.361 241562.850
3290 19  2  1  21  -0.006436   -133.863 241562.850
3291 19  2  1  22  -0.006606   -133.363 241562.850
3292 19  2  1  23  -0.006840   -132.866 241562.850
