4	1	1	0	1	22
4	1	1	0	2	30
4	1	1	0	3	7
4	1	1	0	4	15
4	2	1	1	5	7
4	2	1	1	6	15
4	2	1	1	7	22
4	2	1	1	8	30
4	1	1	0	9	20
4	1	1	0	10	28
4	1	1	0	11	5
4	1	1	0	12	13
4	2	1	1	13	5
4	2	1	1	14	13
4	2	1	1	15	20
4	2	1	1	16	28
4	1	1	0	17	18
4	1	1	0	18	26
4	1	1	0	19	3
4	1	1	0	20	11
4	2	1	1	21	3
4	2	1	1	22	11
4	2	1	1	23	18
4	2	1	1	24	26
4	1	1	0	25	16
4	1	1	0	26	24
4	1	1	0	27	1
4	1	1	0	28	9
4	2	1	1	29	1
4	2	1	1	30	9
4	2	1	1	31	16
4	2	1	1	32	24
4	1	1	0	33	21
4	1	1	0	34	29
4	1	1	0	35	6
4	1	1	0	36	14
4	2	1	1	37	6
4	2	1	1	38	14
4	2	1	1	39	21
4	2	1	1	40	29
4	1	1	0	41	19
4	1	1	0	42	27
4	1	1	0	43	4
4	1	1	0	44	12
4	2	1	1	45	4
4	2	1	1	46	12
4	2	1	1	47	19
4	2	1	1	48	27
4	1	1	0	49	17
4	1	1	0	50	25
4	1	1	0	51	2
4	1	1	0	52	10
4	2	1	1	53	2
4	2	1	1	54	10
4	2	1	1	55	17
4	2	1	1	56	25
4	1	1	0	57	99
4	1	1	0	58	23
4	1	1	0	59	99
4	1	1	0	60	8
4	2	1	1	61	99
4	2	1	1	62	8
4	2	1	1	63	99
4	2	1	1	64	23
3	3	2	0	1	7
3	3	2	0	2	15
3	3	2	0	3	22
3	3	2	0	4	30
3	4	2	1	5	7
3	4	2	1	6	15
3	4	2	1	7	22
3	4	2	1	8	30
3	3	2	0	9	5
3	3	2	0	10	13
3	3	2	0	11	20
3	3	2	0	12	28
3	4	2	1	13	5
3	4	2	1	14	13
3	4	2	1	15	20
3	4	2	1	16	28
3	3	2	0	17	3
3	3	2	0	18	11
3	3	2	0	19	18
3	3	2	0	20	26
3	4	2	1	21	3
3	4	2	1	22	11
3	4	2	1	23	18
3	4	2	1	24	26
3	3	2	0	25	1
3	3	2	0	26	9
3	3	2	0	27	16
3	3	2	0	28	24
3	4	2	1	29	1
3	4	2	1	30	9
3	4	2	1	31	16
3	4	2	1	32	24
3	3	2	0	33	6
3	3	2	0	34	14
3	3	2	0	35	21
3	3	2	0	36	29
3	4	2	1	37	6
3	4	2	1	38	14
3	4	2	1	39	21
3	4	2	1	40	29
3	3	2	0	41	4
3	3	2	0	42	12
3	3	2	0	43	19
3	3	2	0	44	27
3	4	2	1	45	4
3	4	2	1	46	12
3	4	2	1	47	19
3	4	2	1	48	27
3	3	2	0	49	2
3	3	2	0	50	10
3	3	2	0	51	17
3	3	2	0	52	25
3	4	2	1	53	2
3	4	2	1	54	10
3	4	2	1	55	17
3	4	2	1	56	25
3	3	2	0	57	99
3	3	2	0	58	8
3	3	2	0	59	99
3	3	2	0	60	23
3	4	2	1	61	99
3	4	2	1	62	8
3	4	2	1	63	99
3	4	2	1	64	23
2	5	3	0	1	22
2	5	3	0	2	30
2	5	3	0	3	7
2	5	3	0	4	15
2	6	3	1	5	7
2	6	3	1	6	15
2	6	3	1	7	22
2	6	3	1	8	30
2	5	3	0	9	20
2	5	3	0	10	28
2	5	3	0	11	5
2	5	3	0	12	13
2	6	3	1	13	5
2	6	3	1	14	13
2	6	3	1	15	20
2	6	3	1	16	28
2	5	3	0	17	18
2	5	3	0	18	26
2	5	3	0	19	3
2	5	3	0	20	11
2	6	3	1	21	3
2	6	3	1	22	11
2	6	3	1	23	18
2	6	3	1	24	26
2	5	3	0	25	16
2	5	3	0	26	24
2	5	3	0	27	1
2	5	3	0	28	9
2	6	3	1	29	1
2	6	3	1	30	9
2	6	3	1	31	16
2	6	3	1	32	24
2	5	3	0	33	21
2	5	3	0	34	29
2	5	3	0	35	6
2	5	3	0	36	14
2	6	3	1	37	6
2	6	3	1	38	14
2	6	3	1	39	21
2	6	3	1	40	29
2	5	3	0	41	19
2	5	3	0	42	27
2	5	3	0	43	4
2	5	3	0	44	12
2	6	3	1	45	4
2	6	3	1	46	12
2	6	3	1	47	19
2	6	3	1	48	27
2	5	3	0	49	17
2	5	3	0	50	25
2	5	3	0	51	2
2	5	3	0	52	10
2	6	3	1	53	2
2	6	3	1	54	10
2	6	3	1	55	17
2	6	3	1	56	25
2	5	3	0	57	99
2	5	3	0	58	23
2	5	3	0	59	99
2	5	3	0	60	8
2	6	3	1	61	99
2	6	3	1	62	8
2	6	3	1	63	99
2	6	3	1	64	23



