3060 18  1  1   1   0.004798   -143.495 241562.150
3061 18  1  1   2   0.000082   -143.098 241562.150
3062 18  1  1   3  -0.001971   -142.634 241562.150
3063 18  1  1   4  -0.001551   -142.129 241562.150
3064 18  1  1   5  -0.000975   -141.620 241562.150
3065 18  1  1   6  -0.000430   -141.104 241562.150
3066 18  1  1   7   0.000477   -140.583 241562.150
3067 18  1  1   8   0.000276   -140.089 241562.150
3068 18  1  1   9  -0.000555   -139.605 241562.150
3069 18  1  1  10   0.001727   -139.053 241562.150
3070 18  1  1  11   0.002128   -138.546 241562.150
3071 18  1  1  12   0.000450   -138.084 241562.150
3072 18  1  1  13   0.001179   -137.564 241562.150
3073 18  1  1  14   0.001288   -137.052 241562.150
3074 18  1  1  15  -0.001292   -136.611 241562.150
3075 18  1  1  16  -0.001079   -136.071 241560.850
3076 18  1  1  17  -0.000456   -135.561 241560.850
3077 18  1  1  18  -0.001076   -135.088 241560.850
3078 18  1  1  19  -0.001042   -134.595 241560.850
3079 18  1  1  20  -0.000924   -134.095 241560.850
3080 18  1  1  21  -0.000562   -133.595 241560.850
3081 18  1  1  22  -0.000407   -133.094 241560.850
3082 18  1  1  23  -0.000435   -132.595 241560.850
3083 18  1  1  24  -0.000508   -132.099 241560.850
3084 18  1  1  25   0.000493   -131.580 241560.850
3085 18  1  1  26   0.000966   -131.081 241560.850
3086 18  1  1  27  -0.000028   -130.615 241560.850
3087 18  1  1  28  -0.000118   -130.118 241560.850
3088 18  1  1  29  -0.000582   -129.628 241560.850
3089 18  1  1  30  -0.001627   -129.158 241560.850
3090 18  2  1   1  -0.003363   -144.016 241564.150
3091 18  2  1   2  -0.003271   -143.521 241564.150
3092 18  2  1   3  -0.003361   -143.022 241564.150
3093 18  2  1   4  -0.002839   -142.514 241564.150
3094 18  2  1   5  -0.002549   -142.008 241564.150
3095 18  2  1   6  -0.002857   -141.510 241564.150
3096 18  2  1   7  -0.001965   -140.982 241564.150
3097 18  2  1   8  -0.001573   -140.462 241564.150
3098 18  2  1   9  -0.002165   -139.964 241564.150
3099 18  2  1  10  -0.001079   -139.430 241564.150
3100 18  2  1  11  -0.000155   -138.900 241564.150
3101 18  2  1  12  -0.000392   -138.402 241564.150
3102 18  2  1  13   0.000308   -137.892 241564.150
3103 18  2  1  14   0.000772   -137.385 241564.150
3104 18  2  1  15  -0.000058   -136.918 241564.150
3105 18  2  1  16  -0.000044   -136.427 241562.850
3106 18  2  1  17  -0.001427   -135.975 241562.850
3107 18  2  1  18  -0.001438   -135.481 241562.850
3108 18  2  1  19  -0.000168   -134.957 241562.850
3109 18  2  1  20  -0.000942   -134.480 241562.850
3110 18  2  1  21  -0.002052   -134.006 241562.850
3111 18  2  1  22  -0.001904   -133.493 241562.850
3112 18  2  1  23  -0.001474   -132.972 241562.850
3113 18  2  1  24  -0.001230   -132.457 241562.850
3114 18  2  1  25  -0.001486   -131.950 241562.850
3115 18  2  1  26  -0.002210   -131.459 241562.850
3116 18  2  1  27  -0.002023   -130.955 241562.850
3117 18  2  1  28  -0.002574   -130.466 241562.850
3118 18  2  1  29  -0.003472   -129.985 241562.850
3119 18  2  1  30  -0.004742   -129.519 241562.850
3120 18  3  1   1   0.006039   -143.518 241566.150
3121 18  3  1   2   0.006403   -142.997 241566.150
3122 18  3  1   3   0.006512   -142.482 241566.150
3123 18  3  1   4   0.006469   -141.974 241566.150
3124 18  3  1   5   0.005488   -141.485 241566.150
3125 18  3  1   6   0.005528   -140.978 241566.150
3126 18  3  1   7   0.006104   -140.462 241566.150
3127 18  3  1   8   0.006985   -139.936 241566.150
3128 18  3  1   9   0.006930   -139.438 241566.150
3129 18  3  1  10   0.006193   -138.949 241566.150
3130 18  3  1  11   0.006519   -138.433 241566.150
3131 18  3  1  12   0.006232   -137.942 241566.150
3132 18  3  1  13   0.005199   -137.462 241566.150
3133 18  3  1  14   0.005377   -136.954 241566.150
3134 18  3  1  15   0.003948   -136.488 241566.150
3135 18  3  1  16   0.000543   -136.065 241564.850
3136 18  3  1  17   0.004068   -135.507 241564.850
3137 18  3  1  18   0.002398   -135.043 241564.850
3138 18  3  1  19   0.000195   -134.594 241564.850
3139 18  3  1  20  -0.000318   -134.100 241564.850
3140 18  3  1  21   0.000819   -133.560 241564.850
3141 18  3  1  22   0.002528   -133.026 241564.850
3142 18  3  1  23   0.001290   -132.552 241564.850
3143 18  3  1  24   0.001147   -132.052 241564.850
3144 18  3  1  25   0.000701   -131.562 241564.850
3145 18  3  1  26   0.000807   -131.053 241564.850
3146 18  3  1  27   0.000035   -130.562 241564.850
3147 18  3  1  28   0.000984   -130.033 241564.850
3148 18  3  1  29   0.002169   -129.501 241564.850
3149 18  3  1  30   0.001322   -129.027 241564.850
3150 18  1  2   1  -0.006855   -143.445 241562.150
3151 18  1  2   2  -0.007020   -142.944 241562.150
3152 18  1  2   3  -0.006456   -142.450 241562.150
3153 18  1  2   4  -0.006813   -141.944 241562.150
3154 18  1  2   5  -0.007174   -141.438 241562.150
3155 18  1  2   6  -0.006418   -140.956 241562.150
3156 18  1  2   7  -0.006905   -140.444 241562.150
3157 18  1  2   8  -0.007187   -139.934 241562.150
3158 18  1  2   9  -0.006371   -139.452 241562.150
3159 18  1  2  10  -0.006307   -138.955 241562.150
3160 18  1  2  11  -0.006516   -138.452 241562.150
3161 18  1  2  12  -0.006308   -137.958 241562.150
3162 18  1  2  13  -0.005703   -137.474 241562.150
3163 18  1  2  14  -0.005425   -136.977 241562.150
3164 18  1  2  15  -0.003912   -136.520 241562.150
3165 18  1  2  16  -0.004062   -135.942 241560.850
3166 18  1  2  17  -0.003719   -135.458 241560.850
3167 18  1  2  18  -0.003847   -134.964 241560.850
3168 18  1  2  19  -0.003817   -134.470 241560.850
3169 18  1  2  20  -0.003953   -133.962 241560.850
3170 18  1  2  21  -0.004151   -133.449 241560.850
3171 18  1  2  22  -0.004436   -132.943 241560.850
3172 18  1  2  23  -0.004516   -132.443 241560.850
3173 18  1  2  24  -0.004003   -131.952 241560.850
3174 18  1  2  25  -0.004300   -131.445 241560.850
3175 18  1  2  26  -0.004522   -130.946 241560.850
3176 18  1  2  27  -0.003986   -130.467 241560.850
3177 18  1  2  28  -0.005209   -129.944 241560.850
3178 18  1  2  29  -0.006505   -129.415 241560.850
3179 18  1  2  30  -0.004923   -128.955 241560.850
3180 18  2  2   1  -0.004692   -143.830 241564.150
3181 18  2  2   2  -0.003837   -143.355 241564.150
3182 18  2  2   3  -0.004252   -142.840 241564.150
3183 18  2  2   4  -0.004961   -142.318 241564.150
3184 18  2  2   5  -0.004672   -141.823 241564.150
3185 18  2  2   6  -0.004277   -141.326 241564.150
3186 18  2  2   7  -0.004173   -140.819 241564.150
3187 18  2  2   8  -0.004333   -140.309 241564.150
3188 18  2  2   9  -0.004341   -139.798 241564.150
3189 18  2  2  10  -0.005187   -139.268 241564.150
3190 18  2  2  11  -0.004217   -138.796 241564.150
3191 18  2  2  12  -0.003808   -138.316 241564.150
3192 18  2  2  13  -0.004640   -137.808 241564.150
3193 18  2  2  14  -0.003854   -137.329 241564.150
3194 18  2  2  15  -0.001912   -136.882 241564.150
3195 18  2  2  16  -0.000123   -136.384 241562.850
3196 18  2  2  17  -0.000190   -135.885 241562.850
3197 18  2  2  18  -0.001180   -135.359 241562.850
3198 18  2  2  19  -0.001593   -134.857 241562.850
3199 18  2  2  20  -0.001695   -134.359 241562.850
3200 18  2  2  21  -0.001974   -133.844 241562.850
3201 18  2  2  22  -0.002113   -133.331 241562.850
3202 18  2  2  23  -0.002185   -132.818 241562.850
3203 18  2  2  24  -0.002581   -132.298 241562.850
3204 18  2  2  25  -0.002548   -131.792 241562.850
3205 18  2  2  26  -0.002220   -131.295 241562.850
3206 18  2  2  27  -0.002238   -130.796 241562.850
3207 18  2  2  28  -0.002328   -130.294 241562.850
3208 18  2  2  29  -0.002259   -129.793 241562.850
3209 18  2  2  30  -0.002318   -129.291 241562.850
3210 18  3  2   1  -0.002262   -143.522 241566.150
3211 18  3  2   2  -0.001756   -143.033 241566.150
3212 18  3  2   3  -0.002915   -142.501 241566.150
3213 18  3  2   4  -0.002960   -141.988 241566.150
3214 18  3  2   5  -0.003081   -141.472 241566.150
