v0.0 1 MdtTubeFullInfoContainer T0CalibrationClassic 0 432
  BOL  1  2  0  1  1  1 0 100.311 2 454 0 0 0 0 0 0 0 0
  BOL  1  2  0  1  1  2 0 100.721 2 963 0 0 0 0 0 0 0 0
  BOL  1  2  0  1  1  3 810.98 99.296 1 1211 1.52167 0.0863296 1503.56 0.00386548 -4.28697 0.00365987 0.00155455 4.05553
  BOL  1  2  0  1  1  4 813.03 99.694 1 1140 1.87849 0.359805 1524 10.6925 -1.49847 1.32956 0.0729099 0.894193
  BOL  1  2  0  1  1  5 842.338 100.667 1 1125 1.5247 5.06781 1512.45 0.888737 -2.66523 0.271984 27.3659 1.99432
  BOL  1  2  0  1  1  6 875.754 102.246 1 1203 1.5483 2.24984 1005.25 29.8237 -1.16297 0.063442 6.11797 0.0456048
  BOL  1  2  0  1  1  7 850.328 101.889 1 1218 2.10011 1.05472 1823.88 26.235 -14.2442 0.0503079 27.9222 0.151938
  BOL  1  2  0  1  1  8 811.833 100.82 1 1267 2.16461 0.614611 -173.725 3.56061 -1.91694 0.0189845 1.30137 0.447469
  BOL  1  2  0  1  1  9 816.405 100.16 1 1147 1.81582 658.328 323.082 4.905 -6.27713 164.035 1.51703 647.237
  BOL  1  2  0  1  1  10 814.732 100.7 1 1178 1.77399 0.425861 1522.7 12.5963 -7.00825 0.0933881 16.3053 1.2827
  BOL  1  2  0  1  1  11 809.985 99.5461 1 1151 1.90745 0.05443 1507.23 0.196148 -0.791076 0.0985544 1.39575 0.0354394
  BOL  1  2  0  1  1  12 814.577 100.742 1 1105 1.7804 0.944262 1503.11 4.87985 -0.115329 0.213957 1.6549 0.579823
  BOL  1  2  0  1  1  13 809.613 100.872 1 1253 2.27301 0.261448 1542.56 1.96346 -4.89072 0.220726 0.07825 5.84033e-08
  BOL  1  2  0  1  1  14 810.974 100.712 1 1107 1.85173 0.189766 1532.33 1.27707 -3.04757 0.0646632 0.157927 1.13855
  BOL  1  2  0  1  1  15 808.578 99.7626 1 1224 1.78118 0.181663 819.434 39.9906 -1.62221 1.65827 0.0015713 1.2924e-06
  BOL  1  2  0  1  1  16 811.494 101.077 1 1189 1.90786 0.760312 1459.26 6.87744 -0.064311 0.0190715 1.45193 0.400807
  BOL  1  2  0  1  1  17 772.724 99.8859 1 1244 2.2636 3.10158 1500.67 23.8122 -49.0845 20.551 52.7114 24.9119
  BOL  1  2  0  1  1  18 813.001 101.443 1 1202 1.50208 0.103448 1504.86 0.0115891 -0.0844222 0.23957 0.252255 0.790556
  BOL  1  2  0  1  1  19 816.305 99.95 1 1291 2.30652 0.915951 1502.81 39.7099 -1.45564 1.3296 3.64649 1.61851
  BOL  1  2  0  1  1  20 803.465 101.424 1 1219 2.05939 nan 1316.5 nan -1.60456 nan 0.367032 nan
  BOL  1  2  0  1  1  21 810.502 98.2487 1 1200 1.76936 1.17086 1511.97 1.88652 -1.50507 0.281022 3.27543 0.758776
  BOL  1  2  0  1  1  22 812.861 98.5758 1 1336 2.30667 8.21155 1499.06 2.11229 -6.12801 0.336556 9.61446 7.74281
  BOL  1  2  0  1  1  23 816.533 98.3397 1 1196 1.70615 2.66319 1499.25 2.61817 -0.00187344 0.021701 4.3681 1.37986
  BOL  1  2  0  1  1  24 811.064 98.9574 1 1268 2.06329 1.50214 1498.18 1.4486 -1.68846 1.50672 0.00673226 1.50214
  BOL  1  2  0  1  1  25 890.391 101.014 1 1379 2.53264 3.03238 1552.44 19.1235 -35.3888 1.08263 40.1497 0.0563536
  BOL  1  2  0  1  1  26 812.604 99.9617 1 1409 2.06972 0.694645 1486.89 5.60026 -0.0316452 0.0227996 1.62665 0.183944
  BOL  1  2  0  1  1  27 812.385 100.71 1 1366 2.00619 0.614135 1507.43 1.35012 -1.58328 0.271581 0.72446 0.176825
  BOL  1  2  0  1  1  28 815.618 101.361 1 1335 2.54468 0.891777 1496.5 4.84209 -0.00673358 0.0732316 1.59905 0.45639
  BOL  1  2  0  1  1  29 813.23 100.277 1 1361 1.7818 1.44974 1487.43 2.82506 -3.0519e-06 0.000622334 2.28018 0.76198
  BOL  1  2  0  1  1  30 823.804 99.0936 1 1242 1.99227 0.925663 1523.23 4.25211 -3.18952 0.349282 13.5045 0.813083
  BOL  1  2  0  1  1  31 809.325 100.212 1 1480 3.59577 0.31712 1559.22 12.5964 -3.40176 0.258072 4.82307 0.159366
  BOL  1  2  0  1  1  32 807.498 99.6763 1 1402 2.17474 0.525959 1501.36 3.8657 -2.4974e-05 0.000916679 0.798627 0.266666
  BOL  1  2  0  1  1  33 812.454 97.5008 1 1230 1.94548 0.481384 1503.12 0.147226 -1.544 0.0230016 3.52787 0.202845
  BOL  1  2  0  1  1  34 819.976 100.681 1 1433 2.38684 3.39199 1502.8 2.59741 -5.29953 1.28917 10.915 2.42103
  BOL  1  2  0  1  1  35 813.26 97.1599 1 1350 1.79213 1.63067 1508.47 3.20634 -2.88041 0.7508 4.4444 1.38138
  BOL  1  2  0  1  1  36 811.125 99.6239 1 1328 1.93514 0.315489 1501.99 0.254056 -0.559674 0.494575 0.212838 0.443904
  BOL  1  2  0  1  1  37 811.863 100.367 1 1439 2.28629 1.76639 1501.23 3.15705 -0.928175 0.672183 3.84448 1.99132
  BOL  1  2  0  1  1  38 797.9 99.8204 1 1277 1.99296 0.276334 1583.13 15.8415 -17.7375 0.112702 12.713 0.523989
  BOL  1  2  0  1  1  39 822.716 100.324 1 1210 1.57567 0.459356 1499.31 0.229793 -0.751116 0.0204455 5.93001 0.243828
  BOL  1  2  0  1  1  40 811.046 98.308 1 1335 1.84731 0.301607 1493.84 0.904457 -0.163427 0.0215818 0.100573 0.664037
  BOL  1  2  0  1  1  41 816.022 98.8586 1 1429 2.28099 1.1633 1476.81 2.72044 -0.213306 0.0496766 2.85217 0.494151
  BOL  1  2  0  1  1  42 811.983 99.3248 1 1397 2.30518 1.01587 1502.43 2.25652 -0.623927 0.244464 2.06164 0.0920362
  BOL  1  2  0  1  1  43 809.385 100.013 1 1374 1.7386 1.60777 1504.23 0.17802 -0.583217 0.154691 0.333524 1.35917
  BOL  1  2  0  1  1  44 817.031 100.45 1 1409 2.05356 1.40414 1496.77 0.559945 -0.157137 0.0165934 3.52655 0.750719
  BOL  1  2  0  1  1  45 808.274 98.5702 1 1298 1.67364 1.48996 1774.19 20.0758 -48.292 0.095726 30.828 2.28104
  BOL  1  2  0  1  1  46 794.913 98.1062 1 1392 2.24382 0.416607 1600.49 2.17052 -34.3203 2.56886 25.6694 2.35566
  BOL  1  2  0  1  1  47 813.852 100.389 1 1346 2.27105 0.697156 1492.01 2.28598 -7.5824e-05 0.00174904 1.08076 0.37264
  BOL  1  2  0  1  1  48 815.125 99.6639 1 1288 1.555 4.37016 1502.74 4.33431 -0.14498 3.45396 5.25929 4.2975
  BOL  1  2  0  1  1  49 809.053 99.6418 1 1294 1.87525 0.40218 1510.16 0.110065 -0.0952951 0.0650792 0.457242 0.077874
  BOL  1  2  0  1  1  50 893.051 98.746 1 1320 2.5336 0.445243 2060.1 75.7633 -48.1651 3.83169 0.419933 0.000905326
  BOL  1  2  0  1  1  51 817.907 99.7684 1 1290 1.99125 17.9676 1504.7 0.351744 -0.0303417 0.118859 3.66561 12.2102
  BOL  1  2  0  1  1  52 814.034 99.1105 1 1228 1.62006 0.53095 1505.36 0.0123663 -4.44721 0.0289467 3.58755 1.15416
  BOL  1  2  0  1  1  53 815.684 99.8825 1 1294 2.03175 1.20175 1493.75 6.31171 -0.0897123 0.0267436 2.12885 0.666363
  BOL  1  2  0  1  1  54 793.536 100.406 1 1338 2.27648 1.15421 1645.83 46.4353 -39.4622 0.0873028 35.9768 1.63922
  BOL  1  2  0  1  1  55 807.733 99.7438 1 1151 1.48434 2.94098 1518.8 1.23915 -7.12669 1.46087 14.9377 1.81196
  BOL  1  2  0  1  1  56 798.009 101.841 1 1254 2.09118 1.22301 1511.71 0.0797979 -32.3215 1.73818 7.53824 1.04715
  BOL  1  2  0  1  1  57 809.283 97.3108 1 1263 1.98433 0.586326 1508.25 1.55316 -25.4823 0.528768 1.42468 0.459935
  BOL  1  2  0  1  1  58 809.831 100.221 1 1343 1.52804 0.752778 1499.31 1.13878 -1.0056 0.296511 0.793707 0.683231
