#eFEXID,FPGA,eTowerID,eTowerEta,eTowerPhi
6,1,501110,17,22
6,1,501046,16,22
6,1,500982,15,22
6,1,501301,20,21
6,1,501237,19,21
6,1,501173,18,21
6,1,501109,17,21
6,1,501045,16,21
6,1,500981,15,21
6,1,501300,20,20
6,1,501236,19,20
6,1,501172,18,20
6,1,501108,17,20
6,1,501044,16,20
6,1,500980,15,20
6,1,501299,20,19
6,1,501235,19,19
6,1,501171,18,19
6,1,501107,17,19
6,1,501043,16,19
6,1,500979,15,19
6,1,501298,20,18
6,1,501234,19,18
6,1,501170,18,18
6,1,501106,17,18
6,1,501042,16,18
6,1,500978,15,18
6,1,501297,20,17
6,1,501233,19,17
6,1,501169,18,17
6,1,501105,17,17
6,1,501041,16,17
6,1,500977,15,17
6,2,501050,16,26
6,2,500986,15,26
6,2,300922,14,26
6,2,100858,13,26
6,2,100794,12,26
6,2,100730,11,26
6,2,501049,16,25
6,2,500985,15,25
6,2,300921,14,25
6,2,100857,13,25
6,2,100793,12,25
6,2,100729,11,25
6,2,501048,16,24
6,2,500984,15,24
6,2,300920,14,24
6,2,100856,13,24
6,2,100792,12,24
6,2,100728,11,24
6,2,501047,16,23
6,2,500983,15,23
6,2,300919,14,23
6,2,100855,13,23
6,2,100791,12,23
6,2,100727,11,23
6,2,501046,16,22
6,2,500982,15,22
6,2,300918,14,22
6,2,100854,13,22
6,2,100790,12,22
6,2,100726,11,22
6,2,501045,16,21
6,2,500981,15,21
6,2,300917,14,21
6,2,100853,13,21
6,2,100789,12,21
6,2,100725,11,21
6,2,501044,16,20
6,2,500980,15,20
6,2,300916,14,20
6,2,100852,13,20
6,2,100788,12,20
6,2,100724,11,20
6,2,501043,16,19
6,2,500979,15,19
6,2,300915,14,19
6,2,100851,13,19
6,2,100787,12,19
6,2,100723,11,19
6,2,501042,16,18
6,2,500978,15,18
6,2,300914,14,18
6,2,100850,13,18
6,2,100786,12,18
6,2,100722,11,18
6,2,501041,16,17
6,2,500977,15,17
6,2,300913,14,17
6,2,100849,13,17
6,2,100785,12,17
6,2,100721,11,17
6,3,100794,12,26
6,3,100730,11,26
6,3,100666,10,26
6,3,100602,9,26
6,3,100538,8,26
6,3,100474,7,26
6,3,100793,12,25
6,3,100729,11,25
6,3,100665,10,25
6,3,100601,9,25
6,3,100537,8,25
6,3,100473,7,25
6,3,100792,12,24
6,3,100728,11,24
6,3,100664,10,24
6,3,100600,9,24
6,3,100536,8,24
6,3,100472,7,24
6,3,100791,12,23
6,3,100727,11,23
6,3,100663,10,23
6,3,100599,9,23
6,3,100535,8,23
6,3,100471,7,23
6,3,100790,12,22
6,3,100726,11,22
6,3,100662,10,22
6,3,100598,9,22
6,3,100534,8,22
6,3,100470,7,22
6,3,100789,12,21
6,3,100725,11,21
6,3,100661,10,21
6,3,100597,9,21
6,3,100533,8,21
6,3,100469,7,21
6,3,100788,12,20
6,3,100724,11,20
6,3,100660,10,20
6,3,100596,9,20
6,3,100532,8,20
6,3,100468,7,20
6,3,100787,12,19
6,3,100723,11,19
6,3,100659,10,19
6,3,100595,9,19
6,3,100531,8,19
6,3,100467,7,19
6,3,100786,12,18
6,3,100722,11,18
6,3,100658,10,18
6,3,100594,9,18
6,3,100530,8,18
6,3,100466,7,18
6,3,100785,12,17
6,3,100721,11,17
6,3,100657,10,17
6,3,100593,9,17
6,3,100529,8,17
6,3,100465,7,17
9,0,501570,24,34
9,0,501506,23,34
9,0,501442,22,34
9,0,501378,21,34
9,0,501314,20,34
9,0,501250,19,34
9,0,501569,24,33
9,0,501505,23,33
9,0,501441,22,33
9,0,501377,21,33
9,0,501313,20,33
9,0,501249,19,33
9,0,501568,24,32
9,0,501504,23,32
9,0,501440,22,32
9,0,501376,21,32
9,0,501312,20,32
9,0,501248,19,32
9,0,501567,24,31
9,0,501503,23,31
9,0,501439,22,31
9,0,501375,21,31
9,0,501311,20,31
9,0,501247,19,31
9,0,501566,24,30
9,0,501502,23,30
9,0,501438,22,30
9,0,501374,21,30
9,0,501310,20,30
9,0,501246,19,30
9,0,501565,24,29
9,0,501501,23,29
9,0,501437,22,29
9,0,501373,21,29
9,0,501309,20,29
9,0,501245,19,29
9,0,501564,24,28
9,0,501500,23,28
9,0,501436,22,28
9,0,501372,21,28
9,0,501308,20,28
9,0,501244,19,28
9,0,501563,24,27
9,0,501499,23,27
9,0,501435,22,27
9,0,501371,21,27
9,0,501307,20,27
9,0,501243,19,27
9,0,501562,24,26
9,0,501498,23,26
9,0,501434,22,26
9,0,501370,21,26
9,0,501306,20,26
9,0,501242,19,26
9,0,501561,24,25
9,0,501497,23,25
9,0,501433,22,25
9,0,501369,21,25
9,0,501305,20,25
9,0,501241,19,25
9,1,501314,20,34
9,1,501250,19,34
9,1,501186,18,34
9,1,501122,17,34
9,1,501058,16,34
9,1,500994,15,34
9,1,501313,20,33
9,1,501249,19,33
9,1,501185,18,33
9,1,501121,17,33
9,1,501057,16,33
9,1,500993,15,33
9,1,501312,20,32
9,1,501248,19,32
9,1,501184,18,32
9,1,501120,17,32
9,1,501056,16,32
9,1,500992,15,32
9,1,501311,20,31
9,1,501247,19,31
9,1,501183,18,31
9,1,501119,17,31
9,1,501055,16,31
9,1,500991,15,31
9,1,501310,20,30
9,1,501246,19,30
9,1,501182,18,30
9,1,501118,17,30
9,1,501054,16,30
9,1,500990,15,30
9,1,501309,20,29
9,1,501245,19,29
9,1,501181,18,29
9,1,501117,17,29
9,1,501053,16,29
9,1,500989,15,29
9,1,501308,20,28
9,1,501244,19,28
9,1,501180,18,28
9,1,501116,17,28
9,1,501052,16,28
9,1,500988,15,28
9,1,501307,20,27
9,1,501243,19,27
9,1,501179,18,27
9,1,501115,17,27
9,1,501051,16,27
9,1,500987,15,27
9,1,501306,20,26
9,1,501242,19,26
9,1,501178,18,26
9,1,501114,17,26
9,1,501050,16,26
9,1,500986,15,26
9,1,501305,20,25
9,1,501241,19,25
9,1,501177,18,25
9,1,501113,17,25
9,1,501049,16,25
9,1,500985,15,25
9,2,501058,16,34
9,2,500994,15,34
9,2,300930,14,34
9,2,100866,13,34
9,2,100802,12,34
9,2,100738,11,34
9,2,501057,16,33
9,2,500993,15,33
9,2,300929,14,33
9,2,100865,13,33
9,2,100801,12,33
9,2,100737,11,33
9,2,501056,16,32
9,2,500992,15,32
9,2,300928,14,32
9,2,100864,13,32
9,2,100800,12,32
9,2,100736,11,32
9,2,501055,16,31
9,2,500991,15,31
9,2,300927,14,31
9,2,100863,13,31
9,2,100799,12,31
9,2,100735,11,31
9,2,501054,16,30
9,2,500990,15,30
9,2,300926,14,30
9,2,100862,13,30
9,2,100798,12,30
9,2,100734,11,30
9,2,501053,16,29
9,2,500989,15,29
9,2,300925,14,29
9,2,100861,13,29
9,2,100797,12,29
9,2,100733,11,29
9,2,501052,16,28
9,2,500988,15,28
9,2,300924,14,28
9,2,100860,13,28
9,2,100796,12,28
9,2,100732,11,28
9,2,501051,16,27
9,2,500987,15,27
9,2,300923,14,27
9,2,100859,13,27
9,2,100795,12,27
9,2,100731,11,27
9,2,501050,16,26
9,2,500986,15,26
9,2,300922,14,26
9,2,100858,13,26
9,2,100794,12,26
9,2,100730,11,26
9,2,501049,16,25
9,2,500985,15,25
9,2,300921,14,25
9,2,100857,13,25
9,2,100793,12,25
9,2,100729,11,25
9,3,100802,12,34
9,3,100738,11,34
9,3,100674,10,34
9,3,100610,9,34
9,3,100546,8,34
9,3,100482,7,34
9,3,100801,12,33
9,3,100737,11,33
9,3,100673,10,33
9,3,100609,9,33
9,3,100545,8,33
9,3,100481,7,33
9,3,100800,12,32
9,3,100736,11,32
9,3,100672,10,32
9,3,100608,9,32
9,3,100544,8,32
9,3,100480,7,32
9,3,100799,12,31
9,3,100735,11,31
9,3,100671,10,31
9,3,100607,9,31
9,3,100543,8,31
9,3,100479,7,31
9,3,100798,12,30
9,3,100734,11,30
9,3,100670,10,30
9,3,100606,9,30
9,3,100542,8,30
9,3,100478,7,30
9,3,100797,12,29
9,3,100733,11,29
9,3,100669,10,29
9,3,100605,9,29
9,3,100541,8,29
9,3,100477,7,29
9,3,100796,12,28
9,3,100732,11,28
9,3,100668,10,28
9,3,100604,9,28
9,3,100540,8,28
9,3,100476,7,28
9,3,100795,12,27
9,3,100731,11,27
9,3,100667,10,27
9,3,100603,9,27
9,3,100539,8,27
9,3,100475,7,27
9,3,100794,12,26
9,3,100730,11,26
9,3,100666,10,26
9,3,100602,9,26
9,3,100538,8,26
9,3,100474,7,26
9,3,100793,12,25
9,3,100729,11,25
9,3,100665,10,25
9,3,100601,9,25
9,3,100537,8,25
9,3,100473,7,25
12,0,501578,24,42
12,0,501514,23,42
12,0,501450,22,42
12,0,501386,21,42
12,0,501322,20,42
12,0,501258,19,42
12,0,501577,24,41
12,0,501513,23,41
12,0,501449,22,41
12,0,501385,21,41
12,0,501321,20,41
12,0,501257,19,41
12,0,501576,24,40
12,0,501512,23,40
12,0,501448,22,40
12,0,501384,21,40
12,0,501320,20,40
12,0,501256,19,40
12,0,501575,24,39
12,0,501511,23,39
12,0,501447,22,39
12,0,501383,21,39
12,0,501319,20,39
12,0,501255,19,39
12,0,501574,24,38
12,0,501510,23,38
12,0,501446,22,38
12,0,501382,21,38
12,0,501318,20,38
12,0,501254,19,38
12,0,501573,24,37
12,0,501509,23,37
12,0,501445,22,37
12,0,501381,21,37
12,0,501317,20,37
12,0,501253,19,37
12,0,501572,24,36
12,0,501508,23,36
12,0,501444,22,36
12,0,501380,21,36
12,0,501316,20,36
12,0,501252,19,36
12,0,501571,24,35
12,0,501507,23,35
12,0,501443,22,35
12,0,501379,21,35
12,0,501315,20,35
12,0,501251,19,35
12,0,501570,24,34
12,0,501506,23,34
12,0,501442,22,34
12,0,501378,21,34
12,0,501314,20,34
12,0,501250,19,34
12,0,501569,24,33
12,0,501505,23,33
12,0,501441,22,33
12,0,501377,21,33
12,0,501313,20,33
12,0,501249,19,33
12,1,501322,20,42
12,1,501258,19,42
12,1,501194,18,42
12,1,501130,17,42
12,1,501066,16,42
12,1,501002,15,42
12,1,501321,20,41
12,1,501257,19,41
12,1,501193,18,41
12,1,501129,17,41
12,1,501065,16,41
12,1,501001,15,41
12,1,501320,20,40
12,1,501256,19,40
12,1,501192,18,40
12,1,501128,17,40
12,1,501064,16,40
12,1,501000,15,40
12,1,501319,20,39
12,1,501255,19,39
12,1,501191,18,39
12,1,501127,17,39
12,1,501063,16,39
12,1,500999,15,39
12,1,501318,20,38
12,1,501254,19,38
12,1,501190,18,38
12,1,501126,17,38
12,1,501062,16,38
12,1,500998,15,38
12,1,501317,20,37
12,1,501253,19,37
12,1,501189,18,37
12,1,501125,17,37
12,1,501061,16,37
12,1,500997,15,37
12,1,501316,20,36
12,1,501252,19,36
12,1,501188,18,36
12,1,501124,17,36
12,1,501060,16,36
12,1,500996,15,36
12,1,501315,20,35
12,1,501251,19,35
12,1,501187,18,35
12,1,501123,17,35
12,1,501059,16,35
12,1,500995,15,35
12,1,501314,20,34
12,1,501250,19,34
12,1,501186,18,34
12,1,501122,17,34
12,1,501058,16,34
12,1,500994,15,34
12,1,501313,20,33
12,1,501249,19,33
12,1,501185,18,33
12,1,501121,17,33
12,1,501057,16,33
12,1,500993,15,33
12,2,501066,16,42
12,2,501002,15,42
12,2,300938,14,42
12,2,100874,13,42
12,2,100810,12,42
12,2,100746,11,42
12,2,501065,16,41
12,2,501001,15,41
12,2,300937,14,41
12,2,100873,13,41
12,2,100809,12,41
12,2,100745,11,41
12,2,501064,16,40
12,2,501000,15,40
12,2,300936,14,40
12,2,100872,13,40
12,2,100808,12,40
12,2,100744,11,40
12,2,501063,16,39
12,2,500999,15,39
12,2,300935,14,39
12,2,100871,13,39
12,2,100807,12,39
12,2,100743,11,39
12,2,501062,16,38
12,2,500998,15,38
12,2,300934,14,38
12,2,100870,13,38
12,2,100806,12,38
12,2,100742,11,38
12,2,501061,16,37
12,2,500997,15,37
12,2,300933,14,37
12,2,100869,13,37
12,2,100805,12,37
12,2,100741,11,37
12,2,501060,16,36
12,2,500996,15,36
12,2,300932,14,36
12,2,100868,13,36
12,2,100804,12,36
12,2,100740,11,36
12,2,501059,16,35
12,2,500995,15,35
12,2,300931,14,35
12,2,100867,13,35
12,2,100803,12,35
12,2,100739,11,35
12,2,501058,16,34
12,2,500994,15,34
12,2,300930,14,34
12,2,100866,13,34
12,2,100802,12,34
12,2,100738,11,34
12,2,501057,16,33
12,2,500993,15,33
12,2,300929,14,33
12,2,100865,13,33
12,2,100801,12,33
12,2,100737,11,33
12,3,100810,12,42
12,3,100746,11,42
12,3,100682,10,42
12,3,100618,9,42
12,3,100554,8,42
12,3,100490,7,42
12,3,100809,12,41
12,3,100745,11,41
12,3,100681,10,41
12,3,100617,9,41
12,3,100553,8,41
12,3,100489,7,41
12,3,100808,12,40
12,3,100744,11,40
12,3,100680,10,40
12,3,100616,9,40
12,3,100552,8,40
12,3,100488,7,40
12,3,100807,12,39
12,3,100743,11,39
12,3,100679,10,39
12,3,100615,9,39
12,3,100551,8,39
12,3,100487,7,39
12,3,100806,12,38
12,3,100742,11,38
12,3,100678,10,38
12,3,100614,9,38
12,3,100550,8,38
12,3,100486,7,38
12,3,100805,12,37
12,3,100741,11,37
12,3,100677,10,37
12,3,100613,9,37
12,3,100549,8,37
12,3,100485,7,37
12,3,100804,12,36
12,3,100740,11,36
12,3,100676,10,36
12,3,100612,9,36
12,3,100548,8,36
12,3,100484,7,36
12,3,100803,12,35
12,3,100739,11,35
12,3,100675,10,35
12,3,100611,9,35
12,3,100547,8,35
12,3,100483,7,35
12,3,100802,12,34
12,3,100738,11,34
12,3,100674,10,34
12,3,100610,9,34
12,3,100546,8,34
12,3,100482,7,34
12,3,100801,12,33
12,3,100737,11,33
12,3,100673,10,33
12,3,100609,9,33
12,3,100545,8,33
12,3,100481,7,33
15,0,501586,24,50
15,0,501522,23,50
15,0,501458,22,50
15,0,501394,21,50
15,0,501330,20,50
15,0,501266,19,50
15,0,501585,24,49
15,0,501521,23,49
15,0,501457,22,49
15,0,501393,21,49
15,0,501329,20,49
15,0,501265,19,49
15,0,501584,24,48
15,0,501520,23,48
15,0,501456,22,48
15,0,501392,21,48
15,0,501328,20,48
15,0,501264,19,48
15,0,501583,24,47
15,0,501519,23,47
15,0,501455,22,47
15,0,501391,21,47
15,0,501327,20,47
15,0,501263,19,47
15,0,501582,24,46
15,0,501518,23,46
15,0,501454,22,46
15,0,501390,21,46
15,0,501326,20,46
15,0,501262,19,46
15,0,501581,24,45
15,0,501517,23,45
15,0,501453,22,45
15,0,501389,21,45
15,0,501325,20,45
15,0,501261,19,45
15,0,501580,24,44
15,0,501516,23,44
15,0,501452,22,44
15,0,501388,21,44
15,0,501324,20,44
15,0,501260,19,44
15,0,501579,24,43
15,0,501515,23,43
15,0,501451,22,43
15,0,501387,21,43
15,0,501323,20,43
15,0,501259,19,43
15,0,501578,24,42
15,0,501514,23,42
15,0,501450,22,42
15,0,501386,21,42
15,0,501322,20,42
15,0,501258,19,42
15,0,501577,24,41
15,0,501513,23,41
15,0,501449,22,41
15,0,501385,21,41
15,0,501321,20,41
15,0,501257,19,41
15,1,501330,20,50
15,1,501266,19,50
15,1,501202,18,50
15,1,501138,17,50
15,1,501074,16,50
15,1,501010,15,50
