42 +4  1 1 0 0.000833
42 +4  2 1 0 0.000833
42 +4  3 1 0 0.000833
42 +4  4 1 0 0.000833
42 +4  5 1 0 0.000833
42 +4  6 1 0 0.000833
42 +4  7 1 0 0.000833
42 +4  8 1 0 0.000833
42 +4  9 1 0 0.000833
42 +4 10 1 0 0.000833
42 +4 11 1 0 0.000833
42 +4 12 1 0 0.000833
42 +4 13 1 0 0.000833
42 +4 14 1 0 0.000833
42 +4 15 1 0 0.000833
42 +4 16 1 0 0.000833
42 +4 17 1 0 0.000833
42 +4 18 1 0 0.000833
42 +4 19 1 0 0.000833
42 +4 20 1 0 0.000833
42 +4 21 1 0 0.000833
42 +4 22 1 0 0.000833
42 +4 23 1 0 0.000833
42 +4 24 1 0 0.000833
42 +4 25 1 0 0.000833
42 +4 26 1 0 0.000833
42 +4 27 1 0 0.000833
42 +4 28 1 0 0.000833
42 +4 29 1 0 0.000833
42 +4 30 1 0 0.000833
42 +4 31 1 0 0.000833
42 +4 32 1 0 0.000833
42 +4 33 1 0 0.000833
42 +4 34 1 0 0.000833
42 +4 35 1 0 0.000833
42 +4 36 1 0 0.000833
42 +4 37 1 0 0.000833
42 +4 38 1 0 0.000833
42 +4 39 1 0 0.000833
42 +4 40 1 0 0.000833
42 +4 41 1 0 0.000833
42 +4 42 1 0 0.000833
42 +4 43 1 0 0.000833
42 +4 44 1 0 0.000833
42 +4 45 1 0 0.000833
42 +4 46 1 0 0.000833
42 +4 47 1 0 0.000833
42 +4 48 1 0 0.000833
42 +3  1 1 0 0.000657
42 +3  2 1 0 0.000657
42 +3  3 1 0 0.000657
42 +3  4 1 0 0.000657
42 +3  5 1 0 0.000657
42 +3  6 1 0 0.000657
42 +3  7 1 0 0.000657
42 +3  8 1 0 0.000657
42 +3  9 1 0 0.000657
42 +3 10 1 0 0.000657
42 +3 11 1 0 0.000657
42 +3 12 1 0 0.000657
42 +3 13 1 0 0.000657
42 +3 14 1 0 0.000657
42 +3 15 1 0 0.000657
42 +3 16 1 0 0.000657
42 +3 17 1 0 0.000657
42 +3 18 1 0 0.000657
42 +3 19 1 0 0.000657
42 +3 20 1 0 0.000657
42 +3 21 1 0 0.000657
42 +3 22 1 0 0.000657
42 +3 23 1 0 0.000657
42 +3 24 1 0 0.000657
42 +3 25 1 0 0.000657
42 +3 26 1 0 0.000657
42 +3 27 1 0 0.000657
42 +3 28 1 0 0.000657
42 +3 29 1 0 0.000657
42 +3 30 1 0 0.000657
42 +3 31 1 0 0.000657
42 +3 32 1 0 0.000657
42 +3 33 1 0 0.000657
42 +3 34 1 0 0.000657
42 +3 35 1 0 0.000657
42 +3 36 1 0 0.000657
42 +3 37 1 0 0.000657
42 +3 38 1 0 0.000657
42 +3 39 1 0 0.000657
42 +3 40 1 0 0.000657
42 +3 41 1 0 0.000657
42 +3 42 1 0 0.000657
42 +3 43 1 0 0.000657
42 +3 44 1 0 0.000657
42 +3 45 1 0 0.000657
42 +3 46 1 0 0.000657
42 +3 47 1 0 0.000657
42 +3 48 1 0 0.000657
42 +2  1 1 0 0.000618
42 +2  2 1 0 0.000618
42 +2  3 1 0 0.000618
42 +2  4 1 0 0.000618
42 +2  5 1 0 0.000618
42 +2  6 1 0 0.000618
42 +2  7 1 0 0.000618
42 +2  8 1 0 0.000618
42 +2  9 1 0 0.000618
42 +2 10 1 0 0.000618
42 +2 11 1 0 0.000618
42 +2 12 1 0 0.000618
42 +2 13 1 0 0.000618
42 +2 14 1 0 0.000618
42 +2 15 1 0 0.000618
42 +2 16 1 0 0.000618
42 +2 17 1 0 0.000618
42 +2 18 1 0 0.000618
42 +2 19 1 0 0.000618
42 +2 20 1 0 0.000618
42 +2 21 1 0 0.000618
42 +2 22 1 0 0.000618
42 +2 23 1 0 0.000618
42 +2 24 1 0 0.000618
42 +2 25 1 0 0.000618
42 +2 26 1 0 0.000618
42 +2 27 1 0 0.000618
42 +2 28 1 0 0.000618
42 +2 29 1 0 0.000618
42 +2 30 1 0 0.000618
42 +2 31 1 0 0.000618
42 +2 32 1 0 0.000618
42 +2 33 1 0 0.000618
42 +2 34 1 0 0.000618
42 +2 35 1 0 0.000618
42 +2 36 1 0 0.000618
42 +2 37 1 0 0.000618
42 +2 38 1 0 0.000618
42 +2 39 1 0 0.000618
42 +2 40 1 0 0.000618
42 +2 41 1 0 0.000618
42 +2 42 1 0 0.000618
42 +2 43 1 0 0.000618
42 +2 44 1 0 0.000618
42 +2 45 1 0 0.000618
42 +2 46 1 0 0.000618
42 +2 47 1 0 0.000618
42 +2 48 1 0 0.000618
42 +1  1 1 0 0.000560
42 +1  2 1 0 0.000560
42 +1  3 1 0 0.000560
42 +1  4 1 0 0.000560
42 +1  5 1 0 0.000560
42 +1  6 1 0 0.000560
42 +1  7 1 0 0.000560
42 +1  8 1 0 0.000560
42 +1  9 1 0 0.000560
42 +1 10 1 0 0.000560
42 +1 11 1 0 0.000560
42 +1 12 1 0 0.000560
42 +1 13 1 0 0.000560
42 +1 14 1 0 0.000560
42 +1 15 1 0 0.000560
42 +1 16 1 0 0.000560
42 +1 17 1 0 0.000560
42 +1 18 1 0 0.000560
42 +1 19 1 0 0.000560
42 +1 20 1 0 0.000560
42 +1 21 1 0 0.000560
42 +1 22 1 0 0.000560
42 +1 23 1 0 0.000560
42 +1 24 1 0 0.000560
42 +1 25 1 0 0.000560
42 +1 26 1 0 0.000560
42 +1 27 1 0 0.000560
42 +1 28 1 0 0.000560
42 +1 29 1 0 0.000560
42 +1 30 1 0 0.000560
42 +1 31 1 0 0.000560
42 +1 32 1 0 0.000560
42 +1 33 1 0 0.000560
42 +1 34 1 0 0.000560
42 +1 35 1 0 0.000560
42 +1 36 1 0 0.000560
42 +1 37 1 0 0.000560
42 +1 38 1 0 0.000560
42 +1 39 1 0 0.000560
42 +1 40 1 0 0.000560
42 +1 41 1 0 0.000560
42 +1 42 1 0 0.000560
42 +1 43 1 0 0.000560
42 +1 44 1 0 0.000560
42 +1 45 1 0 0.000560
42 +1 46 1 0 0.000560
42 +1 47 1 0 0.000560
42 +1 48 1 0 0.000560
41 +1  1 1 0 0.000431
41 +1  2 1 0 0.000431
41 +1  3 1 0 0.000431
41 +1  4 1 0 0.000431
41 +1  5 1 0 0.000431
41 +1  6 1 0 0.000431
41 +1  7 1 0 0.000431
41 +1  8 1 0 0.000431
41 +1  9 1 0 0.000431
41 +1 10 1 0 0.000431
41 +1 11 1 0 0.000431
41 +1 12 1 0 0.000431
41 +1 13 1 0 0.000431
41 +1 14 1 0 0.000431
41 +1 15 1 0 0.000431
41 +1 16 1 0 0.000431
41 +1 17 1 0 0.000431
41 +1 18 1 0 0.000431
41 +1 19 1 0 0.000431
41 +1 20 1 0 0.000431
41 +1 21 1 0 0.000431
41 +1 22 1 0 0.000431
41 +1 23 1 0 0.000431
41 +1 24 1 0 0.000431
42 +4  1 2 0 0.000935
42 +4  2 2 0 0.000935
42 +4  3 2 0 0.000935
42 +4  4 2 0 0.000935
42 +4  5 2 0 0.000935
42 +4  6 2 0 0.000935
42 +4  7 2 0 0.000935
42 +4  8 2 0 0.000935
42 +4  9 2 0 0.000935
42 +4 10 2 0 0.000935
42 +4 11 2 0 0.000935
42 +4 12 2 0 0.000935
42 +4 13 2 0 0.000935
42 +4 14 2 0 0.000935
42 +4 15 2 0 0.000935
42 +4 16 2 0 0.000935
42 +4 17 2 0 0.000935
42 +4 18 2 0 0.000935
42 +4 19 2 0 0.000935
42 +4 20 2 0 0.000935
42 +4 21 2 0 0.000935
42 +4 22 2 0 0.000935
42 +4 23 2 0 0.000935
42 +4 24 2 0 0.000935
