41 -1  1   6.290  -3.933  -2.804 -0.002285 
41 -1  2   5.603  -4.736  -1.175 -0.001676 
41 -1  3   3.381   3.096  -1.947 -0.003150 
41 -1  4   5.789  -0.715  -2.332 -0.001434 
41 -1  5  -0.984 -12.766   1.036  0.000040 
41 -1  6   2.633  -5.795  -1.626 -0.000286 
41 -1  7   1.961 -12.039   0.002 -0.001560 
41 -1  8  -1.219 -18.236   0.260 -0.000215 
41 -1  9   2.662 -13.187   0.238 -0.000784 
41 -1 10   1.330  -6.074  -0.033 -0.003074 
41 -1 11   3.305 -15.102  -0.684 -0.001539 
41 -1 12   2.258 -21.306   0.734  0.000662 
41 -1 13   2.282  -8.145   2.755 -0.002569 
41 -1 14  -0.726 -12.669   0.292 -0.001899 
41 -1 15  -0.126 -17.403   1.494 -0.000694 
41 -1 16  -4.351 -13.236  -0.376 -0.001421 
41 -1 17   0.578  -6.561  -0.403 -0.002075 
41 -1 18  -0.455  -0.721   0.792 -0.002749 
41 -1 19   1.035  -1.973  -3.892 -0.002920 
41 -1 20  -0.763  -7.663  -0.329 -0.001231 
41 -1 21   1.424   0.293  -0.974 -0.002568 
41 -1 22   1.331  -4.153  -0.749 -0.001267 
41 -1 23   0.934  -8.498  -2.835 -0.001443 
41 -1 24   2.597  -8.785  -3.452 -0.001318 
41  1  1   9.275  11.195   0.243 -0.000561 
41  1  2   8.492  11.315  -0.227 -0.000210 
41  1  3   4.781  15.111   1.971 -0.000991 
41  1  4   5.154   9.723   0.945 -0.000332 
41  1  5  -0.333  -0.487   0.921  0.000546 
41  1  6  -0.034   0.573  -2.161  0.000044 
41  1  7  -0.062   1.922  -2.331 -0.000247 
41  1  8  -0.160  -4.320  -3.369  0.000292 
41  1  9   1.077  -8.407  -3.195  0.000011 
41  1 10   3.418  -7.705  -3.743 -0.000127 
41  1 11   3.740  -8.093  -6.003  0.001025 
41  1 12   4.025  -1.556  -3.610  0.000477 
41  1 13   1.025   4.322  -2.703 -0.000393 
41  1 14   0.328   7.697  -3.731 -0.001690 
41  1 15   1.764   5.487  -2.090 -0.000665 
41  1 16  -0.746   2.848  -1.895 -0.000214 
41  1 17   2.335   5.851   0.312 -0.000580 
41  1 18   2.441   6.606  -2.455 -0.000146 
41  1 19   1.325   7.975   1.501 -0.000451 
41  1 20  -3.545   0.967  -3.092  0.001424 
41  1 21  -0.329   1.808  -1.549  0.000700 
41  1 22   1.092   6.005  -3.005 -0.000399 
41  1 23   4.551  12.664  -0.187 -0.001366 
