41 1 1 1 0.087518 0.071598 0.009667 0.003249
41 1 3 1 0.083223 0.055999 0.009139 0.003402
42 1 1 1 0.098562 0.064442 0.012000 0.004053
42 2 1 1 0.045059 0.026337 0.003765 0.000577
42 3 1 1 0.047958 0.021091 0.003616 0.000043
42 4 1 1 0.037981 0.015794 0.002933 0.000133
42 1 3 1 0.095412 0.061351 0.012117 0.003669
42 2 3 1 0.042766 0.026050 0.004453 0.000897
42 3 3 1 0.045185 0.022805 0.004557 0.000065
42 4 3 1 0.038557 0.016672 0.002465 0.000158
43 1 1 1 0.110941 0.071793 0.012997 0.004522
43 1 2 1 0.114348 0.081783 0.012872 0.003481
44 1 1 1 0.100924 0.057692 0.013495 0.003308
44 2 1 1 0.063995 0.033967 0.006482 0.001459
44 3 1 1 0.056968 0.024287 0.004805 0.000040
44 4 1 1 0.056598 0.020669 0.004090 0.000124
44 5 1 1 0.054182 0.019141 0.003462 0.000052
44 1 2 1 0.099579 0.063082 0.014723 0.003683
44 2 2 1 0.061665 0.035746 0.005621 0.001235
44 3 2 1 0.055182 0.021350 0.004605 0.000214
44 4 2 1 0.051507 0.022888 0.002462 0.000060
44 5 2 1 0.052652 0.020550 0.002465 0.000076
45 1 1 1 0.108618 0.071534 0.013807 0.003994
45 1 2 1 0.105798 0.074077 0.012231 0.003988
46 1 1 1 0.101633 0.061010 0.015026 0.003182
46 2 1 1 0.065867 0.035426 0.006978 0.001546
46 3 1 1 0.056234 0.022911 0.003248 0.000022
46 4 1 1 0.052614 0.023243 0.002997 0.000133
46 5 1 1 0.054707 0.017699 0.003663 0.000400
46 1 2 1 0.104346 0.066961 0.014357 0.003547
46 2 2 1 0.067759 0.040269 0.007327 0.001385
46 3 2 1 0.055560 0.024302 0.005412 0.000211
46 4 2 1 0.051495 0.024686 0.005331 0.000314
46 5 2 1 0.057096 0.021444 0.004712 0.000169
47 1 1 1 0.181725 0.071385 0.012103 0.001220
47 1 2 1 0.177608 0.068413 0.011798 0.001608
48 1 1 1 0.235814 0.100285 0.003824 0.000765
48 1 2 1 0.240680 0.122066 0.007719 0.001052
41 1 1 0 0.000000 0.000000 0.000000 0.000000
41 1 2 0 0.000000 0.000000 0.000000 0.000000
41 1 3 0 0.000000 0.000000 0.000000 0.000000
42 1 1 0 0.000000 0.000000 0.000000 0.000000
42 2 1 0 0.000000 0.000000 0.000000 0.000000
42 3 1 0 0.000000 0.000000 0.000000 0.000000
42 4 1 0 0.000000 0.000000 0.000000 0.000000
42 1 2 0 0.000000 0.000000 0.000000 0.000000
42 2 2 0 0.000000 0.000000 0.000000 0.000000
42 3 2 0 0.000000 0.000000 0.000000 0.000000
42 4 2 0 0.000000 0.000000 0.000000 0.000000
42 1 3 0 0.000000 0.000000 0.000000 0.000000
42 2 3 0 0.000000 0.000000 0.000000 0.000000
42 3 3 0 0.000000 0.000000 0.000000 0.000000
42 4 3 0 0.000000 0.000000 0.000000 0.000000
43 1 1 0 0.000000 0.000000 0.000000 0.000000
43 1 2 0 0.000000 0.000000 0.000000 0.000000
44 1 1 0 0.000000 0.000000 0.000000 0.000000
44 2 1 0 0.000000 0.000000 0.000000 0.000000
44 3 1 0 0.000000 0.000000 0.000000 0.000000
44 4 1 0 0.000000 0.000000 0.000000 0.000000
44 5 1 0 0.000000 0.000000 0.000000 0.000000
44 1 2 0 0.000000 0.000000 0.000000 0.000000
44 2 2 0 0.000000 0.000000 0.000000 0.000000
44 3 2 0 0.000000 0.000000 0.000000 0.000000
44 4 2 0 0.000000 0.000000 0.000000 0.000000
44 5 2 0 0.000000 0.000000 0.000000 0.000000
45 1 1 0 0.000000 0.000000 0.000000 0.000000
45 1 2 0 0.000000 0.000000 0.000000 0.000000
46 1 1 0 0.000000 0.000000 0.000000 0.000000
46 2 1 0 0.000000 0.000000 0.000000 0.000000
46 3 1 0 0.000000 0.000000 0.000000 0.000000
46 4 1 0 0.000000 0.000000 0.000000 0.000000
46 5 1 0 0.000000 0.000000 0.000000 0.000000
46 1 2 0 0.000000 0.000000 0.000000 0.000000
46 2 2 0 0.000000 0.000000 0.000000 0.000000
46 3 2 0 0.000000 0.000000 0.000000 0.000000
46 4 2 0 0.000000 0.000000 0.000000 0.000000
46 5 2 0 0.000000 0.000000 0.000000 0.000000
47 1 1 0 0.000000 0.000000 0.000000 0.000000
47 1 2 0 0.000000 0.000000 0.000000 0.000000
48 1 1 0 0.000000 0.000000 0.000000 0.000000
48 1 2 0 0.000000 0.000000 0.000000 0.000000
