 'A1.02.60'    35   14   10    5.438    6.820
 'A1.02.60'    35   15   11    5.812    7.470
 'A1.10.60'    43  -12  -12   -4.312   -7.470
 'A1.10.60'    43  -14  -12   -5.062   -7.470
 'A1.10.60'    43  -15  -11   -5.438   -6.820
 'A1.10.60'    43  -16  -12   -5.812   -7.470
 'A1.00.12'  2673  112    0   42.188    0.325
 'A1.00.12'  2673  113    1   42.562    0.974
 'A1.00.12'  2673  114    0   42.938    0.325
 'A1.00.12'  2673  115    1   43.312    0.974
 'A1.00.11'  2674  112    2   42.188    1.624
 'A1.00.11'  2674  113    3   42.562    2.273
 'A1.00.11'  2674  114    2   42.938    1.624
 'A1.00.11'  2674  115    3   43.312    2.273
 'A1.00.10'  2675  112    4   42.188    2.923
 'A1.00.10'  2675  113    5   42.562    3.572
 'A1.00.10'  2675  114    4   42.938    2.923
 'A1.00.10'  2675  115    5   43.312    3.572
 'A1.00.09'  2676  112   10   42.188    6.820
 'A1.00.09'  2676  112    8   42.188    5.521
 'A1.00.09'  2676  113    9   42.562    6.170
 'A1.00.09'  2676  114    8   42.938    5.521
 'A1.08.12'  2705 -113   -1  -42.188   -0.325
 'A1.08.12'  2705 -114   -2  -42.562   -0.974
 'A1.08.12'  2705 -115   -1  -42.938   -0.325
 'A1.08.12'  2705 -116   -2  -43.312   -0.974
 'A1.08.11'  2706 -113   -3  -42.188   -1.624
 'A1.08.11'  2706 -114   -4  -42.562   -2.273
 'A1.08.11'  2706 -115   -3  -42.938   -1.624
 'A1.08.11'  2706 -116   -4  -43.312   -2.273
 'A1.08.10'  2707 -113   -5  -42.188   -2.923
 'A1.08.10'  2707 -114   -6  -42.562   -3.572
 'A1.08.10'  2707 -115   -5  -42.938   -2.923
 'A1.08.10'  2707 -116   -6  -43.312   -3.572
 'A1.08.09'  2708 -113  -11  -42.188   -6.820
 'A1.08.09'  2708 -113   -9  -42.188   -5.521
 'A1.08.09'  2708 -114  -10  -42.562   -6.170
 'A1.08.09'  2708 -115   -9  -42.938   -5.521
 'A1.00.08'  2737  104   24   39.188   15.913
 'A1.00.08'  2737  105   25   39.562   16.563
 'A1.00.08'  2737  106   24   39.938   15.913
 'A1.00.08'  2737  107   25   40.312   16.563
 'A1.07.11'  2766 -113    1  -42.188    0.974
 'A1.07.11'  2766 -114    0  -42.562    0.325
 'A1.07.11'  2766 -115    1  -42.938    0.974
 'A1.07.11'  2766 -116    0  -43.312    0.325
 'A1.07.10'  2767 -113    3  -42.188    2.273
 'A1.07.10'  2767 -114    2  -42.562    1.624
 'A1.07.10'  2767 -115    3  -42.938    2.273
 'A1.07.10'  2767 -116    2  -43.312    1.624
 'A1.07.09'  2768 -113    5  -42.188    3.572
 'A1.07.09'  2768 -114    4  -42.562    2.923
 'A1.07.09'  2768 -115    5  -42.938    3.572
 'A1.07.09'  2768 -116    4  -43.312    2.923
 'A1.07.08'  2769 -105   25  -39.188   16.563
 'A1.07.08'  2769 -106   24  -39.562   15.913
 'A1.07.08'  2769 -107   25  -39.938   16.563
 'A1.07.08'  2769 -108   24  -40.312   15.913
 'A1.08.08'  2770 -105  -25  -39.188  -15.913
 'A1.08.08'  2770 -106  -26  -39.562  -16.563
 'A1.08.08'  2770 -107  -25  -39.938  -15.913
 'A1.08.08'  2770 -108  -26  -40.312  -16.563
 'A1.15.11'  2799  112   -2   42.188   -0.974
 'A1.15.11'  2799  113   -1   42.562   -0.325
 'A1.15.11'  2799  114   -2   42.938   -0.974
 'A1.15.11'  2799  115   -1   43.312   -0.325
 'A1.15.10'  2800  112   -4   42.188   -2.273
 'A1.15.10'  2800  113   -3   42.562   -1.624
 'A1.15.10'  2800  114   -4   42.938   -2.273
 'A1.15.10'  2800  115   -3   43.312   -1.624
 'A1.15.09'  2801  112   -6   42.188   -3.572
 'A1.15.09'  2801  113   -5   42.562   -2.923
 'A1.15.09'  2801  114   -6   42.938   -3.572
 'A1.15.09'  2801  115   -5   43.312   -2.923
 'A1.15.08'  2802  104  -26   39.188  -16.563
 'A1.15.08'  2802  105  -25   39.562  -15.913
 'A1.15.08'  2802  106  -26   39.938  -16.563
 'A1.15.08'  2802  107  -25   40.312  -15.913
 'A1.00.06'  2803  112    6   42.188    4.222
 'A1.00.06'  2803  113    7   42.562    4.871
 'A1.00.06'  2803  114    6   42.938    4.222
 'A1.00.06'  2803  115    7   43.312    4.871
 'A1.00.05'  2804  112   12   42.188    8.119
 'A1.00.05'  2804  112   14   42.188    9.418
 'A1.00.05'  2804  113   11   42.562    7.470
 'A1.00.05'  2804  113   13   42.562    8.768
 'A1.00.04'  2805  114   10   42.938    6.820
 'A1.00.04'  2805  115    9   43.312    6.170
 'A1.00.04'  2805  116    8   43.688    5.521
 'A1.00.04'  2805  117    7   44.062    4.871
 'A1.00.03'  2806  112   16   42.188   10.717
 'A1.00.03'  2806  112   18   42.188   12.016
 'A1.00.03'  2806  113   17   42.562   11.367
 'A1.00.03'  2806  113   19   42.562   12.666
 'A1.01.10'  2807   92   38   34.688   25.007
 'A1.01.10'  2807   93   39   35.062   25.656
 'A1.01.10'  2807   94   38   35.438   25.007
 'A1.01.10'  2807   95   37   35.812   24.357
 'A1.01.10'  2808   88   38   33.188   25.007
 'A1.01.10'  2808   89   39   33.562   25.656
 'A1.01.10'  2808   90   38   33.938   25.007
 'A1.01.10'  2808   91   39   34.312   25.656
 'A1.01.10'  2809   92   36   34.688   23.707
 'A1.01.10'  2809   93   37   35.062   24.357
 'A1.01.10'  2809   94   36   35.438   23.707
 'A1.01.10'  2809   96   36   36.188   23.707
 'A1.01.10'  2810   88   36   33.188   23.707
 'A1.01.10'  2810   89   37   33.562   24.357
 'A1.01.10'  2810   90   36   33.938   23.707
 'A1.01.10'  2810   91   37   34.312   24.357
 'A1.01.09'  2811   96   32   36.188   21.109
 'A1.01.09'  2811   97   33   36.562   21.759
 'A1.01.09'  2811   98   32   36.938   21.109
 'A1.01.09'  2811   99   33   37.312   21.759
 'A1.01.08'  2812   88   40   33.188   26.306
 'A1.01.08'  2812   88   42   33.188   27.605
 'A1.01.08'  2812   89   41   33.562   26.955
 'A1.01.08'  2812   90   42   33.938   27.605
 'A1.06.10'  2829  -89   39  -33.188   25.656
 'A1.06.10'  2829  -90   38  -33.562   25.007
 'A1.06.10'  2829  -91   39  -33.938   25.656
 'A1.06.10'  2829  -92   38  -34.312   25.007
 'A1.06.10'  2830  -93   37  -34.688   24.357
 'A1.06.10'  2830  -93   39  -34.688   25.656
 'A1.06.10'  2830  -94   38  -35.062   25.007
 'A1.06.10'  2830  -95   37  -35.438   24.357
 'A1.06.10'  2831  -89   37  -33.188   24.357
 'A1.06.10'  2831  -90   36  -33.562   23.707
 'A1.06.10'  2831  -91   37  -33.938   24.357
 'A1.06.10'  2831  -92   36  -34.312   23.707
 'A1.06.10'  2832  -94   36  -35.062   23.707
 'A1.06.10'  2832  -96   36  -35.812   23.707
 'A1.06.10'  2832  -97   37  -36.188   24.357
 'A1.06.10'  2832  -98   36  -36.562   23.707
 'A1.06.09'  2833 -100   32  -37.312   21.109
 'A1.06.09'  2833  -97   33  -36.188   21.759
 'A1.06.09'  2833  -98   32  -36.562   21.109
 'A1.06.09'  2833  -99   33  -36.938   21.759
 'A1.06.08'  2834  -89   41  -33.188   26.955
 'A1.06.08'  2834  -90   40  -33.562   26.306
 'A1.06.08'  2834  -90   42  -33.562   27.605
 'A1.06.08'  2834  -91   41  -33.938   26.955
 'A1.08.06'  2839 -113   -7  -42.188   -4.222
 'A1.08.06'  2839 -114   -8  -42.562   -4.871
 'A1.08.06'  2839 -115   -7  -42.938   -4.222
 'A1.08.06'  2839 -116   -8  -43.312   -4.871
 'A1.08.05'  2840 -113  -13  -42.188   -8.119
 'A1.08.05'  2840 -113  -15  -42.188   -9.418
 'A1.08.05'  2840 -114  -12  -42.562   -7.470
 'A1.08.05'  2840 -114  -14  -42.562   -8.768
 'A1.08.04'  2841 -115  -11  -42.938   -6.820
 'A1.08.04'  2841 -116  -10  -43.312   -6.170
 'A1.08.04'  2841 -117   -9  -43.688   -5.521
 'A1.08.04'  2841 -118   -8  -44.062   -4.871
 'A1.08.03'  2842 -113  -17  -42.188  -10.717
 'A1.08.03'  2842 -113  -19  -42.188  -12.016
 'A1.08.03'  2842 -114  -18  -42.562  -11.367
 'A1.08.03'  2842 -114  -20  -42.562  -12.666
 'A1.09.10'  2843  -89  -37  -33.188  -23.707
 'A1.09.10'  2843  -90  -38  -33.562  -24.357
 'A1.09.10'  2843  -91  -37  -33.938  -23.707
 'A1.09.10'  2843  -92  -38  -34.312  -24.357
 'A1.09.10'  2844  -93  -37  -34.688  -23.707
 'A1.09.10'  2844  -94  -38  -35.062  -24.357
 'A1.09.10'  2844  -95  -37  -35.438  -23.707
 'A1.09.10'  2844  -97  -37  -36.188  -23.707
 'A1.09.10'  2845  -89  -39  -33.188  -25.007
 'A1.09.10'  2845  -90  -40  -33.562  -25.656
 'A1.09.10'  2845  -91  -39  -33.938  -25.007
 'A1.09.10'  2845  -92  -40  -34.312  -25.656
 'A1.09.10'  2846  -93  -39  -34.688  -25.007
 'A1.09.10'  2846  -94  -40  -35.062  -25.656
 'A1.09.10'  2846  -95  -39  -35.438  -25.007
 'A1.09.10'  2846  -96  -38  -35.812  -24.357
 'A1.09.09'  2847 -100  -34  -37.312  -21.759
 'A1.09.09'  2847  -97  -33  -36.188  -21.109
 'A1.09.09'  2847  -98  -34  -36.562  -21.759
 'A1.09.09'  2847  -99  -33  -36.938  -21.109
 'A1.09.08'  2848  -89  -41  -33.188  -26.306
 'A1.09.08'  2848  -89  -43  -33.188  -27.605
 'A1.09.08'  2848  -90  -42  -33.562  -26.955
 'A1.09.08'  2848  -91  -43  -33.938  -27.605
 'A1.14.10'  2865   93  -37   35.062  -23.707
 'A1.14.10'  2865   95  -37   35.812  -23.707
 'A1.14.10'  2865   96  -38   36.188  -24.357
 'A1.14.10'  2865   97  -37   36.562  -23.707
 'A1.14.10'  2866   88  -38   33.188  -24.357
 'A1.14.10'  2866   89  -37   33.562  -23.707
 'A1.14.10'  2866   90  -38   33.938  -24.357
 'A1.14.10'  2866   91  -37   34.312  -23.707
 'A1.14.10'  2867   92  -38   34.688  -24.357
 'A1.14.10'  2867   92  -40   34.688  -25.656
 'A1.14.10'  2867   93  -39   35.062  -25.007
 'A1.14.10'  2867   94  -38   35.438  -24.357
 'A1.14.10'  2868   88  -40   33.188  -25.656
 'A1.14.10'  2868   89  -39   33.562  -25.007
 'A1.14.10'  2868   90  -40   33.938  -25.656
 'A1.14.10'  2868   91  -39   34.312  -25.007
 'A1.14.09'  2869   96  -34   36.188  -21.759
 'A1.14.09'  2869   97  -33   36.562  -21.109
 'A1.14.09'  2869   98  -34   36.938  -21.759
 'A1.14.09'  2869   99  -33   37.312  -21.109
 'A1.14.08'  2870   88  -42   33.188  -26.955
 'A1.14.08'  2870   89  -41   33.562  -26.306
 'A1.14.08'  2870   89  -43   33.562  -27.605
 'A1.14.08'  2870   90  -42   33.938  -26.955
 'A1.00.02'  2875  116    0   43.688    0.325
 'A1.00.02'  2875  116    2   43.688    1.624
 'A1.00.02'  2875  117    1   44.062    0.974
 'A1.00.02'  2875  118    2   44.438    1.624
 'A1.00.01'  2876  116    4   43.688    2.923
 'A1.00.01'  2876  116    6   43.688    4.222
 'A1.00.01'  2876  117    3   44.062    2.273
 'A1.00.01'  2876  117    5   44.062    3.572
 'A1.00.00'  2877  108   24   40.688   15.913
 'A1.00.00'  2877  108   26   40.688   17.212
 'A1.00.00'  2877  109   25   41.062   16.563
 'A1.00.00'  2877  110   24   41.438   15.913
 'A1.01.07'  2878  100   34   37.688   22.408
 'A1.01.07'  2878   96   34   36.188   22.408
 'A1.01.07'  2878   97   35   36.562   23.058
 'A1.01.07'  2878   98   34   36.938   22.408
 'A1.01.06'  2879   84   46   31.688   30.203
 'A1.01.06'  2879   85   47   32.062   30.852
 'A1.01.06'  2879   86   46   32.438   30.203
 'A1.01.06'  2879   87   45   32.812   29.553
 'A1.01.06'  2880   80   46   30.188   30.203
 'A1.01.06'  2880   81   47   30.562   30.852
 'A1.01.06'  2880   82   46   30.938   30.203
 'A1.01.06'  2880   83   47   31.312   30.852
 'A1.01.06'  2881   84   44   31.688   28.904
 'A1.01.06'  2881   85   45   32.062   29.553
 'A1.01.06'  2881   86   44   32.438   28.904
 'A1.01.06'  2881   88   44   33.188   28.904
 'A1.01.06'  2882   80   44   30.188   28.904
 'A1.01.06'  2882   81   45   30.562   29.553
 'A1.01.06'  2882   82   44   30.938   28.904
 'A1.01.06'  2882   83   45   31.312   29.553
 'A1.03.09'  2887   16   64    6.188   41.894
 'A1.03.09'  2887   16   66    6.188   43.193
 'A1.03.09'  2887   17   65    6.562   42.543
 'A1.03.09'  2887   18   64    6.938   41.894
 'A1.04.09'  2892  -17   65   -6.188   42.543
 'A1.04.09'  2892  -18   64   -6.562   41.894
 'A1.04.09'  2892  -19   65   -6.938   42.543
 'A1.04.09'  2892  -20   64   -7.312   41.894
 'A1.04.08'  2893  -41   61  -15.188   39.945
 'A1.04.08'  2893  -42   60  -15.562   39.296
 'A1.04.08'  2893  -42   62  -15.562   40.595
 'A1.04.08'  2893  -43   61  -15.938   39.945
 'A1.05.09'  2898  -66   52  -24.562   34.100
 'A1.05.09'  2898  -68   52  -25.312   34.100
 'A1.05.09'  2898  -69   53  -25.688   34.749
 'A1.05.09'  2898  -70   52  -26.062   34.100
 'A1.05.08'  2899  -73   51  -27.188   33.450
 'A1.05.08'  2899  -74   50  -27.562   32.801
 'A1.05.08'  2899  -75   51  -27.938   33.450
 'A1.05.08'  2899  -76   50  -28.312   32.801
 'A1.05.08'  2900  -73   49  -27.188   32.151
 'A1.05.08'  2900  -74   48  -27.562   31.502
 'A1.05.08'  2900  -75   49  -27.938   32.151
 'A1.05.08'  2900  -76   48  -28.312   31.502
 'A1.05.08'  2901  -77   49  -28.688   32.151
 'A1.05.08'  2901  -78   48  -29.062   31.502
 'A1.05.08'  2901  -78   50  -29.062   32.801
 'A1.05.08'  2901  -79   49  -29.438   32.151
 'A1.05.08'  2902  -80   48  -29.812   31.502
 'A1.05.08'  2902  -80   50  -29.812   32.801
 'A1.05.08'  2902  -81   49  -30.188   32.151
 'A1.05.08'  2902  -82   48  -30.562   31.502
 'A1.06.07'  2903 -100   34  -37.312   22.408
 'A1.06.07'  2903  -97   35  -36.188   23.058
 'A1.06.07'  2903  -98   34  -36.562   22.408
 'A1.06.07'  2903  -99   35  -36.938   23.058
 'A1.06.06'  2904  -81   47  -30.188   30.852
 'A1.06.06'  2904  -82   46  -30.562   30.203
 'A1.06.06'  2904  -83   47  -30.938   30.852
 'A1.06.06'  2904  -84   46  -31.312   30.203
 'A1.06.06'  2905  -84   48  -31.312   31.502
 'A1.06.06'  2905  -85   47  -31.688   30.852
 'A1.06.06'  2905  -86   46  -32.062   30.203
 'A1.06.06'  2905  -88   46  -32.812   30.203
 'A1.07.06'  2906 -113    7  -42.188    4.871
 'A1.07.06'  2906 -114    6  -42.562    4.222
 'A1.07.06'  2906 -115    7  -42.938    4.871
 'A1.07.06'  2906 -116    6  -43.312    4.222
 'A1.07.05'  2907 -113   11  -42.188    7.470
 'A1.07.05'  2907 -113    9  -42.188    6.170
 'A1.07.05'  2907 -114   10  -42.562    6.820
 'A1.07.05'  2907 -115   11  -42.938    7.470
 'A1.07.04'  2908 -113   13  -42.188    8.768
 'A1.07.04'  2908 -113   15  -42.188   10.068
 'A1.07.04'  2908 -114   12  -42.562    8.119
 'A1.07.04'  2908 -114   14  -42.562    9.418
 'A1.07.03'  2909 -114    8  -42.562    5.521
 'A1.07.03'  2909 -115    9  -42.938    6.170
 'A1.07.03'  2909 -116    8  -43.312    5.521
 'A1.07.03'  2909 -117    7  -43.688    4.871
 'A1.07.02'  2910 -117    3  -43.688    2.273
 'A1.07.02'  2910 -117    5  -43.688    3.572
 'A1.07.02'  2910 -118    4  -44.062    2.923
 'A1.07.02'  2910 -118    6  -44.062    4.222
 'A1.07.01'  2911 -117    1  -43.688    0.974
 'A1.07.01'  2911 -118    0  -44.062    0.325
 'A1.07.01'  2911 -118    2  -44.062    1.624
 'A1.07.01'  2911 -119    1  -44.438    0.974
 'A1.07.00'  2912 -113   17  -42.188   11.367
 'A1.07.00'  2912 -113   19  -42.188   12.666
 'A1.07.00'  2912 -114   18  -42.562   12.016
 'A1.07.00'  2912 -114   20  -42.562   13.315
 'A1.08.02'  2913 -117   -1  -43.688   -0.325
 'A1.08.02'  2913 -117   -3  -43.688   -1.624
 'A1.08.02'  2913 -118   -2  -44.062   -0.974
 'A1.08.02'  2913 -119   -3  -44.438   -1.624
 'A1.08.01'  2914 -117   -5  -43.688   -2.923
 'A1.08.01'  2914 -117   -7  -43.688   -4.222
 'A1.08.01'  2914 -118   -4  -44.062   -2.273
 'A1.08.01'  2914 -118   -6  -44.062   -3.572
 'A1.08.00'  2915 -109  -25  -40.688  -15.913
 'A1.08.00'  2915 -109  -27  -40.688  -17.212
 'A1.08.00'  2915 -110  -26  -41.062  -16.563
 'A1.08.00'  2915 -111  -25  -41.438  -15.913
 'A1.09.07'  2916 -101  -35  -37.688  -22.408
 'A1.09.07'  2916  -97  -35  -36.188  -22.408
 'A1.09.07'  2916  -98  -36  -36.562  -23.058
 'A1.09.07'  2916  -99  -35  -36.938  -22.408
 'A1.09.06'  2917  -81  -45  -30.188  -28.904
 'A1.09.06'  2917  -82  -46  -30.562  -29.553
 'A1.09.06'  2917  -83  -45  -30.938  -28.904
 'A1.09.06'  2917  -84  -46  -31.312  -29.553
 'A1.09.06'  2918  -85  -45  -31.688  -28.904
 'A1.09.06'  2918  -86  -46  -32.062  -29.553
 'A1.09.06'  2918  -87  -45  -32.438  -28.904
 'A1.09.06'  2918  -89  -45  -33.188  -28.904
 'A1.09.06'  2919  -81  -47  -30.188  -30.203
 'A1.09.06'  2919  -82  -48  -30.562  -30.852
 'A1.09.06'  2919  -83  -47  -30.938  -30.203
 'A1.09.06'  2919  -84  -48  -31.312  -30.852
 'A1.09.06'  2920  -85  -47  -31.688  -30.203
 'A1.09.06'  2920  -86  -48  -32.062  -30.852
 'A1.09.06'  2920  -87  -47  -32.438  -30.203
 'A1.09.06'  2920  -88  -46  -32.812  -29.553
 'A1.11.09'  2925  -17  -65   -6.188  -41.894
 'A1.11.09'  2925  -17  -67   -6.188  -43.193
 'A1.11.09'  2925  -18  -66   -6.562  -42.543
 'A1.11.09'  2925  -19  -65   -6.938  -41.894
 'A1.12.09'  2930   16  -66    6.188  -42.543
 'A1.12.09'  2930   17  -65    6.562  -41.894
 'A1.12.09'  2930   18  -66    6.938  -42.543
 'A1.12.09'  2930   19  -65    7.312  -41.894
 'A1.12.08'  2931   40  -62   15.188  -39.945
 'A1.12.08'  2931   41  -61   15.562  -39.296
 'A1.12.08'  2931   41  -63   15.562  -40.595
 'A1.12.08'  2931   42  -62   15.938  -39.945
 'A1.13.09'  2936   65  -53   24.562  -34.100
 'A1.13.09'  2936   67  -53   25.312  -34.100
 'A1.13.09'  2936   68  -54   25.688  -34.749
 'A1.13.09'  2936   69  -53   26.062  -34.100
 'A1.13.08'  2937   64  -54   24.188  -34.749
 'A1.13.08'  2937   64  -56   24.188  -36.048
 'A1.13.08'  2937   65  -55   24.562  -35.399
 'A1.13.08'  2937   66  -54   24.938  -34.749
 'A1.13.07'  2938   57  -57   21.562  -36.698
 'A1.13.07'  2938   58  -58   21.938  -37.347
 'A1.13.07'  2938   59  -57   22.312  -36.698
 'A1.13.07'  2938   61  -57   23.062  -36.698
 'A1.13.06'  2939   79  -49   29.812  -31.502
 'A1.13.06'  2939   79  -51   29.812  -32.801
 'A1.13.06'  2939   80  -50   30.188  -32.151
 'A1.13.06'  2939   81  -49   30.562  -31.502
 'A1.13.06'  2940   76  -50   28.688  -32.151
 'A1.13.06'  2940   77  -49   29.062  -31.502
 'A1.13.06'  2940   77  -51   29.062  -32.801
 'A1.13.06'  2940   78  -50   29.438  -32.151
 'A1.14.07'  2941   96  -36   36.188  -23.058
 'A1.14.07'  2941   97  -35   36.562  -22.408
 'A1.14.07'  2941   98  -36   36.938  -23.058
 'A1.14.07'  2941   99  -35   37.312  -22.408
 'A1.14.06'  2942   84  -46   31.688  -29.553
 'A1.14.06'  2942   85  -45   32.062  -28.904
 'A1.14.06'  2942   86  -46   32.438  -29.553
 'A1.14.06'  2942   87  -45   32.812  -28.904
 'A1.14.06'  2943   80  -46   30.188  -29.553
 'A1.14.06'  2943   81  -45   30.562  -28.904
 'A1.14.06'  2943   82  -46   30.938  -29.553
 'A1.14.06'  2943   83  -45   31.312  -28.904
 'A1.15.06'  2944  112   -8   42.188   -4.871
 'A1.15.06'  2944  113   -7   42.562   -4.222
 'A1.15.06'  2944  114   -8   42.938   -4.871
 'A1.15.06'  2944  115   -7   43.312   -4.222
 'A1.15.05'  2945  112  -10   42.188   -6.170
 'A1.15.05'  2945  112  -12   42.188   -7.470
 'A1.15.05'  2945  113  -11   42.562   -6.820
 'A1.15.05'  2945  114  -12   42.938   -7.470
 'A1.15.04'  2946  112  -14   42.188   -8.768
 'A1.15.04'  2946  112  -16   42.188  -10.068
 'A1.15.04'  2946  113  -13   42.562   -8.119
 'A1.15.04'  2946  113  -15   42.562   -9.418
 'A1.15.03'  2947  113   -9   42.562   -5.521
 'A1.15.03'  2947  114  -10   42.938   -6.170
 'A1.15.03'  2947  115   -9   43.312   -5.521
 'A1.15.03'  2947  116   -8   43.688   -4.871
 'A1.15.02'  2948  116   -4   43.688   -2.273
 'A1.15.02'  2948  116   -6   43.688   -3.572
 'A1.15.02'  2948  117   -5   44.062   -2.923
 'A1.15.02'  2948  117   -7   44.062   -4.222
 'A1.15.01'  2949  116   -2   43.688   -0.974
 'A1.15.01'  2949  117   -1   44.062   -0.325
 'A1.15.01'  2949  117   -3   44.062   -1.624
 'A1.15.01'  2949  118   -2   44.438   -0.974
 'A1.15.00'  2950  112  -18   42.188  -11.367
 'A1.15.00'  2950  112  -20   42.188  -12.666
 'A1.15.00'  2950  113  -19   42.562  -12.016
 'A1.15.00'  2950  113  -21   42.562  -13.315
 'A1.01.05'  2951  104   26   39.188   17.212
 'A1.01.05'  2951  105   27   39.562   17.862
 'A1.01.05'  2951  106   26   39.938   17.212
 'A1.01.05'  2951  107   27   40.312   17.862
 'A1.01.04'  2952   90   40   33.938   26.306
 'A1.01.04'  2952   91   41   34.312   26.955
 'A1.01.04'  2952   92   40   34.688   26.306
 'A1.01.04'  2952   93   41   35.062   26.955
 'A1.01.03'  2953  100   32   37.688   21.109
 'A1.01.03'  2953  101   33   38.062   21.759
 'A1.01.03'  2953  102   32   38.438   21.109
 'A1.01.03'  2953  103   33   38.812   21.759
 'A1.01.02'  2954  104   28   39.188   18.511
 'A1.01.02'  2954  105   29   39.562   19.161
 'A1.01.02'  2954  106   28   39.938   18.511
 'A1.01.02'  2954  107   29   40.312   19.161
 'A1.01.01'  2955   89   43   33.562   28.254
 'A1.01.01'  2955   90   44   33.938   28.904
 'A1.01.01'  2955   91   43   34.312   28.254
 'A1.01.01'  2955   92   42   34.688   27.605
 'A1.01.00'  2956  104   30   39.188   19.810
 'A1.01.00'  2956  104   32   39.188   21.109
 'A1.01.00'  2956  105   31   39.562   20.460
 'A1.01.00'  2956  106   30   39.938   19.810
 'A1.02.08'  2957   64   52   24.188   34.100
 'A1.02.08'  2957   66   52   24.938   34.100
 'A1.02.08'  2957   67   53   25.312   34.749
 'A1.02.08'  2957   68   52   25.688   34.100
 'A1.02.07'  2958   64   54   24.188   35.399
 'A1.02.07'  2958   65   53   24.562   34.749
 'A1.02.07'  2958   65   55   24.562   36.048
 'A1.02.07'  2958   66   54   24.938   35.399
 'A1.02.06'  2959   76   50   28.688   32.801
 'A1.02.06'  2959   77   51   29.062   33.450
 'A1.02.06'  2959   78   50   29.438   32.801
 'A1.02.06'  2959   79   49   29.812   32.151
 'A1.02.06'  2960   72   50   27.188   32.801
 'A1.02.06'  2960   73   51   27.562   33.450
 'A1.02.06'  2960   74   50   27.938   32.801
 'A1.02.06'  2960   75   51   28.312   33.450
 'A1.02.06'  2961   76   48   28.688   31.502
 'A1.02.06'  2961   77   49   29.062   32.151
 'A1.02.06'  2961   78   48   29.438   31.502
 'A1.02.06'  2961   80   48   30.188   31.502
 'A1.02.06'  2962   72   48   27.188   31.502
 'A1.02.06'  2962   73   49   27.562   32.151
 'A1.02.06'  2962   74   48   27.938   31.502
 'A1.02.06'  2962   75   49   28.312   32.151
 'A1.03.07'  2963   19   65    7.312   42.543
 'A1.03.07'  2963   20   64    7.688   41.894
 'A1.03.07'  2963   21   65    8.062   42.543
 'A1.03.07'  2963   22   64    8.438   41.894
 'A1.04.06'  2968  -21   65   -7.688   42.543
 'A1.04.06'  2968  -22   64   -8.062   41.894
 'A1.04.06'  2968  -23   65   -8.438   42.543
 'A1.04.06'  2968  -24   64   -8.812   41.894
 'A1.05.07'  2973  -58   56  -21.562   36.698
 'A1.05.07'  2973  -59   57  -21.938   37.347
 'A1.05.07'  2973  -60   56  -22.312   36.698
 'A1.05.07'  2973  -62   56  -23.062   36.698
