 'A3.00.02'     1   84    6   38.025    5.066
 'A3.00.02'     1   84    8   38.025    6.625
 'A3.00.02'     1   85    7   38.475    5.846
 'A3.00.02'     1   86    6   38.925    5.066
 'A3.00.02'     1   86    8   38.925    6.625
 'A3.00.02'     1   87    7   39.375    5.846
 'A3.00.02'     1   88    6   39.825    5.066
 'A3.00.02'     1   88    8   39.825    6.625
 'A3.00.02'     1   89    7   40.275    5.846
 'A3.00.02'     2   90    6   40.725    5.066
 'A3.00.02'     2   90    8   40.725    6.625
 'A3.00.02'     2   91    7   41.175    5.846
 'A3.00.02'     2   92    6   41.625    5.066
 'A3.00.02'     2   92    8   41.625    6.625
 'A3.00.02'     2   93    7   42.075    5.846
 'A3.00.02'     2   94    6   42.525    5.066
 'A3.00.02'     2   95    7   42.975    5.846
 'A3.00.02'     2   96    6   43.425    5.066
 'A3.00.02'     3   84   10   38.025    8.184
 'A3.00.02'     3   85   11   38.475    8.963
 'A3.00.02'     3   85    9   38.475    7.405
 'A3.00.02'     3   86   10   38.925    8.184
 'A3.00.02'     3   87   11   39.375    8.963
 'A3.00.02'     3   87    9   39.375    7.405
 'A3.00.02'     3   88   10   39.825    8.184
 'A3.00.02'     3   89   11   40.275    8.963
 'A3.00.02'     3   89    9   40.275    7.405
 'A3.00.02'     4   90   10   40.725    8.184
 'A3.00.02'     4   90   12   40.725    9.743
 'A3.00.02'     4   91   11   41.175    8.963
 'A3.00.02'     4   91    9   41.175    7.405
 'A3.00.02'     4   92   10   41.625    8.184
 'A3.00.02'     4   92   12   41.625    9.743
 'A3.00.02'     4   93   11   42.075    8.963
 'A3.00.02'     4   93    9   42.075    7.405
 'A3.00.02'     4   94    8   42.525    6.625
 'A3.04.03'     5  -19   49   -8.325   38.581
 'A3.04.03'     5  -20   48   -8.775   37.802
 'A3.04.03'     5  -20   50   -8.775   39.361
 'A3.04.03'     5  -21   49   -9.225   38.581
 'A3.04.03'     5  -22   48   -9.675   37.802
 'A3.04.03'     5  -22   50   -9.675   39.361
 'A3.04.03'     5  -23   49  -10.125   38.581
 'A3.04.03'     5  -24   48  -10.575   37.802
 'A3.04.03'     5  -24   50  -10.575   39.361
 'A3.04.03'     6  -13   49   -5.625   38.581
 'A3.04.03'     6  -14   48   -6.075   37.802
 'A3.04.03'     6  -14   50   -6.075   39.361
 'A3.04.03'     6  -15   49   -6.525   38.581
 'A3.04.03'     6  -16   48   -6.975   37.802
 'A3.04.03'     6  -16   50   -6.975   39.361
