#Name	Type (0 circle, 1 elipse, 2 x-rectcircle, 3 y-rectcircle,4 special, 5 gap)	Aperture X [mm]	Aperture Y [mm]	Z start [m]	Z end [m]	X start [m]	X end [m]	Y start [m]	Y end [m]	wall thickness [mm] (4 = default, i.e. not found in drawing)
#TAS.1R1	0	34	34	19	21.13	0	0	0	0	4
#VFCDO.A1R1.X	0	63	63	21.13	21.15	0	0	0	0	89
#VVGST	0	63	63	21.15	21.225	0	0	0	0	4
#VBX.1R1.X	0	63	63	21.225	21.34	0	0	0	0	2
#BPMSW.1R1	0	60	60	21.34	21.625	0	0	0	0	4
#BPMWF.A1R1	0	60	60	21.625	21.799	0	0	0	0	4
#VMDQB	0	60	60	21.799	21.915	0	0	0	0	4
#VAX	0	63	63	21.915	22.105	0	0	0	0	4
#VVGST	0	63	63	22.105	22.18	0	0	0	0	4
#ATLAS:ATLAS ends at 22.6				0	0					
LQXAA.1R1	2	37.9	47.7	22.6	22.965	0	0	0	0	30
LQXAA.1R1MagQ1	2	37.9	47.7	22.965	29.335	0	0	0	0	30
LQXAA.1R1	2	37.9	47.7	29.335	29.842	0	0	0	0	30
LQXAA.1R1MagQ1HKick	2	37.9	47.7	29.842	29.843	0	0	0	0	30
LQXAA.1R1MagQ1VKick	2	37.9	47.7	29.843	29.844	0	0	0	0	30
LQXAA.1R1	2	37.9	47.7	29.844	30.608	0	0	0	0	30
LQXBA.2R1	2	48	57.8	30.608	32.05	0	0	0	0	20
LQXBA.2R1MagQ2a	2	48	57.8	32.05	37.55	0	0	0	0	20
LQXBA.2R1	2	48	57.8	37.55	38.019	0	0	0	0	20
LQXBA.2R1MagQ2HKick	2	48	57.8	38.019	38.02	0	0	0	0	20
LQXBA.2R1MagQ2VKick	2	48	57.8	38.02	38.021	0	0	0	0	20
LQXBA.2R1	2	48	57.8	38.021	38.55	0	0	0	0	20
LQXBA.2R1MagQ2b	2	48	57.8	38.55	44.05	0	0	0	0	20
LQXBA.2R1	2	48	57.8	44.05	44.342	0	0	0	0	20
LQXAG.3R1	2	48	57.8	44.342	46.965	0	0	0	0	20
LQXAG.3R1MagQ3	2	48	57.8	46.965	53.335	0	0	0	0	20
LQXAG.3R1	2	48	57.8	53.335	53.814	0	0	0	0	20
LQXAG.3R1MagQ3HKick	2	48	57.8	53.814	53.815	0	0	0	0	20
LQXAG.3R1MagQ3VKick	2	48	57.8	53.815	53.816	0	0	0	0	20
LQXAG.3R1	2	48	57.8	53.816	54.882	0	0	0	0	20
DFBXB.3R1	2	57.6	68	54.882	57.972	0	0	0	0	4
VMAAA.4R1.X	0	80	80	57.972	58.172	0	0	0	0	4
BPMSY.4R1	0	80	80	58.172	58.457	0	0	0	0	4
VAEHN.4R1.X	0	80	80	58.457	59.102	0	0	0	0	4
VCTNC.4R1.X	4	128	80	59.102	59.302	0	0	0	0	2
MBXW.A4R1	1	128	53	59.302	59.622	0	0	0	0	4
MBXW.A4R1MagD1a	1	128	53	59.622	63.022	0	0	0	0	4
MBXW.A4R1	1	128	53	63.022	63.218	0	0	0	0	4
VMCKB.A4R1.X	1	128	53	63.218	63.568	0	0	0	0	4
MBXW.B4R1	1	128	53	63.568	63.888	0	0	0	0	4
MBXW.B4R1MagD1b	1	128	53	63.888	67.288	0	0	0	0	4
MBXW.B4R1	1	128	53	67.288	67.484	0	0	0	0	4
VAMGO.A4R1.X	1	128	53	67.484	67.834	0	0	0	0	4
MBXW.C4R1	1	128	53	67.834	68.154	0	0	0	0	4
MBXW.C4R1MagD1c	1	128	53	68.154	71.554	0	0	0	0	4
MBXW.C4R1	1	128	53	71.554	71.75	0	0	0	0	4
VMCKB.B4R1.X	1	128	53	71.75	72.1	0	0	0	0	4
MBXW.D4R1	1	128	53	72.1	72.42	0	0	0	0	4
MBXW.D4R1MagD1d	1	128	53	72.42	75.82	0	0	0	0	4
MBXW.D4R1	1	128	53	75.82	76.016	0	0	0	0	4
VAMGD.B4R1.X	1	128	53	76.016	76.366	0	0	0	0	4
MBXW.E4R1	1	128	53	76.366	76.686	0	0	0	0	4
MBXW.E4R1MagD1e	1	128	53	76.686	80.086	0	0	0	0	4
MBXW.E4R1	1	128	53	80.086	80.282	0	0	0	0	4
VMCKB.C4R1.X	1	128	53	80.282	80.632	0	0	0	0	4
MBXW.F4R1	1	128	53	80.632	80.952	0	0	0	0	4
MBXW.F4R1MagD1f	1	128	53	80.952	84.352	0	0	0	0	4
MBXW.F4R1	1	128	53	84.352	84.548	0	0	0	0	4
VMCKB.D4R1.X	1	128	53	84.548	84.898	0	0	0	0	4
VCTNB.4R1.X	4	212.7	212.7	84.898	89	0	0	0	0	5.4
VMBGA.A4R1.X	0	212.7	212.7	89	89.4	0	0	0	0	4
VCDW.A4R1.X	0	212.7	212.7	89.4	95.3	0	0	0	0	2
VAMGN.4R1.X	0	212.7	212.7	95.3	95.7	0	0	0	0	4
VCDW.B4R1.X	0	212.7	212.7	95.7	101.6	0	0	0	0	2
VMBGA.B4R1.X	0	212.7	212.7	101.6	102	0	0	0	0	4
VCDW.C4R1.X	0	212.7	212.7	102	107.9	0	0	0	0	2
VAMGC.4R1.X	0	212.7	212.7	107.9	108.3	0	0	0	0	4
VCDW.D4R1.X	0	212.7	212.7	108.3	114.2	0	0	0	0	2
