ROS-TIL-EBA-00 	359 	1307 	408 	1.1 	25078.1 	7828.5 	27934.5 	3.47316 	3.94721 	2.3
ROS-TIL-EBC-01 	359 	1312 	404 	1.1 	25174.0 	7751.8 	27808.1 	3.83241 	4.31279 	2.3
ROS-SCT-ECC-01 	322 	781 	404 	1.3 	14985.5 	7751.8 	21056.7 	2.55494 	3.20558 	5.2
ROS-PIX-DISK-01 	321 	803 	401 	1.2 	15407.6 	7694.2 	10771.7 	2.49974 	3.12273 	4.5
ROS-LAR-EMBA-03 	348 	1615 	396 	1.1 	30987.9 	7598.3 	14308.7 	3.62371 	4.12353 	2.0
ROS-LAR-EMBA-02 	336 	1548 	390 	1.2 	29702.3 	7483.1 	18387.8 	3.59066 	4.16773 	2.4
ROS-LAR-EMBC-02 	337 	1570 	381 	1.1 	30124.4 	7310.5 	16446.3 	4.2274 	4.77935 	2.3
ROS-LAR-EMBC-03 	338 	1680 	378 	1.1 	32235.1 	7252.9 	13381.1 	4.29599 	4.8044 	1.9
ROS-PIX-DISK-00 	304 	773 	375 	1.2 	14832.0 	7195.3 	10417.4 	2.90259 	3.5805 	4.6
ROS-LAR-EMBA-00 	327 	1440 	375 	1.1 	27630.0 	7195.3 	20817.8 	3.6642 	4.20206 	2.7
ROS-SCT-ECC-00 	299 	706 	372 	1.2 	13546.4 	7137.8 	18854.4 	2.51802 	3.13279 	5.5
ROS-TGC-ECC-00 	283 	922 	366 	1.3 	17690.9 	7022.6 	2047.4 	1.45604 	1.88308 	1.0
ROS-TIL-EBA-01 	330 	1182 	366 	1.1 	22679.7 	7022.6 	23855.1 	3.37966 	3.74835 	2.2
ROS-LAR-EMBC-08 	337 	1686 	363 	1.1 	32350.2 	6965.1 	12879.0 	4.22874 	4.55499 	1.9
ROS-LAR-EMBC-13 	329 	1667 	363 	1.1 	31985.6 	6965.1 	13616.4 	3.85744 	4.25608 	2.0
ROS-LAR-EMBC-07 	332 	1447 	362 	1.1 	27764.4 	6945.9 	15971.1 	4.21176 	4.59234 	2.2
ROS-LAR-EMBA-07 	316 	1394 	359 	1.1 	26747.4 	6888.3 	15126.4 	3.68738 	4.18914 	2.3
ROS-LAR-EMBC-12 	319 	1497 	358 	1.1 	28723.7 	6869.1 	15978.3 	3.86299 	4.33527 	2.3
ROS-LAR-EMBC-00 	315 	1439 	357 	1.1 	27610.9 	6849.9 	20526.2 	4.3121 	4.88705 	2.8
ROS-LAR-EMECC-10 	335 	1555 	356 	1.1 	29836.6 	6830.8 	14524.9 	3.41971 	3.63408 	1.6
ROS-LAR-EMBC-17 	324 	1451 	351 	1.1 	27841.1 	6734.8 	16229.4 	3.67282 	3.97889 	2.3
ROS-LAR-EMBC-18 	326 	1602 	351 	1.1 	30738.4 	6734.8 	12846.3 	3.71851 	4.00367 	1.9
ROS-LAR-EMBA-08 	318 	1488 	349 	1.1 	28551.0 	6696.4 	12329.9 	3.90166 	4.28201 	1.9
ROS-LAR-EMBC-05 	309 	1307 	340 	1.1 	25078.1 	6523.8 	18344.8 	4.17683 	4.59587 	2.6
ROS-LAR-EMBA-12 	300 	1377 	339 	1.1 	26421.2 	6504.6 	14613.9 	3.5886 	4.05511 	2.3
ROS-LAR-EMECA-10 	294 	1456 	334 	1.1 	27937.0 	6408.6 	13691.4 	3.28914 	3.73664 	1.6
ROS-LAR-EMBC-10 	296 	1352 	333 	1.1 	25941.5 	6389.4 	20241.0 	3.95986 	4.45484 	2.9
ROS-LAR-EMBC-15 	303 	1278 	332 	1.1 	24521.7 	6370.3 	18370.2 	3.58333 	3.92629 	2.7
ROS-LAR-EMBA-05 	298 	1253 	331 	1.1 	24042.0 	6351.1 	17683.9 	3.72885 	4.14178 	2.7
ROS-LAR-EMBA-13 	298 	1446 	330 	1.1 	27745.2 	6331.9 	11698.0 	3.69952 	4.09678 	1.9
ROS-LAR-EMBC-01 	290 	1294 	324 	1.1 	24828.7 	6216.8 	18353.2 	4.48409 	5.00981 	2.7
ROS-LAR-EMBA-01 	272 	1228 	314 	1.2 	23562.3 	6024.9 	18555.6 	3.44225 	3.97378 	2.8
ROS-LAR-EMBC-06 	288 	1216 	313 	1.1 	23332.0 	6005.7 	18013.4 	4.22721 	4.59416 	2.7
ROS-LAR-EMBA-10 	283 	1271 	306 	1.1 	24387.4 	5871.4 	17125.4 	3.79394 	4.10229 	2.6
ROS-LAR-EMBC-16 	276 	1221 	305 	1.1 	23428.0 	5852.2 	17584.7 	3.65447 	4.03846 	2.7
ROS-LAR-EMBA-18 	281 	1374 	302 	1.1 	26363.7 	5794.6 	9326.2 	3.57529 	3.84248 	1.9
ROS-LAR-EMBA-17 	279 	1287 	301 	1.1 	24694.4 	5775.4 	12617.8 	3.5733 	3.85506 	2.2
ROS-LAR-EMBC-11 	273 	1215 	300 	1.1 	23312.9 	5756.3 	18366.8 	4.00365 	4.39961 	2.8
ROS-LAR-EMECC-11 	281 	1732 	295 	1.0 	33232.8 	5660.3 	17166.2 	3.46489 	3.63752 	1.8
ROS-LAR-EMBA-06 	266 	1121 	294 	1.1 	21509.2 	5641.1 	16848.5 	3.51513 	3.88515 	2.8
ROS-LAR-EMBC-09 	262 	894 	287 	1.1 	17153.7 	5506.8 	15579.5 	4.40684 	4.82734 	3.0
ROS-LAR-EMBC-04 	255 	903 	286 	1.1 	17326.3 	5487.6 	15463.5 	4.36451 	4.8951 	3.1
ROS-LAR-EMBA-04 	242 	846 	283 	1.2 	16232.7 	5430.1 	16451.3 	3.35129 	3.91907 	3.3
ROS-LAR-EMBC-19 	252 	870 	283 	1.1 	16693.2 	5430.1 	15735.0 	3.6165 	4.06139 	3.2
ROS-LAR-EMBA-11 	251 	1065 	281 	1.1 	20434.7 	5391.7 	15118.1 	3.65443 	4.09121 	2.6
ROS-LAR-EMBA-15 	252 	1116 	279 	1.1 	21413.3 	5353.3 	15386.5 	3.4393 	3.80779 	2.7
ROS-LAR-EMBA-16 	250 	1078 	276 	1.1 	20684.2 	5295.8 	14158.2 	3.47921 	3.84105 	2.6
ROS-LAR-EMBC-14 	239 	863 	272 	1.1 	16558.8 	5219.0 	15039.4 	4.01828 	4.5731 	3.2
ROS-LAR-EMECC-02 	250 	1226 	272 	1.1 	23523.9 	5219.0 	15382.2 	3.7382 	4.06716 	2.5
ROS-LAR-EMECC-09 	237 	1450 	266 	1.1 	27821.9 	5103.9 	15085.5 	3.45953 	3.88285 	2.1
ROS-LAR-EMECA-11 	238 	1510 	264 	1.1 	28973.2 	5065.5 	14747.6 	3.28078 	3.63919 	1.8
ROS-LAR-EMECC-04 	238 	780 	263 	1.1 	14966.3 	5046.3 	8987.3 	3.50602 	3.8743 	1.8
ROS-LAR-EMBA-09 	228 	765 	263 	1.2 	14678.5 	5046.3 	14206.4 	3.2317 	3.72779 	3.2
ROS-RPC-BA-00 	234 	796 	263 	1.1 	15273.3 	5046.3 	5028.3 	1.25962 	1.41572 	1.1
ROS-RPC-BC-00 	221 	712 	259 	1.2 	13661.5 	4969.6 	4978.0 	1.26251 	1.4796 	1.1
ROS-LAR-EMECA-04 	226 	810 	258 	1.1 	15541.9 	4950.4 	8515.5 	3.02887 	3.45774 	1.8
ROS-LAR-EMECA-02 	235 	1262 	257 	1.1 	24214.7 	4931.2 	15354.1 	3.33321 	3.64525 	2.6
ROS-RPC-BA-01 	237 	674 	256 	1.1 	12932.4 	4912.0 	4634.2 	1.37757 	1.488 	1.1
ROS-LAR-EMECC-07 	242 	1167 	256 	1.1 	22391.9 	4912.0 	15994.9 	3.85473 	4.07773 	2.6
ROS-LAR-EMECC-03 	228 	792 	251 	1.1 	15196.5 	4816.1 	13293.5 	3.737 	4.11398 	2.8
ROS-TRT-BA-00 	190 	413 	249 	1.3 	7924.5 	4777.7 	12277.5 	2.313 	3.03125 	4.0
ROS-TRT-BC-00 	197 	383 	248 	1.3 	7348.8 	4758.5 	13289.2 	2.20455 	2.77527 	4.1
ROS-LAR-EMECA-07 	225 	1087 	247 	1.1 	20856.8 	4739.3 	14230.8 	3.12874 	3.43467 	2.5
ROS-LAR-EMECC-05 	222 	885 	240 	1.1 	16981.0 	4605.0 	12858.3 	3.56608 	3.85522 	2.8
ROS-LAR-EMBA-14 	209 	736 	239 	1.1 	14122.0 	4585.8 	12902.3 	3.38792 	3.87423 	3.2
ROS-LAR-EMECA-03 	218 	764 	237 	1.1 	14659.3 	4547.4 	13056.9 	3.41247 	3.70989 	2.9
ROS-TRT-BC-01 	188 	371 	235 	1.2 	7118.6 	4509.1 	12318.7 	2.12814 	2.66018 	3.9
ROS-RPC-BC-01 	210 	578 	234 	1.1 	11090.4 	4489.9 	4332.0 	1.29822 	1.44659 	1.1
ROS-LAR-EMECA-09 	213 	1224 	230 	1.1 	23485.5 	4413.1 	13141.1 	3.65494 	3.94665 	2.1
ROS-LAR-EMECC-08 	213 	704 	228 	1.1 	13508.0 	4374.8 	12255.0 	3.913 	4.18856 	2.8
ROS-LAR-EMBA-19 	211 	747 	225 	1.1 	14333.1 	4317.2 	10841.1 	3.43057 	3.65819 	3.0
ROS-TRT-BA-01 	178 	358 	223 	1.3 	6869.1 	4278.8 	11550.6 	2.16548 	2.71293 	4.0
ROS-LAR-EMECA-05 	197 	804 	219 	1.1 	15426.8 	4202.1 	11080.2 	3.45676 	3.8428 	2.7
ROS-LAR-EMECC-01 	198 	783 	215 	1.1 	15023.8 	4125.3 	12222.2 	3.66646 	3.98126 	3.0
ROS-LAR-EMECA-08 	195 	657 	212 	1.1 	12606.2 	4067.8 	11311.4 	3.25201 	3.53552 	2.9
ROS-LAR-EMECC-06 	199 	756 	212 	1.1 	14505.8 	4067.8 	10698.7 	3.95901 	4.21764 	2.5
ROS-LAR-EMECA-01 	187 	786 	209 	1.1 	15081.4 	4010.2 	11345.2 	3.21478 	3.59299 	2.9
ROS-LAR-EMECC-00 	187 	784 	205 	1.1 	15043.0 	3933.4 	11912.5 	3.3553 	3.67827 	2.7
ROS-MDT-ECA-03 	172 	512 	200 	1.2 	9824.0 	3837.5 	3243.9 	1.63415 	1.90018 	2.0
ROS-MDT-BA-03 	181 	522 	199 	1.1 	10015.9 	3818.3 	2293.4 	1.32939 	1.46159 	2.0
ROS-LAR-EMECA-00 	184 	771 	198 	1.1 	14793.6 	3799.1 	11368.4 	3.42927 	3.6902 	2.7
ROS-MDT-BA-00 	174 	508 	197 	1.1 	9747.3 	3779.9 	2357.5 	1.23566 	1.399 	1.8
ROS-LAR-EMECA-06 	178 	719 	196 	1.1 	13795.8 	3760.8 	9799.0 	3.12295 	3.43876 	2.7
ROS-TRT-BC-02 	153 	284 	185 	1.2 	5449.3 	3549.7 	8117.0 	2.23445 	2.70178 	3.4
ROS-MDT-BC-00 	159 	471 	183 	1.2 	9037.3 	3511.3 	2255.3 	1.35226 	1.55638 	1.8
ROS-MDT-ECA-01 	158 	454 	179 	1.1 	8711.1 	3434.6 	2916.1 	1.45198 	1.64497 	2.4
ROS-MDT-ECC-01 	151 	442 	177 	1.2 	8480.9 	3396.2 	2636.0 	1.37214 	1.6084 	2.0
ROS-TRT-BA-02 	134 	261 	169 	1.3 	5007.9 	3242.7 	7257.8 	2.42333 	3.05629 	3.4
ROS-MDT-BA-01 	150 	515 	168 	1.1 	9881.6 	3223.5 	2047.7 	1.2627 	1.41423 	2.1
ROS-MDT-ECC-03 	137 	426 	168 	1.2 	8173.9 	3223.5 	2588.1 	1.42194 	1.74369 	2.2
ROS-MDT-BC-03 	146 	391 	162 	1.1 	7502.3 	3108.4 	1718.6 	1.27527 	1.41503 	1.8
ROS-MDT-BC-01 	141 	415 	161 	1.1 	7962.8 	3089.2 	2200.3 	1.20929 	1.38082 	2.0
ROS-MDT-ECA-02 	131 	389 	152 	1.2 	7464.0 	2916.5 	2368.3 	1.49981 	1.74024 	2.3
ROS-MDT-BA-02 	128 	361 	144 	1.1 	6926.7 	2763.0 	1578.1 	1.23744 	1.39212 	1.9
ROS-TRT-ECA-02 	107 	217 	137 	1.3 	4163.7 	2628.7 	7867.7 	2.13975 	2.73968 	4.4
ROS-MDT-ECC-00 	122 	355 	134 	1.1 	6811.6 	2571.1 	1695.9 	1.49893 	1.64636 	1.9
ROS-TRT-ECC-00 	106 	207 	132 	1.2 	3971.8 	2532.8 	8608.3 	2.49024 	3.10106 	5.0
ROS-TRT-ECA-01 	104 	234 	132 	1.3 	4489.9 	2532.8 	8087.8 	2.47522 	3.14162 	4.6
ROS-TRT-ECC-01 	107 	224 	130 	1.2 	4298.0 	2494.4 	8366.6 	2.28274 	2.77342 	4.5
ROS-TRT-ECA-04 	106 	228 	129 	1.2 	4374.8 	2475.2 	9574.7 	2.57419 	3.13274 	5.6
ROS-TRT-ECA-03 	105 	195 	128 	1.2 	3741.6 	2456.0 	7703.9 	2.23456 	2.72404 	4.7
ROS-MDT-ECA-00 	107 	283 	126 	1.2 	5430.1 	2417.6 	1669.7 	1.45956 	1.71874 	2.1
ROS-TRT-ECC-05 	104 	173 	124 	1.2 	3319.4 	2379.3 	9050.1 	2.58153 	3.07798 	5.4
ROS-MDT-BC-02 	112 	339 	124 	1.1 	6504.6 	2379.3 	1555.1 	1.20999 	1.33963 	2.0
ROS-TRT-ECC-02 	96 	189 	124 	1.3 	3626.4 	2379.3 	7646.5 	2.55668 	3.30238 	4.6
ROS-TRT-ECC-04 	99 	191 	122 	1.2 	3664.8 	2340.9 	9181.7 	2.6756 	3.2972 	6.1
ROS-TRT-ECC-03 	101 	196 	119 	1.2 	3760.8 	2283.3 	7833.6 	2.62534 	3.09322 	5.0
ROS-MDT-ECC-02 	96 	282 	118 	1.2 	5410.9 	2264.1 	1525.6 	1.29952 	1.59732 	2.1
ROS-TRT-ECA-05 	91 	179 	118 	1.3 	3434.6 	2264.1 	7882.6 	2.73318 	3.54412 	5.1
ROS-TRT-ECA-00 	96 	194 	115 	1.2 	3722.4 	2206.6 	6558.9 	3.06834 	3.67561 	4.6
ROS-CSC-ECA-00 	107 	312 	109 	1.0 	5986.5 	2091.4 	915.8 	1.83415 	1.86843 	1.1
ROS-LAR-FCALA-00 	72 	424 	99 	1.4 	8135.5 	1899.6 	6099.8 	1.75998 	2.41997 	1.9
ROS-LAR-FCALC-00 	69 	451 	98 	1.4 	8653.6 	1880.4 	6100.0 	1.74283 	2.47532 	1.9
ROS-CSC-ECC-00 	59 	151 	60 	1.0 	2897.3 	1151.3 	458.8 	1.61053 	1.63783 	1.1

